debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,debtor_number_of_dependents,debtor_education_level,employment_year,residential_zone,criminality_level,violence_level,gangster_culture,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,ltv,loan_purpose,loan_income_expenses_ratio,default_risk,ses,default_score,default_potential,solutions
8948839460564994,"Saiful Sinaga, S.I.Kom",laki-laki,"Kalimantan Timur, 05-03-1987",36,"Jl. Jamika No. 35
Surabaya, Papua Barat 77544",77544,18,1,Cerai hidup,Pengusaha,CV Purnawati Tbk,+62 (108) 031-6121,2,SMA,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,9500000,2200000,140000000.0,0.25,100000000,300000000,12,282,3193006.72,66.66666666666666,kredit properti,43.74,Beresiko,Menengah,475,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
8050815130101671,Raihan Budiman,perempuan,"Papua Barat, 31-08-1996",27,"Jalan Cihampelas No. 23
Banjar, BE 81908",81908,12,18,Cerai mati,Pengusaha,PD Pudjiastuti Permata Tbk,+62 (067) 999 4103,0,S2,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,17000000,9200000,970000000.0,0.2,20000000,80000000,9,60,1660668.42,75.0,kendaraan bermotor,21.29,Sangat Baik,Sangat Rendah,150,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
8671085590909292,Irma Thamrin,laki-laki,"Aceh, 09-03-1979",44,"Jalan Cihampelas No. 6
Padangpanjang, RI 85441",85441,1,20,Cerai hidup,Pegawai Swasta,Perum Mayasari,+62-0403-664-7051,0,SMA,4,Zona 6: zona daerah manufaktur berat,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Sedang,4000000,2300000,160000000.0,0.3,120000000,280000000,11,174,3226029.07,57.14285714285714,kredit properti,189.77,Sangat Beresiko,Sangat Rendah,900,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
8292087287063987,Syahrini Riyanti,laki-laki,"Sulawesi Tenggara, 08-02-1990",33,"Jalan Veteran No. 8
Subulussalam, JK 36286",36286,11,10,Menikah,Buruh,UD Haryanto Nainggolan,+62 (198) 052 2922,2,SMA,8,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Sedang,10000000,3500000,290000000.0,0.3,90000000,210000000,9,252,1857620.13,57.14285714285714,kredit properti,28.58,Netral,Menengah,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
1334181409747446,"Zahra Zulaika, S.Pd",laki-laki,"DI Yogyakarta, 03-07-1960",63,"Gg. Sukajadi No. 00
Cimahi, KT 16548",16548,2,9,Cerai hidup,Pegawai Negeri,Perum Prakasa,+62-014-007-5757,1,SMP,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,7500000,2500000,180000000.0,0.2,10000000,40000000,12,54,962263.3,75.0,kendaraan bermotor,19.25,Sangat Baik,Tidak Diketahui,0,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
3412179175825934,"Dipa Waskita, M.TI.",perempuan,"Aceh, 21-01-1991",32,"Gang KH Amin Jasuta No. 5
Blitar, Sulawesi Utara 51788",51788,1,20,Cerai mati,Buruh,PT Santoso Tampubolon (Persero) Tbk,+62 (186) 668-1027,0,S1,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,11000000,2900000,590000000.0,0.25,100000000,300000000,9,216,2809334.51,66.66666666666666,kredit properti,34.68,Netral,Menengah,325,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
6630595155715822,Chelsea Siregar,laki-laki,"Banten, 14-04-1969",54,"Jalan Soekarno Hatta No. 180
Yogyakarta, BB 56208",56208,9,10,Cerai mati,Buruh,UD Puspasari,+62 (058) 979 6620,3,SMA,6,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,9500000,2400000,220000000.0,0.25,100000000,300000000,9,246,2675758.62,66.66666666666666,kredit properti,37.69,Netral,Menengah,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
6324954926766387,Dian Puspita,perempuan,"DKI Jakarta, 22-04-1988",35,"Gang Jend. Sudirman No. 720
Metro, Maluku Utara 56087",56087,1,18,Cerai mati,Buruh,PD Prayoga,+62 (58) 019-9386,2,S1,1,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,13500000,3800000,580000000.0,0.2,20000000,80000000,10,54,1845792.59,75.0,kendaraan bermotor,19.03,Sangat Baik,Menengah,100,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
3743175176363244,Daliman Hastuti,laki-laki,"Kepulauan Riau, 25-12-1976",47,"Gang Pasirkoja No. 27
Mataram, PA 59159",59159,7,15,Menikah,Profesional,CV Hutagalung,+62-0111-105-7025,0,SMA,2,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,6000000,2500000,100000000.0,0.3,120000000,280000000,6,312,1774295.58,57.14285714285714,kredit properti,50.69,Beresiko,Rendah,650,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
3066888255234052,"KH. Bagus Hariyah, S.E.I",laki-laki,"Jawa Barat, 25-06-1979",44,"Jl. Raya Setiabudhi No. 94
Pangkalpinang, DI Yogyakarta 91290",91290,7,10,Cerai mati,Pegawai Swasta,CV Mustofa Tbk,+62-923-074-8828,0,S2,5,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Rendah,22000000,12500000,130000000.0,0.2,40000000,160000000,8,24,7236366.63,75.0,kendaraan bermotor,76.17,Sangat Beresiko,Sangat Rendah,900,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
6284963421433271,Ghaliyati Kuswoyo,laki-laki,"Kalimantan Selatan, 15-05-1974",49,"Gg. Cihampelas No. 764
Batam, Sulawesi Barat 49927",49927,10,6,Cerai hidup,Pegawai Negeri,Perum Januar (Persero) Tbk,+62-220-268-2624,4,SMA,3,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,4500000,2600000,140000000.0,0.2,6000000,24000000,11,12,2121159.8,75.0,kendaraan bermotor,111.64,Sangat Beresiko,Sangat Rendah,800,Sangat Buruk,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
5955447447737483,Warji Permata,laki-laki,"Jambi, 18-04-1965",58,"Jl. Tubagus Ismail No. 94
Tidore Kepulauan, JK 96712",96712,16,12,Belum menikah,Pegawai Negeri,CV Tamba Tbk,+62 (647) 582-6811,3,S1,7,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,31500000,7000000,320000000.0,0.35,244999999,455000001,9,120,5763747.72,46.15384649196957,kredit properti,23.53,Netral,Tinggi,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Pengelolaan Keuangan Lanjutan"
9409920685063148,Jessica Habibi,laki-laki,"Jawa Barat, 08-06-1971",52,"Gang Soekarno Hatta No. 24
Payakumbuh, DI Yogyakarta 80416",80416,13,3,Cerai mati,Buruh,CV Nashiruddin Halimah,+62 (305) 766 2387,4,S1,3,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,8000000,4600000,630000000.0,0.2,6000000,24000000,7,54,519397.8,75.0,kendaraan bermotor,15.28,Sangat Baik,Sangat Rendah,150,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
7983970083809687,Bagas Marbun,laki-laki,"Riau, 23-02-1991",32,"Jl. Laswi No. 6
Surabaya, Kalimantan Selatan 48753",48753,12,7,Cerai hidup,Pegawai Swasta,PT Yuniar Lazuardi (Persero) Tbk,+62-0711-114-7171,0,D4,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,8000000,2000000,630000000.0,0.2,8000000,32000000,9,36,1017591.45,75.0,kendaraan bermotor,16.96,Sangat Baik,Tinggi,0,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
1477977402958431,"Ir. Jamalia Hardiansyah, S.E.",laki-laki,"Sumatera Barat, 05-06-1990",33,"Gang Erlangga No. 305
Yogyakarta, SB 11183",11183,2,19,Cerai hidup,Profesional,PD Widiastuti Pradipta (Persero) Tbk,+62-0958-726-1589,0,S1,4,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,24500000,7100000,200000000.0,0.2,40000000,160000000,11,72,3045452.64,75.0,kendaraan bermotor,17.5,Sangat Baik,Menengah,150,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
8435190395354547,Cornelia Samosir,perempuan,"Sulawesi Tengah, 02-02-1972",51,"Gang Rajiman No. 25
Malang, NB 54203",54203,18,17,Cerai mati,Buruh,PD Uwais,+62-335-782-8070,1,SMA,2,Zona 2: zona grosir dan manufaktur,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,3500000,1400000,240000000.0,0.2,10000000,40000000,7,72,681960.26,75.0,kendaraan bermotor,32.47,Sangat Baik,Rendah,225,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
6989264898756147,Jessica Mardhiyah,laki-laki,"Sulawesi Utara, 10-03-1969",54,"Jalan Ahmad Yani No. 1
Sungai Penuh, Kalimantan Tengah 29222",29222,10,7,Menikah,Pegawai Swasta,PD Purwanti,+62 (572) 731-5713,5,S2,7,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,31500000,10300000,600000000.0,0.2,20000000,80000000,6,18,4658538.44,75.0,kendaraan bermotor,21.97,Sangat Baik,Tinggi,0,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
3335764111945458,Ciaobella Hassanah,perempuan,"Sulawesi Selatan, 09-11-1999",24,"Gang Monginsidi No. 92
Tanjungpinang, SG 40319",40319,11,4,Cerai hidup,Profesional,UD Haryanti Pudjiastuti Tbk,+62 (23) 871 4268,1,S2,5,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,27500000,9300000,960000000.0,0.2,40000000,160000000,11,12,14141065.36,75.0,kendaraan bermotor,77.7,Beresiko,Tinggi,500,Netral,"Berikan edukasi keuangan, Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
6242535842755058,Mulya Widiastuti,perempuan,"Jambi, 20-04-1976",47,"Jl. Jayawijaya No. 91
Banjarbaru, Jawa Timur 48573",48573,18,10,Cerai mati,Pengusaha,UD Rahimah,+62 (0789) 425-2707,5,D4,7,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Tinggi,27500000,6500000,680000000.0,0.3,180000000,420000000,8,258,3415013.86,57.14285714285714,kredit properti,16.26,Sangat Baik,Tinggi,50,Sangat Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
3375777182151039,Yani Dongoran,laki-laki,"Kalimantan Utara, 16-03-1964",59,"Gg. Raya Ujungberung No. 51
Banjar, MA 96921",96921,1,3,Menikah,Pengusaha,CV Nasyidah Saptono,+62 (0294) 742 9933,0,SMA,7,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,5000000,1000000,130000000.0,0.3,90000000,210000000,9,168,2202768.76,57.14285714285714,kredit properti,55.07,Beresiko,Rendah,600,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
9907706009770744,Cut Humaira Puspita,perempuan,"Sulawesi Barat, 06-11-1983",40,"Jalan Merdeka No. 2
Magelang, Sulawesi Tengah 39071",39071,5,6,Cerai mati,Pegawai Swasta,Perum Aryani (Persero) Tbk,+62 (343) 350-3569,0,SMA,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Sedang,6000000,2000000,90000000.0,0.2,6000000,24000000,8,60,486633.46,75.0,kendaraan bermotor,12.17,Sangat Baik,Rendah,200,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
4602161261861727,"Icha Agustina, S.I.Kom",laki-laki,"Kalimantan Tengah, 23-07-1961",62,"Jalan Ahmad Yani No. 450
Bandar Lampung, PB 07708",7708,5,12,Cerai hidup,Pengusaha,PD Haryanto Novitasari (Persero) Tbk,+62 (0245) 577 1613,1,S1,6,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,22500000,5900000,260000000.0,0.25,150000000,450000000,8,360,3301940.58,66.66666666666666,kredit properti,19.89,Sangat Baik,Menengah,150,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
6736442255002779,Kenari Wibisono,perempuan,"Sulawesi Tenggara, 06-12-1973",50,"Jalan R.E Martadinata No. 821
Lhokseumawe, Riau 02991",2991,1,6,Menikah,Pegawai Swasta,Perum Suryono Tbk,+62-046-465-6512,0,S1,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,19500000,4100000,260000000.0,0.3,90000000,210000000,10,360,1842900.3,57.14285714285714,kredit properti,11.97,Sangat Baik,Menengah,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
2547363656734733,Dt. Parman Pangestu,laki-laki,"Nusa Tenggara Timur, 27-12-1961",62,"Gang Kiaracondong No. 25
Kota Administrasi Jakarta Pusat, Sumatera Utara 32021",32021,17,7,Menikah,Buruh,PT Napitupulu Rajata,+62 (695) 710 4572,2,D3,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,10000000,4900000,170000000.0,0.2,40000000,160000000,9,66,3082438.57,75.0,kendaraan bermotor,60.44,Sangat Beresiko,Menengah,800,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
2050135942149738,Dartono Pratiwi,laki-laki,"Nusa Tenggara Timur, 20-11-1991",32,"Jl. Peta No. 417
Bekasi, PB 58491",58491,15,11,Belum menikah,Pegawai Negeri,UD Saefullah,+62-16-976-8905,0,S3,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,18000000,8200000,330000000.0,0.2,40000000,160000000,11,72,3045452.64,75.0,kendaraan bermotor,31.08,Baik,Menengah,175,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
7782882364311741,Patricia Hariyah,perempuan,"Sumatera Barat, 07-09-1987",36,"Jl. Sukabumi No. 12
Surabaya, GO 03150",3150,14,19,Cerai mati,Pegawai Negeri,CV Wulandari,+62-573-868-6034,1,S1,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,13000000,2700000,430000000.0,0.2,20000000,80000000,7,30,2914552.58,75.0,kendaraan bermotor,28.3,Sangat Baik,Menengah,150,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
7996172934178926,Nurul Tarihoran,laki-laki,"Kalimantan Barat, 24-12-1984",39,"Jl. Kutisari Selatan No. 47
Bekasi, Sulawesi Selatan 84673",84673,3,13,Cerai mati,Profesional,Perum Salahudin Tbk,+62 (002) 225-4288,3,D4,6,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,29500000,14700000,290000000.0,0.25,175000000,525000000,9,186,5243892.12,66.66666666666666,kredit properti,35.43,Netral,Tinggi,325,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Pengelolaan Keuangan Lanjutan"
5553438377662349,"Icha Usada, M.Pd",perempuan,"Sulawesi Tenggara, 25-03-1986",37,"Jl. Pasteur No. 5
Singkawang, Sulawesi Barat 66302",66302,18,11,Cerai hidup,Pengusaha,CV Usamah Thamrin,+62 (216) 398-8460,2,D3,9,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Tinggi,13500000,6700000,290000000.0,0.2,60000000,240000000,7,72,4091761.55,75.0,kendaraan bermotor,60.17,Sangat Beresiko,Menengah,700,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
5714879633474058,Indah Nasyiah,laki-laki,"Nusa Tenggara Timur, 20-12-1965",58,"Jalan Suniaraja No. 241
Parepare, SU 66945",66945,3,11,Cerai mati,Pegawai Negeri,Perum Riyanti (Persero) Tbk,+62-795-765-7663,0,SMA,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Tinggi,4000000,1800000,110000000.0,0.3,150000000,350000000,10,306,3166541.9,57.14285714285714,kredit properti,143.93,Sangat Beresiko,Rendah,950,Suspicious,"Debitur memiliki risiko default yang sangat tinggi, segera lakukan analisis lanjutan, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah, Opsi pembayaran pokok saja"
9251515606021871,Sutan Darmanto Pertiwi,perempuan,"Papua, 07-03-1999",24,"Gang Rawamangun No. 7
Medan, SG 43742",43742,6,16,Belum menikah,Pegawai Swasta,Perum Kuswoyo Wasita,+62-0989-587-3878,0,S1,7,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,26500000,14100000,110000000.0,0.35,244999999,455000001,11,360,4333071.46,46.15384649196957,kredit properti,34.94,Netral,Sangat Rendah,475,Netral,"Berikan edukasi keuangan, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
8202548188593193,Erik Sihombing,perempuan,"Lampung, 17-06-1970",53,"Gg. K.H. Wahid Hasyim No. 8
Jambi, Sulawesi Tenggara 00143",143,13,4,Belum menikah,Pegawai Negeri,CV Dabukke Mardhiyah,+62 (0121) 439 3307,0,D4,8,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,33500000,19400000,710000000.0,0.2,20000000,80000000,12,12,7107903.09,75.0,kendaraan bermotor,50.41,Baik,Sangat Rendah,350,Netral,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
4778774567106074,"Reza Mandasari, S.Farm",perempuan,"Papua Barat, 21-11-1976",47,"Gang Moch. Toha No. 84
Tegal, PA 75862",75862,16,12,Cerai hidup,Buruh,CV Mulyani,+62-079-112-4192,0,S1,6,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,27500000,10600000,700000000.0,0.2,20000000,80000000,6,36,2433755.0,75.0,kendaraan bermotor,14.4,Sangat Baik,Tinggi,0,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
4613109461525590,Ira Habibi,laki-laki,"Jambi, 28-10-1961",62,"Gang Otto Iskandardinata No. 774
Mataram, NT 45403",45403,1,6,Cerai mati,Pegawai Negeri,PT Maheswara Tbk,+62 (0320) 864 6094,0,S1,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,7500000,1800000,610000000.0,0.3,120000000,280000000,11,294,2755047.79,57.14285714285714,kredit properti,48.33,Beresiko,Tinggi,325,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
1621269747725238,"Puput Samosir, M.Ak",perempuan,"Jambi, 18-01-1990",33,"Jalan KH Amin Jasuta No. 222
Malang, KU 23560",23560,9,9,Menikah,Pegawai Negeri,Perum Sirait Marpaung Tbk,+62-17-165-7264,0,SMA,0,Zona 3: zona permukiman kelas rendah,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,3000000,700000,80000000.0,0.2,8000000,32000000,7,72,545568.21,75.0,kendaraan bermotor,23.72,Baik,Rendah,250,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Bantuan Keuangan Pemerintah"
6713998323256968,T. Dwi Nasyidah,laki-laki,"Nusa Tenggara Timur, 18-07-1979",44,"Gang Cikutra Timur No. 7
Bima, JB 10884",10884,17,11,Menikah,Buruh,PD Wibowo Widodo (Persero) Tbk,+62 (0146) 919-4657,0,SMA,3,Zona 6: zona daerah manufaktur berat,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,3500000,1400000,160000000.0,0.2,10000000,40000000,10,66,790387.97,75.0,kendaraan bermotor,37.64,Baik,Rendah,225,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
7125876264551271,Cut Karimah Sihombing,perempuan,"Papua Barat, 01-02-1978",45,"Jl. Ahmad Dahlan No. 977
Depok, KS 22706",22706,2,11,Cerai hidup,Pengusaha,Perum Sirait Tarihoran Tbk,+62 (06) 222 6141,0,D4,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,7000000,2200000,570000000.0,0.2,4000000,16000000,12,18,975712.77,75.0,kendaraan bermotor,20.33,Sangat Baik,Menengah,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
1622403111196620,Tgk. Paulin Wijayanti,perempuan,"Nusa Tenggara Timur, 25-08-1971",52,"Gang Rawamangun No. 63
Gorontalo, Bali 83697",83697,2,18,Cerai hidup,Pegawai Negeri,CV Palastri Siregar,+62-0531-590-9771,2,S1,3,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,19000000,4200000,410000000.0,0.2,20000000,80000000,6,42,2116497.31,75.0,kendaraan bermotor,14.3,Sangat Baik,Menengah,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
4704677214782899,Marwata Budiyanto,perempuan,"Sulawesi Tenggara, 18-10-1962",61,"Jl. Rajiman No. 8
Salatiga, Sulawesi Tengah 07314",7314,14,13,Menikah,Pegawai Swasta,UD Wasita Dabukke,+62 (0211) 491-1539,5,SMA,5,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,9500000,4700000,290000000.0,0.2,8000000,32000000,11,12,2828213.07,75.0,kendaraan bermotor,58.92,Baik,Menengah,250,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
3907666697419537,"Unggul Permata, M.M.",laki-laki,"Papua Barat, 13-03-1964",59,"Gang Dipenogoro No. 416
Sibolga, SU 74049",74049,17,12,Cerai hidup,Buruh,UD Uwais Mangunsong,+62 (194) 125-6094,0,S2,1,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,10500000,6200000,750000000.0,0.2,60000000,240000000,8,72,4207977.75,75.0,kendaraan bermotor,97.86,Sangat Beresiko,Sangat Rendah,850,Sangat Buruk,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
