debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,debtor_number_of_dependents,debtor_education_level,employment_year,residential_zone,criminality_level,violence_level,gangster_culture,monthly_income,monthly_expenses,asset_value,collateral_offered,loan_amount,interest_rate,tenor,monthly_payment,loan_purpose,loan_income_expenses_ratio,default_risk,ses,default_score,default_potential,solutions
6782625800174756,"Darsirah Rahmawati, S.I.Kom",laki-laki,"Jawa Barat, 02-05-1996",27,"Jalan Sukajadi No. 9
Kupang, Aceh 89872",89872,5,3,Menikah,Profesional,PD Sitorus,+62 (052) 445-9041,3,S1,7,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,33500000,19400000,480000000.0,Yes,180100000,6,36,5478990.94,kredit pribadi,38.86,Baik,Sangat Rendah,125,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
7640952442860589,R.A. Tami Wulandari,perempuan,"Sumatera Barat, 19-03-1972",51,"Jalan Kiaracondong No. 25
Bengkulu, Kalimantan Barat 04888",4888,18,1,Belum menikah,Pengusaha,PD Yuliarti,+62 (72) 866 8059,0,S2,14,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Sedang,Tidak ada,71500000,22600000,520000000.0,No,406400000,11,18,24594735.62,kredit Modal,50.3,Beresiko,Sangat Tinggi,450,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
3130628125185103,Ibun Hutasoit,perempuan,"Kalimantan Timur, 30-06-1991",32,"Gg. Gegerkalong Hilir No. 43
Bengkulu, RI 02843",2843,3,5,Belum menikah,Pegawai Negeri,CV Usamah Narpati,+62 (023) 384-5753,3,S1,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,18000000,7900000,80000000.0,No,98600000,8,48,2407114.14,kredit pribadi,23.83,Netral,Menengah,350,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
8042983213755307,Rizki Gunarto,perempuan,"Sulawesi Tengah, 26-05-1968",55,"Jalan Cikutra Timur No. 77
Bau-Bau, Papua Barat 92481",92481,19,17,Belum menikah,Buruh,PD Sitompul Zulkarnain,+62 (030) 828-2939,0,SMA,17,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,16500000,9600000,220000000.0,No,89400000,8,60,1812709.65,Kebutuhan darurat,26.27,Baik,Sangat Rendah,200,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak"
4481371322488570,Paiman Waluyo,perempuan,"Sulawesi Barat, 09-09-1994",29,"Gg. Ahmad Dahlan No. 86
Kota Administrasi Jakarta Utara, Kepulauan Bangka Belitung 02014",2014,20,8,Cerai mati,Pegawai Negeri,CV Wacana,+62 (28) 864 1290,4,S2,5,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,26000000,12300000,390000000.0,No,141700000,11,36,4639076.22,Kebutuhan darurat,33.86,Baik,Menengah,275,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
6734925097672812,Embuh Hakim,laki-laki,"Jawa Tengah, 24-05-1984",39,"Jalan W.R. Supratman No. 84
Tebingtinggi, Jambi 51508",51508,13,10,Belum menikah,Profesional,PD Anggraini,+62 (028) 995 7384,0,S1,7,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Rendah,37500000,11000000,240000000.0,Yes,214000000,11,60,4652878.54,Kebutuhan darurat,17.56,Sangat Baik,Tinggi,250,Baik,"Penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Pengelolaan Keuangan Lanjutan"
8391258074075289,Paiman Halimah,perempuan,"Kalimantan Timur, 10-12-1980",43,"Gg. Cihampelas No. 553
Tidore Kepulauan, Maluku 99976",99976,1,13,Cerai hidup,Profesional,UD Saragih,+62 (466) 591-6231,5,SMA,12,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,20000000,6100000,90000000.0,Yes,111400000,12,54,2679903.3,Kebutuhan darurat,19.28,Sangat Baik,Tinggi,250,Baik,"Penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Pengelolaan Keuangan Lanjutan"
7980229426939563,drg. Kawaca Waluyo,perempuan,"Riau, 31-05-1981",42,"Gang Moch. Ramdan No. 6
Probolinggo, Kalimantan Timur 23390",23390,8,20,Cerai hidup,Pegawai Swasta,Perum Andriani Riyanti,+62 (030) 179 7045,0,D3,0,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Sedang,14500000,3500000,390000000.0,Yes,83500000,10,48,2117775.72,kredit pribadi,19.25,Sangat Baik,Menengah,100,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
8288623273261506,"Dr. Jasmin Maulana, S.Gz",perempuan,"Kalimantan Selatan, 26-10-1972",51,"Jalan HOS. Cokroaminoto No. 20
Salatiga, SS 63785",63785,20,1,Cerai hidup,Pegawai Negeri,PD Puspasari Tbk,+62 (86) 551 5261,0,SMA,7,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,10000000,5600000,260000000.0,No,54400000,9,36,1729905.46,kredit pribadi,39.32,Baik,Sangat Rendah,125,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
4297830990745423,"Ani Mangunsong, M.Ak",laki-laki,"Kalimantan Barat, 13-01-1973",50,"Jalan Waringin No. 38
Batu, MA 66963",66963,1,2,Menikah,Buruh,Perum Manullang Nainggolan Tbk,+62 (0332) 368-2088,4,S3,10,Zona 1: zona PDK (CBD),Tingkat Kriminalitas Rendah,Tingkat Kekerasan Tinggi,Tidak ada,90500000,26700000,730000000.0,No,514300000,10,42,14563340.19,pernikahan,22.83,Netral,Sangat Tinggi,200,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
4009533090515490,"Qori Maheswara, M.M.",laki-laki,"DKI Jakarta, 07-08-1961",62,"Jl. Otto Iskandardinata No. 768
Meulaboh, Bengkulu 91842",91842,19,13,Cerai mati,Buruh,CV Rajata Safitri,+62 (062) 757-1099,3,SMA,10,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,9500000,2300000,210000000.0,Yes,53200000,9,30,1986922.15,kredit pribadi,27.6,Baik,Menengah,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
9884505986024675,Rini Nuraini,laki-laki,"Nusa Tenggara Barat, 03-10-1967",56,"Jl. Dr. Djunjunan No. 239
Salatiga, KB 75997",75997,9,5,Cerai mati,Profesional,PD Sinaga Firgantoro,+62 (0338) 291 1104,0,S2,17,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Sedang,Tidak ada,60500000,33700000,990000000.0,Yes,329300000,6,48,7733620.07,Kebutuhan darurat,28.86,Baik,Sangat Rendah,200,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak"
4383582195933131,Gara Pradipta,laki-laki,"Sumatera Utara, 17-04-1966",57,"Jl. Sentot Alibasa No. 9
Serang, Lampung 15001",15001,18,18,Belum menikah,Profesional,CV Rajata (Persero) Tbk,+62 (13) 662 4353,1,SMA,15,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,15000000,8300000,200000000.0,Yes,81200000,12,42,2377180.83,Kebutuhan darurat,35.48,Baik,Sangat Rendah,275,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
1448116486225614,"Prakosa Firmansyah, M.Ak",laki-laki,"Banten, 09-09-1969",54,"Gang Ahmad Dahlan No. 6
Samarinda, Nusa Tenggara Timur 73291",73291,3,2,Cerai mati,Pegawai Negeri,UD Setiawan,+62 (0759) 368 9942,0,S1,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Sedang,18000000,8800000,570000000.0,Yes,99200000,10,48,2515968.28,lainnya,27.35,Sangat Baik,Menengah,100,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
9451644637975338,"Drs. Puput Napitupulu, S.E.I",laki-laki,"Bali, 25-11-1986",37,"Jl. Moch. Ramdan No. 870
Sorong, SU 19575",19575,4,7,Belum menikah,Pegawai Swasta,PT Damanik Sihombing Tbk,+62 (016) 087-0266,0,SMA,11,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,11500000,3500000,120000000.0,No,65500000,6,54,1387084.37,lainnya,17.34,Sangat Baik,Menengah,50,Sangat Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
3781552452068236,Aisyah Ardianto,laki-laki,"Kalimantan Utara, 30-08-1961",62,"Jalan Astana Anyar No. 52
Pematangsiantar, Jawa Tengah 07640",7640,13,1,Cerai mati,Pegawai Swasta,CV Sitompul Kuswoyo,+62 (976) 426 7860,1,S1,6,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,30000000,17300000,650000000.0,No,162200000,12,48,4271348.11,Kebutuhan darurat,33.63,Baik,Sangat Rendah,275,Netral,"Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
9803459301501352,Gilang Habibi,perempuan,"Banten, 14-08-1996",27,"Jalan Rajawali Barat No. 32
Padang Sidempuan, SS 97109",97109,11,20,Menikah,Pegawai Swasta,PD Wijayanti,+62-0544-998-5704,2,D4,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,16500000,5800000,270000000.0,No,92200000,7,54,1995353.2,kredit Modal,18.65,Sangat Baik,Menengah,100,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
8568365612386185,"T. Daruna Lailasari, S.Sos",laki-laki,"Bengkulu, 11-04-1986",37,"Jalan Pasirkoja No. 100
Tegal, LA 44557",44557,5,13,Cerai hidup,Buruh,PT Ardianto,+62 (416) 836 9730,0,SMA,5,Zona 6: zona daerah manufaktur berat,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,5000000,2300000,280000000.0,Yes,37700000,7,36,1164066.55,kredit Modal,43.11,Baik,Rendah,125,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
8436263970953298,"Zizi Manullang, S.Pt",perempuan,"Sulawesi Tengah, 16-04-1977",46,"Jl. M.T Haryono No. 6
Bandung, SG 76114",76114,19,15,Cerai hidup,Buruh,PT Kusumo,+62 (0664) 191-8063,5,S1,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,18500000,7500000,230000000.0,No,101000000,11,48,2610397.78,Kebutuhan darurat,23.73,Baik,Menengah,300,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
3833871142637943,Timbul Palastri,laki-laki,"Aceh, 19-02-1970",53,"Gg. Ronggowarsito No. 36
Tasikmalaya, Jawa Tengah 43667",43667,12,2,Belum menikah,Pegawai Negeri,CV Latupono Tbk,+62 (44) 996-5704,4,S1,5,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,23000000,8400000,300000000.0,Yes,127600000,10,36,4117293.09,kredit Modal,28.2,Baik,Menengah,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
7952624858129636,Jaeman Nuraini,laki-laki,"Jawa Barat, 08-10-1963",60,"Jalan K.H. Wahid Hasyim No. 806
Bekasi, Kepulauan Bangka Belitung 72349",72349,16,4,Belum menikah,Buruh,Perum Puspasari (Persero) Tbk,+62 (057) 108 0821,5,S2,4,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,21500000,8200000,310000000.0,Yes,118300000,11,60,2572128.65,pernikahan,19.34,Sangat Baik,Menengah,0,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
1045499399384530,"Dt. Hardi Zulkarnain, M.TI.",perempuan,"Kalimantan Utara, 15-06-1983",40,"Jalan Moch. Ramdan No. 11
Tegal, Lampung 26028",26028,11,18,Belum menikah,Pegawai Swasta,CV Suryono,+62 (0117) 196 7734,0,S1,11,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Rendah,Tidak ada,51000000,14600000,500000000.0,Yes,291400000,7,18,17100805.0,kredit Modal,46.98,Beresiko,Tinggi,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
5270307477620369,Tina Suryono,laki-laki,"Banten, 11-10-1964",59,"Jl. Ciwastra No. 169
Sabang, PA 98488",98488,7,13,Cerai mati,Profesional,CV Laksita Najmudin Tbk,+62-38-750-4333,1,SMP,13,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,10000000,3100000,100000000.0,No,56400000,9,12,4932263.29,kredit pribadi,71.48,Sangat Beresiko,Tidak Diketahui,700,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
7034954998551693,Mursita Palastri,perempuan,"Aceh, 01-01-1991",32,"Gang Pasteur No. 8
Banda Aceh, KT 32973",32973,7,1,Menikah,Buruh,UD Wibowo Tampubolon (Persero) Tbk,+62 (94) 433 3606,4,S2,4,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,25500000,6400000,910000000.0,No,144600000,11,24,6739493.4,kredit pribadi,35.29,Sangat Baik,Tinggi,75,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
8298563544411215,Jaeman Purnawati,perempuan,"Sulawesi Selatan, 27-12-1983",40,"Jl. Indragiri No. 7
Metro, Sulawesi Utara 20502",20502,14,9,Cerai hidup,Pegawai Negeri,PT Wastuti Hutagalung (Persero) Tbk,+62 (073) 101 3124,3,SMA,7,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,11500000,5700000,130000000.0,No,61800000,7,54,1337449.33,kredit Modal,23.06,Baik,Menengah,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
8047951495391832,R. Zalindra Lazuardi,laki-laki,"Papua Barat, 21-03-1971",52,"Gang Rajawali Barat No. 44
Batu, RI 05151",5151,4,3,Belum menikah,Pengusaha,CV Hartati Najmudin (Persero) Tbk,+62-061-372-7325,0,SMA,12,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Sedang,Rendah,16000000,5800000,130000000.0,Yes,90200000,7,60,1786068.11,Kebutuhan darurat,17.51,Sangat Baik,Tinggi,200,Baik,"Penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
5466305373161772,Sutan Adikara Suwarno,laki-laki,"Maluku Utara, 28-06-1977",46,"Gg. Tubagus Ismail No. 5
Kota Administrasi Jakarta Timur, MA 53303",53303,12,9,Cerai hidup,Buruh,CV Kusumo Tbk,+62-489-532-9788,0,SD,6,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,9000000,3700000,120000000.0,No,50300000,9,60,1044145.27,kredit Modal,19.7,Sangat Baik,Tidak Diketahui,0,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
5903011945229742,Sakura Sirait,perempuan,"Kalimantan Selatan, 09-06-1995",28,"Jalan Sadang Serang No. 620
Tanjungpinang, PB 36611",36611,19,7,Belum menikah,Profesional,Perum Saptono,+62-001-565-7174,0,S1,15,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Rendah,Tidak ada,58000000,22400000,650000000.0,Yes,325600000,6,60,6294760.18,pernikahan,17.68,Sangat Baik,Sangat Tinggi,50,Sangat Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
7669301908286846,Novi Rajata,laki-laki,"Jambi, 09-10-1974",49,"Jalan S. Parman No. 493
Jayapura, SB 44156",44156,3,2,Cerai hidup,Pengusaha,UD Simanjuntak,+62 (16) 650 8852,0,S1,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,10500000,3400000,660000000.0,No,76600000,12,48,2017171.79,kredit Modal,28.41,Sangat Baik,Tinggi,100,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
7789552245695720,Galak Zulkarnain,perempuan,"Sulawesi Tenggara, 27-11-1994",29,"Gang Rajawali Timur No. 70
Payakumbuh, SS 98771",98771,9,13,Cerai mati,Buruh,UD Santoso,+62 (621) 451 8029,5,D4,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,20000000,10600000,490000000.0,No,106900000,12,36,3550609.72,lainnya,37.77,Baik,Sangat Rendah,225,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
5694698288573357,"dr. Anastasia Nababan, S.Kom",laki-laki,"Sumatera Barat, 30-11-1966",57,"Jl. H.J Maemunah No. 4
Sorong, Lampung 28620",28620,16,11,Menikah,Profesional,UD Mandala,+62-094-870-4209,3,S3,4,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,29500000,16400000,430000000.0,Yes,159100000,10,60,3380404.81,kredit Modal,25.8,Baik,Sangat Rendah,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
1056494156147463,Drs. Elon Farida,perempuan,"Sulawesi Tenggara, 07-09-1968",55,"Jl. Ciumbuleuit No. 35
Padang, SR 77086",77086,11,17,Cerai mati,Profesional,PD Kuswandari (Persero) Tbk,+62 (88) 151 3818,1,SMA,11,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,7500000,2000000,120000000.0,Yes,42500000,9,18,2532900.73,kredit Modal,46.05,Beresiko,Rendah,325,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
8078910049176172,Iriana Suryatmi,perempuan,"Sumatera Selatan, 25-07-1994",29,"Jl. Medokan Ayu No. 5
Makassar, Kepulauan Bangka Belitung 07090",7090,3,6,Cerai hidup,Buruh,PD Kusumo (Persero) Tbk,+62 (051) 112-5945,2,S1,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,6000000,1300000,420000000.0,Yes,40700000,7,48,974612.16,kredit pribadi,20.74,Sangat Baik,Menengah,100,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
7798467391021648,"Mulya Yuniar, S.H.",laki-laki,"Maluku Utara, 02-07-1997",26,"Gang W.R. Supratman No. 322
Subulussalam, ST 37071",37071,5,6,Cerai hidup,Pegawai Negeri,UD Yulianti Situmorang (Persero) Tbk,+62 (22) 320 9333,1,SMA,10,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Sedang,12000000,6000000,270000000.0,No,65500000,11,54,1543277.42,kredit Modal,25.72,Baik,Menengah,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
5456635192060465,Farhunnisa Gunarto,perempuan,"Jawa Tengah, 08-08-1970",53,"Jalan Moch. Ramdan No. 140
Bontang, Papua Barat 57826",57826,13,8,Cerai hidup,Profesional,Perum Suryono,+62 (17) 757 1543,2,S2,14,Zona 1: zona PDK (CBD),Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Tidak ada,103000000,32300000,290000000.0,Yes,584700000,12,6,100889030.02,Kebutuhan darurat,142.7,Sangat Beresiko,Sangat Tinggi,900,Suspicious,"Debitur memiliki risiko default yang sangat tinggi, segera lakukan analisis lanjutan, Penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
3593724050088083,Cemani Latupono,perempuan,"Aceh, 18-05-1973",50,"Jalan Soekarno Hatta No. 48
Kendari, KU 37286",37286,4,9,Cerai mati,Buruh,CV Situmorang Tbk,+62 (063) 660 6755,4,S1,1,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,6000000,2200000,720000000.0,Yes,77800000,6,54,1647559.75,kredit pribadi,43.36,Baik,Tinggi,175,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
4567558329160018,Garda Thamrin,perempuan,"Kalimantan Tengah, 30-10-1992",31,"Jl. Gegerkalong Hilir No. 628
Sabang, KR 27386",27386,1,13,Cerai mati,Pengusaha,CV Hasanah Zulkarnain (Persero) Tbk,+62 (066) 383 4433,0,SMA,10,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,7000000,1700000,80000000.0,Yes,40300000,9,6,6894076.97,kredit Modal,130.08,Sangat Beresiko,Rendah,700,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
4129240485763031,"Gandewa Thamrin, S.Sos",perempuan,"Sulawesi Barat, 25-03-1999",24,"Gang Cikutra Barat No. 42
Prabumulih, JT 59823",59823,19,2,Cerai mati,Pengusaha,PT Nasyiah Tbk,+62 (01) 788 2084,3,D4,11,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,49500000,10500000,170000000.0,Yes,285000000,12,36,9466078.3,lainnya,24.27,Netral,Sangat Tinggi,250,Baik,"Berikan edukasi keuangan, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
9336997696958926,R.A. Ella Uwais,laki-laki,"Maluku, 02-10-1998",25,"Gg. Setiabudhi No. 09
Bogor, Nusa Tenggara Timur 56000",56000,11,15,Menikah,Buruh,PT Salahudin Nasyiah,+62-003-534-9417,0,D4,8,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,39000000,16400000,150000000.0,No,217600000,7,42,5856530.11,kredit Modal,25.91,Netral,Tinggi,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Pengelolaan Keuangan Lanjutan"
8661654626997980,Edi Sihombing,perempuan,"Kalimantan Timur, 10-11-1977",46,"Jl. Sukajadi No. 9
Pekalongan, JB 45679",45679,1,9,Menikah,Pengusaha,PT Pratama,+62 (079) 320 3659,1,S1,9,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,32500000,19000000,130000000.0,No,175500000,7,54,3798096.39,kredit Modal,28.13,Netral,Sangat Rendah,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
8005331147813595,Belinda Riyanti,laki-laki,"Bali, 12-11-1997",26,"Gg. Setiabudhi No. 460
Kotamobagu, KU 70472",70472,3,13,Cerai mati,Pengusaha,CV Hardiansyah,+62 (0624) 905 3183,3,S1,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,6000000,1600000,140000000.0,No,32900000,6,18,1915823.93,kredit Modal,43.54,Beresiko,Rendah,425,Netral,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
2083987561832584,"T. Halim Anggriawan, M.Pd",laki-laki,"Sumatera Utara, 10-12-1989",34,"Jl. Pasirkoja No. 101
Lubuklinggau, SR 12284",12284,10,1,Cerai mati,Buruh,UD Nainggolan Tbk,+62 (59) 044 1505,0,S2,9,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Rendah,Tidak ada,70000000,31800000,970000000.0,Yes,388200000,10,60,8248102.76,kredit pribadi,21.59,Baik,Sangat Tinggi,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
