collector_ID,collector_gender,collector_age,collector_age_class,collector_location,collector_province,collector_island,collector_monthly_income,collector_occupation,collector_marital_status,collector_ses,collector_education_level,collector_vehicle,collector_style,collector_workplace,negotiation_skills,proficient_technology_use,flexible_work,communication_channel,responsive_rate,collector_personality,communication_time,working_time,working_time_range,debtor_feedback,year_experience,experience_level,success_rate,handled_case_category,handled_case_count,negotiation_result,debtor_behavior,demography_class
g9028,Perempuan,58,Muda,"Jalan PHH. Mustofa, RT 2/RW 18, Riau, Kode Pos: 55366",Riau,Sumatera,9249211,Pegawai Negeri,Menikah,B,D3,Motor,Tegas,Meja,Cukup Baik,Cukup Baik,Kurang Fleksibel,Telepon,66.64939233100459,Tegas,2023-09-24 04:01:06,Pagi-Sore,08:00-16:00,Buruk,26,Sangat Berpengalaman,52,Pinjaman Pribadi,520,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
U6946,Laki-laki,46,Muda,"Gg. BKR, RT 7/RW 1, DI Yogyakarta, Kode Pos: 85543",DI Yogyakarta,Jawa,2584361,Pengusaha,Cerai Hidup,E,S1,Tidak Ada Kendaraan,Tegas,Lapangan,Buruk,k,Kurang Fleksibel,SMS,78.1150351030888,Tegas,2023-09-10 00:05:36,Siang-Malam,12:00-20:00,Cukup,22,Sangat Berpengalaman,54,Pinjaman Bisnis,441,Pembebasan jaminan atau denda,Kabur,Rusun
q0580,Laki-laki,55,Dewasa,"Jl. Waringin, RT 13/RW 17, Sumatera Selatan, Kode Pos: 90180",Sumatera Selatan,Sumatera,10925103,Pengusaha,Menikah,A,S1,Mobil,Tegas,Lapangan,Cukup Baik,B,Kurang Fleksibel,SMS,66.57128664539732,Tegas,2023-05-28 10:27:33,Siang-Malam,12:00-20:00,Cukup,12,Cukup Berpengalaman,44,Pinjaman Pribadi,236,Rencana pembayaran alternatif,Gagal Bayar,Pemukiman Padat Penduduk
F7814,Laki-laki,65,Muda,"Jalan Gedebage Selatan, RT 25/RW 13, Gorontalo, Kode Pos: 90131",Gorontalo,Sulawesi,3627462,Professional,Belum Menikah,E,S1,Motor,Bijaksana,Lapangan,Buruk,B,Kurang Fleksibel,SMS,76.02234082079846,Bijaksana,2023-02-18 09:58:54,Pagi-Sore,08:00-16:00,Buruk,29,Sangat Berpengalaman,78,Kredit Kendaraan,579,Keringanan utang,Kabur,Pemukiman Padat Penduduk
V6533,Laki-laki,49,Muda,"Jl. Medokan Ayu, RT 8/RW 4, Jawa Timur, Kode Pos: 10617",Jawa Timur,Jawa,8210462,Pegawai Swasta,Menikah,B,D3,Motor,Kasar,Meja,Buruk,Baik,Tidak Fleksibel,SMS,55.72675062484816,Kasar,2023-07-18 07:04:55,Pagi-Sore,08:00-16:00,Baik,21,Sangat Berpengalaman,42,Pinjaman Bisnis,421,Pembayaran sejumlah besar sekaligus,Kabur,Rusun
y1600,Laki-laki,52,Muda,"Gang Sadang Serang, RT 18/RW 1, Nusa Tenggara Barat, Kode Pos: 98028",Nusa Tenggara Barat,Bali,11104497,Pegawai Swasta,Menikah,A,D3,Mobil,Tegas,Meja,Baik,Baik,Kurang Fleksibel,Telepon,71.98487077130018,Tegas,2023-09-04 21:13:36,Siang-Malam,12:00-20:00,Buruk,28,Sangat Berpengalaman,56,Kredit Kendaraan,558,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
x2182,Laki-laki,53,Dewasa,"Gg. Jamika, RT 21/RW 20, DI Yogyakarta, Kode Pos: 69577",DI Yogyakarta,Jawa,3722197,Pegawai Negeri,Cerai Hidup,E,D3,Motor,Tegas,Meja,Baik,Baik,Tidak Fleksibel,Telepon,47.651409813575945,Tegas,2023-07-19 22:28:13,Malam-Pagi,20:00-08:00,Buruk,-10,Pemula,-20,Pinjaman Pribadi,0,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
E3354,Laki-laki,27,Muda,"Gg. Abdul Muis, RT 9/RW 7, DI Yogyakarta, Kode Pos: 82823",DI Yogyakarta,Jawa,-408725,Buruh,Menikah,E,SMA,Tidak Ada Kendaraan,Kasar,Lapangan,Buruk,Buruk,Tidak Fleksibel,Email,41.47085746326344,Kasar,2023-05-20 19:48:49,Siang-Malam,12:00-20:00,Buruk,21,Sangat Berpengalaman,62,Kredit Kendaraan,420,Keringanan utang,Kabur,Apartemen
S9786,Laki-laki,43,Dewasa,"Jalan PHH. Mustofa, RT 18/RW 3, Sulawesi Tenggara, Kode Pos: 90570",Sulawesi Tenggara,Sulawesi,7261279,Pegawai Swasta,Menikah,C,SMA,Motor,Tegas,Lapangan,Cukup Baik,Cukup Baik,Kurang Fleksibel,Telepon,68.2363610665386,Tegas,2023-03-07 02:56:52,Siang-Malam,12:00-20:00,Buruk,7,Cukup Berpengalaman,14,Kredit Kendaraan,137,Pembayaran sejumlah besar sekaligus,Disiplin,Perumahan
v0797,Perempuan,35,Muda,"Gang PHH. Mustofa, RT 7/RW 6, Jawa Barat, Kode Pos: 76242",Jawa Barat,Jawa,7831155,Pegawai Negeri,Belum Menikah,C,D3,Motor,Tegas,Meja,Baik,Baik,Kurang Fleksibel,Telepon,76.67131658407742,Tegas,2023-10-28 17:34:34,Malam-Pagi,20:00-08:00,Buruk,20,Sangat Berpengalaman,40,Kredit Kendaraan,399,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
D7832,Laki-laki,58,Dewasa,"Jalan Kendalsari, RT 18/RW 19, Papua Barat, Kode Pos: 45115",Papua Barat,Papua,7702064,Pengusaha,Cerai Mati,C,S2,Motor,Tegas,Lapangan,Baik,B,Kurang Fleksibel,Telepon,64.82850568819569,Tegas,2023-09-25 21:30:56,Pagi-Sore,08:00-16:00,Cukup,-11,Cukup Berpengalaman,-22,Pinjaman Bisnis,0,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
W6388,Perempuan,53,Muda,"Jl. Rumah Sakit, RT 16/RW 19, Papua Barat, Kode Pos: 48450",Papua Barat,Papua,7322148,Professional,Cerai Hidup,C,S2,Motor,Bijaksana,Meja,Baik,k,Fleksibel,Telepon,88.23134522914295,Bijaksana,2023-09-17 16:18:39,Pagi-Sore,08:00-16:00,Buruk,22,Sangat Berpengalaman,64,Kredit Kendaraan,442,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
p1946,Laki-laki,44,Dewasa,"Gg. S. Parman, RT 25/RW 18, Bengkulu, Kode Pos: 57163",Bengkulu,Sumatera,9988693,Professional,Cerai Mati,B,S2,Motor,Ramah,Lapangan,Cukup Baik,i,Tidak Fleksibel,Chat WA,57.01841695251501,Ramah,2023-02-17 00:24:11,Siang-Malam,12:00-20:00,Baik,-6,Pemula,-12,Kredit Kendaraan,0,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
Y5817,Laki-laki,44,Muda,"Jl. R.E Martadinata, RT 20/RW 12, Maluku Utara, Kode Pos: 60271",Maluku Utara,Papua,6880606,Buruh,Menikah,C,SMA,Motor,Kasar,Lapangan,Baik,Buruk,Kurang Fleksibel,SMS,78.49130607934003,Kasar,2023-12-30 12:34:03,Pagi-Sore,08:00-16:00,Buruk,34,Sangat Berpengalaman,88,Kredit Kendaraan,680,Keringanan utang,Kabur,Pemukiman Padat Penduduk
N1420,Perempuan,60,Dewasa,"Gang Antapani Lama, RT 5/RW 14, Kalimantan Barat, Kode Pos: 02356",Kalimantan Barat,Kalimantan,9305518,Pengusaha,Menikah,B,S2,Motor,Tegas,Meja,Buruk,a,Kurang Fleksibel,Telepon,69.7410078083059,Tegas,2023-07-05 04:10:55,Siang-Malam,12:00-20:00,Buruk,5,Pemula,30,Pinjaman Bisnis,99,Rencana pembayaran alternatif,Disiplin,Pemukiman Padat Penduduk
U5429,Laki-laki,44,Dewasa,"Gang Ahmad Yani, RT 7/RW 6, Sumatera Barat, Kode Pos: 32289",Sumatera Barat,Sumatera,4123013,Pegawai Swasta,Cerai Mati,D,SMA,Motor,Kasar,Lapangan,Baik,Cukup Baik,Kurang Fleksibel,SMS,79.89345502037578,Kasar,2023-01-19 07:04:32,Siang-Malam,12:00-20:00,Cukup,9,Pemula,38,Pinjaman Pribadi,178,Keringanan utang,Disiplin,Pemukiman Padat Penduduk
Q1141,Perempuan,40,Dewasa,"Gg. Tebet Barat Dalam, RT 5/RW 19, Bengkulu, Kode Pos: 12221",Bengkulu,Sumatera,12190743,Pengusaha,Cerai Hidup,A,S2,Mobil,Ramah,Meja,Baik,k,Fleksibel,Email,99.1048680443857,Ramah,2023-05-09 16:17:00,Malam-Pagi,20:00-08:00,Buruk,9,Pemula,28,Kredit Kendaraan,180,Pembebasan jaminan atau denda,Disiplin,Pemukiman Padat Penduduk
a8788,Laki-laki,46,Dewasa,"Gang KH Amin Jasuta, RT 4/RW 15, Nusa Tenggara Barat, Kode Pos: 54829",Nusa Tenggara Barat,Bali,7089414,Pengusaha,Belum Menikah,C,S2,Motor,Tegas,Lapangan,Baik,a,Kurang Fleksibel,SMS,76.69837910048575,Tegas,2023-12-16 18:51:05,Siang-Malam,12:00-20:00,Baik,2,Pemula,24,Pinjaman Pribadi,42,Keringanan utang,Kabur,Pemukiman Padat Penduduk
M9853,Laki-laki,35,Muda,"Gg. Jend. Sudirman, RT 12/RW 13, DI Yogyakarta, Kode Pos: 72115",DI Yogyakarta,Jawa,10504262,Pengusaha,Belum Menikah,A,S2,Mobil,Tegas,Lapangan,Buruk,k,Fleksibel,Telepon,81.86704089296774,Tegas,2023-12-27 23:37:17,Malam-Pagi,20:00-08:00,Buruk,28,Sangat Berpengalaman,66,Pinjaman Bisnis,561,Pembebasan jaminan atau denda,Kabur,Perumahan
F2177,Laki-laki,36,Muda,"Gg. Rawamangun, RT 15/RW 9, Riau, Kode Pos: 67806",Riau,Sumatera,9523829,Pengusaha,Menikah,B,S1,Motor,Tegas,Lapangan,Cukup Baik,B,Fleksibel,SMS,84.05577675678434,Tegas,2023-08-21 08:52:18,Siang-Malam,12:00-20:00,Buruk,24,Sangat Berpengalaman,58,Pinjaman Bisnis,480,Pembebasan jaminan atau denda,Kabur,Perumahan
d3119,Laki-laki,26,Muda,"Gang Cikutra Timur, RT 3/RW 3, Sulawesi Tengah, Kode Pos: 49409",Sulawesi Tengah,Sulawesi,5018766,Pegawai Swasta,Menikah,D,D3,Motor,Tegas,Meja,Cukup Baik,Baik,Fleksibel,Email,97.79274564575665,Tegas,2023-04-25 20:00:34,Pagi-Sore,08:00-16:00,Buruk,-4,Cukup Berpengalaman,12,Kredit Kendaraan,0,Rencana pembayaran alternatif,Disiplin,Perumahan
w3714,Laki-laki,63,Tua,"Gg. Suryakencana, RT 16/RW 3, Banten, Kode Pos: 63201",Banten,Jawa,7526691,Professional,Cerai Mati,C,S1,Motor,Bijaksana,Lapangan,Baik,B,Tidak Fleksibel,SMS,45.240801162432916,Bijaksana,2023-05-25 19:43:11,Pagi-Sore,08:00-16:00,Cukup,16,Cukup Berpengalaman,52,Kredit Kendaraan,319,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
q4826,Laki-laki,56,Muda,"Gg. Gardujati, RT 6/RW 7, DI Yogyakarta, Kode Pos: 35290",DI Yogyakarta,Jawa,5419569,Pegawai Swasta,Cerai Mati,D,D3,Motor,Tegas,Meja,Buruk,Baik,Kurang Fleksibel,Telepon,79.21629151622301,Tegas,2023-03-04 08:02:49,Siang-Malam,12:00-20:00,Buruk,29,Sangat Berpengalaman,78,Pinjaman Bisnis,578,Keringanan utang,Kabur,Pemukiman Padat Penduduk
L5638,Perempuan,43,Dewasa,"Gg. Pasirkoja, RT 20/RW 12, Banten, Kode Pos: 88015",Banten,Jawa,13001354,Professional,Menikah,A,S1,Mobil,Bijaksana,Meja,Buruk,i,Tidak Fleksibel,Telepon,41.45261154994446,Bijaksana,2023-10-11 09:36:55,Malam-Pagi,20:00-08:00,Baik,-5,Pemula,10,Kredit Kendaraan,0,Rencana pembayaran alternatif,Kabur,Perumahan
q5979,Laki-laki,36,Dewasa,"Gg. Ir. H. Djuanda, RT 16/RW 17, DKI Jakarta, Kode Pos: 87382",DKI Jakarta,Jawa,3796813,Buruh,Menikah,E,SMA,Motor,Kasar,Lapangan,Baik,Cukup Baik,Tidak Fleksibel,SMS,45.85447170598249,Kasar,2023-10-03 03:23:36,Pagi-Sore,08:00-16:00,Cukup,-12,Cukup Berpengalaman,-24,Kredit Kendaraan,0,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
s8140,Laki-laki,63,Tua,"Jl. Pasirkoja, RT 17/RW 19, Kalimantan Tengah, Kode Pos: 52135",Kalimantan Tengah,Kalimantan,3713509,Pegawai Negeri,Cerai Hidup,E,D3,Motor,Kasar,Meja,Cukup Baik,Baik,Fleksibel,SMS,97.43720113674746,Kasar,2023-07-24 06:38:41,Siang-Malam,12:00-20:00,Baik,-9,Pemula,2,Pinjaman Bisnis,0,Keringanan utang,Kabur,Pemukiman Padat Penduduk
M0877,Laki-laki,47,Muda,"Jalan HOS. Cokroaminoto, RT 20/RW 16, Kalimantan Selatan, Kode Pos: 95138",Kalimantan Selatan,Kalimantan,2869628,Buruh,Cerai Mati,E,SMA,Tidak Ada Kendaraan,Kasar,Lapangan,Baik,Cukup Baik,Fleksibel,Telepon,86.04529575486376,Kasar,2023-06-07 22:39:13,Pagi-Sore,08:00-16:00,Buruk,20,Sangat Berpengalaman,50,Pinjaman Bisnis,399,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
a1809,Laki-laki,36,Dewasa,"Gg. Ir. H. Djuanda, RT 25/RW 19, Riau, Kode Pos: 41901",Riau,Sumatera,6156798,Buruh,Menikah,C,SMA,Motor,Kasar,Lapangan,Buruk,Cukup Baik,Fleksibel,Email,95.59207567679049,Kasar,2023-07-07 22:30:26,Pagi-Sore,08:00-16:00,Baik,1,Pemula,22,Pinjaman Bisnis,18,Keringanan utang,Kabur,Perumahan
O6720,Perempuan,49,Muda,"Jalan Abdul Muis, RT 5/RW 8, Sulawesi Tenggara, Kode Pos: 98471",Sulawesi Tenggara,Sulawesi,7395023,Pengusaha,Menikah,C,S1,Motor,Tegas,Meja,Cukup Baik,k,Kurang Fleksibel,Telepon,79.12197899169678,Tegas,2023-02-23 08:55:56,Pagi-Sore,08:00-16:00,Baik,25,Sangat Berpengalaman,60,Pinjaman Pribadi,501,Pembebasan jaminan atau denda,Kabur,Rusun
j8888,Laki-laki,36,Muda,"Jalan H.J Maemunah, RT 5/RW 17, Maluku Utara, Kode Pos: 84900",Maluku Utara,Papua,14975013,Professional,Menikah,A,S2,Mobil,Bijaksana,Lapangan,Baik,i,Tidak Fleksibel,Telepon,58.876657315453556,Bijaksana,2023-02-21 04:19:49,Malam-Pagi,20:00-08:00,Buruk,22,Sangat Berpengalaman,54,Pinjaman Pribadi,439,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
V6270,Laki-laki,64,Muda,"Gg. Rajiman, RT 15/RW 1, Kalimantan Tengah, Kode Pos: 40386",Kalimantan Tengah,Kalimantan,4222973,Professional,Belum Menikah,D,S1,Motor,Ramah,Lapangan,Baik,B,Fleksibel,Chat WA,80.84747732605486,Ramah,2023-05-26 09:56:54,Malam-Pagi,20:00-08:00,Buruk,33,Sangat Berpengalaman,86,Pinjaman Bisnis,658,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
v6671,Perempuan,45,Dewasa,"Jl. Rajawali Barat, RT 8/RW 4, Kalimantan Barat, Kode Pos: 26706",Kalimantan Barat,Kalimantan,14105261,Professional,Cerai Mati,A,S2,Mobil,Bijaksana,Meja,Cukup Baik,k,Tidak Fleksibel,SMS,56.892152438618936,Bijaksana,2023-03-18 14:39:22,Malam-Pagi,20:00-08:00,Buruk,-4,Cukup Berpengalaman,2,Kredit Kendaraan,0,Pembebasan jaminan atau denda,Disiplin,Perumahan
s3907,Laki-laki,51,Muda,"Gang Kutai, RT 9/RW 16, Lampung, Kode Pos: 69134",Lampung,Sumatera,7692465,Pegawai Swasta,Belum Menikah,C,SMA,Motor,Kasar,Lapangan,Buruk,Cukup Baik,Tidak Fleksibel,SMS,54.84804015527189,Kasar,2023-05-24 10:19:38,Siang-Malam,12:00-20:00,Baik,24,Sangat Berpengalaman,58,Kredit Kendaraan,478,Pembebasan jaminan atau denda,Kabur,Rusun
G5125,Laki-laki,65,Dewasa,"Gg. Setiabudhi, RT 16/RW 4, Lampung, Kode Pos: 25855",Lampung,Sumatera,4320832,Pegawai Swasta,Belum Menikah,D,D3,Motor,Tegas,Meja,Baik,Baik,Tidak Fleksibel,Telepon,57.213932237287835,Tegas,2023-03-01 16:41:05,Malam-Pagi,20:00-08:00,Cukup,-5,Pemula,10,Pinjaman Bisnis,0,Keringanan utang,Disiplin,Pemukiman Padat Penduduk
f9959,Laki-laki,52,Muda,"Jl. HOS. Cokroaminoto, RT 20/RW 4, Lampung, Kode Pos: 24289",Lampung,Sumatera,5873062,Professional,Menikah,D,S2,Motor,Bijaksana,Lapangan,Buruk,a,Kurang Fleksibel,SMS,61.62038679623254,Bijaksana,2023-06-28 22:12:24,Malam-Pagi,20:00-08:00,Cukup,44,Sangat Berpengalaman,98,Kredit Kendaraan,879,Perpanjangan waktu pembayaran,Kabur,Rusun
h3821,Laki-laki,35,Muda,"Gang Lembong, RT 5/RW 17, Sumatera Utara, Kode Pos: 83774",Sumatera Utara,Sumatera,9764053,Professional,Cerai Mati,B,S1,Motor,Bijaksana,Lapangan,Cukup Baik,i,Fleksibel,SMS,90.53582911726984,Bijaksana,2023-10-07 03:52:40,Pagi-Sore,08:00-16:00,Baik,37,Sangat Berpengalaman,74,Pinjaman Bisnis,738,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
D9326,Perempuan,53,Muda,"Jalan HOS. Cokroaminoto, RT 16/RW 12, Kepulauan Riau, Kode Pos: 38672",Kepulauan Riau,Sumatera,1875127,Pengusaha,Menikah,E,S1,Tidak Ada Kendaraan,Tegas,Meja,Buruk,i,Kurang Fleksibel,Telepon,71.74175431083923,Tegas,2023-07-07 01:32:25,Malam-Pagi,20:00-08:00,Baik,27,Sangat Berpengalaman,64,Pinjaman Bisnis,539,Pembebasan jaminan atau denda,Kabur,Rusun
n9322,Laki-laki,51,Muda,"Jalan Raya Ujungberung, RT 9/RW 14, Bali, Kode Pos: 74354",Bali,Bali,3189873,Pegawai Negeri,Menikah,E,D3,Motor,Tegas,Meja,Buruk,Baik,Kurang Fleksibel,Telepon,62.39697989478548,Tegas,2023-10-27 12:23:08,Pagi-Sore,08:00-16:00,Baik,20,Sangat Berpengalaman,60,Pinjaman Bisnis,400,Keringanan utang,Kabur,Rusun
S4798,Perempuan,45,Dewasa,"Jl. Lembong, RT 20/RW 1, Jawa Timur, Kode Pos: 32119",Jawa Timur,Jawa,8768706,Professional,Cerai Hidup,B,S2,Motor,Bijaksana,Meja,Baik,i,Fleksibel,Email,91.18448807820224,Bijaksana,2023-08-02 15:27:31,Siang-Malam,12:00-20:00,Buruk,-7,Cukup Berpengalaman,6,Pinjaman Bisnis,0,Rencana pembayaran alternatif,Disiplin,Pemukiman Padat Penduduk
b0265,Laki-laki,29,Muda,"Gg. W.R. Supratman, RT 17/RW 18, Kalimantan Tengah, Kode Pos: 03432",Kalimantan Tengah,Kalimantan,7370571,Pegawai Swasta,Belum Menikah,C,SMA,Motor,Ramah,Lapangan,Cukup Baik,Cukup Baik,Kurang Fleksibel,Chat WA,68.56051568748137,Ramah,2023-05-10 11:57:08,Pagi-Sore,08:00-16:00,Buruk,-3,Pemula,14,Pinjaman Bisnis,0,Rencana pembayaran alternatif,Disiplin,Perumahan
G1649,Laki-laki,49,Muda,"Gang Suryakencana, RT 9/RW 19, Kalimantan Selatan, Kode Pos: 74197",Kalimantan Selatan,Kalimantan,11972292,Professional,Menikah,A,S1,Mobil,Ramah,Lapangan,Cukup Baik,i,Tidak Fleksibel,Chat WA,40.13545561283212,Ramah,2023-09-14 23:59:57,Siang-Malam,12:00-20:00,Buruk,23,Sangat Berpengalaman,66,Pinjaman Bisnis,462,Rencana pembayaran alternatif,Kabur,Rusun
a0684,Laki-laki,41,Dewasa,"Gg. Ciwastra, RT 25/RW 12, Sulawesi Tenggara, Kode Pos: 27816",Sulawesi Tenggara,Sulawesi,5813419,Professional,Cerai Hidup,D,S1,Motor,Ramah,Lapangan,Cukup Baik,k,Kurang Fleksibel,Chat WA,68.87438911596134,Ramah,2023-10-01 21:51:11,Siang-Malam,12:00-20:00,Cukup,-27,Cukup Berpengalaman,-34,Pinjaman Pribadi,0,Keringanan utang,Disiplin,Perumahan
H6924,Laki-laki,40,Muda,"Jalan Gegerkalong Hilir, RT 3/RW 16, Sumatera Utara, Kode Pos: 98672",Sumatera Utara,Sumatera,3259778,Pegawai Swasta,Menikah,E,SMA,Motor,Ramah,Lapangan,Baik,Buruk,Kurang Fleksibel,Chat WA,72.40309446719162,Ramah,2023-12-08 23:23:23,Siang-Malam,12:00-20:00,Cukup,27,Sangat Berpengalaman,54,Pinjaman Bisnis,539,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
c1528,Laki-laki,29,Muda,"Jalan Kapten Muslihat, RT 24/RW 15, Kepulauan Riau, Kode Pos: 46933",Kepulauan Riau,Sumatera,7243915,Pegawai Swasta,Belum Menikah,C,SMA,Motor,Ramah,Lapangan,Cukup Baik,Cukup Baik,Tidak Fleksibel,Chat WA,42.51905233146837,Ramah,2023-08-02 16:01:51,Malam-Pagi,20:00-08:00,Baik,2,Pemula,14,Pinjaman Pribadi,37,Pembebasan jaminan atau denda,Kabur,Perumahan
I0122,Laki-laki,35,Muda,"Gg. H.J Maemunah, RT 20/RW 19, Gorontalo, Kode Pos: 12890",Gorontalo,Sulawesi,8989167,Pegawai Swasta,Menikah,B,D3,Motor,Kasar,Meja,Baik,Baik,Fleksibel,SMS,99.55032770095899,Kasar,2023-02-13 07:49:34,Malam-Pagi,20:00-08:00,Buruk,24,Sangat Berpengalaman,68,Pinjaman Bisnis,479,Keringanan utang,Kabur,Pemukiman Padat Penduduk
u5645,Perempuan,38,Muda,"Jl. Cikapayang, RT 5/RW 10, Aceh, Kode Pos: 97132",Aceh,Sumatera,6421071,Professional,Menikah,C,S1,Motor,Bijaksana,Meja,Baik,k,Fleksibel,Telepon,82.77413213859053,Bijaksana,2023-06-17 06:15:36,Pagi-Sore,08:00-16:00,Cukup,15,Sangat Berpengalaman,40,Kredit Kendaraan,298,Perpanjangan waktu pembayaran,Gagal Bayar,Pemukiman Padat Penduduk
t2107,Perempuan,40,Dewasa,"Jalan Erlangga, RT 20/RW 2, DKI Jakarta, Kode Pos: 23119",DKI Jakarta,Jawa,3579739,Professional,Menikah,E,S1,Motor,Bijaksana,Meja,Baik,k,Fleksibel,Telepon,94.54831818166005,Bijaksana,2023-08-17 16:47:58,Malam-Pagi,20:00-08:00,Buruk,-26,Pemula,-42,Pinjaman Bisnis,0,Pembebasan jaminan atau denda,Disiplin,Pemukiman Padat Penduduk
D3197,Perempuan,43,Dewasa,"Gg. Erlangga, RT 4/RW 5, Sulawesi Selatan, Kode Pos: 70511",Sulawesi Selatan,Sulawesi,4553696,Pegawai Swasta,Menikah,D,SMA,Motor,Tegas,Meja,Baik,Buruk,Tidak Fleksibel,Email,55.35353547669765,Tegas,2023-08-17 13:44:53,Malam-Pagi,20:00-08:00,Buruk,3,Cukup Berpengalaman,6,Pinjaman Bisnis,60,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
O7686,Laki-laki,41,Muda,"Gang Abdul Muis, RT 24/RW 6, Sulawesi Tengah, Kode Pos: 65378",Sulawesi Tengah,Sulawesi,6554689,Professional,Belum Menikah,C,S1,Motor,Bijaksana,Lapangan,Buruk,B,Fleksibel,Telepon,90.4198480527338,Bijaksana,2023-10-17 11:40:39,Malam-Pagi,20:00-08:00,Cukup,25,Sangat Berpengalaman,70,Pinjaman Pribadi,498,Keringanan utang,Kabur,Perumahan
u8613,Laki-laki,51,Muda,"Jalan Medokan Ayu, RT 24/RW 6, Riau, Kode Pos: 47011",Riau,Sumatera,9347534,Pegawai Swasta,Belum Menikah,B,D3,Motor,Tegas,Meja,Cukup Baik,Baik,Tidak Fleksibel,Telepon,43.20275543274935,Tegas,2023-10-15 22:03:46,Malam-Pagi,20:00-08:00,Cukup,16,Sangat Berpengalaman,42,Pinjaman Pribadi,322,Pembebasan jaminan atau denda,Kabur,Rusun
X1453,Perempuan,46,Muda,"Gang H.J Maemunah, RT 20/RW 18, Jawa Timur, Kode Pos: 07817",Jawa Timur,Jawa,8994611,Professional,Menikah,B,S1,Motor,Bijaksana,Meja,Baik,k,Fleksibel,Telepon,83.65157844976478,Bijaksana,2023-09-15 13:05:24,Malam-Pagi,20:00-08:00,Buruk,28,Sangat Berpengalaman,66,Pinjaman Pribadi,558,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
y7217,Laki-laki,57,Muda,"Gang Moch. Toha, RT 17/RW 13, Sumatera Barat, Kode Pos: 01948",Sumatera Barat,Sumatera,9811113,Pengusaha,Menikah,B,S1,Motor,Tegas,Lapangan,Baik,a,Tidak Fleksibel,SMS,55.595108811735955,Tegas,2023-02-04 01:20:30,Siang-Malam,12:00-20:00,Buruk,14,Sangat Berpengalaman,48,Pinjaman Bisnis,279,Rencana pembayaran alternatif,Gagal Bayar,Pemukiman Padat Penduduk
r3656,Perempuan,40,Dewasa,"Gg. Pacuan Kuda, RT 10/RW 9, Sulawesi Selatan, Kode Pos: 45587",Sulawesi Selatan,Sulawesi,10017261,Pengusaha,Cerai Hidup,A,S2,Mobil,Ramah,Meja,Cukup Baik,a,Kurang Fleksibel,Email,78.53843368474858,Ramah,2023-09-02 02:59:37,Pagi-Sore,08:00-16:00,Cukup,2,Pemula,14,Pinjaman Pribadi,41,Perpanjangan waktu pembayaran,Disiplin,Perumahan
W4343,Perempuan,60,Muda,"Gg. Peta, RT 12/RW 3, Sulawesi Tenggara, Kode Pos: 48621",Sulawesi Tenggara,Sulawesi,8105190,Pengusaha,Cerai Hidup,B,S2,Motor,Tegas,Meja,Buruk,i,Fleksibel,Telepon,86.9879846269139,Tegas,2023-06-21 21:25:01,Pagi-Sore,08:00-16:00,Baik,22,Sangat Berpengalaman,54,Pinjaman Pribadi,439,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
R9218,Laki-laki,52,Muda,"Gg. Dipenogoro, RT 16/RW 6, Kalimantan Utara, Kode Pos: 64849",Kalimantan Utara,Kalimantan,13639466,Professional,Cerai Mati,A,S1,Mobil,Bijaksana,Lapangan,Cukup Baik,i,Fleksibel,Telepon,89.52982024153178,Bijaksana,2023-06-17 03:25:24,Siang-Malam,12:00-20:00,Buruk,20,Sangat Berpengalaman,60,Kredit Kendaraan,398,Rencana pembayaran alternatif,Kabur,Rusun
j4073,Perempuan,52,Muda,"Jl. Otto Iskandardinata, RT 5/RW 17, Sulawesi Barat, Kode Pos: 16504",Sulawesi Barat,Sulawesi,2593067,Pegawai Swasta,Menikah,E,D3,Tidak Ada Kendaraan,Tegas,Meja,Buruk,Cukup Baik,Tidak Fleksibel,Telepon,48.03824020609321,Tegas,2023-05-31 02:56:08,Malam-Pagi,20:00-08:00,Cukup,31,Sangat Berpengalaman,82,Pinjaman Bisnis,619,Rencana pembayaran alternatif,Kabur,Rusun
