debtor_age,debtor_age_class,debtor_gender,debtor_nik,debtor_address,debtor_province,debtor_island,debtor_marital_status,debtor_number_of_dependents,debtor_education_level,debtor_occupation,debtor_monthly_income,debtor_monthly_expense,debtor_asset_ownership,ses_class,demography_class,debtor_communication_channel,billing_datetime,risk_credit,payment_pattern,payment_method,tenor,interest_rate,monthly_payment,loan_amount,behavior_class,loan_type,working_time,range_working_time,debtor_personality,history_jan,history_feb,history_mar,history_apr,history_may,history_jun,history_jul,history_aug,history_sep,history_oct,history_nov,history_dec,debtor_aging,transaction,remaining_loan,billing_type,field_class
60,Tua,Laki-laki,8643742406108005,"Gang Jakarta, RT 11/RW 16, Kalimantan Tengah, Kode Pos: 34836",Kalimantan Tengah,Kalimantan,Menikah,5,S1,Pegawai Negeri,11331890,1246508,Ya,E,Perumahan,Chat WA,2023-10-08 02:53:25.038355,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,ATM,24,0.15,2060311.7525480785,49370304,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Ramah,1,2,3,2,3,2,3,2,3,2,3,2,DPK,22,4043445.443942271,Surat,Melalui Meja
36,Dewasa,Laki-laki,9560572211443425,"Jalan Jend. Sudirman, RT 18/RW 3, Sulawesi Tengah, Kode Pos: 35414",Sulawesi Tengah,Sulawesi,Menikah,1,S2,Professional,5280367,1742521,Tidak,B,Rusun,Chat WA,2023-10-08 02:53:25.038914,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,60,0.4,585467.2436102678,34773347,Disiplin,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Ramah,1,0,0,0,1,0,1,0,0,0,0,0,Lancar,60,0.0,Telepon,Melalui Meja
56,Tua,Laki-laki,659777310931474,"Jalan Tubagus Ismail, RT 1/RW 17, Sulawesi Selatan, Kode Pos: 27491",Sulawesi Selatan,Sulawesi,Belum Menikah,0,S2,Professional,20158121,13304360,Ya,A,Apartemen,Telepon,2023-10-08 02:53:25.040009,Baik,Pembayaran Tepat Waktu,ATM,36,0.2,1024377.8969509309,36764138,Disiplin,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,1,0,0,0,0,1,2,1,2,1,0,0,Lancar,36,0.0,Telepon,Melalui Meja
54,Tua,Laki-laki,4648360106824809,"Jalan M.T Haryono, RT 19/RW 14, Maluku, Kode Pos: 85252",Maluku,Papua,Belum Menikah,0,S1,Pegawai Swasta,11621010,7669867,Ya,A,Perumahan,Telepon,2023-10-08 02:53:25.041740,Buruk,Pembayaran Terlambat,Langsung,24,0.15,830225.6150457069,19894315,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,0,0,1,0,0,0,1,2,1,2,1,0,Lancar,24,0.0,Telepon,Melalui Meja
58,Tua,Perempuan,9242872107146034,"Jalan Gegerkalong Hilir, RT 24/RW 6, Kepulauan Riau, Kode Pos: 24249",Kepulauan Riau,Sumatera,Menikah,5,SMP,Buruh,3188461,350731,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.042359,Buruk,Pembayaran Terlambat,ATM,36,0.2,1446747.5975645592,51922663,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Kasar,1,0,1,0,1,2,1,0,1,2,3,2,DPK,34,2733244.682804987,Telepon,Melalui Meja
36,Dewasa,Perempuan,8711542210706112,"Jalan S. Parman, RT 17/RW 7, Banten, Kode Pos: 74170",Banten,Jawa,Belum Menikah,0,SD,Buruh,4120341,2719425,Ya,C,Rusun,SMS,2023-10-08 02:53:25.043030,Cukup Baik,Pembayaran Tepat Waktu,ATM,36,0.2,1455899.5900654227,52251121,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Kasar,1,2,3,4,3,4,5,6,5,4,3,2,DPK,34,2750534.937775627,Telepon,Melalui Meja
27,Muda,Perempuan,8302760801697845,"Gg. Suniaraja, RT 23/RW 15, Nusa Tenggara Barat, Kode Pos: 97189",Nusa Tenggara Barat,Bali,Menikah,0,SMA,Buruh,4406375,2908208,Ya,C,Rusun,Chat WA,2023-10-08 02:53:25.043639,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,2148455.3278089054,51482448,Gagal Bayar,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Tegas,0,0,0,1,2,3,4,3,2,3,4,3,Kurang Lancar,21,6364886.1160129905,Wakil,Turun Langsung ke Lapangan
23,Muda,Perempuan,1463292708586832,"Gg. Ciwastra, RT 13/RW 11, DI Yogyakarta, Kode Pos: 42999",DI Yogyakarta,Jawa,Menikah,5,SMA,Buruh,4490748,493982,Tidak,E,Rusun,Email,2023-10-08 02:53:25.044229,Baik,Pembayaran Tepat Waktu,M-Banking,36,0.2,1023909.7342695545,36747336,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Tegas,1,2,3,2,1,0,1,2,1,2,3,2,DPK,34,1934405.0348351449,Surat,Melalui Meja
20,Muda,Laki-laki,1121183007157436,"Jl. Lembong, RT 14/RW 15, Nusa Tenggara Barat, Kode Pos: 55405",Nusa Tenggara Barat,Bali,Belum Menikah,0,SD,Buruh,3469195,2289669,Ya,C,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:25.044769,Buruk,Pembayaran Terlambat,M-Banking,12,0.1,1817398.207981683,21796970,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Ramah,1,0,1,0,0,1,2,1,2,1,0,1,DPK,11,1805589.7122014873,Surat,Melalui Meja
37,Dewasa,Laki-laki,9423751611556546,"Jalan Peta, RT 2/RW 5, Kepulauan Riau, Kode Pos: 17081",Kepulauan Riau,Sumatera,Cerai Mati,3,SD,Buruh,4520281,745846,Tidak,C,Rusun,Telepon,2023-10-08 02:53:25.045275,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,775012.8551553141,18571277,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Ramah,1,2,1,0,1,0,1,2,3,2,1,0,Lancar,24,0.0,Telepon,Melalui Meja
24,Muda,Perempuan,8965051501601555,"Jalan Ir. H. Djuanda, RT 16/RW 4, Kepulauan Riau, Kode Pos: 59586",Kepulauan Riau,Sumatera,Belum Menikah,0,S1,Pegawai Swasta,7919716,5227013,Ya,B,Rusun,Telepon,2023-10-08 02:53:25.046817,Buruk,Pembayaran Terlambat,M-Banking,48,0.3,400604.8048313894,19111742,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,0,1,0,1,0,1,0,0,0,0,0,0,Lancar,48,0.0,Telepon,Melalui Meja
55,Tua,Perempuan,2273621407716907,"Jl. BKR, RT 14/RW 15, Nusa Tenggara Barat, Kode Pos: 58959",Nusa Tenggara Barat,Bali,Menikah,0,S2,Professional,9368308,6183083,Ya,E,Perumahan,SMS,2023-10-08 02:53:25.047468,Cukup Baik,Pembayaran Tepat Waktu,Langsung,24,0.15,2112110.099860214,50611524,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,0,0,1,0,1,2,3,2,3,4,3,2,DPK,22,4145101.803075291,Telepon,Melalui Meja
33,Dewasa,Laki-laki,8409011811134229,"Jl. Pelajar Pejuang, RT 18/RW 5, Riau, Kode Pos: 12651",Riau,Sumatera,Menikah,4,D3,Pegawai Negeri,9133486,1205620,Ya,E,Perumahan,Telepon,2023-10-08 02:53:25.048052,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,24,0.15,922237.2693046283,22099148,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,1,0,1,0,1,0,1,2,1,0,0,Lancar,24,0.0,Telepon,Melalui Meja
44,Dewasa,Perempuan,1304970606929503,"Gang Siliwangi, RT 13/RW 20, Kalimantan Timur, Kode Pos: 42701",Kalimantan Timur,Kalimantan,Menikah,0,SMP,Buruh,2140811,1412935,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.048660,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,12,0.1,2683687.84911088,32186817,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Kasar,0,1,2,1,2,1,2,3,4,3,4,3,Kurang Lancar,9,8033626.3580020815,Wakil,Turun Langsung ke Lapangan
29,Muda,Perempuan,7106850903962256,"Gg. Jend. Sudirman, RT 9/RW 12, Maluku Utara, Kode Pos: 29033",Maluku Utara,Papua,Menikah,0,SMA,Pegawai Swasta,4817727,3179700,Ya,C,Rusun,Email,2023-10-08 02:53:25.049215,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,36,0.2,505651.7791308382,18147455,Gagal Bayar,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,2,3,2,1,2,3,2,3,4,3,4,Kurang Lancar,32,1966598.0678131785,Wakil,Turun Langsung ke Lapangan
55,Tua,Laki-laki,4455390704880799,"Jalan Indragiri, RT 13/RW 3, Papua, Kode Pos: 68603",Papua,Papua,Menikah,1,SMA,Buruh,2892698,954590,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.049860,Cukup Baik,Pembayaran Tepat Waktu,ATM,36,0.2,986350.2532908407,35399355,Disiplin,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Tegas,1,0,0,0,0,1,0,0,0,1,0,0,Lancar,36,0.0,Telepon,Melalui Meja
41,Dewasa,Perempuan,4013371105350830,"Gang Kapten Muslihat, RT 4/RW 7, Kalimantan Utara, Kode Pos: 80840",Kalimantan Utara,Kalimantan,Belum Menikah,0,SMP,Buruh,3172185,2093642,Ya,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:25.050396,Cukup Baik,Pembayaran Tepat Waktu,ATM,12,0.1,1840384.5707542999,22072657,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Ramah,1,2,3,4,5,6,5,6,7,6,7,6,Diragukan,6,11030349.5754742,Hukum,Turun Langsung ke Lapangan
36,Dewasa,Perempuan,3724332801243738,"Jalan Sukajadi, RT 17/RW 4, Papua Barat, Kode Pos: 22535",Papua Barat,Papua,Belum Menikah,0,SD,Buruh,2942832,1942269,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:25.050953,Baik,Pembayaran Tepat Waktu,ATM,60,0.4,592025.0578326728,35162843,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,1,0,0,0,1,0,1,0,0,1,0,1,DPK,59,233364.58787230402,Surat,Melalui Meja
43,Dewasa,Laki-laki,269249120835532,"Gg. Rajawali Barat, RT 10/RW 16, Gorontalo, Kode Pos: 08130",Gorontalo,Sulawesi,Cerai Mati,2,S1,Pegawai Negeri,6958787,1530933,Tidak,B,Rusun,Telepon,2023-10-08 02:53:25.051507,Buruk,Pembayaran Terlambat,M-Banking,48,0.3,1013954.4890504152,48372951,Gagal Bayar,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,0,1,0,1,2,1,2,3,2,3,2,3,Kurang Lancar,45,2744998.992731318,Wakil,Turun Langsung ke Lapangan
37,Dewasa,Perempuan,686257240454937,"Jl. Pasteur, RT 4/RW 1, Kepulauan Bangka Belitung, Kode Pos: 94537",Bangka Belitung,Sumatera,Menikah,1,SMA,Pegawai Swasta,6644531,2192695,Ya,B,Rusun,Chat WA,2023-10-08 02:53:25.052080,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,36,0.2,570513.8489940626,20475305,Disiplin,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Ramah,0,1,2,3,4,3,2,1,0,0,0,1,DPK,35,507320.285207808,Surat,Melalui Meja
33,Dewasa,Laki-laki,535169201113421,"Jl. Wonoayu, RT 4/RW 18, Bengkulu, Kode Pos: 16121",Bengkulu,Sumatera,Belum Menikah,0,D3,Pegawai Negeri,2262669,1493362,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:25.052676,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,36,0.2,607125.6362982751,21789274,Disiplin,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,1,0,1,2,1,2,3,4,3,2,3,2,DPK,34,1147002.365858648,Surat,Melalui Meja
65,Tua,Perempuan,7988210112755445,"Jalan W.R. Supratman, RT 18/RW 3, Jambi, Kode Pos: 14677",Jambi,Sumatera,Menikah,2,SD,Buruh,3145715,692057,Tidak,C,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.053219,Baik,Pembayaran Tepat Waktu,Langsung,24,0.15,848529.8511236461,20332931,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Kasar,1,2,3,4,3,2,1,0,0,1,0,1,DPK,23,816744.4241561405,Surat,Melalui Meja
45,Dewasa,Laki-laki,3284332301963690,"Jl. Kutisari Selatan, RT 13/RW 4, Kepulauan Bangka Belitung, Kode Pos: 07923",Bangka Belitung,Sumatera,Belum Menikah,0,D3,Pegawai Swasta,4245765,2802205,Ya,C,Rusun,SMS,2023-10-08 02:53:25.053826,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,24,0.15,865114.6952262649,20730346,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Tegas,1,2,3,2,3,4,3,4,3,2,1,0,Lancar,24,0.0,Telepon,Melalui Meja
36,Dewasa,Perempuan,4684612011408020,"Gang Moch. Ramdan, RT 9/RW 3, Bengkulu, Kode Pos: 23134",Bengkulu,Sumatera,Belum Menikah,0,S3,Professional,16388572,10816458,Ya,A,Apartemen,SMS,2023-10-08 02:53:25.054336,Buruk,Pembayaran Terlambat,ATM,36,0.2,514312.0642850615,18458266,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,1,2,1,0,0,1,0,1,2,1,0,Lancar,36,0.0,Telepon,Melalui Meja
23,Muda,Laki-laki,6656363004598283,"Jalan Bangka Raya, RT 23/RW 1, Sumatera Barat, Kode Pos: 54265",Sumatera Barat,Sumatera,Menikah,1,S2,Professional,10199535,3365847,Ya,A,Perumahan,Email,2023-10-08 02:53:25.054921,Baik,Pembayaran Sebelum Jatuh Tempo,e-Money,24,0.15,1542618.6075734235,36965061,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,1,2,3,4,5,4,3,4,5,6,7,6,Diragukan,18,9197926.063678376,Wakil,Turun Langsung ke Lapangan
39,Dewasa,Laki-laki,9681502511112999,"Jl. Antapani Lama, RT 10/RW 16, Jawa Tengah, Kode Pos: 96424",Jawa Tengah,Jawa,Cerai Hidup,3,S1,Pegawai Negeri,9794434,1616082,Tidak,E,Perumahan,Telepon,2023-10-08 02:53:25.055519,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,36,0.2,520171.3144511453,18668550,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,1,2,1,2,3,2,1,0,0,0,0,Lancar,36,0.0,Telepon,Melalui Meja
65,Tua,Laki-laki,2289410204717753,"Jl. Indragiri, RT 11/RW 10, Gorontalo, Kode Pos: 51699",Gorontalo,Sulawesi,Cerai Mati,3,D3,Pegawai Swasta,3539504,584018,Tidak,C,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:25.056076,Cukup Baik,Pembayaran Tepat Waktu,Langsung,24,0.15,2101068.3240936534,50346935,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,1,0,1,2,1,0,0,1,2,3,2,1,DPK,23,2022363.5458459705,Surat,Melalui Meja
38,Dewasa,Perempuan,3531351907928342,"Jl. Erlangga, RT 20/RW 9, Jawa Timur, Kode Pos: 76584",Jawa Timur,Jawa,Menikah,5,SD,Buruh,956344,105198,Tidak,E,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:25.056628,Buruk,Pembayaran Terlambat,ATM,24,0.15,1395557.8238198578,33441111,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Ramah,1,2,1,0,1,2,1,0,1,0,0,0,Lancar,24,0.0,Telepon,Melalui Meja
23,Muda,Laki-laki,4443981502895005,"Jl. Pasirkoja, RT 15/RW 11, Jawa Timur, Kode Pos: 30823",Jawa Timur,Jawa,Menikah,1,S1,Pegawai Swasta,6257304,2064910,Ya,B,Rusun,Telepon,2023-10-08 02:53:25.057180,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,60,0.4,365970.03118687856,21736490,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,1,2,3,2,1,0,1,0,1,0,1,2,DPK,58,510228.19116104394,Surat,Melalui Meja
26,Muda,Perempuan,3706693010226354,"Gg. Monginsidi, RT 25/RW 15, Kalimantan Utara, Kode Pos: 27956",Kalimantan Utara,Kalimantan,Belum Menikah,0,D3,Pegawai Negeri,6466001,4267561,Ya,B,Rusun,Telepon,2023-10-08 02:53:25.057738,Cukup Baik,Pembayaran Tepat Waktu,e-Money,36,0.2,549797.1348682399,19731798,Gagal Bayar,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,0,1,0,1,2,3,2,1,2,3,4,Kurang Lancar,32,2138289.6842163242,Wakil,Turun Langsung ke Lapangan
28,Muda,Laki-laki,4134811805255860,"Gang Sentot Alibasa, RT 15/RW 14, Kalimantan Tengah, Kode Pos: 03492",Kalimantan Tengah,Kalimantan,Belum Menikah,0,D3,Pegawai Swasta,2982266,1968296,Tidak,D,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:25.058293,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,60,0.4,846327.5826814143,50266933,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Ramah,1,0,1,0,0,0,0,0,0,0,1,0,Lancar,60,0.0,Telepon,Melalui Meja
40,Dewasa,Laki-laki,4904761105473620,"Jl. Lembong, RT 8/RW 15, Kepulauan Riau, Kode Pos: 14023",Kepulauan Riau,Sumatera,Menikah,4,S2,Professional,12173295,1606875,Ya,A,Apartemen,Telepon,2023-10-08 02:53:25.058870,Baik,Pembayaran Tepat Waktu,ATM,24,0.15,1526816.8190040423,36586410,Disiplin,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,0,1,2,3,2,1,0,0,0,0,0,0,Lancar,24,0.0,Telepon,Melalui Meja
62,Tua,Perempuan,6017622806211301,"Jl. Jend. Sudirman, RT 10/RW 2, Lampung, Kode Pos: 98025",Lampung,Sumatera,Belum Menikah,0,D3,Pegawai Negeri,4495125,2966782,Ya,C,Rusun,SMS,2023-10-08 02:53:25.059429,Baik,Pembayaran Tepat Waktu,Langsung,48,0.3,1099556.917893892,52456805,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,0,1,0,0,1,0,1,2,3,2,1,0,Lancar,48,0.0,Telepon,Melalui Meja
22,Muda,Perempuan,8718580712681170,"Gg. Veteran, RT 22/RW 14, Bali, Kode Pos: 82294",Bali,Bali,Cerai Mati,5,S1,Pegawai Negeri,61945,6814,Tidak,E,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:25.059978,Buruk,Pembayaran Terlambat,M-Banking,48,0.3,401439.98238054744,19151586,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,1,0,0,0,1,0,1,0,1,0,1,2,DPK,46,685346.8104948178,Telepon,Melalui Meja
36,Dewasa,Perempuan,4903692705530829,"Jl. BKR, RT 20/RW 7, Sulawesi Barat, Kode Pos: 87747",Sulawesi Barat,Sulawesi,Belum Menikah,0,D3,Pegawai Swasta,2766205,1825695,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.060526,Buruk,Pembayaran Terlambat,ATM,60,0.4,573592.5279903236,34068058,Kabur,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Tegas,1,2,1,0,1,2,3,2,3,2,1,2,DPK,58,799691.3765612319,Surat,Melalui Meja
31,Dewasa,Laki-laki,3883252303131400,"Gang Lembong, RT 3/RW 18, Jawa Tengah, Kode Pos: 17029",Jawa Tengah,Jawa,Cerai Hidup,3,SMP,Buruh,2720220,448836,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.061059,Cukup Baik,Pembayaran Tepat Waktu,ATM,36,0.2,1385241.9102910995,49715271,Gagal Bayar,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Kasar,0,1,0,1,2,1,2,3,2,3,2,3,Kurang Lancar,33,4002287.9603937194,Wakil,Turun Langsung ke Lapangan
47,Dewasa,Perempuan,8668180505361539,"Gg. Merdeka, RT 1/RW 6, Kepulauan Bangka Belitung, Kode Pos: 06839",Bangka Belitung,Sumatera,Belum Menikah,0,SMP,Buruh,3006133,1984048,Tidak,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:25.061616,Cukup Baik,Pembayaran Tepat Waktu,ATM,48,0.3,771044.0085933139,36784367,Disiplin,Kredit Kendaraan,Siang-Malam,12:00-20:00,Ramah,0,1,2,1,2,3,4,3,2,1,0,1,DPK,47,545298.596114248,Surat,Melalui Meja
31,Dewasa,Laki-laki,9369432603801953,"Jalan Ahmad Dahlan, RT 24/RW 16, Nusa Tenggara Barat, Kode Pos: 01319",Nusa Tenggara Barat,Bali,Menikah,3,S1,Pegawai Negeri,8159656,1346343,Tidak,E,Perumahan,Email,2023-10-08 02:53:25.062136,Buruk,Pembayaran Terlambat,ATM,60,0.4,799689.8820154879,47496925,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,0,0,0,1,0,1,0,1,0,0,0,0,Lancar,60,0.0,Telepon,Melalui Meja
31,Dewasa,Laki-laki,6870843012709286,"Gg. Indragiri, RT 12/RW 8, Kepulauan Riau, Kode Pos: 20267",Kepulauan Riau,Sumatera,Cerai Mati,5,S2,Professional,17880691,1966876,Ya,E,Apartemen,Email,2023-10-08 02:53:25.062729,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,24,0.15,721019.7071791645,17277464,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,0,1,2,3,2,1,2,3,4,3,4,5,Diragukan,19,3578089.5635958742,Hukum,Turun Langsung ke Lapangan
46,Dewasa,Perempuan,4574030707898593,"Gg. Astana Anyar, RT 17/RW 8, Kalimantan Utara, Kode Pos: 07800",Kalimantan Utara,Kalimantan,Cerai Hidup,3,S2,Professional,9872044,1628887,Tidak,E,Perumahan,SMS,2023-10-08 02:53:25.063286,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,36,0.2,1080301.297339635,38771186,Kabur,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,1,0,1,2,3,2,3,2,3,4,5,4,Kurang Lancar,32,4201544.485131681,Wakil,Turun Langsung ke Lapangan
60,Tua,Perempuan,2051261502626721,"Gg. Dr. Djunjunan, RT 6/RW 14, Jawa Tengah, Kode Pos: 34053",Jawa Tengah,Jawa,Menikah,2,SMA,Pegawai Swasta,2008513,441873,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.063819,Buruk,Pembayaran Terlambat,Langsung,12,0.1,4175015.6709651616,50073061,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Tegas,1,0,1,0,1,2,1,2,1,0,0,0,Lancar,12,0.0,Telepon,Melalui Meja
47,Dewasa,Laki-laki,1220481311283427,"Jalan BKR, RT 20/RW 17, Sulawesi Barat, Kode Pos: 86254",Sulawesi Barat,Sulawesi,Menikah,4,D3,Pegawai Swasta,8284234,1093519,Ya,E,Perumahan,Email,2023-10-08 02:53:25.064336,Buruk,Pembayaran Terlambat,ATM,60,0.4,818790.0530279012,48631364,Gagal Bayar,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,1,0,1,0,0,0,0,1,0,1,2,3,Kurang Lancar,57,1960330.977409631,Wakil,Turun Langsung ke Lapangan
55,Tua,Perempuan,2762371804702792,"Jl. Kapten Muslihat, RT 8/RW 12, DKI Jakarta, Kode Pos: 85279",DKI Jakarta,Jawa,Menikah,0,D3,Pegawai Negeri,4914037,3243264,Ya,C,Rusun,Telepon,2023-10-08 02:53:25.064890,Buruk,Pembayaran Terlambat,ATM,48,0.3,380714.524533939,18162832,Gagal Bayar,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,0,1,2,3,4,3,4,3,2,3,4,Kurang Lancar,44,1411392.9205066822,Wakil,Turun Langsung ke Lapangan
46,Dewasa,Laki-laki,3795991604658343,"Jalan S. Parman, RT 18/RW 10, Sulawesi Tengah, Kode Pos: 97509",Sulawesi Tengah,Sulawesi,Menikah,3,S1,Pegawai Swasta,8542996,1409594,Tidak,E,Perumahan,Chat WA,2023-10-08 02:53:25.065479,Cukup Baik,Pembayaran Tepat Waktu,ATM,48,0.3,377065.8316114312,17988763,Disiplin,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Tegas,0,1,0,1,0,1,0,1,0,1,0,0,Lancar,48,0.0,Telepon,Melalui Meja
30,Dewasa,Laki-laki,7642542110239219,"Gg. S. Parman, RT 7/RW 17, DKI Jakarta, Kode Pos: 60398",DKI Jakarta,Jawa,Belum Menikah,0,SD,Buruh,2745545,1812060,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:25.066002,Buruk,Pembayaran Terlambat,M-Banking,36,0.2,914759.5917748676,32830021,Kabur,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Ramah,0,1,0,1,2,3,2,1,0,1,2,1,DPK,35,813435.2878796346,Surat,Melalui Meja
32,Dewasa,Laki-laki,1930750907609452,"Gang Sadang Serang, RT 7/RW 11, Jawa Tengah, Kode Pos: 68510",Jawa Tengah,Jawa,Belum Menikah,0,SMA,Pegawai Swasta,3041189,2007185,Ya,C,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.066584,Cukup Baik,Pembayaran Tepat Waktu,ATM,48,0.3,405116.0715749343,19326962,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Tegas,1,0,1,2,3,2,1,2,1,2,3,2,DPK,46,691622.7075530216,Surat,Melalui Meja
35,Dewasa,Laki-laki,1799182210346383,"Gang M.H Thamrin, RT 8/RW 6, Bali, Kode Pos: 56818",Bali,Bali,Menikah,3,S1,Pegawai Swasta,9937857,1639746,Tidak,E,Perumahan,SMS,2023-10-08 02:53:25.067127,Baik,Pembayaran Tepat Waktu,ATM,12,0.1,2822305.8213218185,33849332,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Bijaksana,0,0,1,2,3,4,3,4,3,4,3,2,DPK,10,5626273.786781814,Surat,Melalui Meja
65,Tua,Perempuan,127379120818495,"Jl. Cikutra Timur, RT 9/RW 4, Sumatera Selatan, Kode Pos: 19828",Sumatera Selatan,Sumatera,Menikah,3,D3,Pegawai Negeri,1436273,236985,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.067711,Baik,Pembayaran Sebelum Jatuh Tempo,Langsung,24,0.15,1423112.3311351347,34101387,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Tegas,0,1,2,1,2,3,4,3,4,5,6,7,Macet,17,9908477.37070271,Paksa,Turun Langsung ke Lapangan
57,Tua,Laki-laki,7006310711674895,"Jalan Moch. Ramdan, RT 21/RW 2, DI Yogyakarta, Kode Pos: 05432",DI Yogyakarta,Jawa,Menikah,3,SMP,Buruh,1551948,256071,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:25.068259,Baik,Pembayaran Sebelum Jatuh Tempo,Langsung,24,0.15,2115451.6487121317,50691596,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Kasar,1,2,1,2,1,2,3,4,3,4,5,6,Diragukan,18,12613466.32318163,Hukum,Turun Langsung ke Lapangan
