debtor_name;debtor_nik;debtor_address;debtor_zip;debtor_rt;debtor_rw;debtor_birth_place;debtor_age;debtor_number;debtor_occupation;debtor_marital_status;debtor_company;debtor_gender;debtor_education_level;employment_type;number_of_dependents;net_income;payment_date;loan_amount;tenor;amount_of_late;late_payment_amount;credit_score;arrears_amounts;aset;bil1_late1;bill_late2;bill_late3;bill_late4;bill_late5;bill_late6;bill_late7;bill_late8;bill_late9;bill_late10;bill_late11;bill_late12;arrears1;arrears2;arrears3;arrears4;arrears5;arrears6;arrears7;arrears8;arrears9;arrears10;arrears11;arrears12;aging;credit_risk;loss_reverse
Paiman Waluyo;4,48137E+15;"Gg. Ahmad Dahlan No. 86
Kota Administrasi Jakarta Utara, Kepulauan Bangka Belitung 02014";2014;20;8;Sulawesi Barat, 09-09-1994;29;+62 (28) 864 1290;Pegawai Negeri;Cerai mati;CV Wacana;perempuan;S1;Full-time;4;19000000;2023-04-19;70666667;3;86;7;274;1;11500000;8;0;0;20;0;11;2;0;0;13;3;29;0;0;0;1;0;0;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;17666667
Embuh Hakim;6,73493E+15;"Jalan W.R. Supratman No. 84
Tebingtinggi, Jambi 51508";51508;13;10;Jawa Tengah, 24-05-1984;39;+62 (028) 995 7384;Profesional;Belum menikah;PD Anggraini;laki-laki;SMA;Contract;2;5700000;2023-08-01;56833333;9;39;4;389;1;6000000;10;0;0;1;0;3;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;14208333
Paiman Halimah;8,39126E+15;"Gg. Cihampelas No. 553
Tidore Kepulauan, Maluku 99976";99976;1;13;Kalimantan Timur, 10-12-1980;43;+62 (466) 591-6231;Profesional;Cerai hidup;UD Saragih;perempuan;D3;Retired;4;15500000;2023-08-20;59500000;13;65;6;120;1;4500000;21;0;1;0;2;0;26;0;4;0;0;11;1;0;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14875000
drg. Kawaca Waluyo;7,98023E+15;"Gang Moch. Ramdan No. 6
Probolinggo, Kalimantan Timur 23390";23390;8;20;Riau, 31-05-1981;42;+62 (030) 179 7045;Pegawai Swasta;Cerai hidup;Perum Andriani Riyanti;perempuan;S1;Retired;4;13000000;2023-01-09;59166667;17;113;6;348;1;4500000;4;0;0;9;14;0;29;0;0;30;0;27;0;0;0;0;0;0;1;0;0;1;0;1;Kurang lancar;Tertagih dengan resiko rendah;14791667
Dr. Jasmin Maulana, S.Gz;8,28862E+15;"Jalan HOS. Cokroaminoto No. 20
Salatiga, SS 63785";63785;20;1;Kalimantan Selatan, 26-10-1972;51;+62 (86) 551 5261;Pegawai Negeri;Cerai hidup;PD Puspasari Tbk;perempuan;D1;Full-time;0;20500000;2023-06-28;64000000;15;11;1;535;0;6500000;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Ani Mangunsong, M.Ak;4,29783E+15;"Jalan Waringin No. 38
Batu, MA 66963";66963;1;2;Kalimantan Barat, 13-01-1973;50;+62 (0332) 368-2088;Buruh;Menikah;Perum Manullang Nainggolan Tbk;laki-laki;D3;Contract;3;17500000;2023-02-01;44000000;19;0;0;443;0;10500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Qori Maheswara, M.M.;4,00953E+15;"Jl. Otto Iskandardinata No. 768
Meulaboh, Bengkulu 91842";91842;19;13;DKI Jakarta, 07-08-1961;62;+62 (062) 757-1099;Buruh;Cerai mati;CV Rajata Safitri;laki-laki;D1;Full-time;3;22500000;2023-02-03;57833333;15;0;0;402;0;5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Rini Nuraini;9,88451E+15;"Jl. Dr. Djunjunan No. 239
Salatiga, KB 75997";75997;9;5;Nusa Tenggara Barat, 03-10-1967;56;+62 (0338) 291 1104;Profesional;Cerai mati;PD Sinaga Firgantoro;laki-laki;S1;Self-employed;2;29000000;2023-04-16;137000000;11;153;11;394;4;18500000;15;19;3;19;25;18;23;0;3;1;6;21;1;2;0;1;2;3;4;0;0;0;0;1;Diragukan;Tidak tertagih dengan resiko rendah;137000000
Gara Pradipta;4,38358E+15;"Jl. Sentot Alibasa No. 9
Serang, Lampung 15001";15001;18;18;Sumatera Utara, 17-04-1966;57;+62 (13) 662 4353;Profesional;Belum menikah;CV Rajata (Persero) Tbk;laki-laki;S1;Retired;2;18000000;2023-04-06;73333333;20;56;2;581;1;5000000;0;0;0;0;0;0;27;0;0;29;0;0;0;0;0;0;0;0;1;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;18333333
Prakosa Firmansyah, M.Ak;1,44812E+15;"Gang Ahmad Dahlan No. 6
Samarinda, Nusa Tenggara Timur 73291";73291;3;2;Banten, 09-09-1969;54;+62 (0759) 368 9942;Pegawai Negeri;Cerai mati;UD Setiawan;laki-laki;D3;Contract;4;22500000;2023-01-23;58833333;25;32;2;574;1;13000000;0;0;0;0;25;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14708333
Drs. Puput Napitupulu, S.E.I;9,45164E+15;"Jl. Moch. Ramdan No. 870
Sorong, SU 19575";19575;4;7;Bali, 25-11-1986;37;+62 (016) 087-0266;Pegawai Swasta;Belum menikah;PT Damanik Sihombing Tbk;laki-laki;D1;Contract;1;15500000;2023-06-09;58500000;17;66;4;482;1;7500000;22;0;0;3;0;0;0;19;0;0;0;22;1;0;0;0;0;0;0;1;0;0;0;1;DPK;Tertagih dengan resiko rendah;14625000
Aisyah Ardianto;3,78155E+15;"Jalan Astana Anyar No. 52
Pematangsiantar, Jawa Tengah 07640";7640;13;1;Kalimantan Utara, 30-08-1961;62;+62 (976) 426 7860;Pegawai Swasta;Cerai mati;CV Sitompul Kuswoyo;laki-laki;S3;Retired;2;18000000;2023-02-15;77333333;3;97;6;115;2;7500000;0;13;18;24;9;0;0;13;20;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;38666667
Gilang Habibi;9,80346E+15;"Jalan Rajawali Barat No. 32
Padang Sidempuan, SS 97109";97109;11;20;Banten, 14-08-1996;27;+62-0544-998-5704;Pegawai Swasta;Menikah;PD Wijayanti;perempuan;S1;Full-time;4;29000000;2023-01-07;142500000;18;51;4;241;1;5500000;0;0;0;0;0;0;11;0;4;11;0;25;0;0;0;0;0;0;0;0;0;0;0;1;DPK;Tidak tertagih dengan resiko rendah;35625000
T. Daruna Lailasari, S.Sos;8,56837E+15;"Jalan Pasirkoja No. 100
Tegal, LA 44557";44557;5;13;Bengkulu, 11-04-1986;37;+62 (416) 836 9730;Buruh;Cerai hidup;PT Ardianto;laki-laki;S2;Full-time;4;19000000;2023-05-27;77500000;5;121;7;163;2;18000000;21;27;3;0;25;21;0;0;10;0;0;14;1;2;0;0;1;2;0;0;0;0;0;0;Diragukan;Tertagih dengan resiko tinggi;38750000
Zizi Manullang, S.Pt;8,43626E+15;"Jl. M.T Haryono No. 6
Bandung, SG 76114";76114;19;15;Sulawesi Tengah, 16-04-1977;46;+62 (0664) 191-8063;Buruh;Cerai hidup;PT Kusumo;perempuan;S1;Full-time;3;19000000;2023-06-02;75333333;25;44;2;512;1;8500000;0;0;0;0;0;0;24;0;0;0;20;0;0;0;0;0;0;0;1;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;18833333
Timbul Palastri;3,83387E+15;"Gg. Ronggowarsito No. 36
Tasikmalaya, Jawa Tengah 43667";43667;12;2;Aceh, 19-02-1970;53;+62 (44) 996-5704;Pegawai Negeri;Belum menikah;CV Latupono Tbk;laki-laki;S1;Full-time;2;29000000;2023-04-28;135333333;30;47;3;541;1;8500000;0;27;0;0;0;0;0;6;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;33833333
Jaeman Nuraini;7,95262E+15;"Jalan K.H. Wahid Hasyim No. 806
Bekasi, Kepulauan Bangka Belitung 72349";72349;16;4;Jawa Barat, 08-10-1963;60;+62 (057) 108 0821;Buruh;Belum menikah;Perum Puspasari (Persero) Tbk;laki-laki;S1;Full-time;4;19000000;2023-03-27;75000000;10;104;7;266;2;6500000;0;16;18;0;0;15;7;18;0;18;0;12;0;1;2;0;0;1;0;1;0;1;0;0;Kurang lancar;Tertagih dengan resiko tinggi;37500000
Dt. Hardi Zulkarnain, M.TI.;1,0455E+15;"Jalan Moch. Ramdan No. 11
Tegal, Lampung 26028";26028;11;18;Kalimantan Utara, 15-06-1983;40;+62 (0117) 196 7734;Pegawai Swasta;Belum menikah;CV Suryono;perempuan;S1;Full-time;4;24000000;2023-05-13;67833333;13;120;6;257;3;17000000;0;16;30;15;0;0;26;8;25;0;0;0;0;1;2;3;0;0;1;0;1;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;50875000
Tina Suryono;5,27031E+15;"Jl. Ciwastra No. 169
Sabang, PA 98488";98488;7;13;Banten, 11-10-1964;59;+62-38-750-4333;Profesional;Cerai mati;CV Laksita Najmudin Tbk;laki-laki;S3;Retired;2;13000000;2023-03-11;56333333;4;151;7;414;3;7500000;29;0;0;11;11;0;0;24;30;17;0;29;1;0;0;0;0;0;0;1;2;3;0;1;Diragukan;Tertagih dengan resiko tinggi;42250000
Mursita Palastri;7,03495E+15;"Gang Pasteur No. 8
Banda Aceh, KT 32973";32973;7;1;Aceh, 01-01-1991;32;+62 (94) 433 3606;Buruh;Menikah;UD Wibowo Tampubolon (Persero) Tbk;perempuan;D1;Full-time;0;21500000;2023-04-03;63166667;1;81;5;239;1;11500000;0;22;0;5;0;0;13;0;30;0;11;0;0;1;0;0;0;0;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;15791667
Jaeman Purnawati;8,29856E+15;"Jl. Indragiri No. 7
Metro, Sulawesi Utara 20502";20502;14;9;Sulawesi Selatan, 27-12-1983;40;+62 (073) 101 3124;Pegawai Negeri;Cerai hidup;PT Wastuti Hutagalung (Persero) Tbk;perempuan;D3;Full-time;3;22500000;2023-04-28;75333333;24;20;3;656;0;7000000;0;0;0;11;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
R. Zalindra Lazuardi;8,04795E+15;"Gang Rajawali Barat No. 44
Batu, RI 05151";5151;4;3;Papua Barat, 21-03-1971;52;+62-061-372-7325;Pengusaha;Belum menikah;CV Hartati Najmudin (Persero) Tbk;laki-laki;S2;Retired;3;18000000;2023-05-28;71333333;8;129;7;254;2;3000000;0;19;27;0;17;14;17;29;6;0;0;0;0;1;2;0;1;0;1;2;0;0;0;0;Diragukan;Tertagih dengan resiko tinggi;35666667
Sutan Adikara Suwarno;5,46631E+15;"Gg. Tubagus Ismail No. 5
Kota Administrasi Jakarta Timur, MA 53303";53303;12;9;Maluku Utara, 28-06-1977;46;+62-489-532-9788;Buruh;Cerai hidup;CV Kusumo Tbk;laki-laki;S1;Retired;4;18000000;2023-09-12;57500000;4;94;7;253;1;8000000;21;9;12;0;10;0;23;0;0;3;16;0;1;0;0;0;0;0;1;0;0;0;1;0;Kurang lancar;Tertagih dengan resiko rendah;14375000
Sakura Sirait;5,90301E+15;"Jalan Sadang Serang No. 620
Tanjungpinang, PB 36611";36611;19;7;Kalimantan Selatan, 09-06-1995;28;+62-001-565-7174;Profesional;Belum menikah;Perum Saptono;perempuan;S2;Full-time;4;24000000;2023-03-06;82333333;11;101;6;234;2;6000000;0;5;19;22;9;0;0;0;0;16;0;30;0;0;1;2;0;0;0;0;0;1;0;1;Kurang lancar;Tertagih dengan resiko tinggi;41166667
Novi Rajata;7,6693E+15;"Jalan S. Parman No. 493
Jayapura, SB 44156";44156;3;2;Jambi, 09-10-1974;49;+62 (16) 650 8852;Pengusaha;Cerai hidup;UD Simanjuntak;laki-laki;D2;Full-time;5;17500000;2023-06-27;72666667;13;94;7;131;1;18500000;0;11;16;0;18;0;9;14;22;0;0;4;0;0;1;0;1;0;0;0;1;0;0;0;Kurang lancar;Tertagih dengan resiko rendah;18166667
Galak Zulkarnain;7,78955E+15;"Gang Rajawali Timur No. 70
Payakumbuh, SS 98771";98771;9;13;Sulawesi Tenggara, 27-11-1994;29;+62 (621) 451 8029;Buruh;Cerai mati;UD Santoso;perempuan;D3;Retired;3;15500000;2023-06-12;62166667;6;109;7;245;2;10000000;28;0;0;0;0;19;1;3;30;18;10;0;1;0;0;0;0;1;0;0;1;2;0;0;Kurang lancar;Tertagih dengan resiko tinggi;31083333
dr. Anastasia Nababan, S.Kom;5,6947E+15;"Jl. H.J Maemunah No. 4
Sorong, Lampung 28620";28620;16;11;Sumatera Barat, 30-11-1966;57;+62-094-870-4209;Profesional;Menikah;UD Mandala;laki-laki;D2;Full-time;3;20500000;2023-06-17;70166667;24;57;2;686;2;9500000;0;0;30;27;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko tinggi;35083333
Drs. Elon Farida;1,05649E+15;"Jl. Ciumbuleuit No. 35
Padang, SR 77086";77086;11;17;Sulawesi Tenggara, 07-09-1968;55;+62 (88) 151 3818;Profesional;Cerai mati;PD Kuswandari (Persero) Tbk;perempuan;D1;Retired;4;18500000;2023-07-10;73666667;12;107;5;206;2;7500000;18;0;23;0;0;0;24;0;0;17;25;0;1;0;1;0;0;0;1;0;0;1;2;0;Kurang lancar;Tertagih dengan resiko tinggi;36833333
Iriana Suryatmi;8,07891E+15;"Jl. Medokan Ayu No. 5
Makassar, Kepulauan Bangka Belitung 07090";7090;3;6;Sumatera Selatan, 25-07-1994;29;+62 (051) 112-5945;Buruh;Cerai hidup;PD Kusumo (Persero) Tbk;perempuan;S3;Full-time;2;21000000;2023-07-11;76500000;1;104;6;133;2;5500000;0;0;0;0;26;5;18;0;8;0;18;29;0;0;0;0;1;0;1;0;0;0;1;2;Kurang lancar;Tertagih dengan resiko tinggi;38250000
Mulya Yuniar, S.H.;7,79847E+15;"Gang W.R. Supratman No. 322
Subulussalam, ST 37071";37071;5;6;Maluku Utara, 02-07-1997;26;+62 (22) 320 9333;Pegawai Negeri;Cerai hidup;UD Yulianti Situmorang (Persero) Tbk;laki-laki;SMA;Contract;2;5700000;2023-03-06;57166667;13;4;1;423;0;6000000;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Farhunnisa Gunarto;5,45664E+15;"Jalan Moch. Ramdan No. 140
Bontang, Papua Barat 57826";57826;13;8;Jawa Tengah, 08-08-1970;53;+62 (17) 757 1543;Profesional;Cerai hidup;Perum Suryono;perempuan;SMA;Contract;1;5700000;2023-07-13;59833333;7;168;10;429;4;9500000;17;0;12;12;28;18;22;23;4;0;30;2;1;0;0;0;1;2;3;4;0;0;1;0;Diragukan;Tertagih dengan resiko tinggi;59833333
Cemani Latupono;3,59372E+15;"Jalan Soekarno Hatta No. 48
Kendari, KU 37286";37286;4;9;Aceh, 18-05-1973;50;+62 (063) 660 6755;Buruh;Cerai mati;CV Situmorang Tbk;perempuan;D3;Retired;5;10500000;2023-07-25;58166667;10;68;4;246;1;8000000;19;0;0;0;0;0;4;25;0;0;0;20;1;0;0;0;0;0;0;1;0;0;0;1;DPK;Tertagih dengan resiko rendah;14541667
Garda Thamrin;4,56756E+15;"Jl. Gegerkalong Hilir No. 628
Sabang, KR 27386";27386;1;13;Kalimantan Tengah, 30-10-1992;31;+62 (066) 383 4433;Pengusaha;Cerai mati;CV Hasanah Zulkarnain (Persero) Tbk;perempuan;S2;Retired;4;18000000;2023-09-05;71166667;11;70;5;182;2;10500000;0;0;0;0;7;0;0;26;15;0;5;17;0;0;0;0;0;0;0;1;2;0;0;1;DPK;Tertagih dengan resiko tinggi;35583333
Gandewa Thamrin, S.Sos;4,12924E+15;"Gang Cikutra Barat No. 42
Prabumulih, JT 59823";59823;19;2;Sulawesi Barat, 25-03-1999;24;+62 (01) 788 2084;Pengusaha;Cerai mati;PT Nasyiah Tbk;perempuan;D1;Retired;3;10500000;2023-02-22;58833333;11;32;2;326;1;9500000;0;0;0;0;0;4;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;14708333
R.A. Ella Uwais;9,337E+15;"Gg. Setiabudhi No. 09
Bogor, Nusa Tenggara Timur 56000";56000;11;15;Maluku, 02-10-1998;25;+62-003-534-9417;Buruh;Menikah;PT Salahudin Nasyiah;laki-laki;S3;Retired;2;18000000;2023-02-18;56666667;17;26;1;551;1;9500000;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14166667
Edi Sihombing;8,66165E+15;"Jl. Sukajadi No. 9
Pekalongan, JB 45679";45679;1;9;Kalimantan Timur, 10-11-1977;46;+62 (079) 320 3659;Pengusaha;Menikah;PT Pratama;perempuan;S1;Retired;4;13000000;2023-07-08;60000000;1;53;5;477;1;6500000;0;0;0;0;13;6;3;0;23;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;15000000
Belinda Riyanti;8,00533E+15;"Gg. Setiabudhi No. 460
Kotamobagu, KU 70472";70472;3;13;Bali, 12-11-1997;26;+62 (0624) 905 3183;Pengusaha;Cerai mati;CV Hardiansyah;laki-laki;D3;Retired;3;15500000;2023-05-05;65500000;16;38;2;472;1;17500000;0;0;0;15;0;0;0;0;23;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;16375000
T. Halim Anggriawan, M.Pd;2,08399E+15;"Jl. Pasirkoja No. 101
Lubuklinggau, SR 12284";12284;10;1;Sumatera Utara, 10-12-1989;34;+62 (59) 044 1505;Buruh;Cerai mati;UD Nainggolan Tbk;laki-laki;S1;Full-time;0;36000000;2023-04-03;160333333;32;0;0;655;0;10500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tidak tertagih dengan resiko rendah;0
Oliva Farida;6,4584E+15;"Jl. Raya Ujungberung No. 79
Metro, Nusa Tenggara Timur 94589";94589;1;12;Jawa Timur, 02-01-2000;23;+62-94-551-8767;Buruh;Cerai mati;Perum Prabowo Lazuardi;perempuan;D1;Contract;0;21500000;2023-02-11;64666667;22;60;4;552;1;9000000;0;0;0;25;0;15;1;0;0;0;19;0;0;0;0;1;0;1;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;16166667
Karen Kusumo;8,71185E+15;"Gang Sukajadi No. 16
Metro, JI 73458";73458;17;1;Sumatera Barat, 23-04-1970;53;+62 (046) 623 8639;Pengusaha;Cerai mati;UD Hastuti;perempuan;D1;Retired;4;15500000;2023-07-18;78500000;10;93;7;264;1;9000000;0;0;0;29;11;8;7;24;0;1;13;0;0;0;0;1;0;0;0;1;0;0;0;0;Kurang lancar;Tertagih dengan resiko rendah;19625000
Kanda Kuswoyo;4,75308E+15;"Jalan Ciwastra No. 944
Tarakan, Sumatera Utara 40871";40871;18;1;Kalimantan Barat, 19-06-1992;31;+62 (22) 328-8719;Profesional;Menikah;CV Waluyo Iswahyudi;laki-laki;D1;Full-time;4;20500000;2023-02-22;63500000;16;38;2;410;1;7000000;0;0;0;0;0;0;0;0;26;0;12;0;0;0;0;0;0;0;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;15875000
Dr. Jamal Prayoga, S.T.;3,04709E+15;"Jalan Sadang Serang No. 4
Sorong, KB 72694";72694;3;6;Sulawesi Selatan, 04-05-1974;49;+62 (060) 696 2425;Profesional;Menikah;UD Maulana (Persero) Tbk;perempuan;S1;Full-time;2;21000000;2023-07-01;74166667;8;143;7;169;1;6000000;0;0;27;11;0;30;0;24;5;17;0;29;0;0;1;0;0;1;0;1;0;1;0;1;Diragukan;Tertagih dengan resiko tinggi;18541667
Rosman Najmudin;8,69208E+15;"Jl. Jakarta No. 367
Bogor, Maluku 64714";64714;15;14;Nusa Tenggara Barat, 03-09-1963;60;+62 (299) 718-2319;Pegawai Swasta;Menikah;PD Suwarno;laki-laki;S1;Full-time;4;19000000;2023-03-29;63500000;12;75;4;161;1;4500000;25;12;0;0;0;0;23;0;0;0;0;15;1;0;0;0;0;0;1;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;15875000
Limar Nashiruddin;8,88309E+15;"Jalan Kutai No. 618
Sorong, GO 23306";23306;11;3;Jawa Barat, 21-06-1987;36;+62 (439) 883 4431;Buruh;Cerai hidup;CV Zulkarnain;laki-laki;SMA;Contract;1;13700000;2023-03-05;62166667;17;39;2;241;1;9500000;0;25;0;0;0;0;0;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;15541667
T. Umar Gunawan;2,38049E+15;"Jalan Ciumbuleuit No. 742
Tanjungbalai, Bengkulu 59501";59501;16;5;Jambi, 28-02-1963;60;+62 (173) 629-0916;Pegawai Negeri;Menikah;UD Tarihoran;laki-laki;D3;Retired;4;15500000;2023-02-05;61000000;7;93;8;120;1;9500000;7;0;0;14;22;0;10;16;0;12;9;3;0;0;0;0;1;0;0;1;0;0;0;0;Kurang lancar;Tertagih dengan resiko rendah;15250000
Lulut Uwais;3,92485E+15;"Jalan Erlangga No. 1
Manado, SU 87404";87404;2;12;Aceh, 01-09-1965;58;+62 (030) 586 4129;Profesional;Cerai mati;PD Mansur;perempuan;D3;Full-time;3;25500000;2023-08-14;136333333;14;72;6;209;1;4500000;9;7;0;0;0;3;21;3;0;0;29;0;0;0;0;0;0;0;1;0;0;0;1;0;DPK;Tidak tertagih dengan resiko rendah;34083333
Gatra Safitri;9,88536E+15;"Jl. Jayawijaya No. 343
Tegal, SG 03968";3968;1;15;Jambi, 19-10-1960;63;+62 (0581) 921-3800;Profesional;Cerai hidup;PT Firmansyah Hakim (Persero) Tbk;perempuan;D3;Retired;3;14500000;2023-06-17;60000000;9;91;4;218;2;14000000;0;21;15;0;0;0;0;26;0;29;0;0;0;1;2;0;0;0;0;1;0;1;0;0;Kurang lancar;Tertagih dengan resiko tinggi;30000000
Puti Fujiati;4,19227E+15;"Gang Rajiman No. 466
Kediri, Sumatera Selatan 63008";63008;8;20;Kalimantan Barat, 22-01-1991;32;+62-207-522-7825;Profesional;Menikah;Perum Firmansyah (Persero) Tbk;perempuan;S1;Full-time;4;19000000;2023-09-07;78500000;12;85;8;239;2;50000000;2;0;22;28;0;3;0;8;0;12;7;3;0;0;1;2;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko tinggi;39250000
Setya Puspita;7,68127E+15;"Gg. Ir. H. Djuanda No. 63
Makassar, Lampung 92571";92571;18;4;Kepulauan Riau, 17-11-1972;51;+62 (033) 261-7463;Buruh;Belum menikah;Perum Pradana (Persero) Tbk;perempuan;S2;Full-time;4;29000000;2023-05-01;138333333;20;165;9;371;2;11000000;30;3;0;20;20;11;30;18;3;0;0;30;1;0;0;1;2;0;1;2;0;0;0;1;Diragukan;Tidak tertagih dengan resiko rendah;69166667
Ghani Pradana;2,6814E+15;"Gang Pacuan Kuda No. 47
Serang, Maluku 24282";24282;14;10;Kalimantan Timur, 14-02-1991;32;+62-0188-026-0090;Pegawai Negeri;Menikah;CV Salahudin Tbk;laki-laki;SMA;Not-employed;1;4700000;2023-08-24;21333333;2;94;7;53;1;14500000;21;8;0;11;11;0;0;2;18;0;0;23;1;0;0;0;0;0;0;0;1;0;0;1;Kurang lancar;Tidak tertagih dengan resiko tinggi;5333333
Olivia Widiastuti;1,56238E+15;"Jl. Gedebage Selatan No. 33
Sukabumi, Jawa Tengah 88249";88249;4;1;Jambi, 27-04-1999;24;+62 (0842) 802 5146;Pengusaha;Cerai mati;PT Ramadan Wibowo Tbk;laki-laki;D2;Retired;5;10500000;2023-02-14;56666667;10;113;5;255;2;14500000;23;19;0;30;0;0;20;0;21;0;0;0;1;2;0;1;0;0;1;0;1;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;28333333
Kariman Putra;3,35291E+15;"Jalan Laswi No. 1
Bau-Bau, Kalimantan Utara 15136";15136;1;19;Sulawesi Utara, 17-10-1987;36;+62-279-326-0377;Pegawai Negeri;Belum menikah;Perum Simanjuntak;perempuan;S2;Retired;2;18000000;2023-09-11;53833333;10;134;8;254;3;5000000;0;28;24;25;4;24;3;0;16;10;0;0;0;1;2;3;0;1;0;0;1;0;0;0;Diragukan;Tertagih dengan resiko tinggi;40375000
Rahmat Namaga, S.Ked;1,916E+15;"Gg. Antapani Lama No. 9
Sukabumi, Sulawesi Selatan 22244";22244;13;5;Kalimantan Selatan, 16-02-1973;50;+62 (220) 728 6200;Pegawai Swasta;Cerai mati;UD Andriani;laki-laki;S1;Full-time;4;24000000;2023-03-03;55000000;23;32;2;588;1;5500000;0;0;0;0;0;0;0;0;0;7;25;0;0;0;0;0;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;13750000
Drs. Praba Yulianti;7,60872E+15;"Gg. Cihampelas No. 9
Balikpapan, MA 59166";59166;16;20;Kalimantan Utara, 13-06-1973;50;+62 (0698) 679-5944;Pegawai Negeri;Cerai mati;PD Lestari;laki-laki;S2;Full-time;2;26000000;2023-05-30;140333333;29;93;4;507;2;8000000;0;27;0;0;0;0;25;0;0;18;23;0;0;1;0;0;0;0;1;0;0;1;2;0;Kurang lancar;Tidak tertagih dengan resiko rendah;70166667
R.M. Mumpuni Samosir;7,2587E+15;"Gang Sukajadi No. 910
Pontianak, Sulawesi Tenggara 04157";4157;5;15;Jambi, 22-02-1999;24;+62 (011) 708-5536;Pegawai Swasta;Belum menikah;PD Permadi Wasita;laki-laki;D3;Retired;3;15500000;2023-06-10;66666667;16;30;3;531;1;7000000;0;0;0;9;0;0;0;17;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;16666667
Drs. Yuni Wulandari;4,06112E+15;"Jalan Siliwangi No. 51
Tual, BA 13889";13889;18;10;Sumatera Barat, 19-11-1975;48;+62 (31) 680-4580;Buruh;Belum menikah;PD Uyainah Waluyo;laki-laki;S1;Full-time;4;19000000;2023-01-21;57500000;7;120;7;272;3;6500000;19;0;0;14;22;0;11;0;0;15;23;16;1;0;0;0;1;0;0;0;0;1;2;3;Kurang lancar;Tertagih dengan resiko tinggi;43125000
Jaswadi Wibisono, M.TI.;9,9156E+15;"Jalan Erlangga No. 9
Meulaboh, LA 21804";21804;14;3;Kalimantan Utara, 19-11-1972;51;+62 (146) 576 5889;Pengusaha;Cerai hidup;PT Siregar Siregar;laki-laki;D3;Retired;4;10500000;2023-06-21;54666667;1;10;1;348;0;8500000;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
R. Julia Waluyo, S.IP;5,54578E+15;"Jalan Sukabumi No. 80
Padangpanjang, Sumatera Selatan 92887";92887;10;3;Papua Barat, 18-01-1966;57;+62 (048) 433 9296;Pengusaha;Cerai mati;UD Fujiati Tarihoran Tbk;laki-laki;D3;Retired;3;15500000;2023-03-13;65833333;1;162;9;132;2;9500000;24;12;4;20;24;0;4;26;18;0;30;0;1;0;0;1;2;0;0;1;2;0;1;0;Diragukan;Tertagih dengan resiko tinggi;32916667
