debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_education_level,debtor_address,debtor_latitude,debtor_longitude,debtor_zip,debtor_rt,debtor_rw,employment_status,debtor_working_day,debtor_working_time,tenor,best_time_to_bill
8.66777E+15,"Harjasa Maryadi, S.Gz",perempuan,"Kalimantan Barat, 15-03-1985",38,D4,"Jalan Lintas Jabar Selatan, Kertajaya, Sukabumi, Jawa Barat, Jawa, Indonesia",-7.057067219,106.5752388,38660,1,12,Employed,Senin-Jumat,Pagi-Sore,246,Malam
9.5605E+15,Salsabila Permadi,laki-laki,"Kalimantan Barat, 12-03-1990",33,SMA,"Jawa Barat, Jawa, Indonesia",-6.380417662,108.8393957,91724,20,10,Full-time,Senin-Jumat,Malam-Pagi,234,Siang
8.99252E+15,"Jayadi Habibi, S.Psi",perempuan,"Kepulauan Riau, 09-07-1993",30,D3,"Lebakjabung, Jatirejo, Mojokerto, Jawa Timur, Jawa, Indonesia",-7.619181942,112.4047237,5979,7,8,Full-time,Senin-Jumat,Pagi-Sore,259,Malam
2.06404E+15,Restu Sihombing,perempuan,"Sulawesi Utara, 08-03-1986",37,S2,"Penakir, Pemalang, Jawa Tengah, Jawa, Indonesia",-7.191000509,109.2428435,19833,18,8,Part-time,Senin-Minggu,Sore-Malam,155,Siang
3.79394E+15,"KH. Simon Hardiansyah, S.Psi",perempuan,"Bengkulu, 02-04-1974",49,SMP,"Jawa Barat, Jawa, Indonesia",-7.77464052,107.2817568,35348,4,15,Part-time,Senin-Jumat,Sore-Malam,37,Siang
9.38452E+15,Danuja Mayasari,laki-laki,"Kalimantan Selatan, 30-10-1975",48,SMA,"Jawa Barat, Jawa, Indonesia",-7.509009123,106.564282,19963,5,3,Employed,Senin-Jumat,Pagi-Siang,259,Sore
8.06843E+15,"Puti Maimunah Kusumo, S.Pt",perempuan,"Maluku, 03-11-1964",59,S1,"Jawa Barat, Jawa, Indonesia",-7.760538668,107.2972289,41253,10,12,Self-Employed,Senin-Jumat,Pagi-Sore,125,Malam
6.14853E+15,Mustofa Dabukke,perempuan,"Gorontalo, 05-10-1972",51,S2,"Jombang, Jawa Timur, Jawa, Indonesia",-7.40470584,112.0985496,10510,10,11,Full-time,Senin-Minggu,Pagi-Sore,190,Malam
1.41932E+15,Zaenab Prasasta,laki-laki,"Banten, 22-05-1998",25,SD,"Kujangjaya, Lebak, Banten, Indonesia",-6.815728425,106.3986202,90146,1,1,Employed,Senin-Jumat,Pagi-Sore,38,Malam
5.80223E+15,Tgk. Suci Kusmawati,perempuan,"Sumatera Barat, 16-04-1968",55,D4,"Parengan, Tuban, Jawa Timur, Indonesia",-7.041141447,111.7898799,90646,18,1,Self-Employed,Senin-Jumat,Pagi-Sore,344,Malam
4.63041E+15,"Puti Amelia Permadi, S.Pt",laki-laki,"Papua Barat, 03-08-1996",27,SMA,"Pajaran, Madiun, Jawa Timur, Indonesia",-7.538404713,111.778405,65624,15,7,Employed,Senin-Minggu,Pagi-Sore,197,Malam
2.4177E+15,"Irnanto Padmasari, S.Gz",laki-laki,"Sumatera Barat, 23-05-1969",54,S2,"Citayam, Tajurhalang, Bogor, Jawa Barat, 16518, Indonesia",-6.452058763,106.746039,63817,18,5,Full-time,Senin-Minggu,Malam-Pagi,107,Pagi
1.69503E+15,"Hendri Ramadan, M.Farm",perempuan,"Lampung, 18-09-1981",42,S1,"Bojong, Pangandaran, Jawa Barat, Indonesia",-7.632779843,108.5397138,62838,20,16,Self-Employed,Senin-Jumat,Pagi-Siang,180,Sore
5.66238E+15,Daru Wahyuni,perempuan,"DI Yogyakarta, 20-07-1976",47,SMA,"Kiarasari, Jawa Barat, Indonesia",-6.465335115,107.8695252,65851,2,8,Self-Employed,Senin-Jumat,Sore-Malam,122,Pagi
6.11675E+15,Drs. Jagapati Winarsih,laki-laki,"Lampung, 07-03-1980",43,SMA,"Karangjengkol, Purbalingga, Jawa Tengah, Jawa, 53352, Indonesia",-7.264349747,109.2527642,8786,3,8,Full-time,Senin-Jumat,Malam-Pagi,321,Pagi
5.79384E+15,"Drs. Jessica Utama, S.Psi",laki-laki,"Jawa Timur, 13-03-1963",60,S2,"Pagirikan, Kabupaten Indramayu, Jawa Barat, 45222, Indonesia",-6.310492177,108.2729056,52456,13,13,Full-time,Senin-Jumat,Siang-Malam,212,Pagi
1.82383E+15,"R. Patricia Laksmiwati, S.Pd",laki-laki,"Sulawesi Selatan, 08-03-1975",48,S1,"Pamulihan, Brebes, Jawa Tengah, Jawa, Indonesia",-7.037015477,108.9133911,58549,20,20,Self-Employed,Senin-Jumat,Pagi-Sore,339,Malam
3.76937E+15,Mariadi Hassanah,laki-laki,"Kalimantan Timur, 26-03-1977",46,S2,"Simnagli, Silurah, Batang, Jawa Tengah, Jawa, Indonesia",-7.10103843,109.7523159,78295,20,4,Self-Employed,Senin-Jumat,Pagi-Sore,106,Malam
6.36001E+15,Irsad Pranowo,perempuan,"Riau, 23-09-1981",42,S2,"Sadang, Jawa Barat, 41118, Indonesia",-6.515484887,107.4755949,33100,4,3,Full-time,Senin-Jumat,Pagi-Malam,342,Siang
2.33197E+15,Patricia Wahyudin,laki-laki,"Sulawesi Barat, 12-06-1976",47,S1,"Manggahang, Bandung, Jawa Barat, 40376, Indonesia",-7.021998979,107.6454652,39451,9,4,Self-Employed,Senin-Jumat,Pagi-Siang,253,Sore
4.36009E+15,Ina Widiastuti,perempuan,"Aceh, 08-07-1989",34,SMP,"Penakir, Pemalang, Jawa Tengah, Jawa, Indonesia",-7.189271776,109.2597443,6026,3,11,Full-time,Senin-Minggu,Sore-Malam,181,Siang
4.83437E+15,Cut Maya Wasita,perempuan,"Sulawesi Utara, 21-04-1973",50,SMA,"Sukamakmur, Bogor, Jawa Barat, Jawa, Indonesia",-6.655920089,107.0460102,3953,4,19,Self-Employed,Senin-Jumat,Pagi-Siang,82,Malam
2.90702E+15,Adhiarja Kuswoyo,laki-laki,"DKI Jakarta, 25-06-1994",29,SMA,"Sukorejo, Madiun, Jawa Timur, Indonesia",-7.768462927,111.4936384,96162,6,2,Full-time,Senin-Jumat,Pagi-Sore,215,Malam
6.27244E+15,Septi Gunarto,laki-laki,"Nusa Tenggara Barat, 23-08-1961",62,SMA,"Cibeureum, Bandung, Jawa Barat, Indonesia",-7.20039086,107.6711987,60824,13,12,Employed,Senin-Jumat,Pagi-Sore,251,Malam
1.04781E+15,"Harjasa Hakim, S.Farm",laki-laki,"Kalimantan Barat, 10-06-1968",55,D3,"Jawa Barat, Jawa, Indonesia",-7.708412948,107.2888714,81466,4,17,Full-time,Senin-Jumat,Pagi-Sore,188,Malam
2.34852E+15,"Ikin Maryati, S.E.",perempuan,"Sulawesi Tenggara, 12-01-1997",26,SD,Address not found,-7.953224818,106.3043556,36698,1,3,Full-time,Senin-Jumat,Pagi-Siang,344,Sore
6.14765E+15,Ophelia Hariyah,perempuan,"Kalimantan Tengah, 01-10-1987",36,SMA,"Nglebur, Blora, Jawa Tengah, Jawa, Indonesia",-7.041692939,111.5967739,75367,10,11,Part-time,Senin-Jumat,Siang-Sore,269,Malam
4.99677E+15,Prasetya Aryani,laki-laki,"Sumatera Selatan, 25-12-1998",25,SMA,"Candi, Repaking, Boyolali, Jawa Tengah, Jawa, Indonesia",-7.236874589,110.6388152,71047,7,12,Self-Employed,Senin-Jumat,Siang-Malam,89,Pagi
2.51158E+15,Drs. Olivia Nainggolan,perempuan,"DKI Jakarta, 28-03-1963",60,SMA,"Panumbangan, Sukabumi, Jawa Barat, Indonesia",-7.035111763,106.8265419,5568,6,6,Self-Employed,Senin-Jumat,Siang-Malam,315,Pagi
8.5978E+15,Yani Pratama,perempuan,"Jawa Tengah, 07-10-1965",58,S1,"Megarsari, Cianjur, Jawa Barat, Indonesia",-7.459715876,106.9725374,75187,10,18,Self-Employed,Senin-Jumat,Malam-Pagi,101,Pagi
8.74697E+15,Hasta Situmorang,laki-laki,"Sumatera Selatan, 09-01-1979",44,SMA,Address not found,-7.870710089,106.3115787,37272,1,20,Full-time,Senin-Jumat,Pagi-Sore,190,Malam
9.47418E+15,"Cut Ina Pratama, S.Ked",laki-laki,"Jawa Timur, 14-04-1968",55,D4,Address not found,-7.897695294,106.1116193,62259,7,15,Full-time,Senin-Jumat,Siang-Sore,321,Pagi
1.94433E+15,drg. Gina Andriani,laki-laki,"Sulawesi Tenggara, 12-07-1991",32,SMA,"Jawa Tengah, Jawa, Indonesia",-6.900866503,110.3766563,67091,2,2,Self-Employed,Senin-Jumat,Pagi-Sore,33,Malam
9.75122E+15,"T. Hairyanto Nurdiyanti, S.Sos",perempuan,"Nusa Tenggara Barat, 30-05-1979",44,S1,"Maospati, Magetan, Jawa Timur, 63395, Indonesia",-7.635616075,111.4299543,52492,9,10,Employed,Senin-Minggu,Siang-Sore,161,Pagi
4.37126E+15,Kenari Mayasari,laki-laki,"Kalimantan Tengah, 22-04-1980",43,SMP,"Nanggerang, Tasikmalaya, Jawa Barat, Indonesia",-7.35315581,108.048829,9564,1,16,Full-time,Sabtu-Minggu,Pagi-Malam,58,Siang
4.82449E+15,Sutan Tugiman Yuliarti,laki-laki,"Bengkulu, 21-03-1961",62,S1,"Sidodadi, Pantirejo, Sragen, Jawa Tengah, Jawa, Indonesia",-7.351740849,110.9700322,56419,16,13,Full-time,Senin-Jumat,Pagi-Sore,283,Malam
8.11889E+15,"Queen Pradipta, S.E.",perempuan,"Kalimantan Timur, 21-12-1973",50,D3,"Bantunan, Bandungharjo, Jepara, Jawa Tengah, Jawa, Indonesia",-6.412352376,110.8556488,53458,10,10,Full-time,Senin-Jumat,Siang-Sore,326,Pagi
4.57411E+15,R. Widya Pratiwi,laki-laki,"Jawa Barat, 17-03-1994",29,SMA,"Pati, Jawa Tengah, Jawa, 59152, Indonesia",-6.744378125,111.0915095,53532,1,2,Full-time,Senin-Jumat,Pagi-Sore,10,Malam
6.33429E+15,"Luwar Winarsih, M.M.",laki-laki,"Kalimantan Selatan, 20-04-1994",29,SMA,"Pandankrajan, Mojokerto, Jawa Timur, Indonesia",-7.384353495,112.3580337,71731,5,16,Full-time,Senin-Jumat,Sore-Malam,185,Pagi
6.20285E+15,Mursita Pratiwi,perempuan,"Nusa Tenggara Barat, 10-12-1966",57,D4,"Jawa Barat, Jawa, Indonesia",-7.483135804,106.2643946,11962,14,8,Full-time,Senin-Jumat,Malam-Pagi,327,Siang
9.04143E+15,"drg. Kenzie Laksmiwati, M.TI.",perempuan,"Papua, 15-06-1999",24,S1,"Jawa Tengah, Jawa, Indonesia",-6.619316942,109.7644214,93828,16,6,Full-time,Senin-Jumat,Pagi-Malam,178,Siang
7.5611E+15,Ikin Pradana,perempuan,"Jawa Barat, 09-10-1971",52,S1,"Banten, Jawa, Indonesia",-6.991637393,105.911006,2407,12,15,Full-time,Senin-Jumat,Malam-Pagi,145,Sore
4.34363E+15,KH. Anom Kuswandari,perempuan,"Sulawesi Tengah, 22-08-1962",61,SMA,"Jawa Tengah, Jawa, Indonesia",-6.330801686,109.7050759,49613,6,17,Self-Employed,Senin-Jumat,Pagi-Sore,10,Malam
3.26059E+15,"Dr. Xanana Marpaung, S.Gz",perempuan,"DKI Jakarta, 28-04-1984",39,D4,"Mokaha, Tegal, Jawa Tengah, Indonesia",-7.090957605,109.1840791,7889,18,19,Full-time,Senin-Jumat,Sore-Malam,331,Pagi
6.14383E+15,Tgk. Muni Suartini,perempuan,"Kalimantan Tengah, 06-05-1984",39,S2,"Cimanggu, Pangandaran, Jawa Barat, Indonesia",-7.552393203,108.4339927,63399,3,6,Employed,Senin-Jumat,Pagi-Siang,199,Malam
8.30404E+15,Patricia Sihotang,laki-laki,"Lampung, 25-05-1998",25,SMA,"Jawa Tengah, Jawa, Indonesia",-6.474352387,109.7773568,44861,3,8,Full-time,Senin-Jumat,Pagi-Sore,125,Malam
9.60676E+15,"Hj. Melinda Sinaga, S.Pd",perempuan,"Maluku, 15-07-1973",50,S3,"Kertamukti, Bandung Barat, Jawa Barat, Jawa, 40554, Indonesia",-6.796710708,107.3808325,54602,16,15,Full-time,Senin-Jumat,Pagi-Sore,201,Malam
9.45908E+15,Dr. Puput Oktaviani,perempuan,"Sumatera Utara, 27-06-1989",34,D3,"Pengilon, Magelang, Jawa Tengah, Jawa, Indonesia",-7.402597932,110.2872126,96841,9,3,Full-time,Senin-Jumat,Pagi-Siang,55,Sore
6.07549E+15,KH. Ridwan Saptono,laki-laki,"Kalimantan Timur, 27-01-1983",40,SMA,"Jawa Tengah, Jawa, Indonesia",-6.316041202,111.2971636,31838,8,3,Employed,Senin-Jumat,Sore-Malam,207,Siang
1.40216E+15,Aurora Setiawan,perempuan,"Sulawesi Tengah, 11-02-1992",31,S3,"Kepuhsari, Wonogiri, Jawa Tengah, Indonesia",-7.89596089,110.7896528,13561,1,13,Employed,Senin-Jumat,Pagi-Sore,252,Malam
9.46502E+15,"Dr. Atmaja Sirait, S.Pt",perempuan,"Kalimantan Tengah, 04-10-1966",57,SMP,"Jawa Tengah, Jawa, Indonesia",-6.730804749,110.526568,5453,3,4,Employed,Senin-Minggu,Pagi-Sore,108,Malam
2.43091E+15,Faizah Widodo,perempuan,"Sumatera Utara, 02-09-1976",47,SMA,"Mekar Mulya, Cianjur, Jawa Barat, Indonesia",-6.655305427,107.2318139,62679,6,5,Full-time,Senin-Jumat,Pagi-Sore,98,Malam
1.04486E+15,R.M. Wahyu Sihombing,laki-laki,"Sumatera Utara, 28-01-1976",47,SMA,"jetisari, Krajan, Semarang, Jawa Tengah, Jawa, Indonesia",-7.262637485,110.5896566,39387,1,19,Part-time,Senin-Jumat,Pagi-Siang,266,Malam
5.00816E+15,Shania Purnawati,perempuan,"Bali, 04-03-1987",36,SMA,Address not found,-7.952546428,106.1575162,22115,17,15,Full-time,Senin-Jumat,Pagi-Sore,119,Malam
4.32109E+15,drg. Anastasia Prabowo,laki-laki,"Banten, 27-04-1995",28,SMP,"Cipondoh, Jawa Barat, Indonesia",-6.321412916,107.4629371,22068,8,13,Employed,Senin-Minggu,Pagi-Sore,78,Malam
7.82179E+15,"Jasmani Kurniawan, S.Sos",laki-laki,"Riau, 22-01-1986",37,S3,"Jawa Barat, Jawa, Indonesia",-7.894567596,107.9775443,30205,4,20,Employed,Senin-Jumat,Pagi-Sore,108,Malam
2.29233E+15,Leo Irawan,laki-laki,"Gorontalo, 01-12-1978",45,SD,"Kemuning, Temanggung, Jawa Tengah, Jawa, Indonesia",-7.135269845,110.1098968,34644,9,12,Self-Employed,Senin-Jumat,Sore-Malam,26,Siang
6.79649E+15,"Bahuraksa Rajata, M.Kom.",laki-laki,"Aceh, 01-10-1973",50,S1,"Sukoanyar, Jawa Timur, Jawa, Indonesia",-7.866639132,111.9187282,16462,9,11,Full-time,Senin-Jumat,Sore-Malam,56,Pagi
6.59924E+15,Reza Nurdiyanti,perempuan,"DI Yogyakarta, 18-03-1966",57,S3,"Jawa Tengah, Jawa, Indonesia",-6.331967729,111.6891072,71971,2,17,Employed,Senin-Jumat,Pagi-Siang,6,Sore
8.18152E+15,Gantar Santoso,laki-laki,"DKI Jakarta, 16-06-1981",42,S1,"Kaliireng, Cening, Kendal, Jawa Tengah, Jawa, Indonesia",-7.171496404,110.1941668,16713,13,14,Full-time,Senin-Jumat,Pagi-Sore,221,Malam
9.44896E+15,Narji Astuti,perempuan,"Kalimantan Timur, 10-03-1984",39,S2,"Bungko Lor, Jawa Barat, Indonesia",-6.517888013,108.5430451,29372,6,9,Employed,Senin-Jumat,Malam-Pagi,51,Siang
1.96106E+15,"Sutan Hartaka Wasita, S.Gz",perempuan,"Sulawesi Tenggara, 04-09-1971",52,S2,"Jawa Barat, Jawa, Indonesia",-6.316673789,108.6177757,48979,13,2,Employed,Senin-Minggu,Siang-Malam,249,Pagi
9.14647E+15,Ir. Jono Sirait,laki-laki,"Jawa Tengah, 20-05-1963",60,S1,"Jawa Barat, Jawa, Indonesia",-7.913606025,108.7863609,58112,10,17,Self-Employed,Senin-Jumat,Malam-Pagi,140,Siang
5.45401E+15,Bakti Aryani,laki-laki,"Aceh, 24-09-1986",37,S1,"Ciawi, Tasikmalaya, Jawa Barat, Indonesia",-7.665655462,108.1303746,7530,4,3,Self-Employed,Senin-Jumat,Pagi-Sore,226,Malam
6.11746E+15,"drg. Ayu Hardiansyah, M.Pd",laki-laki,"Jawa Barat, 08-05-1970",53,S3,"Tegal, Jawa Tengah, Jawa, Indonesia",-7.238206789,109.1574337,21659,9,3,Full-time,Senin-Jumat,Pagi-Malam,73,Siang
2.38522E+15,Garang Firgantoro,perempuan,"Jambi, 11-07-1967",56,SMP,"Banjarbanggi, Jawa Timur, Jawa, Indonesia",-7.398470628,111.3185974,94001,19,5,Employed,Senin-Jumat,Pagi-Malam,96,Sore
5.74354E+15,"Luwar Rajata, S.Sos",laki-laki,"Papua Barat, 25-12-1984",39,SMA,"Ngasinan, Linggapura, Banyumas, Jawa Tengah, Jawa, Indonesia",-7.585829287,109.3684416,89513,8,12,Full-time,Senin-Minggu,Siang-Malam,126,Pagi
6.74954E+15,Manah Melani,laki-laki,"Kalimantan Tengah, 17-02-1994",29,D3,"Jawa Barat, Jawa, Indonesia",-7.625664038,106.7492925,44802,13,11,Employed,Senin-Jumat,Pagi-Malam,140,Sore
6.91888E+15,Ulya Laksita,laki-laki,"Gorontalo, 21-06-1998",25,SMA,"Jawa Tengah, Jawa, Indonesia",-7.835903641,109.2257107,64254,2,14,Self-Employed,Senin-Jumat,Pagi-Sore,121,Malam
7.11915E+15,Harimurti Sihombing,perempuan,"Sumatera Barat, 02-04-1966",57,D3,"Dokoro, Grobogan, Jawa Tengah, Jawa, Indonesia",-6.997723361,111.0769458,5120,16,6,Employed,Senin-Minggu,Siang-Sore,179,Pagi
2.95731E+15,Puti Tania Wulandari,perempuan,"Jambi, 10-08-2000",23,D4,"Jawa Tengah, Jawa, Indonesia",-6.534002477,111.4346989,78346,14,10,Employed,Senin-Jumat,Malam-Pagi,8,Pagi
4.8652E+15,Hilda Gunarto,perempuan,"Jambi, 10-05-1992",31,D4,"Kajengan, Blora, Jawa Tengah, Jawa, Indonesia",-6.95571666,111.2064659,39777,9,4,Self-Employed,Senin-Jumat,Pagi-Malam,56,Sore
9.08332E+15,Karen Maulana,laki-laki,"Maluku, 01-01-1977",46,SMA,"Sukamanah, Megamendung, Bogor, Jawa Barat, 16770, Indonesia",-6.679803318,106.9058856,81630,16,5,Part-time,Senin-Jumat,Malam-Pagi,104,Sore
4.35846E+15,"Viman Nuraini, S.Farm",perempuan,"DKI Jakarta, 25-04-1984",39,SMP,"Banyuurip, Purworejo, Jawa Tengah, Jawa, 54171, Indonesia",-7.74914282,109.973539,44531,17,18,Full-time,Senin-Minggu,Sore-Malam,212,Pagi
8.57721E+15,Vega Pudjiastuti,perempuan,"Banten, 03-10-1977",46,S2,"Jawa Barat, Jawa, Indonesia",-7.620546715,106.6204503,26748,19,1,Part-time,Senin-Jumat,Malam-Pagi,322,Siang
8.57308E+15,"Najwa Nasyidah, S.Farm",perempuan,"DI Yogyakarta, 11-04-1985",38,D3,"Cianjur, Jawa Barat, Jawa, Indonesia",-7.458410596,107.3336885,29850,2,15,Employed,Senin-Jumat,Pagi-Malam,200,Siang
6.00976E+15,Sakti Wibowo,laki-laki,"Sumatera Selatan, 21-08-1976",47,D3,"Jawa Timur, Jawa, Indonesia",-6.696801485,112.3488628,87359,1,20,Employed,Senin-Jumat,Pagi-Sore,305,Malam
2.54864E+15,"Hj. Clara Pradipta, S.Pt",laki-laki,"Nusa Tenggara Timur, 12-03-1975",48,S1,"Sumberagung, Jawa Timur, Jawa, Indonesia",-7.844035445,112.1948438,12250,7,13,Self-Employed,Senin-Jumat,Sore-Malam,129,Siang
5.33656E+15,"Prasetyo Wibowo, M.Pd",laki-laki,"Jawa Timur, 21-07-1985",38,SMA,"Jawa Timur, Jawa, Indonesia",-6.699895425,112.4824659,43352,14,20,Employed,Senin-Jumat,Malam-Pagi,217,Siang
4.19747E+15,"Drs. Kiandra Waskita, M.Pd",perempuan,"Kalimantan Utara, 21-04-1981",42,S3,"Jalan Desa Jerakah, Gayamdompo, Karanganyar, Jawa Tengah, Jawa, 57141, Indonesia",-7.608332027,111.0182501,42225,14,5,Employed,Senin-Jumat,Siang-Sore,52,Pagi
4.42065E+15,Tania Permata,laki-laki,"Jawa Tengah, 08-11-1962",61,S1,"Cikiwul, Kota Bekasi, Jawa Barat, Jawa, 16491, Indonesia",-6.346497743,106.9744235,9590,7,12,Self-Employed,Senin-Jumat,Pagi-Sore,92,Malam
6.71219E+15,Anita Sudiati,laki-laki,"Bengkulu, 19-08-1979",44,S1,"Jawa Timur, Jawa, Indonesia",-6.330340028,112.1453417,73691,3,12,Full-time,Senin-Jumat,Sore-Malam,273,Pagi
9.30399E+15,Bahuwarna Rajasa,laki-laki,"Jambi, 10-01-1964",59,SMA,"Tlogoharum, Pati, Jawa Tengah, Jawa, 25029, Indonesia",-6.668537438,111.1171907,94353,17,2,Self-Employed,Senin-Jumat,Siang-Sore,288,Pagi
6.38811E+15,T. Ganjaran Saefullah,laki-laki,"Kalimantan Utara, 29-09-1995",28,S1,"Buniwangi, Sukabumi, Jawa Barat, Indonesia",-6.967844114,106.5876128,16756,17,2,Full-time,Senin-Jumat,Sore-Malam,301,Siang
2.14775E+15,"Dinda Yuniar, S.I.Kom",laki-laki,"Sumatera Utara, 23-09-1962",61,S3,"Banyurip, Sragen, Jawa Tengah, Jawa, Indonesia",-7.262038462,111.1230259,36818,13,19,Full-time,Senin-Jumat,Siang-Malam,15,Pagi
9.5403E+15,Cemplunk Setiawan,laki-laki,"Banten, 30-12-1961",62,D4,"Palur, Sukoharjo, Jawa Tengah, Jawa, 57731, Indonesia",-7.577547848,110.8830625,6824,12,8,Self-Employed,Senin-Jumat,Malam-Pagi,86,Sore
6.14648E+15,"drg. Harjasa Pratiwi, M.Farm",perempuan,"DKI Jakarta, 12-07-1993",30,D4,"Saganten, Cianjur, Jawa Barat, Indonesia",-7.47871923,107.1552236,54565,18,15,Employed,Senin-Jumat,Sore-Malam,226,Siang
7.42017E+15,"R. Kala Mulyani, S.Psi",laki-laki,"Sulawesi Tengah, 12-07-1963",60,S2,"Jawa Tengah, Jawa, Indonesia",-6.877281634,109.9357292,70485,16,8,Full-time,Senin-Jumat,Pagi-Sore,238,Malam
1.08294E+15,Citra Simanjuntak,laki-laki,"Sulawesi Selatan, 13-01-1981",42,SMA,"Jawa Barat, Jawa, Indonesia",-6.628692674,108.8412863,45787,10,20,Employed,Senin-Jumat,Siang-Malam,63,Pagi
9.84487E+15,"Arsipatra Sudiati, S.Gz",laki-laki,"Lampung, 23-05-1979",44,D3,"Mekarjaya, Garut, Jawa Barat, 44171, Indonesia",-7.380557885,107.8295385,28735,3,2,Employed,Senin-Jumat,Siang-Malam,350,Pagi
3.86097E+15,Reza Prabowo,perempuan,"Nusa Tenggara Barat, 21-04-1986",37,S1,"Pragak, Magetan, Jawa Timur, Indonesia",-7.744695095,111.3603232,51028,5,15,Self-Employed,Senin-Minggu,Pagi-Malam,48,Sore
1.65911E+15,"Sutan Radika Salahudin, S.T.",laki-laki,"Bengkulu, 10-06-1978",45,S2,"Pangandaran, Jawa Barat, Indonesia",-7.714439116,108.3302023,18800,1,5,Full-time,Senin-Jumat,Pagi-Siang,87,Sore
7.64884E+15,Natalia Utama,perempuan,"Papua Barat, 18-06-1982",41,S1,Address not found,-7.88343122,107.3271009,88001,2,8,Employed,Senin-Minggu,Pagi-Sore,5,Malam
9.2698E+15,"Cut Hana Wasita, S.Gz",laki-laki,"Sulawesi Tengah, 06-08-1964",59,S1,"Dago, Bogor, Jawa Barat, Indonesia",-6.417761798,106.6048339,83801,18,12,Self-Employed,Senin-Jumat,Pagi-Sore,251,Malam
5.01281E+15,Shania Yulianti,laki-laki,"Sumatera Barat, 17-07-1970",53,S1,"Ngabul, Jepara, Jawa Tengah, Jawa, 59427, Indonesia",-6.6419744,110.71435,16900,7,5,Employed,Senin-Minggu,Pagi-Malam,211,Sore
2.46593E+15,Ega Handayani,perempuan,"DKI Jakarta, 18-04-1982",41,SMP,"Banten, Jawa, Indonesia",-6.849318784,105.9765332,89592,10,14,Self-Employed,Senin-Minggu,Siang-Malam,178,Pagi
4.47499E+15,Lamar Mandala,perempuan,"Jawa Barat, 11-04-1998",25,SMA,"Sindangkerta, Tasikmalaya, Jawa Barat, Indonesia",-7.721842391,108.0485702,61482,2,16,Self-Employed,Senin-Jumat,Pagi-Siang,26,Sore
6.45749E+15,"Mariadi Yulianti, S.Gz",perempuan,"Kalimantan Utara, 30-10-1984",39,S2,"Brebes, Jawa Tengah, Jawa, 52463, Indonesia",-7.102885361,108.9664371,71595,5,9,Part-time,Senin-Jumat,Malam-Pagi,303,Siang
1.31329E+15,Diah Farida,laki-laki,"Maluku, 29-09-1960",63,S2,"Cibuntu, Jawa Barat, 45558, Indonesia",-6.855800945,108.411528,9090,8,15,Employed,Senin-Jumat,Pagi-Siang,40,Sore
8.66879E+15,"Dr. Wasis Maryati, M.M.",perempuan,"Bali, 31-10-1964",59,SMA,"Jalan Cigondang, Ciamis, Jawa Barat, Jawa, Indonesia",-7.34794433,108.4770087,80713,15,20,Employed,Senin-Jumat,Malam-Pagi,170,Sore
7.44592E+15,"Mujur Maryati, S.Kom",laki-laki,"Aceh, 25-04-1970",53,D4,"Kenduruan, Tuban, Rembang, Jawa Timur, Jawa, Indonesia",-6.913035937,111.5885806,20412,20,15,Self-Employed,Senin-Jumat,Siang-Malam,235,Pagi
5.84077E+15,Dt. Saiful Sirait,laki-laki,"Sulawesi Tengah, 06-04-1978",45,S1,"Jalan Surotokunto, Desa Warungbambu, Jawa Barat, 41313, Indonesia",-6.324640868,107.326405,49845,15,3,Self-Employed,Senin-Jumat,Sore-Malam,151,Pagi
5.72539E+15,Mujur Tampubolon,laki-laki,"Nusa Tenggara Barat, 18-03-1960",63,S1,"Jayamukti, Tasikmalaya, Jawa Barat, Indonesia",-7.67661622,108.2814383,94368,18,12,Employed,Senin-Minggu,Pagi-Siang,154,Malam
5.56573E+15,Hasna Pertiwi,perempuan,"Sumatera Barat, 21-04-1993",30,SD,"Jawa Tengah, Jawa, Indonesia",-6.560138219,108.9728825,36007,15,13,Self-Employed,Senin-Jumat,Pagi-Sore,122,Malam
4.28911E+15,"Ir. Kurnia Wahyuni, S.Pt",perempuan,"Nusa Tenggara Barat, 11-07-1969",54,SMA,"Jawa Timur, Jawa, Indonesia",-6.562234785,112.0397542,15093,4,16,Part-time,Senin-Jumat,Sore-Malam,298,Pagi
9.60267E+15,"Latika Lazuardi, M.Pd",perempuan,"Jambi, 10-02-1962",61,SMA,"Banten, Jawa, Indonesia",-7.033289673,106.1183163,18233,2,7,Full-time,Senin-Jumat,Pagi-Sore,306,Malam
6.40883E+15,Digdaya Situmorang,perempuan,"Lampung, 14-12-1981",42,SMA,"Gondangrejo, Magelang, Jawa Tengah, Jawa, 56195, Indonesia",-7.41237254,110.2124235,25574,8,10,Employed,Senin-Jumat,Pagi-Sore,288,Malam
4.06752E+15,"T. Anggabaya Aryani, S.Pd",perempuan,"Aceh, 02-06-1971",52,SMA,"Bangilan, Tuban, Jawa Timur, Indonesia",-6.935399786,111.7010071,58729,17,1,Employed,Senin-Minggu,Pagi-Sore,67,Malam
7.03902E+15,Capa Winarno,perempuan,"Sulawesi Tenggara, 03-10-1984",39,S1,"Krajan, Sukoharjo, Jawa Tengah, Jawa, 57557, Indonesia",-7.606129436,110.7475872,65355,9,5,Self-Employed,Senin-Jumat,Sore-Malam,356,Siang
