collector_nik,collector_name,collector_birth_place,collector_age,collector_gender,collector_education_level,collector_address,collector_latitude,collector_longitude,collector_zip,collector_rt,collector_rw,collector_workday,collector_worktime
6931082148285072,Lisa Cameron,"Sulawesi Selatan, 01-04-1997",26,perempuan,SMA,"Singgahan, Tuban, Jawa Timur, 62365, Indonesia",-6.984747387,111.7757198,66257,11,16,Senin-Minggu,Pagi-Siang
2.54114E+15,Andrew Smith,"Lampung, 16-06-1986",37,perempuan,S1,"Cianjur, Jawa Barat, Indonesia",-7.260223742,107.4622048,58520,1,6,Senin-Jumat,Siang-Malam
6265898252821463,Tiffany Patton,"Jambi, 11-05-1971",52,laki-laki,S1,"Mangunsaren, Tegal, Jawa Tengah, Jawa, 52181, Indonesia",-6.914087806,109.2015307,58295,16,10,Senin-Jumat,Sore-Malam
7939154392066311,Roy Wood,"Riau, 08-11-1966",57,perempuan,S1,"Cikadu, Lebak, Banten, Indonesia",-6.84707103,106.424134,84139,12,8,Senin-Jumat,Siang-Malam
9971438022096582,Sean Wilcox,"Papua, 12-10-1976",47,perempuan,S1,Address not found,-7.843995252,106.6070325,33119,12,4,Senin-Jumat,Siang-Malam
4246964417896821,Julia Snyder,"Kalimantan Timur, 30-12-1994",29,laki-laki,S1,Address not found,-7.724640951,105.9272239,35210,16,8,Senin-Jumat,Pagi-Siang
9980027503610454,Kathleen Hood,"Maluku, 05-01-1970",53,laki-laki,S1,"Glempang, Cilacap, Jawa Tengah, Jawa, 53272, Indonesia",-7.5893747,109.1623268,49337,9,19,Senin-Jumat,Siang-Malam
5354958347179586,Barbara Romero,"Lampung, 24-08-1968",55,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.560772807,112.4936877,32475,1,6,Senin-Jumat,Pagi-Siang
1041912238494388,Todd Rollins,"Nusa Tenggara Timur, 14-09-1993",30,perempuan,S1,"Maribaya, Tegal, Jawa Tengah, Jawa, Indonesia",-6.855064211,109.220221,6481,19,16,Senin-Jumat,Pagi-Siang
2954538518885139,Christopher Martin,"Kalimantan Barat, 22-09-1982",41,perempuan,S1,"Sukamukti, Jawa Barat, Indonesia",-6.645476993,107.2883369,51375,7,1,Senin-Jumat,Siang-Malam
6163567560490933,Madeline Davis,"Jambi, 19-11-1960",63,laki-laki,S1,"Jalur Pendakian Puncak 29 Via Desa Rahtawu, Kudus, Jawa Tengah, Jawa, Indonesia",-6.624102319,110.8989626,79428,14,2,Senin-Minggu,Pagi-Sore
8910248967323838,Melissa Griffith,"Lampung, 22-01-1997",26,laki-laki,S3,Address not found,-7.998585398,107.2780436,21910,5,15,Senin-Minggu,Pagi-Sore
3.89218E+15,Autumn Steele,"Papua Barat, 24-03-1984",39,perempuan,S3,"Sidomulyo, Magetan, Jawa Timur, Jawa, Indonesia",-7.645544206,111.2396923,89280,6,17,Senin-Jumat,Sore-Malam
8702574447503567,Ross Skinner,"Maluku Utara, 10-01-1960",63,perempuan,S1,"Wagirkidul, Ponorogo, Jawa Timur, 63482, Indonesia",-7.871146917,111.6723066,4699,11,2,Senin-Jumat,Pagi-Siang
4706834477773331,Nicole Robertson,"Kalimantan Tengah, 10-04-1973",50,perempuan,S1,"Tambakreja, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.735691559,108.9072091,71956,5,14,Senin-Jumat,Pagi-Sore
1614200351151072,Shawn Smith,"Kalimantan Timur, 31-07-1988",35,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.564188141,109.8656275,57684,11,8,Senin-Jumat,Pagi-Sore
5806699780508751,Sherry Russell,"Nusa Tenggara Barat, 27-02-1993",30,perempuan,S2,"Mlilir, Madiun, Jawa Timur, Jawa, Indonesia",-7.793520512,111.5239466,64617,3,8,Senin-Jumat,Pagi-Siang
2.73362E+15,Alyssa Tucker,"Lampung, 19-06-1961",62,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.931021868,107.8505723,78325,20,9,Senin-Jumat,Siang-Malam
2220401100306503,Phyllis James,"DKI Jakarta, 20-11-1968",55,perempuan,S1,"Senori, Tuban, Trucuk, Bojonegoro, Jawa Timur, Indonesia",-7.085258727,111.7472373,25271,1,13,Senin-Jumat,Siang-Malam
9266861992234915,Jason Chen,"Gorontalo, 17-04-1973",50,laki-laki,S1,"Kebonsari, Kebondowo, Semarang, Jawa Tengah, Jawa, 50664, Indonesia",-7.323249475,110.4161857,64178,15,11,Senin-Jumat,Pagi-Siang
8796843768957851,Ashley Phelps,"Gorontalo, 01-12-1988",35,laki-laki,S1,"Mategal, Magetan, Jawa Timur, Indonesia",-7.775631213,111.3577556,28367,14,6,Senin-Jumat,Siang-Malam
4525943295713552,David Mullins,"Sulawesi Barat, 03-08-1987",36,perempuan,S2,"Terbah, Patuk, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, 55862, Indonesia",-7.83790328,110.5393899,36089,8,8,Senin-Minggu,Pagi-Sore
6891295931920277,Janice Young,"Riau, 21-05-1990",33,perempuan,S1,"Miyono, Sekar, Bojonegoro, Jawa Timur, Jawa, Indonesia",-7.446434851,111.71182,81491,14,14,Senin-Jumat,Siang-Malam
4.59658E+15,Molly Torres,"Nusa Tenggara Barat, 24-02-1975",48,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.683122469,109.3675207,6208,7,17,Senin-Jumat,Pagi-Sore
4.62697E+15,Glenn Little,"Gorontalo, 30-01-1971",52,laki-laki,SMA,"Jawa Tengah, Jawa, Indonesia",-6.400471266,108.9389395,71151,17,9,Senin-Minggu,Sore-Malam
3105927401601841,Jacob Walker,"Jawa Barat, 26-02-1998",25,laki-laki,S1,Address not found,-7.792336276,106.3731237,20320,4,7,Senin-Jumat,Pagi-Siang
6838371013322065,Jessica Choi,"DI Yogyakarta, 28-02-1998",25,perempuan,S1,"Bediwetan, Ponorogo, Jawa Timur, Indonesia",-7.982141168,111.4579001,37978,2,9,Senin-Jumat,Sore-Malam
4646996386704915,Kimberly Adams,"Sumatera Utara, 10-10-1969",54,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.723200868,109.7545097,96657,12,15,Senin-Jumat,Siang-Malam
2004869612711883,Sandra Trevino,"Sulawesi Tenggara, 01-08-1963",60,perempuan,S1,"Cihambulu, Jawa Barat, Indonesia",-6.466174816,107.5518828,92819,13,2,Senin-Jumat,Pagi-Sore
4702013994009534,Tracy Park,"Sumatera Selatan, 15-12-1971",52,perempuan,S2,"Sukasari, Bogor, Jawa Barat, Jawa, Indonesia",-6.427760511,106.6294745,67808,16,10,Senin-Jumat,Pagi-Sore
5998170338762991,Hannah Bailey,"Kalimantan Barat, 15-03-1963",60,perempuan,S1,"Blora, Jawa Tengah, Indonesia",-7.288734811,111.2553749,9322,11,14,Senin-Jumat,Pagi-Sore
3043866057710274,Brianna Jackson,"Sumatera Selatan, 03-12-1988",35,perempuan,S1,"Sri Wedari, Jawa Timur, 63256, Indonesia",-7.368189229,111.1979669,86511,19,7,Senin-Minggu,Siang-Malam
7460721212830039,Emma Arroyo,"Sulawesi Utara, 29-10-1966",57,laki-laki,D3,"Jrahi, Pati, Jawa Tengah, Jawa, Indonesia",-6.591966744,110.9304644,97068,1,3,Senin-Minggu,Siang-Malam
8.94449E+15,John Mann,"Nusa Tenggara Barat, 22-01-1982",41,perempuan,S1,"Wukirsari, Imogiri, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55782, Indonesia",-7.907679375,110.3907688,81002,9,17,Senin-Jumat,Pagi-Siang
1171293840201162,Thomas Wolf,"Sulawesi Tengah, 19-10-1961",62,laki-laki,S1,"Jalan Penderesan, Kalisapu, Jawa Barat, 45151, Indonesia",-6.667662041,108.5430635,68046,11,6,Senin-Jumat,Pagi-Siang
5514201369256381,Matthew Dorsey,"Sulawesi Tengah, 26-06-1979",44,perempuan,S2,"Karangtengah, Jawa Barat, 67859, Indonesia",-7.027001948,108.5684102,22109,16,4,Senin-Jumat,Siang-Malam
8018118676497235,Christopher Smith,"Kalimantan Barat, 02-05-1984",39,perempuan,S1,"Puncakwangi, Pati, Jawa Tengah, Jawa, Indonesia",-6.861266335,111.1541699,85573,2,19,Senin-Jumat,Pagi-Sore
7221636184544181,Joseph Macias,"Sulawesi Utara, 01-09-1965",58,laki-laki,D4,"3, Sukaratu, Garut, Jawa Barat, Indonesia",-7.05910174,108.0491696,39374,16,6,Senin-Jumat,Sore-Malam
9.73149E+15,Cynthia Rojas,"Sumatera Selatan, 08-01-2000",23,perempuan,S1,"Tanjungwangi, Bandung, Jawa Barat, Indonesia",-6.982720594,107.9161143,88758,3,3,Senin-Jumat,Pagi-Sore
8461452181939302,Linda George,"Jawa Barat, 30-08-1989",34,laki-laki,D3,Address not found,-7.931399042,107.0634683,67280,20,1,Senin-Jumat,Pagi-Siang
2595135134181435,Shelley Martin,"Sulawesi Tenggara, 21-12-1993",30,laki-laki,D3,"Tengengkulon, Pekalongan, Jawa Tengah, Jawa, Indonesia",-6.898736386,109.5778326,48288,8,12,Senin-Jumat,Pagi-Sore
5332960259785819,Nicholas Williams,"Riau, 26-12-1994",29,laki-laki,S1,"Padahurip, Garut, Jawa Barat, Indonesia",-7.393753194,107.9132075,33756,2,19,Senin-Jumat,Sore-Malam
1643037991249693,Ryan Williams,"Sumatera Barat, 07-06-1987",36,laki-laki,S2,"Ciwalen, Cianjur, Jawa Barat, Indonesia",-6.696070662,107.1068129,6183,10,4,Senin-Jumat,Pagi-Siang
1975561694121801,Gary Cabrera MD,"Maluku, 27-05-1992",31,laki-laki,SMA,"Cihara, Lebak, Banten, Indonesia",-6.840295209,106.1292452,16276,17,8,Senin-Jumat,Pagi-Siang
2841793914950183,Dr. Lisa Martinez,"Nusa Tenggara Timur, 09-03-1998",25,laki-laki,S3,"Sukamakmur, Bogor, Jawa Barat, Indonesia",-6.589803019,106.990637,8367,20,6,Senin-Jumat,Sore-Malam
3920291698011002,Brittany Little,"Riau, 06-03-1996",27,perempuan,S1,"Klangenan, Jawa Barat, Indonesia",-6.673853348,108.4539233,34230,7,13,Senin-Minggu,Siang-Malam
1462567727968844,Karl Rose,"Maluku, 27-06-1982",41,perempuan,S1,"Salakuray, Garut, Jawa Barat, 44119, Indonesia",-7.247917713,107.856716,3229,20,7,Senin-Jumat,Siang-Malam
2.94315E+15,Nicole Curtis,"Aceh, 09-04-1962",61,perempuan,S1,"Demak, Jawa Tengah, Jawa, Indonesia",-6.737904503,110.5639086,19288,14,18,Senin-Jumat,Sore-Malam
6444575330097188,Kimberly Finley,"Kepulauan Bangka Belitung, 09-02-1988",35,perempuan,D3,"Depok, Pancoran Mas, Bogor, Jawa Barat, Jawa, 16432, Indonesia",-6.405461775,106.8303045,59334,6,16,Senin-Jumat,Pagi-Siang
8532306074220284,Krystal Torres,"Jawa Timur, 08-03-1971",52,perempuan,D3,"Nganti, Tambakrejo, Bojonegoro, Jawa Timur, Jawa, Indonesia",-7.278239468,111.5914099,94460,8,12,Senin-Jumat,Siang-Malam
1178332055307191,Pamela Frost,"Kalimantan Timur, 24-11-1966",57,laki-laki,SMA,"Jawa Timur, Jawa, Indonesia",-6.556682189,112.4251539,68712,17,7,Senin-Jumat,Siang-Malam
8553167165269138,Samantha Boyd,"Nusa Tenggara Timur, 14-05-1981",42,perempuan,S1,"Kadumaneuh, Pandeglang, Banten, Indonesia",-6.404167712,106.0934217,20154,2,15,Senin-Jumat,Pagi-Sore
2978906840578507,Ms. Kristina King,"Gorontalo, 26-01-1997",26,perempuan,S1,Address not found,-7.829795687,106.6327118,62913,17,6,Senin-Minggu,Pagi-Sore
4604769805801791,April Riggs,"DKI Jakarta, 14-08-1962",61,perempuan,S1,"Karehkel, Bogor, Jawa Barat, 16640, Indonesia",-6.544903225,106.6416117,13921,14,5,Senin-Minggu,Siang-Malam
1137494441962592,Charles Sanchez DVM,"Kalimantan Selatan, 06-04-1961",62,perempuan,SMA,"Jawa Tengah, Jawa, Indonesia",-6.374834496,110.596062,99893,3,18,Senin-Minggu,Pagi-Siang
2688251115013398,Kimberly Brown,"Riau, 25-05-1966",57,laki-laki,S1,"Cisalak, Cianjur, Jawa Barat, Indonesia",-7.436198604,107.3030025,98672,5,2,Senin-Jumat,Pagi-Sore
3544785156358044,Don Hayes,"Jawa Tengah, 14-01-1974",49,perempuan,S1,"Sukamaju, Lebak, Banten, Indonesia",-6.672412946,106.3633187,40416,9,4,Senin-Minggu,Sore-Malam
9582575708669893,Melinda Taylor,"DKI Jakarta, 22-08-1981",42,perempuan,S2,Address not found,-7.899699643,106.261933,85863,16,14,Senin-Jumat,Pagi-Siang
9.11338E+15,Tanya Diaz,"Papua Barat, 08-05-1963",60,laki-laki,S1,"Ngelo, Kudus, Jawa Tengah, Jawa, 59349, Indonesia",-6.872908,110.8583799,97397,16,2,Senin-Jumat,Pagi-Sore
5179231174499097,Thomas Murray,"Gorontalo, 28-09-1971",52,perempuan,S2,"Jawa Barat, Jawa, Indonesia",-6.678665782,108.8220017,61055,18,18,Senin-Jumat,Pagi-Siang
9003113786928266,Allison Gomez,"DI Yogyakarta, 24-03-1984",39,laki-laki,S1,"Lembupurwo, Kebumen, Jawa Tengah, Jawa, Indonesia",-7.840617221,109.789665,30010,7,6,Senin-Jumat,Siang-Malam
9709798564690434,Andre Gonzalez,"Jawa Barat, 05-12-1993",30,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.741843238,107.5012792,17357,20,13,Senin-Minggu,Pagi-Sore
1387349713527734,Kathleen Weiss,"Gorontalo, 07-06-1974",49,perempuan,S1,"Sukoharjo, Tuban, Jawa Timur, 62354, Indonesia",-6.84037596,111.7693023,80899,15,13,Senin-Jumat,Siang-Malam
4846502628134711,Michael Parker,"Aceh, 22-04-1984",39,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.480197412,109.5670178,93912,15,8,Senin-Jumat,Pagi-Siang
4134012728668781,Jordan Sanders,"Bengkulu, 28-03-1982",41,perempuan,SMA,"Pulo, Blora, Jawa Tengah, Jawa, Indonesia",-7.177766169,111.4960859,71203,2,14,Senin-Jumat,Sore-Malam
1689651141430971,David Hernandez,"Banten, 11-12-1978",45,perempuan,SMA,"Kauman, Kebumen, Batang, Jawa Tengah, Jawa, 51271, Indonesia",-7.002730855,109.9804298,10943,19,17,Senin-Jumat,Pagi-Siang
5.22088E+15,Jamie Green,"Sumatera Utara, 11-08-1996",27,perempuan,SMA,"Pabelan, Sukoharjo, Jawa Tengah, Jawa, 57162, Indonesia",-7.549191834,110.755939,51981,9,5,Senin-Jumat,Sore-Malam
6949964525064631,Paula Cowan,"Sumatera Utara, 26-01-1990",33,laki-laki,S1,"Jalan Rasamala, Bunikasih, Cianjur, Jawa Barat, Jawa, 43261, Indonesia",-6.848628581,107.0427269,43530,20,15,Senin-Jumat,Pagi-Sore
9587051419601584,Elizabeth Perkins,"Sumatera Selatan, 14-06-1968",55,laki-laki,D4,"Dusun Tambaksari Desa Binangun, Binangun, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.518137836,108.9509706,64094,10,18,Senin-Jumat,Pagi-Siang
3222785214905435,Michelle Davidson,"Aceh, 02-10-1979",44,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-7.872618378,109.4500187,88451,14,7,Senin-Jumat,Siang-Malam
3109339214668115,Kelsey Stewart,"Bali, 21-12-1983",40,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.331819287,110.2940117,56589,20,5,Senin-Jumat,Siang-Malam
1255634683755959,Debbie King,"Papua Barat, 10-04-1976",47,laki-laki,S1,"Doropayung, Gerdu, Jepara, Jawa Tengah, Jawa, 59554, Indonesia",-6.740510545,110.6776662,40031,7,6,Senin-Jumat,Siang-Malam
7613216931667857,Joshua Melton,"Gorontalo, 27-10-1977",46,perempuan,S1,"Mojosari, Jawa Timur, Jawa, 64172, Indonesia",-7.971522573,111.9698429,60751,6,8,Senin-Minggu,Pagi-Siang
1425900810122933,Bradley Davenport,"Papua Barat, 22-08-1970",53,perempuan,S1,Address not found,-7.835258266,106.3068479,86088,9,3,Senin-Jumat,Pagi-Siang
6.32747E+15,Kayla Beck,"Lampung, 29-06-1993",30,perempuan,S1,"Karangklesem, Purbalingga, Jawa Tengah, Jawa, 53362, Indonesia",-7.35682939,109.3185892,71775,2,14,Senin-Minggu,Sore-Malam
3511042385944306,Kelly Johnson,"Sumatera Utara, 26-09-1997",26,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.438162229,109.8343073,25091,8,1,Senin-Jumat,Pagi-Siang
5207515033162333,David Davis,"Riau, 31-05-1996",27,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.358931077,109.5638626,86947,20,16,Senin-Minggu,Sore-Malam
7334304156619216,Aaron Smith,"Sulawesi Tenggara, 22-01-1968",55,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.317730556,112.323699,58899,9,13,Senin-Minggu,Siang-Malam
6396965530472026,Amy Garcia,"Kalimantan Tengah, 27-09-1981",42,perempuan,S1,"Cibanteng, Cianjur, Jawa Barat, Indonesia",-6.674662481,107.0877588,13751,7,10,Senin-Jumat,Pagi-Sore
1381507632327252,Tiffany Reynolds,"Lampung, 08-02-1987",36,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.583094863,112.1965956,87852,17,2,Senin-Jumat,Pagi-Siang
9887182960713002,Timothy Reyes,"Banten, 15-11-1984",39,laki-laki,S1,"Nglanggeran, Patuk, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, 55862, Indonesia",-7.848195199,110.5557089,54795,10,4,Senin-Jumat,Sore-Malam
8216751293404544,David Riddle,"Maluku Utara, 04-10-1980",43,perempuan,S2,"Sukapura, Bandung, Jawa Barat, Indonesia",-7.173577509,107.6847718,18181,9,19,Senin-Jumat,Siang-Malam
4312737149913741,Donna Valenzuela,"Jawa Barat, 23-01-1968",55,perempuan,SMA,"Gondosuli, Karanganyar, Jawa Tengah, Jawa, Indonesia",-7.702127655,111.1774493,41880,3,20,Senin-Minggu,Siang-Malam
8.09351E+15,Matthew Reynolds,"Sulawesi Tengah, 30-03-1987",36,laki-laki,S1,"Cigemblong, Lebak, Banten, Indonesia",-6.715285669,106.1839561,90211,11,8,Senin-Jumat,Siang-Malam
9536959343396178,Heather Lopez,"Aceh, 17-05-1975",48,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.829746192,110.3523149,41094,9,13,Senin-Jumat,Pagi-Sore
5837212729294762,John Nelson,"Jawa Barat, 12-12-1981",42,perempuan,D3,"Sekalam, Kepakisan, Banjarnegara, Jawa Tengah, Jawa, 53456, Indonesia",-7.195259538,109.8876812,76689,3,20,Senin-Jumat,Sore-Malam
8321308439912752,Kenneth Thomas,"Sulawesi Selatan, 30-05-1964",59,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-7.894896186,109.2976267,38401,7,11,Senin-Jumat,Pagi-Sore
6886730401951487,Antonio Newman,"DKI Jakarta, 02-10-1987",36,laki-laki,SMA,"Bleboh, Blora, Jawa Tengah, Indonesia",-7.003079684,111.5896116,90007,19,17,Senin-Jumat,Pagi-Siang
4.00426E+15,Stephanie Dennis,"Kalimantan Tengah, 15-06-1981",42,perempuan,S2,"Bandingan, Banjarnegara, Jawa Tengah, Jawa, 53461, Indonesia",-7.392837753,109.6396478,6298,4,5,Senin-Jumat,Pagi-Siang
9897271262184337,Patricia Williams,"Sumatera Selatan, 13-04-1973",50,laki-laki,S2,"Cibunar, Sumedang, Jawa Barat, 45361, Indonesia",-6.805295674,107.8153248,33651,14,5,Senin-Minggu,Sore-Malam
8949442552641417,Laura Perez,"Jawa Timur, 20-01-1978",45,perempuan,S1,"Grabag, Purworejo, Jawa Tengah, Jawa, Indonesia",-7.832690825,109.9011985,33189,6,7,Senin-Jumat,Sore-Malam
5238372761558721,Susan Rogers,"Kalimantan Selatan, 22-10-1998",25,perempuan,S2,"Dusun Sirungwatang, Ciparakan, Pangandaran, Jawa Barat, Indonesia",-7.604104154,108.69437,56209,5,4,Senin-Jumat,Siang-Malam
1.81369E+15,Kevin Wright,"Kalimantan Utara, 29-03-1974",49,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-6.624871615,108.7850546,51944,15,3,Senin-Jumat,Pagi-Siang
9991172195459546,Daniel Smith,"Sulawesi Tengah, 27-08-1960",63,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.647502885,109.3832086,25191,20,13,Senin-Jumat,Siang-Malam
5311081542985915,Charles Howe DDS,"Sulawesi Tenggara, 22-06-1974",49,laki-laki,S1,"Banten, Jawa, Indonesia",-7.054946108,106.4085341,88664,12,6,Senin-Jumat,Pagi-Sore
5210723711007111,Angela Mccormick,"Sulawesi Tengah, 27-03-1977",46,perempuan,SMA,"Mekarbuana, Jawa Barat, Indonesia",-6.58527178,107.2500604,21875,19,2,Senin-Jumat,Pagi-Siang
6023872665897721,Nicholas Anderson,"Aceh, 29-10-1970",53,laki-laki,S1,"Grabagan, Tuban, Jawa Timur, 62372, Indonesia",-7.021934933,111.9383702,87372,17,20,Senin-Jumat,Pagi-Siang
9087217188870798,Louis Hammond,"Jambi, 16-07-1990",33,perempuan,SMA,"Cepoko, Sragen, Jawa Tengah, Jawa, Indonesia",-7.333719237,110.8973839,32592,14,11,Senin-Jumat,Pagi-Siang
9754455946250615,Brian Greene,"Kalimantan Timur, 18-01-2000",23,laki-laki,S2,"RW 04, Cilacap, Jawa Tengah, Indonesia",-7.187007645,108.6647952,81184,5,13,Senin-Jumat,Siang-Malam
2944029182706783,Jason Sandoval,"Sulawesi Tenggara, 09-07-1985",38,perempuan,S1,"Bojongasih, Tasikmalaya, Jawa Barat, Indonesia",-7.576299043,108.1187237,45646,7,18,Senin-Jumat,Sore-Malam
7558798809994789,James Obrien,"Kalimantan Tengah, 07-09-1978",45,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.661372441,111.7692248,41900,7,7,Senin-Minggu,Pagi-Sore
3064010227535237,Paul Moore,"Nusa Tenggara Timur, 15-11-1961",62,laki-laki,S1,"Garut, Jawa Barat, Indonesia",-7.611457263,107.6696294,48352,6,11,Senin-Jumat,Pagi-Sore
8502228016503727,Jerome Fletcher,"Banten, 08-01-1985",38,perempuan,S1,"Kasilib, Banjarnegara, Jawa Tengah, Jawa, 53461, Indonesia",-7.383613041,109.6026759,70520,15,11,Senin-Jumat,Sore-Malam
9518131816430677,Angelica Barnes,"Nusa Tenggara Timur, 26-02-1982",41,perempuan,SMA,"Galuh Timur, Brebes, Jawa Tengah, Jawa, 52271, Indonesia",-7.209259853,109.004209,41985,4,14,Senin-Jumat,Pagi-Sore
1100595454403883,Sheila Franklin,"Sumatera Barat, 19-08-1996",27,perempuan,S1,"Gondang Kulon, Nganjuk, Jawa Timur, Indonesia",-7.504989876,111.9623839,35799,10,7,Senin-Jumat,Pagi-Sore
5596388948842026,Eric Scott,"Jawa Tengah, 20-07-1997",26,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.379015432,111.907216,29429,20,8,Senin-Minggu,Sore-Malam
1856961545818205,Amanda Myers,"Sulawesi Utara, 05-12-1974",49,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.74388296,107.9016281,42382,16,7,Senin-Jumat,Pagi-Sore
6317013285318611,Peggy Gonzales,"Sulawesi Barat, 23-04-1993",30,perempuan,S2,"JALAN DESA 3, Cisaranten, Cianjur, Jawa Barat, Jawa, Indonesia",-7.278179062,107.2795837,93610,3,8,Senin-Jumat,Pagi-Sore
2524842882584789,Michele Reynolds,"Kepulauan Bangka Belitung, 05-12-1998",25,perempuan,S2,"Cibaregbeg, Cianjur, Jawa Barat, Indonesia",-6.937775634,107.1466121,10600,13,13,Senin-Jumat,Pagi-Siang
9760762592937185,Amanda Hodge,"Gorontalo, 21-06-1989",34,laki-laki,SMA,"Lebakgedong, Lebak, Banten, Indonesia",-6.634612626,106.384728,4437,11,18,Senin-Jumat,Siang-Malam
4911121665235583,Robert White,"Bengkulu, 17-10-1980",43,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.359485883,110.5730184,96081,18,9,Senin-Jumat,Siang-Malam
2751480827042106,Kristin Kline,"Lampung, 10-03-1964",59,laki-laki,S1,"Banteran, Banyumas, Jawa Tengah, Jawa, 53124, Indonesia",-7.360582567,109.2601898,99938,3,13,Senin-Jumat,Pagi-Sore
3.32995E+15,Veronica Nicholson,"Bali, 25-09-1978",45,perempuan,S1,Address not found,-7.954823737,107.7155831,21884,19,14,Senin-Jumat,Pagi-Sore
1197411351067704,Carrie Hill,"Nusa Tenggara Barat, 23-10-1998",25,perempuan,S1,"Cikuya, Tasikmalaya, Jawa Barat, Indonesia",-7.592056454,108.0246054,38497,19,4,Senin-Jumat,Sore-Malam
5.4564E+15,Scott Wallace,"Lampung, 01-03-1994",29,perempuan,S1,Address not found,-7.994150237,106.728556,79685,10,1,Senin-Jumat,Pagi-Siang
6.29769E+15,Miss Lisa Ross,"Sulawesi Tenggara, 24-03-1980",43,laki-laki,S2,"Margalaksana, Sukabumi, Jawa Barat, Indonesia",-6.900968974,106.541298,27873,19,6,Senin-Jumat,Sore-Malam
3214647076556524,John Brown,"Kalimantan Utara, 06-03-1986",37,laki-laki,S1,"Mojorejo, Magetan, Jawa Timur, 63173, Indonesia",-7.678204995,111.485808,97260,11,20,Senin-Jumat,Pagi-Sore
8901020535303929,Madison Moore,"Maluku, 24-05-1996",27,perempuan,S1,Address not found,-7.65452178,106.2340576,13011,11,7,Senin-Jumat,Pagi-Siang
6483828856355163,Thomas Zamora,"Sumatera Utara, 06-06-1979",44,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-7.770195907,109.3171391,47681,11,12,Senin-Jumat,Sore-Malam
5767172350609735,Lisa Harper,"Sumatera Selatan, 11-05-1996",27,laki-laki,D4,"Cisangkal, Garut, Jawa Barat, Indonesia",-7.540366538,107.8935029,57129,11,13,Senin-Jumat,Pagi-Sore
3549336394249462,Tyler Wallace,"Gorontalo, 13-01-1991",32,perempuan,S1,"Cijulang, Pangandaran, Jawa Barat, 46394, Indonesia",-7.744491842,108.5326826,48114,3,18,Senin-Minggu,Siang-Malam
6359966267029109,Ian Alexander,"Bengkulu, 19-12-1982",41,perempuan,S1,"Kemawi, Banyumas, Jawa Tengah, Jawa, Indonesia",-7.548898865,109.3704988,79385,8,1,Senin-Jumat,Sore-Malam
9527949402625687,James Dean,"Kalimantan Barat, 07-11-1962",61,laki-laki,S1,"Jalan Dermojoyo, Nganjuk, Jawa Timur, 64414, Indonesia",-7.610982489,111.9004727,5200,15,5,Senin-Jumat,Siang-Malam
1361865311814174,Jeff Roberts,"Sulawesi Tenggara, 29-07-1995",28,laki-laki,S1,"Pertamina, Jalan Nasional, Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, 55813, Indonesia",-7.987200671,110.6263316,36606,11,3,Senin-Jumat,Pagi-Sore
7881939737427769,Diane Norman,"Sulawesi Utara, 20-02-1998",25,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.55344102,112.1522071,35982,18,17,Senin-Jumat,Siang-Malam
4480813202994545,Joshua Smith,"Nusa Tenggara Timur, 20-04-1993",30,perempuan,S1,"Sadasari, Majalengka, Jawa Barat, Indonesia",-6.893285417,108.3172348,69677,12,12,Senin-Jumat,Pagi-Sore
7904513994080537,Holly Krueger,"Kepulauan Bangka Belitung, 05-02-1964",59,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-7.970944729,109.1410653,11786,13,13,Senin-Jumat,Pagi-Sore
8555728420320341,David Nelson,"Gorontalo, 04-11-1969",54,laki-laki,S1,"Sumberbening, Madiun, Jawa Timur, 63151, Indonesia",-7.562884357,111.6193609,74359,4,1,Senin-Jumat,Siang-Malam
