debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation_group,debtor_company,debtor_number,debtor_occupation,collection_day_type,best_collection_time,loan_amount,debtor_education_level,credit_score,tenure,payment_history_12,payment_history_11,payment_history_10,payment_history_9,payment_history_8,payment_history_7,payment_history_6,payment_history_5,payment_history_4,payment_history_3,payment_history_2,payment_history_1,aging,previous_payment_status,previous_collection_method,best_collection_method,debtor_latitude,debtor_longitude
7486333883611522,Hasim Sudiati,perempuan,"Kalimantan Selatan, 22-01-1967",56,"Gg. R.E Martadinata No. 7
Gorontalo, SU 21467",21467,9,9,Cerai mati,Profesional,UD Rajata Jailani Tbk,+62 (833) 113 1358,PARANORMAL,Hari kerja,malam,94222820,SMA,601,29,0,1,2,3,4,0,0,1,2,0,0,0,Kurang Lancar,Lancar,Telepon,Telepon,-6.541917,107.222944
3520794994828545,"Gambira Lailasari, S.H.",laki-laki,"Kalimantan Barat, 21-06-1960",63,"Jl. Kutai No. 97
Kota Administrasi Jakarta Selatan, JI 92382",92382,5,14,Cerai hidup,Pegawai Negeri,Perum Mandala Fujiati,+62 (490) 649-7322,KEPALA DESA,Hari kerja,malam,113391527,D-1,531,28,1,0,1,2,3,4,0,1,2,3,4,5,Diragukan,Bermasalah,Field,Field,-7.698319,112.302912
4408399863170825,Qori Latupono,perempuan,"Bali, 05-06-1964",59,"Gg. Jakarta No. 36
Sungai Penuh, Bali 91420",91420,20,13,Cerai mati,Pegawai Negeri,PD Maryadi (Persero) Tbk,+62 (003) 169 2829,ANGGOTA DPRD PROVINSI,Hari kerja,malam,46998301,S-2,523,9,0,1,0,1,0,1,2,3,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-8.175673,109.203445
4334633296775794,"Bagiya Maryadi, S.Pt",perempuan,"Sulawesi Selatan, 13-10-1980",43,"Jl. Waringin No. 78
Banjarmasin, JT 55977",55977,9,6,Belum menikah,Buruh,PT Prastuti Tbk,+62 (158) 427 1910,TUKANG CUKUR,Hari kerja,malam,98474764,SD,599,26,1,2,0,0,1,2,0,0,1,0,1,2,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-6.184338,111.431857
2114720888906474,Rafid Napitupulu,laki-laki,"Gorontalo, 20-01-1968",55,"Jl. Sukajadi No. 59
Madiun, GO 08762",8762,12,20,Belum menikah,Pengusaha,PD Pratama Tbk,+62 (046) 876-5834,PENDETA,Hari kerja,"pagi, malam",91657306,S-1,558,20,1,2,3,4,5,6,7,8,9,0,0,0,Macet,Lancar,Telepon,Telepon,-6.595381,111.124684
9977494846788594,Sutan Arsipatra Wahyuni,laki-laki,"Sumatera Barat, 02-02-1990",33,"Gang Jakarta No. 5
Pekanbaru, NB 22547",22547,4,8,Cerai mati,Pegawai Negeri,UD Palastri,+62 (297) 117 5163,ANGGOTA DPRD PROVINSI,Akhir pekan,"pagi, sore, malam",92783303,D-4,569,18,1,2,3,0,1,0,1,2,0,1,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-6.043396,108.46672
2547001654515969,Nrima Saputra,laki-laki,"Jawa Tengah, 27-03-1987",36,"Gang Lembong No. 9
Makassar, SU 03020",3020,10,13,Cerai mati,Buruh,PD Namaga,+62 (0652) 554 9046,TUKANG LAS/PANDAI BESI,Hari kerja,malam,71071427,SMA,464,22,1,0,1,2,3,0,1,2,0,1,2,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-7.829578,112.895891
5170395963383508,"Cut Gasti Hassanah, M.Kom.",perempuan,"Nusa Tenggara Barat, 21-10-1984",39,"Gg. Tubagus Ismail No. 6
Balikpapan, Papua Barat 31494",31494,6,4,Belum menikah,Pengusaha,PT Winarno Tbk,+62-0952-553-0453,SENIMAN,Hari kerja,"pagi, malam",67633103,D-3,639,16,1,2,3,4,5,6,0,1,2,0,1,0,Diragukan,Lancar,Field,Field,-7.578613,106.229085
1876865910081137,Nadia Farida,perempuan,"Sulawesi Utara, 09-03-1971",52,"Gg. Moch. Toha No. 499
Padangpanjang, BA 81570",81570,11,5,Belum menikah,Profesional,CV Prasetyo Rahimah Tbk,+62 (381) 533-6450,GURU,Hari kerja,malam,23739234,D-1,596,3,1,0,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.594393,111.951542
3481450866201941,"R.M. Eka Maulana, S.IP",laki-laki,"Nusa Tenggara Timur, 11-09-1997",26,"Jalan Cihampelas No. 2
Banda Aceh, SU 55020",55020,15,9,Belum menikah,Profesional,PD Adriansyah,+62-0471-355-9151,TABIB,Akhir pekan,"pagi, sore, malam",23817441,SMA,717,3,1,0,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.113142,110.072226
2517618324793569,"Dr. Zulfa Puspita, M.M.",laki-laki,"Jawa Tengah, 05-11-1985",38,"Jalan Yos Sudarso No. 73
Tasikmalaya, SB 22784",22784,18,18,Cerai mati,Pengusaha,PT Hardiansyah Pertiwi,+62 (021) 825 0091,INDUSTRI,Akhir pekan,"pagi, sore, malam",104975921,D-1,822,26,0,1,0,0,0,0,1,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.574807,107.554613
5414600543960631,Lembah Widiastuti,perempuan,"Kalimantan Timur, 11-08-1986",37,"Jalan Merdeka No. 553
Jayapura, Kalimantan Selatan 59365",59365,19,19,Menikah,Pengusaha,PT Usada (Persero) Tbk,+62 (46) 697 2069,PERDAGANGAN,Hari kerja,"pagi, malam",105517705,S-2,574,21,1,0,1,0,1,0,1,0,1,0,1,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-7.152908,109.975528
5936540632225172,Bella Sirait,perempuan,"Bali, 25-04-1984",39,"Gang Sukabumi No. 8
Pontianak, SR 23800",23800,3,18,Cerai hidup,Buruh,UD Setiawan (Persero) Tbk,+62-029-493-7291,TUKANG BATU,Hari kerja,malam,189624040,SMP,672,48,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-7.453065,112.411971
2680180544398962,"Tgk. Maimunah Usamah, S.I.Kom",perempuan,"Kepulauan Riau, 27-12-1972",51,"Gang Ciumbuleuit No. 6
Pangkalpinang, Aceh 03512",3512,7,4,Cerai hidup,Profesional,PT Sitompul,+62 (567) 838 2045,PERANCANG BUSANA,Hari kerja,malam,21729835,D-1,546,3,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-7.064746,110.416251
4078465830441348,"Rahmi Budiyanto, M.Ak",perempuan,"Sumatera Utara, 04-03-1985",38,"Jalan Dr. Djunjunan No. 43
Bontang, SU 60337",60337,11,11,Cerai hidup,Buruh,PT Situmorang Tbk,+62 (05) 934-7937,BURUH TANI/PERKEBUNAN,Hari kerja,malam,84028885,S-1,529,19,1,0,0,0,1,2,0,0,1,2,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-6.43307,111.023351
1507180496656332,Puspa Adriansyah,perempuan,"Lampung, 04-09-1994",29,"Gang Veteran No. 753
Sabang, SB 51291",51291,3,8,Cerai hidup,Pegawai Negeri,PT Irawan,+62-066-514-4628,ANGGOTA DPRD PROVINSI,Hari kerja,malam,150181754,S-2,747,33,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-7.589991,111.128604
6293593201243970,Latif Rahmawati,laki-laki,"Kalimantan Tengah, 01-11-1969",54,"Jl. Antapani Lama No. 1
Balikpapan, ST 76727",76727,13,9,Menikah,Pegawai Negeri,PT Nuraini Kurniawan (Persero) Tbk,+62 (52) 278 9933,KARYAWAN BUMD,Akhir pekan,"pagi, sore, malam",55421509,D-2,884,10,0,0,0,0,0,1,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.058054,111.169991
1157775829947359,"Sari Farida, M.Pd",perempuan,"Kepulauan Riau, 07-08-1986",37,"Gg. Rumah Sakit No. 04
Blitar, Jawa Barat 73013",73013,14,3,Cerai mati,Pegawai Negeri,CV Handayani Waluyo,+62 (97) 930-2258,ANGGOTA DPRD KABUPATEN/KOTA,Hari kerja,malam,149829149,Tidak sekolah,637,33,1,2,0,1,0,0,0,0,1,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.416959,110.832836
6941899693923798,dr. Jumadi Mansur,laki-laki,"Sulawesi Selatan, 12-01-1968",55,"Jl. Setiabudhi No. 9
Sibolga, BE 27794",27794,19,18,Menikah,Pegawai Swasta,CV Samosir Tarihoran (Persero) Tbk,+62-070-519-2344,KARYAWAN HONORER,Hari kerja,malam,33698634,Tidak sekolah,500,3,1,2,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.757121,106.974807
7060734906268141,"Warta Marbun, M.TI.",laki-laki,"Kalimantan Tengah, 03-03-1960",63,"Gg. Kutisari Selatan No. 4
Surakarta, SB 49992",49992,18,3,Menikah,Pegawai Swasta,Perum Purwanti Anggraini Tbk,+62 (523) 234 4038,KARYAWAN HONORER,Hari kerja,malam,162472098,D-4,673,43,0,1,0,1,0,1,0,1,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.193014,111.734838
5863822248447181,Jaka Riyanti,laki-laki,"Gorontalo, 27-05-1995",28,"Gang Lembong No. 75
Probolinggo, JI 46458",46458,11,18,Belum menikah,Pengusaha,Perum Kuswoyo Situmorang (Persero) Tbk,+62 (0148) 194-1165,TRANSPORTASI,Akhir pekan,"pagi, sore, malam",87204232,SD,594,25,1,2,0,0,0,1,2,3,4,0,1,0,Kurang Lancar,Lancar,Field,Field,-7.771175,111.64849
7300282244257402,Tgk. Unjani Utama,perempuan,"Sulawesi Selatan, 07-07-1972",51,"Gg. Ciumbuleuit No. 63
Tarakan, DI Yogyakarta 61687",61687,13,12,Menikah,Pegawai Negeri,CV Maulana Tbk,+62-0951-421-2299,PERANGKAT DESA,Hari kerja,malam,87391837,D-1,588,17,1,0,0,0,1,0,1,2,0,0,0,1,Dalam Perhatian Khusus,Bermasalah,WhatsApp,Telepon,-7.511636,107.129579
8280683612589126,Tgk. Padma Rahmawati,perempuan,"Gorontalo, 12-08-1964",59,"Jl. Merdeka No. 5
Cilegon, Aceh 54072",54072,9,20,Cerai mati,Buruh,Perum Narpati Zulaika Tbk,+62-028-499-4163,PEMBANTU RUMAH TANGGA,Hari kerja,malam,73748379,D-4,376,24,1,2,3,4,0,1,0,0,0,0,1,2,Kurang Lancar,Bermasalah,Field,Field,-6.550162,107.18146
9523968515177334,"Puti Victoria Mangunsong, S.Pd",laki-laki,"Kepulauan Bangka Belitung, 04-02-1992",31,"Jalan Pasteur No. 2
Jayapura, Kalimantan Barat 52876",52876,15,10,Cerai mati,Pengusaha,Perum Gunawan Mayasari Tbk,+62 (09) 812 7837,PERDAGANGAN,Akhir pekan,"pagi, sore, malam",113776390,D-3,611,23,0,0,1,0,0,0,0,1,0,0,0,1,Dalam Perhatian Khusus,Bermasalah,WhatsApp,Telepon,-6.148234,112.852053
8866170479702049,Jinawi Waluyo,laki-laki,"Sumatera Barat, 19-09-1960",63,"Jl. Cempaka No. 0
Pematangsiantar, Jawa Barat 08824",8824,9,6,Cerai hidup,Pegawai Swasta,PT Nashiruddin,+62 (22) 483-3449,KARYAWAN SWASTA,Akhir pekan,"pagi, sore, malam",112825369,S-3,585,31,0,0,0,0,1,0,0,0,0,1,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-7.961131,106.275427
1642726435619227,Mala Tamba,perempuan,"Maluku Utara, 03-01-1965",58,"Gang Rawamangun No. 26
Semarang, BE 75898",75898,14,17,Menikah,Pegawai Swasta,Perum Wasita,+62 (487) 043 9879,KARYAWAN HONORER,Hari kerja,malam,87536011,SD,744,16,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-7.406299,107.387177
2425258765555595,Shania Purwanti,laki-laki,"Sulawesi Barat, 10-05-1975",48,"Jl. Medokan Ayu No. 3
Kota Administrasi Jakarta Utara, Papua 35413",35413,1,19,Belum menikah,Pegawai Negeri,UD Marbun (Persero) Tbk,+62-44-509-2245,KARYAWAN BUMN,Akhir pekan,"pagi, sore, malam",50223850,Tidak sekolah,574,8,1,0,1,0,1,2,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.502707,111.787208
7480489463682288,Fathonah Uwais,laki-laki,"Sulawesi Tenggara, 15-07-1969",54,"Gang Tebet Barat Dalam No. 0
Palopo, Sumatera Utara 80586",80586,14,4,Cerai mati,Buruh,CV Mayasari,+62 (055) 855-2236,BURUH HARIAN LEPAS,Hari kerja,malam,99102205,Tidak sekolah,494,22,1,2,0,0,1,2,3,4,0,1,0,1,Kurang Lancar,Bermasalah,Telepon,Field,-6.299271,112.06526
5765998834930942,KH. Caraka Padmasari,perempuan,"Nusa Tenggara Timur, 05-09-1997",26,"Gg. Rawamangun No. 700
Bekasi, Jambi 87708",87708,2,5,Menikah,Pengusaha,CV Prabowo Tbk,+62 (677) 842 9461,KONSTRUKSI,Akhir pekan,"pagi, sore, malam",72060532,D-1,600,22,0,1,0,1,2,0,0,0,0,0,0,1,Dalam Perhatian Khusus,Bermasalah,WhatsApp,Telepon,-6.085456,112.511211
7118986345189538,drg. Paiman Tampubolon,perempuan,"Kalimantan Timur, 22-10-1979",44,"Gang Monginsidi No. 020
Palembang, DI Yogyakarta 24194",24194,9,19,Cerai mati,Pegawai Negeri,CV Mulyani Wastuti Tbk,+62-025-381-8960,KARYAWAN BUMN,Hari kerja,malam,94840979,D-3,586,19,0,0,0,1,2,0,1,2,0,0,1,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-8.087178,113.906282
8128571877647987,"Fathonah Nashiruddin, S.Psi",laki-laki,"Riau, 09-04-1987",36,"Gg. K.H. Wahid Hasyim No. 15
Malang, Maluku 98537",98537,7,16,Cerai hidup,Pegawai Negeri,CV Sinaga Saputra Tbk,+62 (043) 974 3314,ANGGOTA DPRD PROVINSI,Hari kerja,malam,100500458,S-1,833,24,0,0,0,0,0,1,0,1,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.978142,112.323273
1034389705550999,Dr. Zaenab Handayani,perempuan,"DKI Jakarta, 19-12-1963",60,"Jl. Jamika No. 77
Samarinda, SU 37814",37814,11,8,Menikah,Profesional,CV Sihombing (Persero) Tbk,+62-38-478-4898,DOSEN,Hari kerja,malam,116130303,SMP,630,29,0,1,2,3,0,0,0,0,0,0,1,2,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-8.001945,106.262878
8651422853590913,"Puti Vanya Nashiruddin, S.Sos",laki-laki,"Jambi, 01-08-1983",40,"Jl. Merdeka No. 911
Tangerang, Banten 24668",24668,18,14,Belum menikah,Pegawai Swasta,PT Anggriawan Manullang,+62-0852-620-9202,KARYAWAN HONORER,Akhir pekan,"pagi, sore, malam",1000000,S-3,649,3,1,2,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.291422,111.229464
8015162728523131,Puti Ciaobella Susanti,laki-laki,"Sulawesi Selatan, 04-09-1993",30,"Gang Surapati No. 361
Kota Administrasi Jakarta Pusat, Jambi 94632",94632,8,1,Belum menikah,Profesional,UD Widodo,+62 (0444) 668-2115,PETERNAK,Hari kerja,malam,72198648,D-2,729,18,1,2,3,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.567009,105.990873
4471213109515216,Cinthia Irawan,perempuan,"Kepulauan Riau, 19-03-1967",56,"Jalan Ahmad Dahlan No. 046
Singkawang, JT 77475",77475,5,13,Belum menikah,Buruh,Perum Puspasari,+62-054-489-0698,BURUH HARIAN LEPAS,Hari kerja,malam,102237954,SMP,250,31,1,2,0,1,2,3,4,5,0,1,2,0,Diragukan,Lancar,Field,Field,-6.305738,109.734756
5628211369306076,R. Ophelia Saefullah,perempuan,"Sumatera Selatan, 04-10-1976",47,"Gg. Soekarno Hatta No. 252
Metro, NT 93040",93040,6,17,Cerai mati,Profesional,PD Yulianti (Persero) Tbk,+62 (360) 366-2681,PENYIAR TELEVISI,Hari kerja,malam,50069085,SMA,523,13,1,2,3,4,5,0,1,2,3,4,0,1,Diragukan,Bermasalah,Telepon,Field,-6.423971,106.473661
4258414956671761,Ellis Halimah,perempuan,"Sulawesi Barat, 15-01-1964",59,"Jalan Sukajadi No. 4
Jambi, PB 61235",61235,12,1,Belum menikah,Buruh,PT Laksmiwati Ardianto (Persero) Tbk,+62 (78) 216 0230,TUKANG SOL SEPATU,Hari kerja,malam,33489562,D-4,550,13,1,2,3,0,0,0,0,1,2,3,4,5,Diragukan,Bermasalah,Field,Field,-6.131171,110.491432
8121315561834363,Wani Damanik,laki-laki,"Papua Barat, 22-07-1964",59,"Gang Waringin No. 99
Sorong, Aceh 44515",44515,7,8,Cerai hidup,Pegawai Negeri,Perum Gunarto Wahyudin (Persero) Tbk,+62 (594) 605-8744,ANGGOTA DPRD KABUPATEN/KOTA,Akhir pekan,"pagi, sore, malam",149747050,D-2,629,34,1,2,0,1,0,0,0,1,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.847481,107.694235
5955007942313984,"Lasmono Samosir, S.Pt",laki-laki,"Bengkulu, 10-02-1988",35,"Gang Stasiun Wonokromo No. 0
Manado, AC 21682",21682,5,15,Cerai hidup,Buruh,CV Yuliarti Mangunsong,+62-015-940-9585,TUKANG LAS/PANDAI BESI,Akhir pekan,"pagi, malam",107019891,S-1,645,21,0,0,1,0,0,0,0,0,0,1,2,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-8.080632,108.053699
7958016030858498,Ir. Omar Kuswandari,laki-laki,"Papua Barat, 20-12-1997",26,"Jalan Waringin No. 4
Purwokerto, BT 48121",48121,4,1,Cerai hidup,Pegawai Negeri,PD Rahmawati,+62-659-499-2830,PEGAWAI NEGERI SIPIL,Hari kerja,malam,60176514,S-1,593,21,0,0,0,1,2,0,1,0,0,0,0,1,Dalam Perhatian Khusus,Bermasalah,WhatsApp,Telepon,-7.082423,108.150833
7758706843869812,Drajat Lailasari,perempuan,"Maluku Utara, 07-01-1994",29,"Gang Jend. Sudirman No. 67
Pontianak, GO 21041",21041,11,4,Cerai hidup,Pegawai Negeri,CV Wacana Budiyanto (Persero) Tbk,+62-095-548-9358,KARYAWAN BUMN,Hari kerja,malam,75602480,SD,574,20,1,2,3,0,0,0,0,1,2,3,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-6.011495,111.523367
5958085932471323,"Nova Andriani, S.E.",laki-laki,"Bali, 31-03-1991",32,"Jalan Ciwastra No. 612
Tasikmalaya, Kepulauan Bangka Belitung 41095",41095,4,16,Cerai hidup,Pegawai Negeri,PD Mandala Tamba,+62-0386-752-2511,KEPOLISIAN RI,Akhir pekan,"pagi, sore, malam",1000000,D-2,900,3,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-7.538648,111.654045
7858685397624419,"Sutan Ajiono Palastri, S.Gz",perempuan,"Jawa Barat, 30-01-1971",52,"Gg. Sukajadi No. 32
Pariaman, Papua Barat 13002",13002,14,18,Cerai hidup,Pegawai Swasta,PD Kurniawan Tbk,+62 (73) 871-0735,KARYAWAN SWASTA,Akhir pekan,"pagi, sore, malam",94658565,S-1,535,28,1,0,1,2,3,4,5,6,7,8,9,10,Macet,Bermasalah,Field,Field,-6.296369,106.204921
6309852352898925,Eli Mangunsong,laki-laki,"Papua Barat, 01-11-1989",34,"Gg. Gardujati No. 9
Semarang, DI Yogyakarta 54845",54845,10,1,Cerai mati,Buruh,PT Purwanti (Persero) Tbk,+62 (951) 989 5854,TUKANG KAYU,Hari kerja,malam,96825855,D-2,530,26,1,2,3,4,0,1,2,3,4,5,6,7,Macet,Bermasalah,Field,Field,-6.327402,106.799533
1724129989016875,Devi Wijaya,perempuan,"Sumatera Selatan, 08-03-1987",36,"Gang Pelajar Pejuang No. 8
Manado, BB 39385",39385,1,6,Menikah,Pegawai Negeri,Perum Nainggolan,+62-026-692-6448,KEPALA DESA,Hari kerja,malam,61509666,SD,397,10,1,0,0,0,1,2,3,4,0,0,0,0,Kurang Lancar,Lancar,Telepon,Telepon,-6.431879,111.985921
8492099465942808,Lili Budiman,perempuan,"Bengkulu, 17-10-1989",34,"Gang H.J Maemunah No. 4
Payakumbuh, Sulawesi Selatan 68073",68073,10,16,Cerai mati,Profesional,UD Pangestu (Persero) Tbk,+62 (0457) 551-7139,PENATA BUSANA,Hari kerja,malam,51734956,SMP,491,16,0,0,1,2,3,0,1,0,1,2,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-6.675548,108.783398
6753552384236669,Dr. Labuh Lailasari,laki-laki,"Sulawesi Tengah, 05-03-1975",48,"Gang M.H Thamrin No. 6
Gorontalo, Jawa Barat 20816",20816,10,8,Belum menikah,Pengusaha,Perum Mansur Utama Tbk,+62-0673-110-5749,INDUSTRI,Hari kerja,"pagi, malam",113270389,S-3,666,22,0,1,0,0,0,1,0,0,1,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.679163,108.86238
8985765925185024,Respati Wastuti,laki-laki,"Kalimantan Utara, 14-03-1982",41,"Jalan Kapten Muslihat No. 0
Denpasar, Kalimantan Timur 89080",89080,1,3,Belum menikah,Pengusaha,UD Pradana,+62 (0952) 737-8982,SENIMAN,Akhir pekan,"pagi, sore, malam",107019791,SD,464,24,0,0,0,1,0,1,2,3,4,5,0,0,Diragukan,Lancar,Telepon,Telepon,-6.974557,111.437267
8156331240844801,"Dt. Hartaka Hasanah, S.Pt",laki-laki,"Papua Barat, 11-09-1994",29,"Gang Asia Afrika No. 044
Palopo, KT 89836",89836,20,20,Cerai mati,Pegawai Negeri,UD Thamrin Hutapea Tbk,+62 (593) 377 8663,ANGGOTA DPRD PROVINSI,Hari kerja,malam,138517503,D-3,588,34,1,2,3,0,0,0,0,0,0,1,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-7.454048,110.36636
1170750329947445,Betania Damanik,perempuan,"Jawa Tengah, 11-11-1963",60,"Gg. Sadang Serang No. 801
Probolinggo, PB 55825",55825,2,14,Belum menikah,Pengusaha,Perum Pangestu,+62 (035) 359 0275,BIARAWATI,Hari kerja,"pagi, malam",106462274,S-1,669,21,0,1,0,1,0,0,0,0,0,1,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-6.864842,112.641257
7626526686329152,Ghaliyati Nasyidah,laki-laki,"Sumatera Utara, 07-03-1979",44,"Jl. Medokan Ayu No. 83
Probolinggo, Sumatera Barat 39186",39186,15,15,Menikah,Pegawai Negeri,PT Hasanah (Persero) Tbk,+62 (098) 229 4764,TENTARA NASIONAL INDONESIA,Akhir pekan,"pagi, sore, malam",107385912,S-2,627,22,0,1,2,0,1,0,0,1,0,1,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-8.227026,108.901908
4286321907555506,T. Jaga Utami,laki-laki,"Bengkulu, 29-02-1984",39,"Jalan Suryakencana No. 49
Banda Aceh, Kalimantan Tengah 22832",22832,8,13,Menikah,Pegawai Negeri,Perum Budiman Napitupulu,+62 (36) 905 4582,TENTARA NASIONAL INDONESIA,Akhir pekan,"pagi, sore, malam",125843433,D-4,621,33,1,0,0,1,2,0,0,1,0,0,1,2,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-7.73498,110.415631
7480623035728829,"Opung Hardiansyah, M.Kom.",perempuan,"Kepulauan Bangka Belitung, 26-02-1987",36,"Gg. Cikutra Barat No. 3
Ternate, BT 65615",65615,1,18,Cerai mati,Profesional,PD Agustina Puspasari (Persero) Tbk,+62 (44) 941-3599,PENYIAR RADIO,Hari kerja,malam,114031166,D-1,637,22,1,2,0,0,0,1,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.407135,108.0846
5011001484000408,Jessica Zulaika,perempuan,"Kepulauan Riau, 03-11-1962",61,"Jalan Bangka Raya No. 5
Pekanbaru, JT 71162",71162,7,12,Menikah,Pengusaha,PT Natsir Tbk,+62-43-816-2631,BIARAWATI,Akhir pekan,"pagi, sore, malam",48298612,SMA,582,18,0,1,0,1,2,3,0,0,1,2,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-7.887377,112.782865
2952995109129660,"drg. Raisa Permadi, S.H.",perempuan,"Kepulauan Riau, 03-04-1974",49,"Jl. Indragiri No. 8
Bandar Lampung, Aceh 27637",27637,2,20,Cerai hidup,Pegawai Swasta,PT Januar Puspasari (Persero) Tbk,+62 (0598) 361 6785,KARYAWAN HONORER,Hari kerja,malam,148846574,D-3,538,31,0,1,2,3,4,5,6,7,0,1,2,0,Macet,Lancar,Field,Field,-7.34338,106.423345
5727951405852638,"Gabriella Irawan, M.TI.",perempuan,"Bengkulu, 14-09-1964",59,"Jalan Kapten Muslihat No. 9
Tebingtinggi, Sumatera Utara 23088",23088,2,6,Belum menikah,Profesional,Perum Maryati Purwanti,+62 (0353) 027 3327,AKUNTAN,Akhir pekan,"pagi, sore, malam",153787469,D-2,815,44,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-8.042796,109.987
3612669997491833,Najwa Mustofa,perempuan,"Jawa Timur, 04-07-1970",53,"Gang Suniaraja No. 54
Bandar Lampung, MA 81370",81370,6,19,Cerai mati,Pegawai Swasta,CV Januar Palastri,+62 (0750) 982-8779,KARYAWAN HONORER,Hari kerja,malam,68708295,SMP,337,14,0,1,0,0,1,0,0,1,2,3,4,0,Kurang Lancar,Lancar,Field,Field,-6.528131,110.037456
4615137861210863,"Dr. Kasiyah Tamba, M.M.",laki-laki,"Sulawesi Tengah, 12-09-1983",40,"Gang Jend. A. Yani No. 719
Tomohon, Sulawesi Tenggara 27692",27692,8,12,Belum menikah,Pegawai Swasta,Perum Andriani Waluyo Tbk,+62 (060) 039 2400,KARYAWAN HONORER,Hari kerja,malam,103561948,SMA,503,26,1,2,3,0,0,1,0,1,2,0,1,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-7.591325,105.992448
5000937157278000,"dr. Jasmin Nashiruddin, M.TI.",perempuan,"DI Yogyakarta, 10-06-1964",59,"Gang Raya Ujungberung No. 247
Metro, JA 03051",3051,15,18,Cerai mati,Profesional,UD Dongoran Riyanti (Persero) Tbk,+62-0143-457-6815,BIDAN,Hari kerja,malam,94277169,SMP,633,24,0,0,0,0,1,2,3,0,0,1,2,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-6.61938,113.654519
7344679816348987,Tari Hartati,perempuan,"Kalimantan Utara, 26-04-1978",45,"Jl. Lembong No. 07
Tanjungpinang, Gorontalo 47272",47272,11,10,Belum menikah,Buruh,UD Sitompul Yuliarti,+62-032-737-0758,TUKANG LAS/PANDAI BESI,Hari libur nasional/cuti bersama,"pagi, malam",41674471,SD,723,15,0,1,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.760124,113.563651
