debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,collection_day_type,best_collection_time,loan_amount,debtor_education_level,credit_score,aging,previous_collection_status,previous_payment_status,amount_of_late_days,tenure,best_collection_method,debtor_latitude,debtor_longitude
1840968787042919,"Salimah Purwanti, M.Farm",laki-laki,"Sulawesi Utara, 15-01-1987",36,"Jl. Rajiman No. 080
Pagaralam, Sumatera Barat 29398",29398,20,18,Cerai hidup,Pegawai Swasta,PT Maulana,+62 (769) 643-8390,Akhir pekan,"pagi, sore, malam",51749939.54066011,SD,648,Kurang Lancar,Gagal,Terlambat,15,13,Field,-6.388807,106.826017
5976662354421307,"Salwa Setiawan, M.Pd",laki-laki,"Sumatera Selatan, 13-05-1996",27,"Gg. Cikapayang No. 7
Surabaya, Aceh 75289",75289,4,13,Cerai hidup,Buruh,Perum Widiastuti Siregar,+62 (0692) 973 0672,Hari kerja,malam,70098156.05,SMA,591,Macet,Gagal,Terlambat,10,22,Field,-7.04775,107.335816
5366901202474400,Hairyanto Yuliarti,perempuan,"Kepulauan Bangka Belitung, 09-09-1987",36,"Gg. Rawamangun No. 2
Subulussalam, Kepulauan Bangka Belitung 28606",28606,17,17,Cerai mati,Pengusaha,Perum Nugroho,+62 (065) 165-1565,Hari kerja,"pagi, malam",110186278.98548502,D-3,635,Dalam Perhatian Khusus,Berhasil,Terlambat,0,24,Telepon,-6.011307,111.197359
6403358618042677,Ayu Gunarto,perempuan,"Sumatera Barat, 15-11-2000",23,"Gang Jamika No. 584
Sungai Penuh, Lampung 21057",21057,9,14,Cerai mati,Profesional,PT Utami Adriansyah Tbk,+62 (896) 559 2188,Hari kerja,"pagi, malam",1000000,D-3,617,Kurang Lancar,Berhasil,Tepat waktu,0,3,WhatsApp,-7.448,110.199093
9501466077112822,Caraka Saragih,laki-laki,"Nusa Tenggara Timur, 24-09-1966",57,"Jalan Abdul Muis No. 75
Meulaboh, KR 39950",39950,15,14,Belum menikah,Pengusaha,PT Sitorus,+62 (916) 709 7536,Akhir pekan,"pagi, sore, malam",115868065.72479716,D-4,624,Macet,Berhasil,Tepat waktu,17,28,Field,-7.783842,107.289542
1903458498232906,R.M. Paiman Riyanti,laki-laki,"Sulawesi Tenggara, 03-05-1977",46,"Gg. Cihampelas No. 51
Solok, SR 39337",39337,12,18,Cerai hidup,Pegawai Negeri,CV Halim Situmorang Tbk,+62 (077) 383 6270,Hari kerja,malam,119188973.7484454,S-1,389,Kurang Lancar,Berhasil,Terlambat,2,33,Telepon,-7.922176,106.589019
6087183660266641,Citra Yulianti,perempuan,"Maluku Utara, 19-10-1973",50,"Gg. BKR No. 69
Pariaman, Sulawesi Utara 36507",36507,7,5,Cerai mati,Profesional,Perum Haryanto Marbun (Persero) Tbk,-1931,Hari kerja,"pagi, malam",71845604.01329991,SD,497,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,11,WhatsApp,-6.394339,108.245091
1975103725257404,"Hilda Wahyudin, M.M.",laki-laki,"Kalimantan Selatan, 27-12-1963",60,"Jalan S. Parman No. 0
Gorontalo, Kalimantan Barat 33817",33817,19,15,Cerai mati,Pengusaha,CV Marpaung Hartati,-5919,Hari kerja,"pagi, malam",69521472.49,S-1,384,Lancar,Berhasil,Terlambat,2,23,Telepon,-7.25146,108.19483
9463332021326219,Raina Santoso,laki-laki,"Aceh, 23-12-1965",58,"Jalan Jayawijaya No. 9
Tebingtinggi, JA 03975",3975,8,9,Belum menikah,Profesional,Perum Saputra Dongoran (Persero) Tbk,+62 (99) 841-9898,Akhir pekan,"pagi, sore, malam",67908574.13681027,SD,706,Macet,Berhasil,Terlambat,5,12,Telepon,-6.778861,108.370092
3915560715184470,Balidin Suwarno,laki-laki,"Papua, 25-07-1984",39,"Gang Ronggowarsito No. 47
Depok, Kalimantan Utara 44400",44400,18,15,Menikah,Pegawai Negeri,CV Padmasari Yuniar,+62 (0343) 870 9029,Akhir pekan,"pagi, sore, malam",1839109.5780158788,D-3,676,Kurang Lancar,Gagal,Terlambat,12,6,Field,-7.177331,111.624267
5760449583481715,Farah Pradipta,perempuan,"DKI Jakarta, 21-12-1991",32,"Gg. Moch. Ramdan No. 070
Bengkulu, JI 96750",96750,16,9,Cerai mati,Pegawai Negeri,CV Hidayat,-8832,Hari kerja,malam,64409306.72706117,D-3,504,Kurang Lancar,Gagal,Terlambat,22,13,Field,-7.177185,109.617483
4850137063258052,"Hana Suryono, S.H.",laki-laki,"Bengkulu, 02-01-1979",44,"Jalan Ciumbuleuit No. 02
Denpasar, AC 71329",71329,6,11,Menikah,Profesional,PT Pratama,-3419,Hari kerja,"pagi, malam",1000000,SMP,627,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,3,WhatsApp,-6.169997,106.575422
1395253630979996,Vanesa Wasita,perempuan,"Papua Barat, 01-10-1975",48,"Gang Surapati No. 788
Tomohon, Bali 90524",90524,14,11,Cerai mati,Profesional,PT Sihotang Andriani Tbk,-8432,Hari kerja,"pagi, malam",1000000,SD,622,Dalam Perhatian Khusus,Gagal,Terlambat,0,3,Telepon,-6.44699,107.064362
6419279521729765,"Vero Waluyo, S.Gz",perempuan,"Banten, 18-09-1998",25,"Jalan Pacuan Kuda No. 1
Tarakan, Sulawesi Tengah 95305",95305,8,11,Belum menikah,Pegawai Negeri,PD Hasanah Maheswara Tbk,+62 (07) 802 8721,Hari libur nasional/cuti bersama,"pagi, sore, malam",74041192.05008754,S-1,636,Lancar,Berhasil,Terlambat,0,23,Telepon,-7.371639,107.399857
3473229427318187,Hj. Gilda Kuswandari,laki-laki,"Jambi, 07-09-1974",49,"Gg. Kebonjati No. 33
Tarakan, Jawa Tengah 48222",48222,13,17,Cerai mati,Pegawai Swasta,CV Astuti Winarno,+62 (065) 353 2524,Akhir pekan,"pagi, sore, malam",79599562.85719855,S-2,677,Macet,Gagal,Terlambat,14,20,Field,-6.426651,108.279585
8512661439906486,Hardana Prayoga,laki-laki,"Sulawesi Tenggara, 26-04-1984",39,"Jl. Veteran No. 6
Medan, RI 12018",12018,2,16,Cerai mati,Profesional,PD Wastuti Fujiati,+62 (39) 371-0929,Hari libur nasional/cuti bersama,"pagi, sore, malam",6750009.58,SD,661,Lancar,Berhasil,Tepat waktu,0,6,WhatsApp,-6.200335,106.12032
8414436286951491,Sutan Chandra Setiawan,perempuan,"Aceh, 03-02-1990",33,"Jl. Rawamangun No. 726
Bekasi, Kalimantan Selatan 83622",83622,16,10,Cerai hidup,Pegawai Swasta,PT Rahayu Wahyudin (Persero) Tbk,+62 (367) 448 0847,Hari kerja,"pagi, malam",68692032.53,SMP,545,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,15,WhatsApp,-7.21672,107.034558
7687777081775740,Zalindra Wahyuni,laki-laki,"Sumatera Utara, 23-06-1999",24,"Jl. Cikutra Timur No. 73
Lhokseumawe, SS 95252",95252,20,4,Menikah,Pegawai Negeri,PT Prasetya Sirait (Persero) Tbk,+62 (14) 007 5364,Hari kerja,malam,59855264.64498839,S-3,615,Kurang Lancar,Berhasil,Terlambat,1,18,Telepon,-6.222534,108.464442
1194420622140217,Iriana Tamba,laki-laki,"DI Yogyakarta, 27-01-1977",46,"Gang Asia Afrika No. 5
Pangkalpinang, Kalimantan Barat 94939",94939,14,6,Cerai hidup,Profesional,UD Saragih Adriansyah,-7918,Hari kerja,"pagi, malam",96888775.94082172,S-3,579,Macet,Gagal,Terlambat,17,28,Field,-7.769869,110.194725
6906500815255203,Harja Lestari,laki-laki,"Sulawesi Utara, 10-06-1996",27,"Jalan Tubagus Ismail No. 6
Banjarbaru, Sulawesi Selatan 50590",50590,14,8,Belum menikah,Buruh,Perum Natsir (Persero) Tbk,+62 (700) 423-2232,Hari kerja,malam,132979739.93904722,D-4,682,Lancar,Berhasil,Terlambat,0,38,Telepon,-8.181776,108.466139
2064414909620765,Prabowo Mayasari,laki-laki,"Jawa Timur, 26-10-1965",58,"Jl. Antapani Lama No. 851
Palangkaraya, BT 62836",62836,12,19,Belum menikah,Pengusaha,CV Sihombing (Persero) Tbk,-9732,Akhir pekan,"pagi, sore, malam",57986302.89800976,D-3,900,Kurang Lancar,Berhasil,Tepat waktu,4,13,WhatsApp,-7.657236,113.755636
1842877192606926,"Tgk. Violet Tampubolon, S.Ked",laki-laki,"Maluku Utara, 26-08-1996",27,"Gang Rungkut Industri No. 07
Banjarmasin, SB 49297",49297,4,16,Cerai hidup,Profesional,CV Uwais Hutagalung Tbk,+62 (0730) 418-4396,Akhir pekan,"pagi, sore, malam",61750923.11344956,S-1,288,Lancar,Berhasil,Tepat waktu,0,17,WhatsApp,-7.994327,108.734665
6461334653942342,Puti Laila Sihombing,perempuan,"Jawa Timur, 14-01-1992",31,"Gg. Rajiman No. 893
Bukittinggi, SN 13326",13326,6,14,Belum menikah,Buruh,Perum Pradipta Astuti (Persero) Tbk,+62 (089) 712 7048,Hari kerja,malam,52665988.92910665,D-3,585,Dalam Perhatian Khusus,Gagal,Terlambat,0,8,Telepon,-7.074724,108.03803
3860438865670592,"Puti Laras Prastuti, M.Farm",perempuan,"Sulawesi Barat, 04-04-1985",38,"Jl. Ahmad Yani No. 686
Samarinda, GO 46339",46339,4,9,Menikah,Pengusaha,PT Handayani Handayani Tbk,-2732,Hari kerja,"pagi, malam",168900880.46407622,S-1,613,Kurang Lancar,Berhasil,Tepat waktu,8,40,WhatsApp,-6.454185,112.793829
3901797690366503,R. Jaswadi Uyainah,perempuan,"Maluku Utara, 13-09-1986",37,"Jalan Raya Setiabudhi No. 703
Ternate, NB 35676",35676,18,16,Menikah,Profesional,UD Hardiansyah Tampubolon,-4903,Akhir pekan,"pagi, sore, malam",55145929.51925141,SD,565,Diragukan,Berhasil,Tepat waktu,10,8,Telepon,-7.13568,110.341062
1952668362695291,"KH. Satya Hastuti, M.Pd",perempuan,"Maluku, 03-08-1963",60,"Jalan Indragiri No. 69
Pematangsiantar, Gorontalo 76135",76135,15,18,Cerai hidup,Profesional,UD Sihotang Samosir,+62 (321) 019 8847,Hari kerja,"pagi, malam",111929306.8308642,S-2,616,Dalam Perhatian Khusus,Berhasil,Terlambat,4,33,Telepon,-7.373478,113.874104
5563919714849191,"R. Caket Marbun, S.Kom",laki-laki,"Jambi, 07-11-1978",45,"Gang Rumah Sakit No. 638
Banjarbaru, DKI Jakarta 79664",79664,8,6,Cerai hidup,Pegawai Swasta,PD Mardhiyah Tbk,+62 (89) 324 7989,Hari kerja,"pagi, malam",105825134.7921313,SMP,518,Macet,Berhasil,Tepat waktu,14,32,Telepon,-6.782864,107.835527
5221742073689368,dr. Gandi Wibisono,laki-laki,"Sulawesi Tenggara, 16-03-1995",28,"Gang Antapani Lama No. 657
Malang, Bali 35618",35618,10,7,Menikah,Pengusaha,PD Haryanto (Persero) Tbk,+62 (61) 731 0053,Hari kerja,"pagi, malam",173705561.54744822,SMA,531,Diragukan,Gagal,Terlambat,0,48,Telepon,-6.915287,109.522984
7638832301019347,Gina Aryani,laki-laki,"Kalimantan Timur, 04-12-1984",39,"Jalan Erlangga No. 1
Gorontalo, Sumatera Barat 23949",23949,1,19,Cerai mati,Buruh,CV Latupono Mangunsong Tbk,+62 (92) 087 1579,Hari libur nasional/cuti bersama,"pagi, malam",70522540.02194507,S-2,684,Lancar,Berhasil,Tepat waktu,0,13,WhatsApp,-6.831296,108.434658
4937170436978213,Jasmin Prasetya,perempuan,"Papua Barat, 22-10-1977",46,"Jl. Bangka Raya No. 418
Binjai, Jawa Tengah 98889",98889,6,15,Menikah,Pegawai Swasta,Perum Sihombing Sudiati,+62 (91) 019 8105,Hari kerja,"pagi, malam",1000000,S-2,596,Kurang Lancar,Gagal,Terlambat,9,3,Field,-6.861989,110.256187
1657997848952412,Queen Najmudin,perempuan,"Kepulauan Riau, 02-05-1999",24,"Gg. BKR No. 6
Palopo, AC 63012",63012,13,18,Cerai mati,Pegawai Negeri,UD Manullang Sihotang (Persero) Tbk,+62 (087) 239 6046,Hari kerja,malam,69307904.32422975,D-4,545,Lancar,Berhasil,Tepat waktu,1,17,WhatsApp,-6.89781,112.775568
5226076965123529,Lala Andriani,perempuan,"Lampung, 08-01-1982",41,"Jl. Ciwastra No. 6
Kotamobagu, SN 04763",4763,5,15,Menikah,Pengusaha,Perum Riyanti Tbk,-10128,Akhir pekan,"pagi, sore, malam",64090581.45280954,SMA,593,Dalam Perhatian Khusus,Berhasil,Terlambat,1,19,Telepon,-7.839955,107.0038
7946580977397806,Puspa Manullang,perempuan,"Maluku Utara, 29-06-1961",62,"Gang M.H Thamrin No. 63
Kota Administrasi Jakarta Selatan, BA 43455",43455,15,2,Cerai mati,Profesional,UD Nashiruddin (Persero) Tbk,+62 (099) 790 3668,Hari kerja,"pagi, malam",1000000,S-3,549,Lancar,Berhasil,Terlambat,3,3,Telepon,-8.288921,109.291233
5136584283463286,Hj. Aurora Kurniawan,laki-laki,"Sulawesi Barat, 28-03-1998",25,"Gg. Rungkut Industri No. 43
Pematangsiantar, Riau 03964",3964,4,8,Cerai mati,Pegawai Swasta,UD Nuraini Budiman,+62 (514) 652-4462,Akhir pekan,"pagi, sore, malam",69217650.61883862,S-1,744,Macet,Gagal,Terlambat,15,17,Field,-6.363798,108.717249
4704498388254045,H. Nasab Prasasta,perempuan,"Jambi, 28-09-1975",48,"Jalan Sentot Alibasa No. 54
Sungai Penuh, Sulawesi Tengah 78078",78078,4,16,Menikah,Profesional,UD Susanti,+62 (81) 953-1500,Hari kerja,"pagi, malam",46088713.125567615,D-3,562,Macet,Berhasil,Terlambat,9,16,Telepon,-6.389103,110.691315
2324346796254293,Calista Halimah,perempuan,"Bengkulu, 15-03-1967",56,"Jalan Bangka Raya No. 20
Jayapura, MA 00230",230,20,10,Menikah,Profesional,PT Nuraini (Persero) Tbk,+62 (36) 562-2623,Akhir pekan,"pagi, sore, malam",108069390.54586236,D-3,730,Macet,Gagal,Terlambat,19,26,Field,-7.081222,113.253523
1206379700666959,drg. Cakrawala Hidayat,laki-laki,"Kalimantan Selatan, 08-09-1989",34,"Jalan Tebet Barat Dalam No. 60
Blitar, AC 35782",35782,11,3,Cerai mati,Pengusaha,Perum Narpati Latupono Tbk,+62 (0096) 592 5212,Akhir pekan,"pagi, sore, malam",105832703.9512445,S-1,703,Diragukan,Berhasil,Tepat waktu,28,32,Field,-7.791713,106.531219
6546782878750130,"KH. Jayadi Saputra, S.H.",perempuan,"Kepulauan Riau, 27-05-2000",23,"Jl. HOS. Cokroaminoto No. 87
Tomohon, SG 22155",22155,4,9,Belum menikah,Buruh,PT Pratiwi Wulandari (Persero) Tbk,+62 (578) 922 1815,Akhir pekan,"pagi, malam",54815117.53817998,SMA,454,Macet,Berhasil,Tepat waktu,6,7,WhatsApp,-6.28371,107.728087
5347574961756490,"Ir. Salwa Laksmiwati, M.Kom.",perempuan,"Maluku Utara, 02-02-1969",54,"Jalan Ciumbuleuit No. 9
Prabumulih, DI Yogyakarta 33377",33377,7,5,Cerai mati,Pegawai Negeri,CV Halim,+62 (443) 404 5069,Hari kerja,malam,23249362.37291928,S-1,562,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,3,WhatsApp,-7.096089,112.284891
6419406908164141,Puti Azalea Novitasari,perempuan,"Bengkulu, 27-10-1996",27,"Jalan Rajawali Timur No. 5
Jayapura, Kalimantan Barat 84378",84378,2,12,Menikah,Pengusaha,CV Maheswara Mayasari,-5871,Hari kerja,"pagi, malam",91926572.68974233,D-4,453,Diragukan,Gagal,Terlambat,21,21,Field,-7.605114,112.800343
5467113227918259,Lamar Maryati,perempuan,"Bengkulu, 10-05-1962",61,"Jl. Rajiman No. 5
Surabaya, Sulawesi Barat 94340",94340,10,13,Menikah,Pegawai Swasta,PD Sirait Hardiansyah (Persero) Tbk,+62 (003) 121 8316,Akhir pekan,"pagi, sore, malam",102119823.33213322,D-3,616,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,30,WhatsApp,-7.199575,108.540786
7241547870485228,Soleh Prakasa,laki-laki,"Jawa Timur, 21-06-1971",52,"Gang H.J Maemunah No. 60
Bengkulu, Kalimantan Utara 32106",32106,1,9,Belum menikah,Profesional,CV Situmorang Tbk,+62 (33) 074-0563,Hari kerja,"pagi, malam",90886197.15095538,S-3,555,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,18,WhatsApp,-8.259913,110.057745
3455014559242944,Jane Kusumo,laki-laki,"Aceh, 03-12-1996",27,"Gang H.J Maemunah No. 403
Tidore Kepulauan, BA 60880",60880,14,9,Belum menikah,Pegawai Swasta,PT Yuniar Lailasari Tbk,+62 (0812) 040-1667,Akhir pekan,"pagi, sore, malam",82793491.65876034,SD,737,Macet,Gagal,Terlambat,0,25,Telepon,-7.357371,110.140525
8224184680546841,Hasna Yuliarti,laki-laki,"Banten, 15-08-1993",30,"Gang Kapten Muslihat No. 2
Banjarbaru, MA 21178",21178,5,5,Cerai mati,Profesional,CV Nasyiah Marbun,-3051,Akhir pekan,"pagi, sore, malam",43638113.91742775,S-2,869,Lancar,Berhasil,Tepat waktu,0,15,WhatsApp,-6.234735,107.518444
6573419183979797,Calista Maryadi,laki-laki,"Kepulauan Riau, 14-10-1975",48,"Jl. Raya Ujungberung No. 14
Bengkulu, Kepulauan Bangka Belitung 35869",35869,11,2,Belum menikah,Pengusaha,UD Sihotang Tbk,-4204,Hari kerja,"pagi, malam",43742390.738153785,S-1,499,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,8,WhatsApp,-7.652364,112.378267
7257171491213354,Rika Permadi,perempuan,"Sumatera Barat, 20-08-1965",58,"Gang Jamika No. 07
Magelang, BE 09999",9999,12,6,Cerai hidup,Buruh,PT Winarno Hastuti,+62 (0052) 259-5753,Akhir pekan,"pagi, malam",46571101.07326637,S-3,444,Lancar,Berhasil,Terlambat,0,9,Telepon,-6.584947,109.191449
5725284850266373,Drs. Ajeng Hutapea,laki-laki,"Nusa Tenggara Barat, 24-09-1984",39,"Jl. Pasir Koja No. 656
Surabaya, KU 60539",60539,10,8,Cerai mati,Buruh,Perum Suryono Mustofa,+62 (699) 609-2253,Hari kerja,malam,91829812.88749236,SMA,583,Macet,Berhasil,Tepat waktu,4,18,WhatsApp,-6.749091,110.227408
7701399296326449,Cornelia Puspita,perempuan,"Lampung, 18-03-1977",46,"Gang Peta No. 90
Tasikmalaya, KR 94509",94509,20,9,Menikah,Pegawai Negeri,UD Marpaung Prasasta,+62 (014) 319-7631,Hari kerja,malam,166024984.33129495,SD,584,Kurang Lancar,Gagal,Terlambat,10,42,Field,-8.247549,109.541271
8835313438929831,Safina Yulianti,perempuan,"Kepulauan Bangka Belitung, 14-12-1975",48,"Jalan Ronggowarsito No. 9
Bogor, Jawa Barat 10551",10551,8,9,Belum menikah,Buruh,CV Situmorang Sitompul (Persero) Tbk,+62 (288) 654 2081,Hari kerja,malam,25806631.314873643,SMA,681,Kurang Lancar,Gagal,Terlambat,0,4,Telepon,-7.410396,107.192986
4433513488777618,"Julia Kuswandari, S.Pt",perempuan,"Kalimantan Barat, 25-08-1985",38,"Jl. Kapten Muslihat No. 89
Bitung, Sumatera Barat 08544",8544,18,14,Cerai hidup,Pegawai Negeri,PT Ardianto Nasyiah,+62 (748) 120-1134,Akhir pekan,"pagi, sore, malam",125914210.48585778,S-2,584,Lancar,Berhasil,Terlambat,0,25,Telepon,-7.037345,110.906916
7435835077680349,"Balijan Megantara, M.Ak",laki-laki,"Papua, 31-12-1964",59,"Jl. Moch. Ramdan No. 404
Probolinggo, Maluku Utara 90417",90417,11,10,Cerai hidup,Pegawai Negeri,PT Nasyidah,-4609,Hari kerja,malam,52165374.50830935,S-3,664,Diragukan,Gagal,Terlambat,10,18,Field,-6.618948,107.624639
6600008880368106,Dt. Rama Putra,perempuan,"Jawa Timur, 09-05-1994",29,"Gg. Jend. A. Yani No. 942
Kota Administrasi Jakarta Selatan, Lampung 75195",75195,11,18,Cerai hidup,Pegawai Swasta,PD Salahudin (Persero) Tbk,+62 (37) 752 9262,Hari kerja,"pagi, malam",18963808.277891964,S-3,644,Macet,Gagal,Terlambat,21,4,Field,-7.763635,112.025202
5212352867467687,Ratna Safitri,perempuan,"Kalimantan Utara, 23-05-1971",52,"Jl. Kiaracondong No. 597
Banda Aceh, BE 02857",2857,13,15,Cerai mati,Pengusaha,UD Sitorus,-4359,Hari kerja,"pagi, malam",19165467.309408084,S-2,536,Macet,Berhasil,Terlambat,12,3,Telepon,-6.633829,106.030939
7663426326620496,Gada Nainggolan,laki-laki,"Banten, 06-02-1984",39,"Jalan Veteran No. 83
Kota Administrasi Jakarta Barat, Maluku 26769",26769,17,5,Menikah,Pegawai Swasta,UD Wastuti Wahyudin (Persero) Tbk,+62 (0711) 873 1202,Hari kerja,"pagi, malam",88844534.41286059,SMA,577,Diragukan,Berhasil,Tepat waktu,17,27,Field,-7.450443,110.804464
2995030743763596,dr. Kamaria Siregar,laki-laki,"Aceh, 08-02-1964",59,"Jalan Jayawijaya No. 844
Pagaralam, KB 91866",91866,12,10,Cerai hidup,Pengusaha,PT Tampubolon Novitasari (Persero) Tbk,+62 (64) 417-3215,Akhir pekan,"pagi, sore, malam",49792146.33028078,SD,591,Diragukan,Berhasil,Tepat waktu,0,9,WhatsApp,-6.706653,107.11894
2637823182069925,Genta Natsir,perempuan,"Jawa Timur, 14-02-2000",23,"Gang Jamika No. 757
Padang Sidempuan, PA 24087",24087,20,3,Menikah,Pegawai Negeri,PD Saputra Wasita,+62 (0792) 918-1521,Hari kerja,malam,84086227.76904428,S-2,708,Dalam Perhatian Khusus,Berhasil,Terlambat,0,22,Telepon,-6.23826,112.775259
6758634288849374,"Sutan Panji Novitasari, S.H.",laki-laki,"Jawa Barat, 26-01-1973",50,"Gang Pasir Koja No. 7
Tual, SU 73659",73659,18,17,Cerai mati,Pengusaha,CV Ardianto Sihotang,-2715,Akhir pekan,"pagi, sore, malam",106913994.65500572,D-3,641,Diragukan,Berhasil,Tepat waktu,10,28,WhatsApp,-6.75977,112.91293
1838203546147769,Tomi Gunarto,perempuan,"Kalimantan Selatan, 23-09-1980",43,"Gg. Cihampelas No. 10
Bitung, KU 35969",35969,19,3,Cerai mati,Pegawai Swasta,UD Puspita Maheswara,+62 (032) 694-9540,Hari kerja,"pagi, malam",38930364.794529445,SD,566,Macet,Berhasil,Terlambat,5,12,Telepon,-7.102691,111.315261
9361193335482784,Ida Kusmawati,perempuan,"Papua, 15-06-1990",33,"Gang HOS. Cokroaminoto No. 86
Bandung, NB 48429",48429,16,10,Menikah,Buruh,PD Lestari Prakasa,+62 (222) 281-1590,Hari kerja,malam,26237952.37025692,S-2,779,Dalam Perhatian Khusus,Gagal,Terlambat,0,12,Telepon,-7.931116,110.467505
7973367197890017,Oni Gunawan,laki-laki,"Kalimantan Barat, 22-12-1983",40,"Gang Ir. H. Djuanda No. 2
Tebingtinggi, JT 20935",20935,12,16,Cerai mati,Pengusaha,UD Saefullah,-10448,Hari kerja,"pagi, malam",43948096.956122935,S-3,515,Lancar,Berhasil,Tepat waktu,0,15,WhatsApp,-7.320053,113.018083
4317056009037649,Cut Victoria Puspasari,perempuan,"Jawa Tengah, 01-02-1979",44,"Jalan Stasiun Wonokromo No. 97
Singkawang, KI 65760",65760,13,20,Cerai hidup,Pegawai Negeri,Perum Megantara,-9682,Hari kerja,malam,104112108.85898328,D-3,739,Kurang Lancar,Gagal,Terlambat,13,25,Field,-7.485238,108.862468
6794058138989980,Galih Dabukke,laki-laki,"Banten, 07-06-1963",60,"Gg. Lembong No. 7
Kotamobagu, Jambi 95446",95446,3,1,Cerai hidup,Pegawai Negeri,PT Megantara,+62 (0929) 195 5456,Hari kerja,malam,145195966.85368446,SD,653,Kurang Lancar,Berhasil,Tepat waktu,1,42,WhatsApp,-6.137471,111.117458
7908620661007901,Raden Saefullah,laki-laki,"Lampung, 07-03-1975",48,"Jl. Rumah Sakit No. 464
Madiun, Kalimantan Timur 43248",43248,14,8,Cerai hidup,Pegawai Negeri,UD Usamah (Persero) Tbk,+62 (48) 912 7309,Akhir pekan,"pagi, sore, malam",44470753.45757487,SMP,660,Diragukan,Berhasil,Tepat waktu,2,16,WhatsApp,-7.728971,113.171252
7317515743004029,Unjani Hakim,laki-laki,"Gorontalo, 19-04-1982",41,"Gang Ir. H. Djuanda No. 4
Medan, Kepulauan Riau 73390",73390,12,9,Menikah,Pengusaha,PT Novitasari Permata,-3529,Akhir pekan,"pagi, sore, malam",80876931.78555702,D-3,703,Macet,Gagal,Terlambat,0,19,Telepon,-8.122411,108.147808
6829739532304920,Alika Putra,perempuan,"Papua, 28-12-1990",33,"Gg. K.H. Wahid Hasyim No. 280
Padangpanjang, RI 04180",4180,20,4,Cerai mati,Profesional,Perum Pradana,+62 (057) 158-8277,Hari kerja,"pagi, malam",49639125.68660785,D-4,756,Lancar,Berhasil,Tepat waktu,0,11,WhatsApp,-7.501237,109.15092
6888478419949545,Zalindra Lestari,laki-laki,"Jambi, 24-10-1965",58,"Gang Ciumbuleuit No. 114
Kendari, SB 42263",42263,10,19,Cerai mati,Profesional,PT Purnawati Pangestu (Persero) Tbk,-8353,Hari kerja,"pagi, malam",50885683.36003998,SMA,600,Dalam Perhatian Khusus,Berhasil,Tepat waktu,5,17,WhatsApp,-7.211463,107.533089
1508548341855507,"Dr. Eman Irawan, S.E.",perempuan,"Kepulauan Bangka Belitung, 28-05-1998",25,"Jalan M.T Haryono No. 398
Mojokerto, Nusa Tenggara Barat 39756",39756,3,9,Menikah,Buruh,Perum Zulkarnain Simanjuntak Tbk,-10411,Akhir pekan,"pagi, malam",67180895.71349093,S-1,808,Diragukan,Berhasil,Terlambat,16,11,Field,-8.140596,106.787214
8568993655713667,Genta Mardhiyah,perempuan,"Sumatera Selatan, 09-05-1987",36,"Gg. Pelajar Pejuang No. 865
Bandar Lampung, KT 52764",52764,8,16,Belum menikah,Pengusaha,PT Putra Ardianto Tbk,+62 (080) 172-2419,Akhir pekan,"pagi, sore, malam",85054557.58,SMP,648,Lancar,Gagal,Terlambat,0,24,Telepon,-6.950227,110.787511
8523715962702222,Puti Lala Siregar,laki-laki,"Sumatera Selatan, 13-09-1994",29,"Gang KH Amin Jasuta No. 254
Sungai Penuh, GO 11090",11090,16,6,Belum menikah,Profesional,CV Laksita Ramadan Tbk,+62 (01) 900 1961,Hari kerja,"pagi, malam",61353411.10851571,S-3,506,Lancar,Berhasil,Tepat waktu,0,10,WhatsApp,-7.489091,109.405004
5795435070945556,"Rusman Oktaviani, S.Psi",perempuan,"Nusa Tenggara Timur, 14-05-1960",63,"Gang Tubagus Ismail No. 05
Blitar, Jawa Barat 88490",88490,14,16,Menikah,Profesional,PT Prayoga Aryani (Persero) Tbk,+62 (22) 086-8560,Hari kerja,"pagi, malam",45934277.70744665,SMP,426,Diragukan,Gagal,Terlambat,21,15,Field,-7.990671,107.123356
1600370486905466,Gawati Sihotang,laki-laki,"Sumatera Selatan, 23-03-1975",48,"Gg. Rajiman No. 303
Banda Aceh, ST 07370",7370,3,2,Cerai mati,Profesional,PT Fujiati,+62 (022) 203 0622,Hari kerja,"pagi, malam",29316819.71396307,SD,661,Macet,Berhasil,Terlambat,8,12,Telepon,-7.976171,107.729139
7813228350614024,Wirda Aryani,laki-laki,"Sumatera Utara, 10-08-1975",48,"Jl. Jend. A. Yani No. 674
Semarang, JK 35952",35952,18,9,Cerai hidup,Profesional,PD Purwanti Firgantoro Tbk,+62 (64) 081-3494,Akhir pekan,"pagi, sore, malam",1000000,S-2,673,Dalam Perhatian Khusus,Gagal,Terlambat,0,3,Telepon,-7.805213,112.707851
