debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_zip,debtor_rt,debtor_rw,debtor_address,debtor_number,bulan_1,bulan_2,bulan_3,bulan_4,bulan_5,bulan_6,bulan_7,bulan_8,bulan_9,bulan_10,bulan_11,bulan_12,loan_amount,tenor,billing_frequency,transaction_frequency,interest_rate,other_credit,monthly_income,home_ownership,employment_status,employment_status_duration,public_records,contact_frequency,dti,revolving_credit_balance,occupation,financial_situation,delay_history,amount_of_late_days,number_of_dependents,number_of_vehicles,number_of_complaints,external_factors,communication_channel,working_time,payment_patterns,payment_method,aging,collection_difficulty_score,collection_difficulty_category
1.50143E+15,"R.M. Bakiadi Gunawan, S.Gz",laki-laki,"Maluku, 19-11-1965",58,46510,2,1,"Jl. PHH. Mustofa No. 8
Medan, Nusa Tenggara Barat 46510",+62-018-906-3873,0,0,0,0,0,0,0,0,0,0,0,0,30522000,36,18,14,0.18,0,63587500.01,FALSE,Full-time,60,0,24,0.18,46607094,Other,E,0,1785,1,1,1,0,Telepon,Pagi - Sore,Awal Bulan,ATM,0,335,sedang
3.06609E+15,Puput Halim,perempuan,"Lampung, 10-11-1980",43,95555,5,19,"Gang Jend. Sudirman No. 8
Singkawang, Maluku 95555",+62 (0353) 334 5685,0,0,0,0,0,0,0,0,0,0,0,0,152610000,36,22,10,0.2574,0,119544500,FALSE,Employed,103,0,11,0.16,18786291,Police Officer/Correction Officer,D,0,310,2,3,1,0,WA,Malam - Pagi,Awal Bulan,M-Banking,0,381,sulit
3.76885E+15,Icha Widodo,perempuan,"Jawa Timur, 18-07-1967",56,27572,14,8,"Gg. Dipenogoro No. 2
Jambi, KB 27572",+62-0990-083-9291,0,0,0,0,0,0,0,0,0,0,0,0,289959000,36,41,7,0.14,0,101740000,TRUE,Full-time,78,0,5,0.27,305372610,Fireman,E,0,274,3,1,0,0,WA,Pagi - Sore,Awal Bulan,ATM,0,355,sedang
4.32418E+15,Lala Sinaga,perempuan,"Kalimantan Barat, 06-11-1980",43,90620,8,11,"Jl. Cikapayang No. 3
Sawahlunto, DI Yogyakarta 90620",+62 (47) 397-3494,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,15,9,0.2839,0,48326500.01,TRUE,Other,480,0,3,0.29,2364463035,Other,E,0,197,2,2,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,312,sedang
9.92199E+15,Hj. Ella Napitupulu,laki-laki,"Jawa Timur, 07-07-1966",57,6479,8,9,"Jl. Kapten Muslihat No. 8
Malang, Kepulauan Riau 06479",+62 (000) 416 1368,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,31,13,0.1395,1,95381250,TRUE,Self-employed,34,0,8,0.07,4608822,Sales - Commission,E,0,530,1,2,1,0,Telepon,Malam - Pagi,Awal Bulan,ATM,0,242,mudah
5.47422E+15,Wisnu Haryanti,perempuan,"Bengkulu, 24-08-1966",57,12943,1,11,"Gang Pasir Koja No. 314
Blitar, Jambi 12943",+62 (08) 213-8047,0,0,0,0,0,0,0,0,0,0,0,0,30522000,36,9,19,0.2501,1,29250250.01,FALSE,Full-time,85,0,2,0.31,57289794,Other,D,0,250,0,3,0,0,WA,Malam - Pagi,Awal Bulan,M-Banking,0,305,sedang
1.98048E+15,Luluh Saputra,perempuan,"Aceh, 25-07-1994",29,2026,7,13,"Jalan Gegerkalong Hilir No. 09
Banjarmasin, JK 02026",+62-0784-969-3015,0,0,0,0,0,0,0,0,0,0,0,0,190762500,60,14,7,0.2699,0,33065500.01,FALSE,Employed,217,0,4,0.42,34383033,Retail Management,D,0,135,4,0,0,0,Telepon,Siang - Malam,Awal Bulan,M-Banking,0,476,sulit
8.31236E+15,Asirwanda Halim,laki-laki,"Papua Barat, 03-10-1976",47,23143,12,1,"Gang Erlangga No. 18
Manado, Nusa Tenggara Barat 23143",+62 (084) 107-8234,0,0,0,0,0,0,0,0,0,0,0,0,127963485,36,9,11,0.147,0,63587500.01,FALSE,Full-time,63,0,10,0.16,78563628,Food Service Management,E,0,2153,3,1,0,0,Email,Pagi - Sore,Awal Bulan,M-Banking,0,376,sulit
5.61064E+15,Taufik Halimah,laki-laki,"Maluku Utara, 28-08-1969",54,40708,17,15,"Gg. Pelajar Pejuang No. 0
Probolinggo, Maluku 40708",+62 (066) 769 1678,0,0,0,0,0,0,0,0,0,0,0,0,274698000,60,14,23,0.1674,1,86479000.01,TRUE,Employed,176,0,6,0.29,1922886,Other,A,0,253,2,0,0,0,SMS,Pagi - Sore,Awal Bulan,Langsung,0,398,sulit
2.06169E+15,Jane Nababan,perempuan,"Sulawesi Selatan, 01-12-1961",62,32548,19,1,"Jalan Gegerkalong Hilir No. 527
Kediri, Banten 32548",+62 (002) 088-4946,0,0,0,0,0,0,0,0,0,0,0,0,42730800,36,14,11,0.25,7,123232575,FALSE,Full-time,42,0,39,0.16,7828893,Professional,E,0,430,0,1,0,0,Secara Langsung,Malam - Pagi,Awal Bulan,M-Banking,0,309,sedang
1.55595E+15,Martana Widodo,perempuan,"Jawa Tengah, 23-08-1965",58,43153,19,16,"Gang M.T Haryono No. 27
Parepare, Sumatera Selatan 43153",+62-431-296-0050,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,17,16,0.3099,0,64905033,TRUE,Other,35,0,5,0.36,61028739,Other,E,0,160,3,0,0,0,WA,Pagi - Sore,Akhir Bulan,e-Money,0,356,sedang
2.92809E+15,"R. Dina Dabukke, S.Sos",laki-laki,"Sulawesi Selatan, 06-02-1998",25,20413,19,14,"Jalan Cihampelas No. 790
Dumai, KI 20413",+62 (80) 458-4681,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,21,12,0.22,0,51429570,TRUE,Retired,51,0,7,0.15,27042492,Other,D,0,715,3,3,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,331,sedang
7.52972E+15,Satya Mardhiyah,perempuan,"Sumatera Selatan, 13-03-1975",48,2630,6,12,"Jalan Gegerkalong Hilir No. 12
Surabaya, Kalimantan Barat 02630",+62 (888) 760-7311,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,18,58,0.1385,0,40696000.01,FALSE,Full-time,39,0,4,0.66,473350437,Sales - Retail,A,0,1078,3,3,0,0,WA,Pagi - Sore,Akhir Bulan,ATM,0,346,sedang
2.17942E+15,R.A. Jessica Haryanti,laki-laki,"Sulawesi Tenggara, 21-04-1978",45,75872,15,8,"Jl. M.H Thamrin No. 19
Magelang, PA 75872",+62 (362) 364 1724,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,13,17,0.3099,0,39424249.99,TRUE,Full-time,36,0,7,0.52,148993143,Skilled Labor,E,0,733,1,1,0,0,WA,Siang - Malam,Awal Bulan,Langsung,0,364,sedang
8.54849E+15,Yulia Sihotang,perempuan,"Sumatera Utara, 28-08-1994",29,39766,9,5,"Jl. Suniaraja No. 6
Yogyakarta, Sumatera Barat 39766",+62 (243) 837-3458,0,0,0,0,0,0,0,0,0,0,0,0,76289739,36,9,17,0.1495,0,73761499.99,FALSE,Full-time,87,0,3,0.48,815410491,Other,A,0,1470,1,2,0,0,Secara Langsung,Pagi - Sore,Akhir Bulan,M-Banking,0,317,sedang
5.46474E+15,Tgk. Vega Farida,laki-laki,"Bengkulu, 28-06-1987",36,23214,1,11,"Gang Cikutra Barat No. 74
Purwokerto, Sulawesi Selatan 23214",+62 (042) 983 7952,0,0,0,0,0,0,0,0,0,0,0,0,30522000,36,14,32,0.2199,0,86479000.01,TRUE,Full-time,150,0,7,0.13,85537905,Police Officer/Correction Officer,D,0,796,1,1,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,254,mudah
2.61673E+15,"T. Kemal Suryatmi, S.Farm",perempuan,"Papua Barat, 05-08-1962",61,2120,15,11,"Gang Dr. Djunjunan No. 2
Balikpapan, ST 02120",+62 (0617) 105 9213,0,0,0,0,0,0,0,0,0,0,0,0,37389450,36,16,5,0.19,12,104283500,TRUE,Full-time,74,0,42,0.2,141499992,Retail Management,E,0,1754,0,3,0,0,Telepon,Pagi - Sore,Akhir Bulan,M-Banking,0,296,sedang
7.20756E+15,R. Saadat Saputra,laki-laki,"Sulawesi Selatan, 19-07-1997",26,8722,5,12,"Gg. Tubagus Ismail No. 62
Medan, BB 08722",+62 (0867) 796 3907,0,0,0,0,0,0,0,0,0,0,0,0,103011750,36,27,2,0.1175,0,38152500,FALSE,Full-time,14,0,9,0.39,5539743,Other,E,0,869,2,2,1,2,WA,Pagi - Sore,Awal Bulan,ATM,0,333,sedang
2.816E+15,Belinda Pudjiastuti,perempuan,"Jawa Timur, 10-03-1967",56,62305,16,1,"Gg. Soekarno Hatta No. 449
Medan, Maluku Utara 62305",+62-0836-010-2573,0,0,0,0,0,0,0,0,0,0,0,0,106827000,60,21,12,0.261,0,123359750,TRUE,Employed,128,0,5,0.21,380868777,Computer Programmer,D,0,146,2,0,0,0,SMS,Pagi - Sore,Awal Bulan,ATM,0,360,sedang
4.62875E+15,Vanya Wastuti,laki-laki,"Kalimantan Utara, 29-01-1967",56,81509,14,19,"Gg. Astana Anyar No. 69
Sukabumi, SU 81509",+62 (012) 133 6602,0,0,0,0,0,0,0,0,0,0,0,0,122088000,36,1,25,0.2575,0,95381250,FALSE,Full-time,36,0,5,0.1,26538879,Sales - Commission,D,0,740,2,4,1,0,Email,Siang - Malam,Awal Bulan,M-Banking,0,380,sulit
6.77054E+15,Titin Pudjiastuti,laki-laki,"Sumatera Barat, 28-08-1972",51,22061,9,18,"Gg. Surapati No. 190
Palangkaraya, JB 22061",+62-52-134-2909,0,0,0,0,0,0,0,0,0,0,0,0,15261000,36,13,17,0.182,0,71218000.01,FALSE,Full-time,3,0,15,0.34,287852982,Professional,E,0,1901,3,2,1,0,SMS,Malam - Pagi,Akhir Bulan,M-Banking,0,346,sedang
3.24593E+15,"Kunthara Sinaga, M.Farm",laki-laki,"Sulawesi Barat, 04-09-1970",53,74337,8,9,"Jl. Kutai No. 1
Lubuklinggau, JI 74337",+62 (0471) 729-9776,0,0,0,0,0,0,0,0,0,0,0,0,74778900,36,17,21,0.2749,0,114457500,TRUE,Full-time,218,0,35,0.27,384302502,Professional,E,0,1661,2,1,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,357,sedang
3.76864E+15,Devi Suryono,perempuan,"Lampung, 01-10-1997",26,34896,9,18,"Jalan Rawamangun No. 2
Cilegon, AC 34896",+62 (770) 834 2708,0,0,0,0,0,0,0,0,0,0,0,0,129718500,36,27,6,0.1656,0,139892500,FALSE,Employed,1,0,5,0.11,571265013,Computer Programmer,B,0,170,2,1,0,0,Telepon,Siang - Malam,Awal Bulan,Langsung,0,298,sedang
8.80087E+15,Jessica Namaga,laki-laki,"Maluku Utara, 19-10-1998",25,88626,8,12,"Jl. Rungkut Industri No. 80
Pasuruan, AC 88626",+62 (040) 090-0751,0,0,0,0,0,0,0,0,0,0,0,0,61044000,60,5,5,0.3304,1,66130999.99,TRUE,Employed,44,0,6,0.47,218140734,Professional,E,0,168,2,5,1,0,Telepon,Pagi - Sore,Akhir Bulan,ATM,0,399,sulit
8.9118E+15,Paulin Laksmiwati,perempuan,"Sulawesi Tengah, 18-07-1978",45,19951,7,10,"Gg. Pasir Koja No. 384
Ambon, DKI Jakarta 19951",+62-0569-165-6276,0,0,0,0,0,0,0,0,0,0,0,0,24417600,36,37,9,0.137,1,49598250,TRUE,Full-time,353,0,3,0.18,49888209,Laborer,E,0,1045,3,2,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,242,mudah
8.40405E+15,Zalindra Saputra,perempuan,"Lampung, 15-12-1999",24,51303,4,12,"Gang Asia Afrika No. 0
Jayapura, JI 51303",+62 (0917) 061 0467,0,0,0,0,0,0,0,0,0,0,0,0,183132000,60,18,62,0.1845,0,101740000,TRUE,Employed,146,0,6,0.14,287028888,Other,B,0,269,1,2,0,0,SMS,Pagi - Sore,Awal Bulan,M-Banking,0,384,sulit
5.13096E+15,Wira Nashiruddin,perempuan,"Kalimantan Tengah, 14-08-1996",27,29387,3,2,"Gg. Jakarta No. 5
Bontang, Jawa Tengah 29387",+62-093-986-9389,0,0,0,0,0,0,0,0,0,0,0,0,160240500,36,23,12,0.1395,0,99196500,TRUE,Full-time,405,0,4,0.26,678244623,Computer Programmer,B,0,698,0,3,0,0,SMS,Malam - Pagi,Awal Bulan,ATM,0,264,mudah
7.03791E+15,"Ir. Ulva Maryadi, M.Pd",laki-laki,"Nusa Tenggara Timur, 14-05-1973",50,76060,2,20,"Jalan Kapten Muslihat No. 4
Sibolga, BT 76060",+62 (05) 359 1148,0,0,0,0,0,0,0,0,0,0,0,0,45783000,36,7,23,0.33,0,50869999.99,TRUE,Full-time,63,0,12,0.4,139531323,Accountant/CPA,HR,0,1481,0,0,1,0,Telepon,Malam - Pagi,Awal Bulan,e-Money,0,359,sedang
2.92222E+15,"Yunita Najmudin, S.Ked",laki-laki,"Kalimantan Barat, 04-06-1987",36,93983,4,17,"Jalan Otto Iskandardinata No. 6
Bukittinggi, JB 93983",+62-47-899-2730,0,0,0,0,0,0,0,0,0,0,0,0,38152500,36,5,20,0.1829,0,31793749.99,FALSE,Full-time,55,0,2,0.31,76121868,Realtor,HR,0,1489,0,5,1,0,Secara Langsung,Malam - Pagi,Awal Bulan,ATM,0,328,sedang
3.27039E+15,Cahyadi Susanti,perempuan,"Banten, 10-08-2000",23,57929,17,13,"Jl. Rungkut Industri No. 6
Padang Sidempuan, Bengkulu 57929",+62 (015) 970-6192,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,10,6,0.1029,0,38788375.01,FALSE,Employed,100,0,5,0.14,0,Clerical,A,0,829,1,3,1,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,256,mudah
6.62921E+15,Cinta Manullang,laki-laki,"Nusa Tenggara Timur, 28-05-1995",28,93443,13,15,"Gg. Moch. Toha No. 75
Palu, GO 93443",+62 (67) 518-5031,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,25,8,0.3174,0,50869999.99,FALSE,Full-time,32,0,14,0.34,17260191,Other,E,0,121,0,3,0,0,WA,Siang - Malam,Awal Bulan,e-Money,0,379,sulit
4.28898E+15,Irma Irawan,laki-laki,"Sumatera Barat, 08-11-1963",60,45076,1,2,"Jl. Raya Ujungberung No. 70
Solok, Bengkulu 45076",+62 (505) 351 0639,0,0,0,0,0,0,0,0,0,0,0,0,61044000,60,6,11,0.3032,1,114870818.7,TRUE,Employed,239,0,8,0.22,124056669,Flight Attendant,E,0,224,1,0,2,0,Secara Langsung,Pagi - Sore,Akhir Bulan,ATM,0,347,sedang
4.03822E+15,"R. Ani Susanti, S.Psi",perempuan,"Sumatera Utara, 12-05-1990",33,75871,13,5,"Jalan Pacuan Kuda No. 21
Bekasi, MA 75871",+62 (72) 774-1937,0,0,0,0,0,0,0,0,0,0,0,0,228915000,60,18,9,0.183,0,111278125,TRUE,Employed,3,0,8,0.3,190121538,Professional,B,0,208,2,3,0,0,Telepon,Siang - Malam,Awal Bulan,Langsung,0,393,sulit
2.05306E+15,Dina Melani,perempuan,"Sulawesi Tengah, 17-11-1988",35,7650,2,19,"Gang Peta No. 03
Mataram, KB 07650",+62 (040) 731-4230,0,0,0,0,0,0,0,0,0,0,0,0,152610000,36,21,31,0.0899,0,228915000,TRUE,Employed,194,0,1,0.1,57060879,Professional,A,0,266,2,4,0,0,WA,Pagi - Sore,Akhir Bulan,ATM,0,201,mudah
1.74989E+15,R. Nyana Sinaga,perempuan,"Sulawesi Selatan, 26-04-1961",62,72980,7,14,"Gg. Rajawali Barat No. 0
Blitar, KT 72980",+62 (54) 490-9703,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,18,29,0.2199,0,59136375,FALSE,Full-time,120,0,4,0.54,486963249,Accountant/CPA,D,0,681,0,0,2,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,358,sedang
9.25522E+15,"Ibrani Prasetya, S.Psi",perempuan,"Kalimantan Timur, 08-10-1979",44,280,17,2,"Gang Setiabudhi No. 4
Banjar, Jawa Barat 00280",+62 (0913) 842 0723,0,0,0,0,0,0,0,0,0,0,0,0,53413500,36,10,54,0.23,0,46546050,TRUE,Full-time,42,0,17,0.45,94862376,Retail Management,D,0,1295,2,2,0,0,Secara Langsung,Pagi - Sore,Akhir Bulan,Langsung,0,328,sedang
7.24776E+15,"Jamal Andriani, S.Kom",perempuan,"Sulawesi Tenggara, 20-08-1979",44,83765,5,9,"Gg. Suryakencana No. 78
Jambi, Bali 83765",+62 (610) 002-3473,0,0,0,0,0,0,0,0,0,0,0,0,61044000,60,9,9,0.2359,0,23807160,FALSE,Employed,8,0,7,0.56,91962786,Laborer,C,0,248,5,2,0,0,Telepon,Malam - Pagi,Awal Bulan,M-Banking,0,409,sulit
6.09341E+15,"H. Galiono Samosir, M.M.",laki-laki,"Kalimantan Timur, 08-09-1996",27,15061,4,3,"Gang Cihampelas No. 683
Kupang, KR 15061",+62 (082) 057-4110,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,14,12,0.1029,1,57228750,FALSE,Full-time,101,0,7,0.11,40701087,Sales - Commission,A,0,646,2,0,0,0,Telepon,Pagi - Sore,Awal Bulan,e-Money,0,248,mudah
3.75592E+15,Belinda Andriani,laki-laki,"Gorontalo, 24-01-1980",43,78033,14,6,"Jl. Pasteur No. 36
Serang, ST 78033",+62-78-929-2059,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,30,17,0.3099,1,68674500,FALSE,Employed,49,1,5,0.14,62035965,Analyst,E,0,177,0,2,0,0,WA,Malam - Pagi,Akhir Bulan,ATM,0,402,sulit
2.0019E+15,Tedi Zulkarnain,laki-laki,"Sumatera Utara, 09-01-1974",49,35322,19,15,"Gg. Ronggowarsito No. 934
Tegal, PA 35322",+62 (07) 847-7856,0,0,0,0,0,0,0,0,0,0,0,0,129718500,36,6,7,0.35,0,139892500,TRUE,Full-time,70,0,24,0.11,5860224,Realtor,E,0,2112,2,3,1,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,442,sulit
6.64883E+15,Aurora Mandala,laki-laki,"Sumatera Utara, 22-08-1982",41,56484,17,12,"Gg. Raya Ujungberung No. 75
Mataram, JT 56484",+62 (0400) 369-9033,0,0,0,0,0,0,0,0,0,0,0,0,53413500,36,7,8,0.1699,0,31793749.99,FALSE,Full-time,23,0,7,0.14,4608822,Other,C,0,935,3,3,0,0,SMS,Pagi - Sore,Awal Bulan,M-Banking,0,306,sedang
4.22693E+15,Kani Haryanto,perempuan,"Sulawesi Barat, 16-10-1998",25,52758,13,12,"Jl. Laswi No. 848
Mojokerto, Jambi 52758",+62 (066) 403 2898,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,25,20,0.21,0,69946249.99,TRUE,Full-time,14,0,8,0.24,93549930,Accountant/CPA,D,0,341,2,5,0,0,WA,Malam - Pagi,Akhir Bulan,Langsung,0,283,sedang
8.85137E+15,drg. Yosef Puspita,laki-laki,"Sulawesi Barat, 18-04-1982",41,38555,4,4,"Jl. Jakarta No. 672
Kota Administrasi Jakarta Timur, Papua Barat 38555",+62 (0373) 406-3900,0,0,0,0,0,0,0,0,0,0,0,0,22891500,36,14,7,0.2,1,39424249.99,FALSE,Full-time,76,0,21,0.34,11399967,Clerical,E,0,1866,2,0,0,0,WA,Pagi - Sore,Awal Bulan,ATM,0,343,sedang
7.99326E+15,Heryanto Budiyanto,perempuan,"Aceh, 26-06-1984",39,13994,11,9,"Gang W.R. Supratman No. 9
Solok, BE 13994",+62-293-720-9489,0,0,0,0,0,0,0,0,0,0,0,0,48835200,36,6,6,0.2199,0,57228750,FALSE,Employed,41,0,7,0.14,22479453,Engineer - Mechanical,D,0,960,4,5,0,0,WA,Pagi - Sore,Awal Bulan,ATM,0,339,sedang
6.34586E+15,dr. Gambira Tamba,laki-laki,"Sulawesi Tengah, 12-02-1991",32,30150,12,3,"Gg. Dr. Djunjunan No. 29
Pasuruan, BB 30150",+62 (017) 339-8029,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,15,40,0.3125,0,31793749.99,FALSE,Full-time,36,0,11,0.57,159996324,Sales - Retail,HR,0,627,0,1,0,0,WA,Malam - Pagi,Awal Bulan,ATM,0,392,sulit
5.63226E+15,Asirwanda Pradipta,laki-laki,"Jawa Barat, 11-01-1987",36,59835,16,12,"Jalan Gardujati No. 0
Cimahi, Kalimantan Tengah 59835",+62-54-558-7028,0,0,0,0,0,0,0,0,0,0,0,0,61044000,60,15,7,0.3097,0,57101575.01,TRUE,Employed,112,0,7,0.34,235874016,Executive,E,0,130,4,2,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,390,sulit
3.44338E+15,"R.M. Wardi Haryanti, S.E.I",laki-laki,"Jambi, 04-04-1998",25,71534,15,14,"Jalan Jayawijaya No. 8
Samarinda, KB 71534",+62 (16) 165 2115,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,11,35,0.1774,1,59966827.76,FALSE,Employed,64,0,1,0.12,9400776,Other,C,0,389,1,1,0,3,WA,Pagi - Sore,Akhir Bulan,M-Banking,0,307,sedang
5.04922E+15,Sutan Luluh Kusmawati,laki-laki,"Papua, 08-12-1969",54,59187,5,13,"Gg. Abdul Muis No. 818
Tangerang, Kalimantan Tengah 59187",+62 (595) 145-1786,0,0,0,0,0,0,0,0,0,0,0,0,137349000,60,19,7,0.2443,0,30522000,TRUE,Employed,8,0,5,0.59,1463560422,Professional,C,0,321,2,2,1,0,WA,Pagi - Sore,Awal Bulan,ATM,0,416,sulit
3.57328E+15,"Cut Fitria Yuliarti, M.Kom.",laki-laki,"Sumatera Selatan, 25-01-1964",59,54778,15,13,"Jalan Antapani Lama No. 34
Tebingtinggi, SU 54778",+62 (681) 689-8637,0,0,0,0,0,0,0,0,0,0,0,0,192288600,36,24,16,0.1875,2,184335075.5,TRUE,Full-time,78,0,13,0.13,0,Executive,E,0,1686,2,1,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,357,sedang
9.78645E+15,"Dalima Suryono, S.Psi",laki-laki,"Nusa Tenggara Barat, 24-04-1981",42,25650,17,20,"Gg. Antapani Lama No. 449
Kota Administrasi Jakarta Barat, DI Yogyakarta 25650",+62-734-027-9687,0,0,0,0,0,0,0,0,0,0,0,0,83935500,36,9,6,0.234,0,36880750.01,FALSE,Self-employed,77,0,11,0.39,12437715,Other,E,0,1995,2,2,0,0,WA,Malam - Pagi,Awal Bulan,Langsung,0,407,sulit
7.16981E+15,"Eva Farida, S.T.",perempuan,"Maluku Utara, 28-05-1987",36,92754,14,11,"Jalan W.R. Supratman No. 83
Langsa, Bali 92754",+62-78-852-4362,0,0,0,0,0,0,0,0,0,0,0,0,68674500,36,14,52,0.3099,1,50869999.99,TRUE,Retired,68,0,11,0.54,245869971,Other,E,0,487,4,2,0,0,Secara Langsung,Pagi - Sore,Awal Bulan,e-Money,0,393,sulit
6.79465E+15,"Jamalia Hartati, M.Farm",laki-laki,"Kalimantan Selatan, 07-03-1980",43,8413,19,15,"Gang Cihampelas No. 359
Ambon, MA 08413",+62 (0412) 481 9506,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,19,8,0.29,0,14180012.51,FALSE,Part-time,184,0,11,0.88,17092320,Medical Technician,E,0,1836,1,5,0,0,Telepon,Siang - Malam,Awal Bulan,ATM,0,459,sulit
3.70179E+15,Vinsen Haryanto,perempuan,"Gorontalo, 12-06-1996",27,95000,2,20,"Jl. M.H Thamrin No. 3
Tebingtinggi, SS 95000",+62 (075) 683-7269,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,11,14,0.3125,0,163419875,TRUE,Employed,69,0,26,0.18,1795548216,Professional,HR,0,121,2,1,0,0,Secara Langsung,Pagi - Sore,Awal Bulan,ATM,0,293,sedang
8.543E+15,"Drs. Balijan Gunawan, S.Psi",perempuan,"Jawa Tengah, 13-03-1967",56,55270,16,11,"Jl. Cikutra Timur No. 833
Pekanbaru, Nusa Tenggara Barat 55270",+62-61-643-1805,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,8,11,0.2195,0,59021917.5,TRUE,Full-time,85,0,10,0.39,420928902,Accountant/CPA,E,0,506,0,1,0,2,WA,Siang - Malam,Awal Bulan,M-Banking,0,275,mudah
9.54804E+15,Cahyono Fujiati,perempuan,"Riau, 08-04-1989",34,83541,19,15,"Gg. Jakarta No. 24
Pekanbaru, RI 83541",+62 (086) 134-0063,0,0,0,0,0,0,0,0,0,0,0,0,183132000,36,12,64,0.2287,0,82663750.01,FALSE,Employed,5,0,3,0.31,334109073,Accountant/CPA,D,0,497,1,0,0,0,WA,Pagi - Sore,Akhir Bulan,M-Banking,0,393,sulit
8.68297E+15,Jessica Purwanti,laki-laki,"Kalimantan Selatan, 02-08-1968",55,66467,11,8,"Gang Kiaracondong No. 744
Bogor, AC 66467",+62 (51) 393 0674,0,0,0,0,0,0,0,0,0,0,0,0,30522000,36,9,34,0.2899,9,48326500.01,TRUE,Full-time,203,0,8,0.12,76625481,Other,E,0,874,5,0,0,0,WA,Pagi - Sore,Awal Bulan,Langsung,0,337,sedang
9.08686E+15,Warta Palastri,laki-laki,"Sumatera Utara, 28-09-1973",50,14102,17,4,"Gg. Jayawijaya No. 95
Metro, JK 14102",+62 (059) 051 9965,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,13,13,0.2775,0,76305000,FALSE,Full-time,330,0,5,0.25,266655453,Other,D,0,216,3,2,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,343,sedang
9.30876E+15,Banawa Ardianto,laki-laki,"Bali, 19-11-1972",51,92453,19,16,"Jalan Ahmad Yani No. 815
Sabang, PB 92453",+62 (610) 261-0798,0,0,0,0,0,0,0,0,0,0,0,0,152610000,60,12,11,0.1845,0,104283500,TRUE,Employed,74,0,8,0.25,106765956,Executive,B,0,517,2,5,0,0,WA,Pagi - Sore,Akhir Bulan,M-Banking,0,366,sedang
2.59078E+15,Luis Kuswandari,laki-laki,"Maluku Utara, 29-03-1969",54,28021,4,1,"Jl. KH Amin Jasuta No. 161
Bontang, DKI Jakarta 28021",+62-573-040-6013,0,0,0,0,0,0,0,0,0,0,0,0,228915000,60,10,7,0.1699,0,100468250,TRUE,Employed,69,0,12,0.15,55244820,Accountant/CPA,B,0,166,0,3,0,0,Telepon,Malam - Pagi,Awal Bulan,M-Banking,0,358,sedang
7.53907E+15,T. Eluh Laksita,perempuan,"Sumatera Selatan, 04-05-1981",42,79139,14,2,"Jalan Ahmad Yani No. 632
Makassar, SS 79139",+62 (151) 590-5142,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,13,40,0.1899,0,50997175.01,FALSE,Full-time,40,0,2,0.22,4685127,Other,C,0,663,2,4,2,0,WA,Siang - Malam,Akhir Bulan,Langsung,0,364,sedang
5.47743E+15,"Dr. Lasmono Uyainah, S.Sos",perempuan,"Papua Barat, 17-06-1984",39,93223,1,15,"Gg. Kendalsari No. 1
Salatiga, BE 93223",+62-089-471-5642,0,0,0,0,0,0,0,0,0,0,0,0,180079800,36,26,1,0.17,1,99196500,TRUE,Full-time,73,0,28,0.19,77800578,Teacher,E,0,1658,0,3,1,0,Telepon,Pagi - Sore,Awal Bulan,ATM,0,354,sedang
3.00338E+15,Mahesa Prakasa,perempuan,"Kalimantan Tengah, 07-03-1973",50,42756,11,14,"Gg. Suryakencana No. 3
Bandar Lampung, SU 42756",+62 (539) 022 3872,0,0,0,0,0,0,0,0,0,0,0,0,33574200,36,11,13,0.349,0,38915550,TRUE,Retired,117,0,12,0.54,1195485696,Other,E,0,429,0,2,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,357,sedang
