debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
"dr. Anita Purwanti, S.Kom",perempuan,27,Sudah menikah,2,SMA,5,8000000,2900000,80000000.0,0.15,52500000,297500000,5,72,4791217.47,93.95,170200000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Kamaria Yuniar,laki-laki,10,Sudah menikah,1,SD,0,4000000,1300000,170000000.0,0.2,70000000,280000000,4,72,4380651.26,162.25,97400000.0,Sangat Lemah,Menengah,Sangat Beresiko,kredit usaha,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Wira Utami,laki-laki,33,Sudah menikah,5,SD,6,14000000,8100000,170000000.0,0.3,150000000,350000000,10,120,4625275.79,78.39,261800000.0,Kuat,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Gamblang Firgantoro,laki-laki,28,Cerai Mati,3,D3,5,7500000,3800000,430000000.0,0.2,16000000,64000000,8,48,1562427.03,42.23,182400000.0,Cukup,Tinggi,Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 8% dengan cicilan selama 48 bulan"
R.A. Lalita Situmorang,laki-laki,36,Belum menikah,0,S2,5,25000000,7700000,190000000.0,0.15,450000,2550000,9,72,45965.12,0.27,531600000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
"Cut Mila Oktaviani, S.IP",laki-laki,40,Sudah menikah,1,SMA,8,5500000,1900000,150000000.0,0.2,16000000,64000000,5,48,1473874.79,40.94,132200000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1100,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
Cindy Yuliarti,perempuan,45,Sudah menikah,1,D4,3,6500000,2200000,100000000.0,0.25,125000000,375000000,11,120,5165625.42,120.13,142600000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
"Drs. Kani Permadi, S.Pt",laki-laki,40,Sudah menikah,3,S1,6,33000000,9900000,420000000.0,0.2,600000,2400000,3,72,36464.82,0.16,721200000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Vanesa Nuraini,perempuan,45,Belum menikah,0,SMA,6,10500000,5000000,250000000.0,0.2,600000,2400000,7,72,40917.62,0.74,223000000.0,Cukup,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
Dr. Suci Hutapea,perempuan,27,Sudah menikah,5,S1,3,11500000,3600000,130000000.0,0.2,60000000,240000000,7,48,5747098.72,72.75,248800000.0,Cukup,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 7% dengan cicilan selama 48 bulan"
Irsad Kuswandari,laki-laki,44,Cerai Hidup,2,S2,3,15500000,4200000,450000000.0,0.2,60000000,240000000,5,48,5527030.46,48.91,369600000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
Kuncara Maheswara,laki-laki,18,Belum menikah,0,SMP,0,5500000,3200000,210000000.0,0.25,125000000,375000000,8,120,4549784.79,197.82,114600000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Latika Rajata,laki-laki,29,Belum menikah,0,D4,1,9000000,2600000,660000000.0,0.2,70000000,280000000,4,72,4380651.26,68.45,251800000.0,Kuat,Sangat Tinggi,Beresiko,kredit usaha,1050,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
"Mutia Nababan, M.Ak",perempuan,29,Belum menikah,0,SMA,6,8000000,4600000,290000000.0,0.2,70000000,280000000,9,72,5047150.41,148.45,171800000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
R. Humaira Riyanti,laki-laki,31,Sudah menikah,1,S1,1,19000000,6600000,610000000.0,0.3,150000000,350000000,9,120,4433652.08,35.76,438800000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,1000,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Nadine Hariyah,perempuan,37,Belum menikah,0,S1,2,15500000,7200000,180000000.0,0.25,125000000,375000000,9,120,4750341.52,57.23,305600000.0,Kuat,Menengah,Beresiko,kredit properti,1600,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
"Dr. Wirda Aryani, S.Kom",perempuan,44,Sudah menikah,5,SMA,6,6000000,2500000,110000000.0,0.15,52500000,297500000,4,72,4654441.96,132.98,131000000.0,Lemah,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Hilda Megantara,laki-laki,31,Belum menikah,0,D3,5,8000000,2700000,140000000.0,0.2,16000000,64000000,11,48,1654113.45,31.21,178600000.0,Cukup,Menengah,Baik,kredit kendaraan bermotor,600,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 11% dengan cicilan selama 48 bulan"
Calista Suartini,perempuan,45,Belum menikah,0,SMA,3,5500000,1900000,120000000.0,0.2,16000000,64000000,10,48,1623205.34,45.09,124200000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
"Cut Cornelia Ramadan, S.Farm",laki-laki,31,Sudah menikah,1,SMA,3,4000000,1400000,80000000.0,0.3,150000000,350000000,12,120,5021483.19,193.13,90200000.0,Sangat Lemah,Rendah,Sangat Beresiko,kredit properti,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
Zulaikha Usamah,perempuan,18,Belum menikah,0,SD,0,5500000,2900000,150000000.0,0.3,150000000,350000000,9,120,4433652.08,170.53,112200000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
"Drs. Wira Maheswara, S.Psi",laki-laki,40,Belum menikah,0,S1,4,9000000,5300000,520000000.0,0.25,125000000,375000000,6,120,4163268.82,112.52,208400000.0,Cukup,Sangat Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
"dr. Cemplunk Wahyuni, S.Gz",perempuan,22,Sudah menikah,1,D3,0,17000000,6100000,90000000.0,0.35,175000000,325000000,8,120,3943146.82,36.18,343800000.0,Kuat,Menengah,Netral,kredit properti,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Irma Mansur,perempuan,21,Belum menikah,0,SMA,1,3000000,1500000,260000000.0,0.3,150000000,350000000,7,120,4063796.77,270.92,81000000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
R. Adinata Anggraini,perempuan,27,Sudah menikah,3,D4,3,17500000,10400000,720000000.0,0.2,60000000,240000000,5,48,5527030.46,77.85,370200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
"Ir. Elma Pangestu, M.Kom.",laki-laki,29,Belum menikah,0,D4,4,9000000,4700000,210000000.0,0.2,70000000,280000000,4,72,4380651.26,101.88,184600000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Lintang Prasetyo,laki-laki,32,Belum menikah,0,SMA,4,9000000,3400000,280000000.0,0.2,70000000,280000000,8,72,4909307.37,87.67,207200000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
Cemeti Sitorus,laki-laki,29,Sudah menikah,4,SMA,5,8500000,1800000,280000000.0,0.2,16000000,64000000,4,48,1445059.5,21.57,215400000.0,Cukup,Tinggi,Baik,kredit kendaraan bermotor,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Cinta Pangestu,laki-laki,37,Cerai Mati,1,SMA,3,5000000,1000000,100000000.0,0.3,150000000,350000000,12,120,5021483.19,125.54,121000000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
Virman Adriansyah,perempuan,35,Sudah menikah,3,D3,6,7500000,4100000,160000000.0,0.25,125000000,375000000,11,120,5165625.42,151.93,152800000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
"Banawa Uyainah, M.TI.",laki-laki,27,Cerai Mati,0,D3,4,4000000,1300000,160000000.0,0.2,16000000,64000000,4,48,1445059.5,53.52,100400000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Rachel Farida,perempuan,49,Belum menikah,0,S2,0,13000000,6200000,300000000.0,0.15,450000,2550000,8,72,44709.76,0.66,267600000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
Ulva Palastri,perempuan,37,Sudah menikah,2,SMA,7,5000000,1500000,210000000.0,0.2,16000000,64000000,4,48,1445059.5,41.29,130000000.0,Lemah,Tinggi,Beresiko,kredit kendaraan bermotor,850,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Tgk. Elon Mandasari,perempuan,23,Belum menikah,0,S1,0,10000000,5100000,380000000.0,0.2,60000000,240000000,6,48,5636406.97,115.03,216800000.0,Cukup,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 6% dengan cicilan selama 48 bulan"
Jessica Winarno,laki-laki,33,Sudah menikah,5,SMA,4,7500000,3000000,280000000.0,0.3,150000000,350000000,9,120,4433652.08,98.53,176000000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Purwa Pudjiastuti,laki-laki,37,Sudah menikah,2,SMP,3,3000000,1200000,270000000.0,0.2,16000000,64000000,9,48,1592642.71,88.48,87600000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2250,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 9% dengan cicilan selama 48 bulan"
Devi Wibowo,perempuan,28,Sudah menikah,3,D4,4,23000000,11300000,320000000.0,0.3,240000000,560000000,6,120,6217148.11,53.14,452400000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Najam Kuswoyo,perempuan,26,Cerai Mati,0,SMP,4,9000000,4500000,280000000.0,0.15,52500000,297500000,3,72,4520118.56,100.45,194000000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Drs. Wani Wahyudin,perempuan,17,Sudah menikah,3,SMA,0,3000000,1000000,250000000.0,0.25,125000000,375000000,6,120,4163268.82,208.16,85000000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Ir. Ayu Novitasari,laki-laki,24,Belum menikah,0,S1,0,10500000,6300000,580000000.0,0.2,60000000,240000000,4,48,5418973.11,129.02,234400000.0,Cukup,Sangat Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
"Radika Kusmawati, S.E.I",laki-laki,47,Cerai Hidup,2,SMA,0,5000000,1500000,180000000.0,0.2,16000000,64000000,10,48,1623205.34,46.38,120000000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1350,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
"Drs. Rusman Winarno, M.Kom.",laki-laki,39,Belum menikah,0,S2,3,19000000,8400000,590000000.0,0.25,75000000,225000000,7,48,5387905.05,50.83,417200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 7% dengan cicilan selama 48 bulan"
"dr. Warsa Mayasari, M.Pd",perempuan,25,Belum menikah,0,S1,1,14500000,4900000,180000000.0,0.25,125000000,375000000,11,120,5165625.42,53.81,308200000.0,Kuat,Menengah,Beresiko,kredit properti,1600,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
"Dt. Dasa Hutapea, S.I.Kom",laki-laki,20,Sudah menikah,5,D3,0,10000000,3900000,350000000.0,0.2,600000,2400000,10,72,44462.01,0.73,228200000.0,Cukup,Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Mila Riyanti,perempuan,29,Belum menikah,0,SMA,7,8500000,3800000,290000000.0,0.2,70000000,280000000,7,72,4773721.81,101.57,194400000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
Rizki Utami,perempuan,42,Sudah menikah,2,D4,3,8000000,4500000,280000000.0,0.3,150000000,350000000,9,120,4433652.08,126.68,169000000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Patricia Nasyiah,laki-laki,37,Sudah menikah,5,D4,10,38500000,19100000,110000000.0,0.25,200000000,600000000,7,120,6966508.75,35.91,715800000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Maya Narpati,laki-laki,12,Belum menikah,0,SMA,0,4000000,2000000,80000000.0,0.2,70000000,280000000,5,72,4509381.15,225.47,80000000.0,Sangat Lemah,Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Koko Maheswara,perempuan,31,Sudah menikah,5,SMA,6,11500000,5800000,80000000.0,0.2,60000000,240000000,9,48,5972410.17,104.78,220400000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 9% dengan cicilan selama 48 bulan"
Saadat Winarno,perempuan,30,Sudah menikah,1,D4,2,19000000,4900000,380000000.0,0.2,60000000,240000000,4,48,5418973.11,38.43,437200000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,1000,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Shakila Manullang,perempuan,41,Sudah menikah,4,D3,10,7000000,3600000,300000000.0,0.2,16000000,64000000,10,48,1623205.34,47.74,164800000.0,Cukup,Tinggi,Beresiko,kredit kendaraan bermotor,850,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
Nurul Kusmawati,laki-laki,47,Belum menikah,0,S1,4,15500000,8700000,250000000.0,0.25,750000,2250000,4,72,35201.66,0.52,296600000.0,Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
"Mutia Marbun, M.Pd",perempuan,45,Sudah menikah,1,S2,5,26500000,6400000,220000000.0,0.2,100000000,400000000,4,72,6258073.23,31.13,586200000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Silvia Palastri,laki-laki,46,Sudah menikah,3,S1,8,33000000,7900000,650000000.0,0.3,240000000,560000000,10,120,7400441.27,29.48,770200000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Carla Sinaga,laki-laki,61,Sudah menikah,1,SD,4,5500000,2900000,80000000.0,0.2,16000000,64000000,12,48,1685365.47,64.82,109200000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2250,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 12% dengan cicilan selama 48 bulan"
"Tgk. Intan Maryadi, S.E.",laki-laki,40,Belum menikah,0,SMA,6,6000000,1400000,170000000.0,0.25,125000000,375000000,8,120,4549784.79,98.91,150200000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"KH. Cengkir Suryatmi, M.Farm",laki-laki,21,Sudah menikah,1,SMA,1,3500000,2000000,200000000.0,0.15,52500000,297500000,5,72,4791217.47,319.41,81000000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
"Ir. Banawi Siregar, M.Kom.",perempuan,35,Sudah menikah,3,SMA,5,4500000,2300000,260000000.0,0.2,16000000,64000000,12,48,1685365.47,76.61,111400000.0,Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,2000,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 12% dengan cicilan selama 48 bulan"
"Leo Utama, S.IP",perempuan,35,Sudah menikah,5,SMA,6,13000000,3000000,270000000.0,0.25,125000000,375000000,9,120,4750341.52,47.5,309000000.0,Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
"Perkasa Salahudin, M.M.",laki-laki,47,Belum menikah,0,SMA,2,4000000,2100000,260000000.0,0.2,16000000,64000000,4,48,1445059.5,76.06,98800000.0,Sangat Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,2100,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Karta Saragih,perempuan,30,Sudah menikah,3,SMA,4,8500000,4400000,280000000.0,0.25,125000000,375000000,12,120,5380160.57,131.22,183200000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
"dr. Rafi Mulyani, M.Farm",perempuan,39,Belum menikah,0,SMA,7,11000000,5400000,210000000.0,0.2,60000000,240000000,4,48,5418973.11,96.77,227200000.0,Cukup,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Chelsea Sinaga,laki-laki,38,Sudah menikah,1,SMA,3,4500000,2100000,170000000.0,0.2,16000000,64000000,10,48,1623205.34,67.63,102800000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
Dalimin Firmansyah,perempuan,34,Sudah menikah,4,D4,6,17500000,5200000,660000000.0,0.2,60000000,240000000,8,48,5859101.36,47.63,429600000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,850,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 8% dengan cicilan selama 48 bulan"
Carla Ardianto,laki-laki,30,Sudah menikah,5,D4,3,9500000,3200000,270000000.0,0.3,150000000,350000000,12,120,5021483.19,79.71,219600000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
