debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_company,debtor_number,debtor_id,debtor_age,debtor_occupation,monthly_income,debt,dti,monthly_expenses,net_income,asset_value,previous_credit_monthly_income,financial_changes,business_conditions,credit_score,amount_of_late_days,credit_goals,collateral,interest_rate,number_of_dependents,old_tenor,old_collateral,fee_installments,ltv,remaining_loan,arrear_amount,monthly_income_family,monthly_expense_family,family_health,asset_value_family,old_monthly_payments,tenor,monthly_payments,loan_amount
8167653463959991,Jayadi Usamah,laki-laki,"Riau, 16-12-1986","Jl. Peta No. 80
Tasikmalaya, KT 24271",24271,10,3,Belum menikah,Perum Jailani,+62 (41) 517-6966,2225764009612173,18,Buruh,14500000,4916666.666666667,0.339080459770115,1800000,12700000,66000000,65400000,-50900000,34,657,80,Lainnya,28800000,7.288135593220339,3,30,36800000,440000,0.8749491869918699,41400000,2,9500000,4300000,Sehat,6700000,2052660.4519774008,116,530860.4617182934,57396666.66666666
6096341524902126,"Yunita Tarihoran, S.Psi",perempuan,"Sulawesi Barat, 30-07-1992","Gang Dipenogoro No. 626
Tebingtinggi, JT 27216",27216,1,20,Cerai hidup,PT Agustina Utama,+62 (083) 181-7011,3538117588312618,60,Pegawai Negeri,40000000,4358333.333333333,0.1089583333333333,15700000,24300000,31300000,50500000,-10500000,-66,581,212,Properti pribadi,3900000,1.271186440677966,0,45,8600000,870000,1.1486666666666665,7200000,1,33000000,36700000,Tidak sehat,32100000,323130.1004394225,60,242347.57532956684,14358333.333333332
8400393093751446,"Ina Hasanah, S.Ked",perempuan,"Jawa Tengah, 18-05-1993","Jalan R.E Martadinata No. 66
Tomohon, GO 97389",97389,12,2,Belum menikah,CV Mulyani Sudiati,+62-0530-044-8183,180094426643230,32,Pengusaha,67400000,5125000.0,0.0760385756676557,2000000,65400000,66000000,54400000,13000000,-7,387,191,Investasi,37200000,8.389830508474576,4,42,13500000,600000,0.901084812623274,45500000,2,61600000,1800000,Sehat,91900000,1178997.4778046813,141,351190.7380694795,45685000.0
5289504684852662,Wasis Rahimah,laki-laki,"Jawa Timur, 23-10-1966","Jalan Jamika No. 6
Padang Sidempuan, Bali 85112",85112,10,6,Belum menikah,CV Utami Tbk,+62 (148) 216-8117,6508065705555263,35,Pengusaha,19900000,3783333.3333333335,0.1901172529313232,5300000,14600000,8400000,3300000,16600000,69,534,25,Bisnis,700000,1.9491525423728813,0,18,6700000,150000,1.3112612612612613,1500000,1,52600000,17700000,Tidak sehat,18600000,549581.450094162,41,241279.6610169492,9703333.333333334
7551189833657382,R. Mala Nasyiah,laki-laki,"Banten, 10-10-1982","Jl. Laswi No. 40
Dumai, JK 93138",93138,3,12,Cerai hidup,UD Nasyiah Tbk,+62-095-503-5570,4322533975205491403,57,Pegawai Swasta,88200000,908333.3333333334,0.0102985638699924,75500000,12700000,10900000,18200000,70000000,39,755,285,Bisnis,400000,4.745762711864408,4,45,8300000,800000,0.9044061302681992,500000,2,10600000,11400000,Tidak sehat,52100000,183149.90583804142,101,81601.44319516697,7868333.333333333
3822183768860073,Farah Hastuti,laki-laki,"Papua Barat, 18-04-1987","Gg. Pasteur No. 8
Makassar, SR 20705",20705,16,4,Menikah,UD Waluyo (Persero) Tbk,+62 (80) 013-1198,3512984888652666,45,Professional,8900000,2325000.0,0.2612359550561798,7500000,1400000,43400000,51400000,-42500000,7,542,239,Properti pribadi,2100000,0.0,0,57,38200000,310000,0.8576923076923076,3700000,4,3400000,3300000,Tidak sehat,2800000,606403.5087719298,57,606403.5087719298,34565000.0
1815870616672827,"Daryani Suwarno, S.Ked",perempuan,"Bengkulu, 12-07-1970","Jalan Rajawali Timur No. 8
Tangerang Selatan, Kalimantan Barat 40794",40794,16,9,Menikah,UD Yulianti Tbk,+62 (008) 168-8616,3581580274549056,36,Pegawai Swasta,42100000,1716666.6666666667,0.0407759303246239,15700000,26400000,41800000,48300000,-6200000,87,798,92,Bisnis,1000000,3.813559322033898,3,57,39500000,990000,0.8423868312757201,24500000,2,94000000,39500000,Tidak sehat,95800000,621363.6138368519,102,347232.60773235845,34116666.666666664
8162903378223062,"Ir. Raditya Ramadan, S.Farm",laki-laki,"Kalimantan Barat, 29-08-1978","Gg. Ir. H. Djuanda No. 9
Batam, Maluku Utara 00996",996,16,7,Cerai hidup,CV Siregar,+62-038-624-2221,342769166393022,27,Pegawai Swasta,98800000,1691666.6666666667,0.0171221322537112,19000000,79800000,73800000,76400000,22400000,96,406,213,Bisnis,30900000,10.169491525423728,3,48,4200000,700000,0.8481956315289649,25500000,2,35400000,5200000,Sehat,58200000,683318.6205273069,168,195233.8915792305,29771666.666666668
3251840828133522,"Asirwada Lestari, S.E.",perempuan,"Maluku Utara, 10-04-1963","Jalan Kebonjati No. 2
Meulaboh, Nusa Tenggara Barat 99888",99888,18,11,Menikah,Perum Saputra Hariyah,+62 (249) 217 8092,4332161518967,53,Pegawai Swasta,83600000,333333.3333333333,0.003987240829346,45000000,38600000,71600000,4100000,79500000,-95,377,175,Lainnya,34700000,9.152542372881356,1,45,20900000,840000,0.8059952038369305,41300000,2,62500000,41300000,Sehat,77900000,1086997.6145637163,153,319705.1807540342,44813333.333333336
1544012962935652,KH. Prakosa Prabowo,perempuan,"Papua Barat, 21-05-1964","Jalan Pasirkoja No. 58
Sibolga, BA 70881",70881,14,15,Menikah,UD Halim,+62-0961-176-2083,4616654149552525,42,Buruh,24600000,6533333.333333333,0.2655826558265582,6100000,18500000,68900000,20200000,4400000,-73,661,307,Lainnya,5700000,4.322033898305085,1,57,59900000,110000,0.8995934959349594,53300000,3,31100000,21800000,Sehat,69000000,1080068.5895529785,108,570036.2000418497,59013333.333333336
7980485290717113,Ana Suartini,perempuan,"Sumatera Utara, 13-12-1964","Gang Pacuan Kuda No. 46
Tangerang, AC 87870",87870,8,16,Cerai hidup,CV Hakim Kusmawati,+62 (88) 877 5937,4314858451371,57,Pegawai Negeri,22000000,4083333.3333333335,0.1856060606060606,2400000,19600000,91200000,8700000,13300000,38,816,225,Bisnis,38600000,10.338983050847457,3,6,48700000,670000,0.8467735777014127,22700000,2,25100000,5600000,Sehat,17800000,13594375.706214689,128,637236.3612288135,73923333.33333333
2953938992302880,"dr. Prabowo Kuswandari, S.E.I",perempuan,"Nusa Tenggara Timur, 25-09-1989","Jl. Pasirkoja No. 514
Kotamobagu, Jambi 42952",42952,14,16,Belum menikah,CV Iswahyudi Prastuti,+62 (56) 488-2610,4617695944584,38,Pegawai Swasta,87400000,1400000.0,0.0160183066361556,75500000,11900000,59900000,43800000,43600000,23,528,55,Bisnis,36400000,0.0,3,18,2600000,20000,0.8358974358974359,22200000,5,61200000,69300000,Sehat,66100000,1811111.111111111,18,1811111.111111111,32600000.0
8107188723447482,Sutan Xanana Mandasari,perempuan,"Kalimantan Utara, 20-03-1984","Gg. Dr. Djunjunan No. 5
Pematangsiantar, MU 65633",65633,10,3,Menikah,UD Rahimah Lazuardi Tbk,+62-040-017-1824,503869268691,33,Pegawai Negeri,22400000,4733333.333333333,0.2113095238095238,16500000,5900000,78700000,7500000,14900000,-65,663,52,Properti pribadi,3200000,3.220338983050848,3,60,48200000,930000,0.892088197146563,4100000,3,18400000,16200000,Tidak sehat,15700000,788832.768361582,98,482958.8377723972,45853333.333333336
2075766544026908,Kala Siregar,laki-laki,"Riau, 21-02-1960","Jalan Indragiri No. 57
Bandar Lampung, DKI Jakarta 20181",20181,4,17,Menikah,PD Nugroho,+62 (0923) 295-1157,38885180635021,23,Pengusaha,20000000,6716666.666666667,0.3358333333333334,16400000,3600000,1300000,5600000,14400000,-42,633,335,Properti pribadi,200000,-0.423728813559322,0,51,1000000,800000,6.397222222222223,2200000,2,71800000,8900000,Tidak sehat,25200000,149885.06702115876,46,166176.9221321543,7676666.666666668
1479015693433990,Cakrabuana Pranowo,laki-laki,"Sumatera Utara, 06-11-1994","Gg. KH Amin Jasuta No. 6
Sawahlunto, SR 83821",83821,13,11,Cerai mati,UD Prayoga Rahimah Tbk,+62-035-299-7770,4617434025612,25,Buruh,36700000,6375000.0,0.1737057220708447,31100000,5600000,98000000,96500000,-59800000,-92,633,40,Properti pribadi,7100000,14.491525423728811,2,3,89000000,770000,0.8663371488033299,29200000,2,29300000,15200000,Tidak sehat,81800000,31773306.497175142,174,547815.6292616404,83255000.0
8063369380018030,Dr. Gaiman Yuliarti,perempuan,"Kalimantan Utara, 12-11-1990","Jl. Gardujati No. 578
Pematangsiantar, SR 37290",37290,10,15,Belum menikah,CV Susanti Pranowo Tbk,+62-0252-073-4217,180040042008464,49,Pengusaha,74500000,6500000.0,0.087248322147651,47000000,27500000,48800000,96200000,-21700000,46,457,330,Lainnya,0,7.711864406779662,2,45,46900000,270000,0.938592750533049,25500000,3,99700000,68100000,Tidak sehat,5600000,1053661.3935969868,136,348637.96111665,44020000.0
2944272253637534,"Ikin Waskita, M.Ak",perempuan,"Jambi, 18-11-1988","Gg. Laswi No. 387
Tasikmalaya, JT 09086",9086,4,9,Menikah,PD Pradipta Lazuardi,+62 (0932) 726-5854,3509508336480217,58,Pengusaha,8800000,3208333.333333333,0.3645833333333333,3500000,5300000,66600000,60700000,-51900000,85,832,147,Properti pribadi,28600000,3.5593220338983054,5,45,34700000,580000,0.850684570826751,9600000,1,11900000,8300000,Tidak sehat,81400000,1239221.5317011927,87,640976.6543282032,53848333.333333336
5206229201484390,Azalea Megantara,perempuan,"Kepulauan Riau, 02-01-2000","Gang Rajawali Barat No. 076
Kupang, BE 02738",2738,10,10,Cerai hidup,UD Winarno Tbk,+62 (034) 964-3243,2264674636197492,43,Pengusaha,62600000,5650000.0,0.0902555910543131,47100000,15500000,44500000,71500000,-8900000,87,708,184,Lainnya,21000000,9.915254237288137,3,3,22000000,900000,0.9313953488372092,28600000,3,1200000,52900000,Sehat,55000000,14673686.440677965,120,366842.1610169492,40050000.0
4002153923876529,Carla Tamba,laki-laki,"Kalimantan Timur, 28-08-1991","Gg. Pasirkoja No. 787
Gorontalo, Jambi 22947",22947,4,19,Belum menikah,CV Hassanah,+62-49-682-5364,180092855081682,25,Pengusaha,64600000,1425000.0,0.0220588235294117,31000000,33600000,84200000,78800000,-14200000,-64,738,32,Properti pribadi,16100000,9.322033898305085,0,51,43100000,750000,0.824070945945946,36100000,2,19700000,37300000,Sehat,5400000,1045740.2791625124,161,331259.3430887462,48785000.0
8322190733165573,"Melinda Napitupulu, M.Pd",laki-laki,"Maluku, 26-02-2000","Gg. Rawamangun No. 067
Metro, Nusa Tenggara Barat 88294",88294,11,5,Cerai hidup,UD Suwarno,+62 (040) 195-0293,502021636951,60,Pegawai Negeri,19000000,2216666.6666666665,0.1166666666666666,2300000,16700000,55300000,81400000,-62400000,5,682,348,Lainnya,35500000,3.305084745762712,3,33,6100000,530000,0.8532852564102563,13700000,2,48700000,3500000,Tidak sehat,50400000,1111207.9267248758,72,509303.6330822347,35496666.666666664
1874559962072915,Dr. Karimah Wijayanti,perempuan,"Jawa Timur, 13-11-1962","Jalan Dipenogoro No. 358
Kota Administrasi Jakarta Utara, PB 62651",62651,1,11,Cerai mati,CV Nurdiyanti Tbk,+62-026-399-6542,6011420798160556,53,Professional,4700000,1516666.6666666667,0.3226950354609929,2300000,2400000,89000000,88400000,-83700000,78,581,32,Lainnya,6800000,2.88135593220339,1,6,15300000,920000,0.8686274509803922,3300000,3,1600000,1000000,Sehat,52400000,3291631.8267419967,40,493744.7740112995,19196666.666666668
4472777583030748,Ilsa Pratiwi,perempuan,"Lampung, 09-07-1996","Gg. Cikutra Barat No. 7
Bau-Bau, Sulawesi Selatan 37769",37769,19,16,Belum menikah,PT Hidayanto Tbk,+62-0880-589-7254,4507162638016100712,36,Pegawai Swasta,70100000,7766666.666666667,0.110794103661436,34800000,35300000,92700000,90900000,-20800000,-62,778,37,Investasi,29100000,13.47457627118644,2,15,47100000,290000,0.9019247594050744,21000000,3,58600000,14300000,Sehat,55900000,5199152.919020716,174,448202.8378466135,68726666.66666667
4633096673216788,R.M. Manah Uwais,perempuan,"Maluku Utara, 05-02-1970","Gang Veteran No. 8
Bekasi, Papua Barat 67664",67664,8,18,Cerai mati,PD Latupono (Persero) Tbk,+62 (184) 099 8603,30110155562987,49,Pegawai Negeri,42400000,391666.6666666667,0.0092374213836477,29700000,12700000,32400000,70900000,-28500000,-69,387,188,Lainnya,5700000,0.0,1,60,26700000,950000,0.8120884773662552,11300000,6,14900000,33000000,Tidak sehat,9200000,438527.7777777778,60,438527.7777777778,26311666.666666668
4508909552424707,"drg. Rini Hardiansyah, S.Farm",perempuan,"Maluku, 19-04-1979","Jl. Moch. Ramdan No. 375
Batu, Sulawesi Barat 57630",57630,15,4,Cerai mati,PD Nababan,+62 (57) 387 8171,4107306741272020,19,Buruh,19300000,3350000.0,0.1735751295336787,5900000,13400000,58000000,85200000,-65900000,61,387,56,Bisnis,52100000,4.576271186440678,0,54,3000000,470000,0.8607985480943738,5900000,2,17100000,6700000,Sehat,95400000,918528.2485875706,108,459264.1242937853,47430000.0
1705987584229339,Jinawi Pertiwi,perempuan,"Gorontalo, 23-09-1986","Jalan Waringin No. 766
Gorontalo, JB 86427",86427,13,3,Cerai hidup,UD Sihotang Susanti,+62 (796) 963 7612,4473724995802282,38,Pegawai Negeri,41300000,3966666.6666666665,0.096045197740113,1800000,39500000,50900000,43900000,-2600000,-53,328,219,Investasi,10200000,4.152542372881356,5,60,37200000,270000,0.8836849507735584,4500000,2,19400000,10900000,Sehat,10600000,727100.4708097928,109,400238.7912714456,41886666.66666666
1986264583051548,Wira Rajata,perempuan,"Kalimantan Tengah, 05-06-1989","Gang Abdul Muis No. 4
Kediri, Sulawesi Selatan 12733",12733,11,5,Menikah,PD Wastuti Mangunsong,+62 (179) 087-2016,6573758600440975,52,Pengusaha,37300000,1333333.3333333333,0.0357462019660411,25000000,12300000,48800000,46400000,-9100000,-47,774,161,Lainnya,1500000,5.169491525423728,0,33,44500000,720000,0.8289855072463769,15700000,1,39700000,18400000,Tidak sehat,83800000,1215291.902071563,94,426645.0294506552,38133333.333333336
7173172013785962,Harjo Rajasa,perempuan,"Bengkulu, 23-03-1977","Jalan Kapten Muslihat No. 143
Banjarbaru, Jawa Timur 18723",18723,3,16,Cerai mati,PD Sihombing,+62-086-867-0755,4625344232368,59,Buruh,30000000,6000000.0,0.2,3000000,27000000,51700000,13100000,16900000,30,754,34,Lainnya,0,4.152542372881356,3,45,51700000,940000,0.91605415860735,28400000,2,36900000,7500000,Sehat,86300000,1096147.645951036,94,524751.5326361342,47360000.0
8065487790495752,Drs. Diah Mayasari,laki-laki,"Jambi, 08-12-1977","Jalan Veteran No. 66
Tanjungpinang, SU 69918",69918,17,15,Belum menikah,Perum Puspasari Yuniar (Persero) Tbk,+62 (72) 678-2815,6011103688861539,30,Pegawai Negeri,28800000,3641666.6666666665,0.1264467592592592,16500000,12300000,34400000,74800000,-46000000,-1,436,273,Bisnis,100000,6.101694915254238,1,21,33700000,460000,0.907741617357002,500000,3,29900000,20500000,Sehat,41000000,1550179.4457896152,93,350040.52001700987,30681666.666666664
4242571608429137,Uchita Samosir,perempuan,"Maluku Utara, 06-10-2000","Gg. Pasir Koja No. 78
Padang, YO 64525",64525,8,9,Cerai mati,PD Wulandari,+62-73-067-5338,3528859096823071,52,Pegawai Swasta,53600000,7916666.666666667,0.1476990049751244,37200000,16400000,83900000,35500000,18100000,28,553,241,Lainnya,14900000,7.627118644067796,1,60,63600000,270000,0.9008492569002124,69900000,3,52100000,27300000,Sehat,29300000,1268505.1789077213,150,507402.0715630885,70716666.66666667
1809789466815426,Yoga Hartati,perempuan,"Maluku Utara, 20-01-1966","Jl. Ronggowarsito No. 436
Tual, Kalimantan Utara 49579",49579,8,15,Cerai mati,PD Situmorang,+62 (045) 832-5934,6011029440348392,32,Pengusaha,96700000,866666.6666666666,0.0089624267493967,67000000,29700000,29800000,3700000,93000000,-13,636,116,Lainnya,18100000,10.508474576271189,3,9,2400000,130000,0.8422764227642277,16200000,2,52900000,1300000,Tidak sehat,8000000,2120125.549278092,133,143467.14243235206,17266666.666666668
5788730900554894,Rahayu Kuswandari,laki-laki,"Sulawesi Utara, 01-08-1981","Jalan Rumah Sakit No. 05
Pekalongan, Kepulauan Riau 89819",89819,15,15,Menikah,UD Megantara Yulianti Tbk,+62-031-255-3658,213159734643569,31,Pengusaha,33500000,3116666.6666666665,0.0930348258706467,30000000,3500000,83500000,91500000,-58000000,39,537,298,Properti pribadi,57300000,0.0,1,45,17900000,100000,0.8414450354609929,3800000,4,37300000,11300000,Tidak sehat,53300000,1406148.1481481479,45,1406148.148148148,63276666.66666666
3214829113135388,Ir. Cengkir Simanjuntak,laki-laki,"Kalimantan Timur, 27-10-1975","Jalan Lembong No. 2
Padang Sidempuan, JT 05613",5613,7,3,Cerai mati,PT Samosir,+62-075-885-8939,30288355415527,32,Pegawai Swasta,89500000,7458333.333333333,0.0833333333333333,54800000,34700000,55900000,54900000,34600000,28,587,6,Properti pribadi,3300000,10.593220338983052,3,27,37900000,390000,0.9810275080906148,24300000,1,98700000,24300000,Sehat,46600000,1655553.2015065914,152,294078.52921498666,40418333.333333336
9876312768272355,Tgk. Almira Pertiwi,perempuan,"Nusa Tenggara Timur, 22-04-1981","Gang Jayawijaya No. 69
Langsa, KR 30282",30282,12,1,Cerai mati,PD Kusumo Safitri,+62 (0125) 072 9710,2305874092085758,59,Pegawai Negeri,15600000,5258333.333333333,0.3370726495726495,12200000,3400000,85600000,29500000,-13900000,32,318,27,Investasi,12600000,3.389830508474576,4,60,54400000,110000,0.8784825870646766,13800000,2,16700000,4500000,Sehat,90500000,1014225.5178907722,100,608535.3107344634,58858333.333333336
5944564669320010,Panca Sinaga,perempuan,"Sulawesi Tengah, 11-08-1963","Gg. Veteran No. 7
Parepare, JK 37908",37908,13,1,Cerai mati,PT Wastuti,+62 (059) 040 9903,3550451965019006,48,Pengusaha,24300000,933333.3333333334,0.0384087791495198,22800000,1500000,80800000,54400000,-30100000,-12,731,213,Lainnya,13000000,7.457627118644068,2,3,36000000,440000,0.8190476190476191,15000000,1,18700000,12300000,Sehat,86800000,14375442.561205273,91,473915.6888309431,40133333.333333336
8515521165338036,Adhiarja Hakim,perempuan,"Jawa Tengah, 07-01-1998","Gg. Abdul Muis No. 243
Pangkalpinang, Bengkulu 79679",79679,18,10,Menikah,PT Mangunsong Tbk,+62-0609-078-6774,180065534996314,47,Pengusaha,16900000,6200000.0,0.3668639053254438,1100000,15800000,98200000,44400000,-27500000,-1,737,272,Bisnis,42400000,1.779661016949153,4,60,2600000,990000,0.9377777777777778,24100000,1,41100000,10400000,Sehat,82800000,715850.2824858758,81,530259.4685080561,42200000.0
1287532869071657,"Dr. Harjasa Mandala, M.Kom.",laki-laki,"Kalimantan Timur, 06-05-1967","Jl. Cikapayang No. 6
Salatiga, MU 17206",17206,18,12,Menikah,CV Santoso,+62 (078) 982-3366,213135099860303,49,Pegawai Swasta,26000000,4408333.333333333,0.169551282051282,20400000,5600000,53200000,26600000,-600000,-79,806,303,Bisnis,19600000,4.067796610169491,0,24,12500000,500000,0.9373312564901348,10500000,1,84300000,7300000,Sehat,95000000,1304677.7306967983,72,434892.5768989328,30088333.33333333
8816897474678346,Tiara Kurniawan,perempuan,"Kepulauan Riau, 01-07-1969","Jalan Veteran No. 71
Ambon, SU 41477",41477,6,11,Cerai hidup,Perum Marbun Tbk,+62 (33) 054-4283,676124268589,50,Buruh,15700000,6125000.0,0.3901273885350318,10200000,5500000,59900000,31200000,-15500000,-49,429,35,Bisnis,5900000,7.118644067796611,3,6,51800000,500000,0.9061525129982668,18400000,2,33100000,8700000,Tidak sehat,27200000,9334497.175141243,90,622299.8116760829,52285000.0
2397950807919645,Danuja Nainggolan,perempuan,"DKI Jakarta, 14-04-1999","Jalan S. Parman No. 2
Kota Administrasi Jakarta Selatan, SG 23752",23752,6,16,Belum menikah,UD Pranowo Tbk,+62-055-425-7135,6011211736276400,59,Pengusaha,59800000,7283333.333333333,0.1217948717948717,32600000,27200000,84200000,33000000,26800000,67,758,309,Properti pribadi,3100000,11.94915254237288,4,15,75100000,820000,0.8931372549019607,17400000,1,72500000,44000000,Sehat,73400000,5212601.31826742,156,501211.66521802114,69843333.33333333
4224860872533126,Aswani Santoso,laki-laki,"DKI Jakarta, 31-07-1990","Gang Moch. Toha No. 36
Makassar, MA 87172",87172,7,17,Menikah,Perum Sitorus Wibowo Tbk,+62 (051) 819 3407,4718159118341,34,Pegawai Negeri,44600000,7916666.666666667,0.1775037369207772,39900000,4700000,58100000,37500000,7100000,-61,814,132,Properti pribadi,1100000,5.0,4,21,15300000,20000,1.2827235772357723,20800000,2,30400000,2400000,Sehat,41500000,1051833.3333333333,80,276106.25,21036666.666666668
4448643516246054,Prasetyo Nainggolan,perempuan,"Kepulauan Bangka Belitung, 09-10-1980","Jalan Medokan Ayu No. 81
Bogor, BE 02275",2275,12,3,Cerai hidup,PT Farida Sihombing (Persero) Tbk,+62-93-080-5311,6011459959418601,35,Pegawai Negeri,12900000,2075000.0,0.1608527131782945,5700000,7200000,99500000,68700000,-55800000,-50,594,1,Properti pribadi,7100000,0.0,4,45,52700000,90000,0.8346989966555184,32900000,7,20300000,8600000,Tidak sehat,84400000,1109222.2222222222,45,1109222.2222222222,49915000.0
8806404532053537,Tgk. Padma Sinaga,laki-laki,"Nusa Tenggara Timur, 02-11-1975","Gang Pacuan Kuda No. 37
Medan, PA 66765",66765,7,7,Menikah,Perum Pradana Tbk,+62-593-260-8901,4817612776472708070,57,Pegawai Negeri,30100000,7800000.0,0.2591362126245847,26400000,3700000,38100000,21100000,9000000,-27,541,257,Investasi,4100000,1.271186440677966,3,30,3500000,330000,1.826315789473684,1400000,3,47800000,4200000,Tidak sehat,12800000,468548.02259887004,45,312365.3483992467,13880000.0
8030784689766793,R.A. Ella Latupono,perempuan,"Kepulauan Bangka Belitung, 08-07-1998","Gang Otto Iskandardinata No. 20
Bandung, SN 46957",46957,7,16,Belum menikah,PD Waluyo Waskita (Persero) Tbk,+62 (097) 925 7179,4807840406107020460,18,Buruh,15900000,3741666.6666666665,0.2353249475890985,11500000,4400000,52300000,51800000,-35900000,90,607,88,Properti pribadi,18000000,5.76271186440678,0,15,17100000,290000,0.9066001899335232,0,2,29600000,7900000,Sehat,55300000,2243697.1751412433,83,405487.4412905861,31821666.666666668
2205403582732747,Ophelia Safitri,perempuan,"Riau, 22-12-1993","Gg. Setiabudhi No. 26
Pekalongan, Gorontalo 30077",30077,14,2,Cerai hidup,Perum Firmansyah Usada,+62 (73) 073 0939,180034327770237,57,Pegawai Negeri,24000000,5041666.666666667,0.2100694444444444,23100000,900000,24400000,85800000,-61800000,90,719,126,Bisnis,10000000,-0.6779661016949152,1,60,10600000,490000,1.0447411003236249,6400000,3,45600000,3800000,Tidak sehat,76400000,356262.6177024482,52,411072.2511951326,21521666.666666668
4921341996160932,Dartono Zulkarnain,laki-laki,"Papua Barat, 29-03-1999","Gang K.H. Wahid Hasyim No. 6
Tarakan, KB 82222",82222,17,19,Menikah,PT Thamrin Hastuti Tbk,+62-0895-042-3906,2259725778687588,42,Pegawai Swasta,91300000,2700000.0,0.0295728368017524,56700000,34600000,77400000,67600000,23700000,-58,354,38,Properti pribadi,29400000,0.0,5,48,34700000,310000,0.8421216848673947,800000,5,46100000,73800000,Sehat,58800000,1124583.3333333333,48,1124583.3333333333,53980000.0
1302445689741731,"Latif Sitorus, S.T.",laki-laki,"Bengkulu, 01-02-1976","Gang Rajawali Barat No. 45
Tidore Kepulauan, Kalimantan Tengah 70024",70024,14,17,Belum menikah,CV Safitri,+62 (37) 136-0853,2258950925853864,44,Pengusaha,83300000,2441666.6666666665,0.0293117246898759,35700000,47600000,27500000,23100000,60200000,29,783,300,Properti pribadi,5800000,7.118644067796611,3,24,9000000,1000000,0.9649774774774774,14100000,3,65700000,35100000,Tidak sehat,2000000,637430.3201506591,108,141651.18225570204,14281666.666666666
2735307590584022,"Drs. Yulia Winarsih, S.Pt",perempuan,"Papua, 28-08-1994","Gg. Raya Setiabudhi No. 850
Payakumbuh, Nusa Tenggara Barat 97385",97385,6,16,Menikah,CV Zulkarnain Tbk,+62-046-859-7793,676340971214,29,Pegawai Negeri,31600000,3066666.6666666665,0.0970464135021097,31400000,200000,70400000,65200000,-33600000,61,619,322,Properti pribadi,59700000,9.152542372881356,2,24,5100000,970000,0.8473251028806584,25300000,3,4900000,25100000,Sehat,37600000,2497167.608286252,132,454030.4742338641,54906666.66666666
2873388470539127,"Ir. Hilda Mangunsong, S.Kom",perempuan,"Banten, 27-03-1992","Gg. Ciumbuleuit No. 157
Padang Sidempuan, Papua Barat 67408",67408,1,15,Menikah,UD Megantara,+62-084-073-9507,4195588792069347,34,Pegawai Negeri,32200000,7475000.0,0.2321428571428571,28200000,4000000,71200000,82700000,-50500000,19,567,233,Properti pribadi,13000000,8.983050847457628,1,15,51600000,0,0.9157120743034056,12900000,3,41200000,29500000,Sehat,32600000,4297928.24858757,121,532801.0225521781,59155000.0
5237063850902490,Arta Permadi,laki-laki,"DKI Jakarta, 24-08-1997","Jl. Jend. A. Yani No. 653
Kota Administrasi Jakarta Timur, SU 06248",6248,3,4,Cerai mati,UD Hariyah Tbk,+62 (64) 652-4160,6011380815532338,35,Pegawai Swasta,46700000,5683333.333333333,0.1216987865810135,8000000,38700000,71400000,93000000,-46300000,85,551,117,Investasi,18300000,6.864406779661017,1,15,9300000,790000,1.0059178743961352,9200000,1,4800000,40800000,Sehat,4900000,1977941.43126177,96,309053.3486346516,27763333.33333333
2086265558842351,"Ir. Raina Pudjiastuti, S.E.I",perempuan,"Kalimantan Barat, 16-02-1999","Gang Pasir Koja No. 1
Banda Aceh, SG 82193",82193,13,15,Menikah,PT Palastri Kusmawati Tbk,+62 (988) 987-5841,379106087810352,25,Pegawai Negeri,16800000,6458333.333333333,0.3844246031746031,15200000,1600000,55000000,74400000,-57600000,-57,436,79,Investasi,4400000,3.728813559322034,5,57,46500000,710000,0.926882776686313,9400000,2,46400000,7300000,Tidak sehat,20800000,858553.0776092774,101,484529.95469038433,47178333.333333336
7992110315558241,"Dr. Siska Pertiwi, M.Farm",laki-laki,"Kepulauan Riau, 21-06-1965","Gang Gegerkalong Hilir No. 73
Magelang, JI 61156",61156,6,3,Menikah,UD Mulyani,+62 (71) 957 2526,3577035508798157,57,Pegawai Negeri,12200000,2658333.333333333,0.217896174863388,10200000,2000000,24800000,97600000,-85400000,19,660,328,Lainnya,5700000,0.0,3,30,14600000,590000,0.9309523809523808,8600000,4,17400000,6600000,Sehat,2300000,629944.4444444443,30,629944.4444444444,18898333.33333333
7741566866997597,Jayadi Salahudin,laki-laki,"Sulawesi Tenggara, 10-07-1969","Gg. Merdeka No. 411
Sibolga, Lampung 10147",10147,15,11,Cerai hidup,CV Sinaga Namaga,+62 (45) 230-2784,4765736305608306112,51,Pegawai Swasta,63300000,5200000.0,0.0821484992101105,23100000,40200000,67200000,23200000,40100000,28,739,26,Bisnis,7900000,8.64406779661017,3,24,41300000,120000,0.9056910569105692,3900000,3,61500000,31500000,Tidak sehat,92500000,2017158.1920903956,126,384220.6080172182,44560000.0
