debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,debtor_education_level,debtor_location,debtor_personality,total_text,total_calls,total_visit,foreclosure,write_off,delay_history,arrears_amounts,credit_score,debtor_number_of_dependents,debtor_cars_count,debtor_motorcycle_count,debtor_house_count,monthly_income,loan_amount,tenor,interest_rate,collector_name
8560975531710511,"Olivia Prakasa, M.Ak",perempuan,"Jambi, 23-01-1961",62,"Gg. M.T Haryono No. 0
Kota Administrasi Jakarta Utara, YO 60199",60199,14,9,Belum menikah,Pegawai Negeri,PD Oktaviani Tbk,+62-26-037-1066,S2,Padang,keras,1,1,1,0,0,3,3,840,3,2,2,1,430627819,3860247773.425268,7,8,Kristina Avila
2506904290599486,Gambira Uwais,laki-laki,"Jawa Timur, 08-05-1962",61,"Gg. Yos Sudarso No. 528
Pekanbaru, Maluku 89909",89909,18,19,Cerai mati,Profesional,CV Wibowo,+62 (0808) 201 1680,S2,Semarang,kalem,2,3,5,0,0,5,0,739,2,1,2,1,428830049,3896594893.0333934,7,8,David Riddle
8131630103749879,Pia Maheswara,perempuan,"Lampung, 03-04-1964",59,"Jalan Asia Afrika No. 0
Langsa, YO 84603",84603,10,3,Cerai mati,Profesional,UD Suryono Firgantoro Tbk,+62-00-907-6456,S1,Batam,sedang,5,4,4,1,1,0,0,815,1,1,1,0,57252531,1794358255.1777945,4,8,David Olsen
1443164441920499,Maryanto Hutapea,perempuan,"Nusa Tenggara Timur, 28-09-1993",30,"Jl. Yos Sudarso No. 6
Banda Aceh, Kalimantan Barat 38616",38616,10,4,Cerai hidup,Buruh,CV Dongoran,+62-0389-858-9545,S1,Surabaya,kalem,2,5,4,0,0,2,0,748,3,2,2,1,328906144,4553400946.41117,7,8,Jacob Ryan
9823267359338423,R.A. Cindy Wastuti,laki-laki,"Sulawesi Selatan, 26-12-1965",58,"Gg. Cempaka No. 92
Banjar, NB 68790",68790,9,18,Cerai hidup,Profesional,CV Haryanti,+62 (081) 883-3015,D3,Yogyakarta,sedang,1,1,0,0,0,6,1,661,4,2,3,2,707589164,5734691988.257989,13,9,Stephen Lee
3445123586219877,"Dt. Karta Permata, S.I.Kom",laki-laki,"Papua Barat, 11-08-1975",48,"Jl. Siliwangi No. 59
Manado, Sumatera Barat 40004",40004,7,17,Cerai hidup,Pegawai Swasta,Perum Wastuti,+62 (134) 800 8769,S2,Depok,kalem,4,1,1,0,0,10,2,619,5,3,2,1,481228622,5164247495.634815,10,8,Kimberly Warner
4169388619245565,Purwa Pudjiastuti,laki-laki,"Kalimantan Barat, 28-04-1967",56,"Jalan Tubagus Ismail No. 39
Dumai, Papua 77959",77959,5,18,Menikah,Pegawai Negeri,UD Budiman Zulkarnain,+62 (54) 484 7904,D3,Semarang,keras,5,4,1,1,0,10,4,658,2,1,1,0,188382971,1963114007.1612,2,8,Sheri Clarke
1235578716860921,"Purwadi Haryanto, S.E.",perempuan,"Papua Barat, 07-02-1991",32,"Jalan Dipenogoro No. 2
Solok, Kepulauan Riau 93059",93059,12,17,Cerai mati,Pegawai Negeri,UD Januar,+62 (0340) 441-9674,S2,Samarinda,sedang,3,0,0,0,0,20,2,444,3,3,2,1,424339296,5333129211.314662,11,8,Nathan Welch
1084102291949543,Makuta Hardiansyah,laki-laki,"Papua, 18-10-1965",58,"Jalan Asia Afrika No. 644
Sibolga, Jambi 87568",87568,20,5,Cerai hidup,Profesional,UD Lailasari Saefullah,+62 (069) 391 4880,SMA,Tangerang,keras,5,2,0,0,0,10,2,614,2,1,2,1,394881538,5516249652.188133,12,8,Stacy Austin
2170851666725907,Anggabaya Jailani,perempuan,"Jawa Barat, 29-02-1996",27,"Gg. Ciwastra No. 372
Pontianak, KB 31146",31146,16,4,Cerai hidup,Pengusaha,PT Wijayanti (Persero) Tbk,+62 (808) 386-0096,S3,Balikpapan,sedang,1,1,0,0,0,10,0,620,2,1,1,0,216759284,3591755167.422088,7,8,Taylor Long
1047288208041673,Hafshah Sihotang,perempuan,"Sulawesi Tengah, 07-08-1989",34,"Jalan Raya Ujungberung No. 965
Denpasar, YO 04041",4041,13,18,Belum menikah,Pegawai Swasta,PT Kusmawati Widiastuti Tbk,+62 (006) 539 7371,SMP,Pekanbaru,kalem,3,5,5,1,1,10,4,591,1,1,1,1,232132014,3989175392.3829775,7,8,Ashley Marshall
3834030094906895,Eva Megantara,perempuan,"Gorontalo, 20-03-1963",60,"Gg. Jayawijaya No. 27
Lubuklinggau, MA 80682",80682,12,9,Cerai mati,Profesional,PD Uyainah Tarihoran,+62 (75) 592 0538,S3,Balikpapan,keras,2,4,2,1,0,15,2,578,2,2,1,1,436989121,3289138832.530707,10,9,Carmen Stuart DDS
8544533802747593,Abyasa Megantara,perempuan,"Riau, 24-04-1975",48,"Jalan Siliwangi No. 1
Kota Administrasi Jakarta Pusat, BE 52302",52302,15,8,Cerai mati,Pengusaha,PT Nasyiah Usamah,+62 (87) 906 6834,SD,Batam,keras,1,3,2,0,0,7,1,639,3,1,1,1,303342229,4518057818.53425,9,8,David Olsen
2416116567432460,"R.M. Kanda Fujiati, M.TI.",laki-laki,"Sumatera Selatan, 14-03-1970",53,"Jl. Ciwastra No. 7
Balikpapan, YO 56904",56904,16,15,Cerai hidup,Profesional,Perum Hartati,+62-30-082-3705,S2,Palembang,sedang,1,2,5,1,0,1,0,716,2,2,1,1,252583435,3545832085.041707,8,8,Ryan Lee
6180870083393510,Anggabaya Winarsih,perempuan,"Maluku, 18-11-1993",30,"Jalan Suryakencana No. 505
Meulaboh, Kalimantan Utara 61426",61426,19,10,Menikah,Profesional,UD Megantara,+62 (30) 493 6378,S2,Denpasar,keras,3,5,4,0,0,14,3,500,4,3,2,1,570692069,5714966105.576569,10,8,Rachel Smith
6258481766787534,"Asirwada Samosir, M.Ak",perempuan,"Maluku Utara, 20-12-1960",63,"Jalan Gegerkalong Hilir No. 4
Tangerang, KT 63634",63634,18,15,Cerai hidup,Pegawai Negeri,CV Mahendra Hartati,+62-57-319-0126,SMA,Pekanbaru,sedang,3,4,3,0,0,2,2,715,2,2,1,1,379644990,4738340486.306091,5,8,Paul Pollard
2754701960391254,Vera Kusumo,laki-laki,"Nusa Tenggara Barat, 09-05-1994",29,"Jl. Rajawali Barat No. 452
Palangkaraya, Sulawesi Selatan 06688",6688,2,3,Cerai hidup,Pegawai Swasta,CV Najmudin (Persero) Tbk,+62 (301) 610 1025,SMP,Palembang,kalem,2,5,2,1,1,19,2,376,2,1,0,1,327328857,4764701472.934985,11,8,Kevin Rice
7327736813722619,"Marsito Mandala, M.Pd",perempuan,"Nusa Tenggara Timur, 23-06-1985",38,"Gg. Lembong No. 793
Singkawang, Papua 32252",32252,5,11,Menikah,Pegawai Swasta,CV Halim Tbk,+62 (0534) 921 5184,SMP,Palembang,keras,3,2,1,0,0,13,3,578,3,2,2,1,387992524,5251702321.345488,9,8,Cynthia Rodriguez DVM
4552187652502690,Zahra Rahayu,perempuan,"Jawa Barat, 26-11-1974",49,"Gang Ahmad Yani No. 64
Binjai, Jawa Timur 95105",95105,6,18,Cerai hidup,Pengusaha,Perum Permata Pangestu Tbk,+62-0004-500-2008,SMP,Bogor,keras,2,3,3,1,1,5,1,840,5,4,3,2,537059955,7097841745.394636,15,9,Paul Jimenez
8044802123995071,Heru Lestari,perempuan,"Jawa Timur, 26-03-1982",41,"Jalan Jayawijaya No. 26
Parepare, JI 72927",72927,2,5,Menikah,Pegawai Swasta,CV Putra,+62-0222-808-6448,SMA,Medan,kalem,1,0,0,0,0,14,4,505,3,3,1,1,392352115,3768603397.1115103,9,9,Vincent Daniel
4027123602797234,"dr. Balamantri Kusumo, S.T.",laki-laki,"Lampung, 23-05-1997",26,"Gg. Kutisari Selatan No. 0
Samarinda, Kalimantan Timur 07368",7368,20,12,Menikah,Buruh,PT Budiyanto,+62-007-161-8972,SD,Bandung,sedang,5,4,0,0,0,14,2,556,2,1,2,1,307135706,5298944633.319126,11,8,Rachel Saunders
8744879711930482,"R. Karta Sudiati, S.IP",perempuan,"Bali, 17-07-1993",30,"Jalan Dr. Djunjunan No. 15
Salatiga, SN 45642",45642,11,6,Belum menikah,Profesional,CV Prasetya Budiman,+62 (381) 542-1733,S1,Denpasar,sedang,2,2,4,1,0,2,0,824,3,2,1,1,468646421,3754971413.379223,8,8,Rachel Smith
5610361361122704,Jamal Mandasari,perempuan,"Sulawesi Utara, 19-10-1969",54,"Gang Pasteur No. 6
Bekasi, DKI Jakarta 44275",44275,16,8,Menikah,Pegawai Swasta,Perum Utama Hariyah (Persero) Tbk,+62 (060) 524 4322,SMA,Medan,kalem,5,2,3,1,1,11,3,572,2,2,2,1,315686390,2947269357.8902845,6,8,Vincent Daniel
7541998662043585,"Prayogo Halim, S.Gz",laki-laki,"Sumatera Selatan, 21-01-1966",57,"Gang HOS. Cokroaminoto No. 64
Banjarmasin, Kalimantan Utara 69564",69564,6,4,Cerai mati,Pegawai Swasta,UD Habibi (Persero) Tbk,+62 (0151) 121 0279,SD,Banjarmasin,sedang,1,2,0,0,0,18,0,363,1,1,1,1,323815665,1953505208.3622904,7,8,Lauren Robertson
7477539098238453,Devi Hartati,laki-laki,"Papua Barat, 04-08-1999",24,"Gang Sukabumi No. 50
Cilegon, SB 17993",17993,12,3,Cerai mati,Pegawai Negeri,Perum Lazuardi Mandasari,+62 (007) 293 3061,S3,Banjarmasin,keras,5,1,4,1,0,0,0,838,2,2,2,1,363684791,4578269775.740829,10,8,Lauren Robertson
4028497570495738,"Dagel Iswahyudi, M.Ak",laki-laki,"Papua Barat, 22-06-1962",61,"Jl. Ahmad Dahlan No. 2
Batam, YO 00411",411,4,11,Menikah,Pengusaha,Perum Haryanti,+62 (0223) 902-3687,S2,Malang,sedang,5,3,1,1,0,19,3,418,4,3,2,1,373402536,5864286883.620279,13,9,Joshua Little
1247933052767376,Lasmono Tarihoran,laki-laki,"Sumatera Selatan, 05-12-1990",33,"Gang Surapati No. 253
Bontang, Kalimantan Selatan 95752",95752,3,7,Cerai hidup,Pegawai Swasta,CV Marpaung,+62-0726-672-2564,SMA,Denpasar,keras,2,4,5,1,0,1,1,821,4,2,2,1,425461011,5534717499.409776,9,9,Sierra Richards
1336018873841137,Devi Zulaika,laki-laki,"DKI Jakarta, 21-03-1966",57,"Gang Raya Setiabudhi No. 622
Palopo, SU 06844",6844,16,12,Cerai hidup,Profesional,PT Pradana (Persero) Tbk,+62-056-527-0983,D3,Depok,keras,4,5,4,1,1,14,1,515,3,2,2,2,373671992,5395544480.228187,12,9,Brittany Horton
2812555022916182,Tgk. Mariadi Utama,perempuan,"Kalimantan Selatan, 06-09-1994",29,"Gg. Ahmad Dahlan No. 7
Jayapura, MA 54456",54456,13,9,Menikah,Buruh,PT Wibisono Oktaviani (Persero) Tbk,+62-21-229-8684,S3,Depok,sedang,5,1,4,1,1,7,0,594,2,2,2,1,498992329,5239417176.149993,9,9,Ruth Perez
6995881974492123,Sutan Langgeng Siregar,perempuan,"Lampung, 07-12-1981",42,"Gg. Kutisari Selatan No. 05
Bandung, Nusa Tenggara Barat 58483",58483,1,5,Cerai hidup,Pegawai Swasta,PT Tampubolon Dabukke,+62-057-685-8012,SMP,Banjarmasin,kalem,3,3,0,0,0,16,4,374,2,2,3,1,472574673,5048786595.789769,10,9,Gary Robinson
8070906383888387,"R.M. Darijan Wulandari, S.Farm",laki-laki,"Sulawesi Utara, 03-04-1968",55,"Gg. Merdeka No. 428
Tual, PA 32322",32322,17,17,Cerai hidup,Profesional,UD Nasyiah Wijaya,+62 (867) 248 9485,SMP,Balikpapan,kalem,2,2,1,0,0,8,4,639,5,3,3,1,656723676,7684001530.288139,12,9,Hannah Bailey
3430015981159697,"Garan Simanjuntak, S.Farm",perempuan,"Sulawesi Tengah, 26-05-1960",63,"Gang Joyoboyo No. 902
Padangpanjang, Bengkulu 67478",67478,19,11,Belum menikah,Pegawai Negeri,CV Widiastuti Hutapea (Persero) Tbk,+62 (0491) 659-6408,S1,Pekanbaru,kalem,2,5,3,0,0,9,1,599,4,2,2,1,492032404,6049230511.679197,12,9,Ashley Marshall
4057627200212254,"Balijan Sitompul, M.Ak",perempuan,"Kalimantan Tengah, 16-06-1961",62,"Gang Suniaraja No. 1
Palangkaraya, BT 31233",31233,15,13,Cerai hidup,Pegawai Negeri,Perum Nugroho Rahimah,+62-66-597-4669,S2,Banjarmasin,keras,2,5,4,0,0,20,4,340,4,2,2,1,538479773,5166012495.394243,10,9,Gary Robinson
5226366200301164,"Cut Iriana Namaga, S.IP",laki-laki,"Gorontalo, 26-04-1964",59,"Gang Indragiri No. 61
Kota Administrasi Jakarta Timur, Jambi 44697",44697,7,12,Cerai mati,Pegawai Swasta,PD Padmasari,+62 (076) 903-2928,SMP,Samarinda,sedang,5,2,5,1,1,17,1,439,2,2,3,1,604563938,5079978202.941499,13,9,Cynthia Smith
9965860602867748,"Sutan Lasmono Yolanda, S.Psi",laki-laki,"Kalimantan Selatan, 04-03-1973",50,"Gg. HOS. Cokroaminoto No. 038
Salatiga, Lampung 40345",40345,7,2,Cerai mati,Pengusaha,PT Simanjuntak Tbk,+62 (030) 440-2290,S1,Tangerang,sedang,3,2,3,0,0,11,2,502,3,2,2,1,585650418,5272772457.017842,9,8,William Rivera III
7688164250841887,R. Zamira Halim,laki-laki,"Jambi, 01-09-1984",39,"Gang HOS. Cokroaminoto No. 1
Bima, PA 11015",11015,3,12,Belum menikah,Buruh,PT Usada Maulana (Persero) Tbk,+62 (35) 538 6289,SMA,Denpasar,kalem,1,2,1,1,1,1,1,818,0,1,0,0,220597804,536016172.8664599,3,8,Sierra Richards
4337267254950442,"Cornelia Prastuti, M.Kom.",laki-laki,"Bali, 17-09-2000",23,"Gg. R.E Martadinata No. 50
Dumai, MA 80978",80978,12,14,Belum menikah,Pegawai Negeri,UD Hidayat Purnawati (Persero) Tbk,+62 (0167) 276 9773,SD,Surabaya,kalem,1,5,0,0,0,13,1,577,3,2,2,1,497217142,5492782209.84118,10,8,Ashley Ponce
1543619616353474,Gaman Waskita,laki-laki,"Jawa Tengah, 21-12-1967",56,"Jalan BKR No. 08
Batu, GO 33733",33733,15,5,Cerai hidup,Buruh,PT Tampubolon Pudjiastuti Tbk,+62 (515) 614 5595,S1,Samarinda,keras,2,1,4,0,0,10,1,676,2,2,2,1,470994818,5744108256.452,11,9,Monica Bright
1058287557788959,Galiono Rahimah,laki-laki,"Banten, 26-10-1989",34,"Gg. Dipenogoro No. 8
Pekalongan, MU 50050",50050,10,4,Cerai mati,Pengusaha,PT Hasanah Puspasari (Persero) Tbk,+62 (423) 980 9371,SMP,Denpasar,keras,4,2,5,0,0,7,1,669,4,3,2,1,608868354,6596451211.254783,10,9,Sierra Richards
7984561406313363,Diah Wasita,laki-laki,"Sulawesi Utara, 23-12-1991",32,"Gg. Rajawali Barat No. 4
Pasuruan, Maluku Utara 16847",16847,19,18,Cerai hidup,Pegawai Negeri,Perum Wibisono Yuniar (Persero) Tbk,+62 (36) 277-3450,S1,Bekasi,kalem,2,0,0,0,0,10,3,676,1,0,1,0,170594784,3107749500.102464,6,8,Paul Carroll
6111714848181266,Clara Rahimah,laki-laki,"Sumatera Utara, 04-07-1975",48,"Gg. Rungkut Industri No. 246
Bima, JK 75797",75797,4,10,Menikah,Pengusaha,CV Budiman Iswahyudi (Persero) Tbk,+62 (107) 214 8698,S3,Palembang,kalem,5,3,3,0,0,13,3,566,3,2,2,2,466401459,5039987515.219885,10,8,Kevin Rice
5308727765726518,Vanesa Nababan,perempuan,"Papua, 01-01-1967",56,"Jl. Rawamangun No. 703
Bogor, Sumatera Utara 21709",21709,17,7,Cerai hidup,Pengusaha,UD Hidayanto Gunawan,+62 (0356) 030-2417,SMA,Batam,keras,2,1,4,0,0,8,1,687,4,3,3,1,428234264,5834406109.41795,9,8,David Olsen
7847013826335017,Nadia Yulianti,perempuan,"Kalimantan Barat, 07-12-1987",36,"Gg. Soekarno Hatta No. 635
Malang, Sumatera Selatan 53574",53574,18,15,Menikah,Pegawai Negeri,UD Thamrin Fujiati,+62 (0622) 971 6088,S2,Batam,kalem,3,3,2,0,0,6,4,670,4,4,3,1,559605284,6093471233.100246,14,9,Tony Howard
9276377843672678,"Farhunnisa Hidayanto, M.Pd",perempuan,"Banten, 08-12-1998",25,"Jalan Monginsidi No. 917
Kediri, BE 76723",76723,14,15,Cerai hidup,Profesional,CV Maheswara Tbk,+62 (035) 638 2346,S1,Semarang,kalem,2,3,0,0,0,5,3,765,3,2,2,1,404822315,3904306775.025176,12,8,Randall Hoffman
1155863098436641,Oni Sinaga,laki-laki,"Maluku, 07-12-1964",59,"Gg. Otto Iskandardinata No. 5
Tangerang, SR 00064",64,13,3,Cerai mati,Pegawai Negeri,CV Utama (Persero) Tbk,+62-633-071-0644,S2,Padang,sedang,4,5,3,0,0,4,0,803,2,2,2,1,664033191,5910570117.34576,10,9,Edwin Crosby
2778654552163854,Prabu Purwanti,perempuan,"Nusa Tenggara Barat, 05-01-1969",54,"Gang Abdul Muis No. 3
Pontianak, Kalimantan Utara 02084",2084,20,13,Menikah,Buruh,Perum Namaga Nashiruddin,+62 (547) 792 0811,S1,Banjarmasin,kalem,2,2,4,0,0,2,2,785,4,3,2,1,672111069,6420223132.860894,14,9,Gary Robinson
8571966690874828,Yulia Budiyanto,laki-laki,"Jawa Tengah, 25-06-1965",58,"Jalan Pasteur No. 583
Sungai Penuh, Aceh 19018",19018,4,13,Menikah,Pengusaha,Perum Pranowo Mandasari (Persero) Tbk,+62 (0342) 420 4369,SD,Tangerang,keras,5,3,0,0,0,15,0,570,3,2,1,1,399297748,5411459873.1079855,10,9,Kelsey Brown
8057397348519669,Saadat Hassanah,perempuan,"Gorontalo, 10-12-1986",37,"Jalan Lembong No. 76
Bengkulu, Papua 11545",11545,20,7,Belum menikah,Buruh,CV Iswahyudi Putra Tbk,+62 (081) 008 6620,S2,Surabaya,keras,4,4,0,0,0,4,3,770,3,2,1,1,268053655,3989365905.051062,8,8,Jacob Ryan
5610472724717432,Dian Saragih,perempuan,"Nusa Tenggara Barat, 14-10-1994",29,"Jl. Cihampelas No. 389
Parepare, Papua 95930",95930,7,9,Belum menikah,Pegawai Swasta,Perum Yulianti Pudjiastuti Tbk,+62-0951-022-7331,S1,Yogyakarta,keras,4,2,4,0,0,17,1,418,4,3,3,1,604247680,7890942738.717373,15,9,Anthony Williams
5143190209448538,Dr. Murti Hartati,laki-laki,"Maluku, 07-04-1984",39,"Gg. Sadang Serang No. 53
Banda Aceh, SN 50258",50258,3,10,Cerai mati,Pengusaha,UD Permata Lestari (Persero) Tbk,+62-0505-263-7467,S3,Makassar,sedang,4,3,0,0,0,19,4,317,3,2,2,1,387981135,5295936502.368826,9,9,Charles Ferrell
3625032889549570,Najwa Januar,perempuan,"Sumatera Utara, 26-10-1975",48,"Gg. Pelajar Pejuang No. 061
Jambi, KB 74565",74565,12,6,Belum menikah,Pegawai Swasta,PT Lestari,+62 (056) 469 0061,SMA,Bogor,sedang,1,0,0,0,0,20,3,361,3,2,2,1,507172675,5432644583.114187,13,9,Jeanette Carter
8231085068083427,Kiandra Agustina,perempuan,"Kalimantan Utara, 30-10-1972",51,"Jl. HOS. Cokroaminoto No. 03
Sorong, SN 91680",91680,20,19,Belum menikah,Buruh,UD Uwais,+62-0070-153-6590,SMP,Pekanbaru,keras,5,0,0,0,0,4,3,745,3,2,2,1,308363969,4833536767.345583,7,8,Ashley Marshall
6120643808769759,dr. Tira Suartini,perempuan,"Sumatera Selatan, 29-02-1992",31,"Jalan Wonoayu No. 293
Gorontalo, Papua Barat 08224",8224,10,18,Belum menikah,Pengusaha,PT Mansur Tbk,+62 (74) 309-4316,S1,Jakarta,keras,2,5,1,0,0,13,1,477,5,3,2,2,703308388,6502608426.183023,12,9,Sean Strong
4990031387881232,"dr. Prayoga Hardiansyah, S.T.",laki-laki,"Maluku, 19-06-1990",33,"Jl. Sukabumi No. 9
Pasuruan, Banten 54551",54551,16,17,Cerai hidup,Pengusaha,CV Maryadi (Persero) Tbk,+62 (056) 824 3548,SMP,Jakarta,keras,5,0,0,0,0,15,1,470,2,1,1,1,409722994,3965070585.179012,6,8,Jessica Choi
3132677024255847,Vero Sitorus,perempuan,"DKI Jakarta, 23-11-1965",58,"Jalan Astana Anyar No. 925
Padang Sidempuan, Jambi 94343",94343,11,12,Cerai mati,Pegawai Negeri,PD Dabukke Palastri,+62-237-500-2526,SMA,Tangerang,keras,1,1,2,0,0,12,2,460,1,0,0,0,99009360,1372829071.8881495,2,8,Andrew Murray II
6681943236507959,"Teguh Simbolon, S.Pt",perempuan,"Maluku, 15-03-1979",44,"Jl. Ahmad Yani No. 47
Mataram, KI 67111",67111,19,9,Cerai hidup,Profesional,Perum Purwanti,+62 (018) 818-3500,S1,Batam,kalem,3,0,0,0,0,12,4,492,2,2,1,0,266411412,3458005977.3545275,6,8,Alexa Sanchez
4311570877858643,Ifa Anggriawan,laki-laki,"Jawa Barat, 18-11-1971",52,"Gang R.E Martadinata No. 1
Dumai, SU 99281",99281,17,10,Cerai hidup,Pegawai Negeri,UD Rajasa (Persero) Tbk,+62-096-101-1229,S2,Denpasar,kalem,1,3,0,0,0,8,0,640,3,2,2,1,593049304,5664691655.471418,12,9,Sierra Richards
1542206271094526,"Sutan Adhiarja Padmasari, M.Ak",perempuan,"Nusa Tenggara Timur, 07-11-1975",48,"Jl. Jend. A. Yani No. 2
Tebingtinggi, Papua Barat 16515",16515,1,2,Cerai mati,Profesional,Perum Damanik,+62 (713) 225 2091,S1,Bekasi,keras,3,4,3,1,1,20,4,328,4,3,3,1,652031867,7853213886.649521,14,9,Jill Clayton
2499960471583127,"Dr. Laila Suartini, S.H.",laki-laki,"Jambi, 23-05-1976",47,"Jalan Kutai No. 457
Pariaman, Sumatera Selatan 57938",57938,13,3,Cerai mati,Profesional,Perum Nainggolan,+62 (0087) 497-8507,S1,Pekanbaru,kalem,5,2,5,0,0,15,1,492,1,2,2,0,372643475,3703680279.2603054,8,8,Dawn Collins
3557725781654749,"H. Lanang Sirait, M.Farm",laki-laki,"Sumatera Barat, 28-06-1972",51,"Gang Moch. Ramdan No. 600
Banjar, SR 07513",7513,7,12,Menikah,Profesional,Perum Mandasari Tamba (Persero) Tbk,+62 (821) 085-5267,S3,Pekanbaru,kalem,5,3,5,1,1,20,4,446,3,3,2,2,577982502,4115722134.3793535,10,8,Dawn Collins
3921037954752043,Banawi Pranowo,laki-laki,"Maluku, 10-05-1967",56,"Gang Dipenogoro No. 796
Langsa, BA 87489",87489,19,20,Menikah,Pengusaha,UD Haryanti Sudiati,+62-0791-374-8364,S3,Bekasi,kalem,2,1,4,1,0,7,1,591,3,2,2,1,468050355,4211867496.323215,9,8,Paul Carroll
7174165024187050,Dodo Palastri,perempuan,"Kepulauan Riau, 04-09-1996",27,"Gang Astana Anyar No. 837
Samarinda, Kalimantan Timur 76692",76692,14,8,Cerai mati,Profesional,PT Latupono Nashiruddin (Persero) Tbk,+62 (020) 924-4924,S1,Bandung,sedang,3,2,4,0,0,10,0,608,4,3,2,2,556099544,6233091697.58902,12,9,Eric Chan
5330050138911339,Ciaobella Hasanah,perempuan,"Kalimantan Timur, 05-04-1960",63,"Jl. Surapati No. 56
Langsa, Kalimantan Utara 62345",62345,15,12,Menikah,Profesional,CV Dabukke Lazuardi Tbk,+62-032-836-2670,SD,Samarinda,kalem,4,1,4,1,0,6,2,679,3,2,2,1,428513031,4400349679.9620495,9,8,Andrew Tyler
7218858098549493,Yuni Permata,laki-laki,"Sulawesi Tengah, 13-07-1996",27,"Jalan Raya Ujungberung No. 6
Medan, Sulawesi Tenggara 75429",75429,16,3,Menikah,Pegawai Swasta,Perum Maryadi Tbk,+62 (025) 435-5985,S3,Bandung,kalem,1,0,0,0,0,8,1,658,2,1,1,0,245868801,3952118481.941672,5,8,Joshua Lopez
2390804301015269,Puti Dina Saputra,perempuan,"Banten, 18-08-1990",33,"Jl. Gegerkalong Hilir No. 13
Bengkulu, Kalimantan Barat 27384",27384,6,2,Cerai hidup,Pengusaha,UD Wahyudin Lailasari (Persero) Tbk,+62-068-044-0091,S3,Bogor,sedang,3,0,0,0,0,14,0,533,4,3,3,1,616028492,5925890646.919797,11,9,Jeanette Carter
2295199372316232,"Cinthia Anggraini, M.Ak",laki-laki,"Kepulauan Bangka Belitung, 20-10-1974",49,"Jalan Siliwangi No. 4
Madiun, Papua Barat 79632",79632,17,20,Cerai mati,Buruh,PD Kuswoyo (Persero) Tbk,+62 (337) 988-1554,S1,Balikpapan,keras,1,1,4,0,0,17,3,440,3,2,2,0,466271369,4723306448.180221,9,8,Ryan Perez
1369370040111539,Zamira Nasyidah,laki-laki,"Jawa Barat, 24-10-1990",33,"Jl. Cikapayang No. 94
Bontang, JT 15542",15542,4,6,Cerai hidup,Pegawai Negeri,PD Mustofa Widodo Tbk,+62-173-697-2801,S3,Batam,kalem,4,1,0,0,0,12,3,579,2,2,1,1,574443175,4529938758.150134,5,9,Teresa Lopez
3325402648764950,Uchita Hidayanto,perempuan,"Papua Barat, 12-06-1961",62,"Jl. Moch. Ramdan No. 76
Tebingtinggi, SG 02203",2203,14,2,Menikah,Profesional,UD Prastuti (Persero) Tbk,+62 (731) 313 8188,D3,Padang,keras,5,3,2,0,0,15,2,520,2,2,1,1,380597678,3835667269.86415,10,8,Joe Lowery
5316142072675167,"Cecep Samosir, M.Ak",laki-laki,"Kepulauan Bangka Belitung, 16-08-1966",57,"Jl. Kutisari Selatan No. 5
Yogyakarta, Sumatera Selatan 88219",88219,19,2,Cerai hidup,Pegawai Swasta,PT Prakasa Tbk,+62 (030) 305-7873,S1,Yogyakarta,sedang,3,3,2,0,0,6,4,644,2,2,1,1,323548809,2831769308.378949,7,8,Stephen Lee
2565150593445971,Icha Mangunsong,laki-laki,"Aceh, 14-12-1987",36,"Jl. Joyoboyo No. 94
Mojokerto, Kepulauan Riau 42934",42934,13,1,Belum menikah,Pengusaha,PT Samosir Tbk,+62-0207-260-3444,SD,Samarinda,kalem,2,2,1,0,0,19,0,442,3,2,2,1,343880990,4366150316.654005,10,8,Zachary Ortiz
8476202933587911,Jayadi Pudjiastuti,laki-laki,"Sulawesi Barat, 11-06-1993",30,"Jl. Raya Setiabudhi No. 934
Probolinggo, Sulawesi Tengah 19267",19267,8,9,Belum menikah,Pengusaha,Perum Simbolon Tbk,+62 (0988) 392-7624,S2,Samarinda,keras,3,1,1,0,0,18,0,433,2,2,2,1,423958570,4321532669.571503,8,8,Monica Bright
8048344549055843,Qori Hasanah,laki-laki,"Kepulauan Riau, 18-12-1975",48,"Gang Kiaracondong No. 6
Sukabumi, Kalimantan Barat 24697",24697,2,1,Menikah,Pengusaha,PT Agustina,+62-0488-470-2285,SMP,Pekanbaru,keras,1,4,4,1,0,7,0,695,3,2,2,1,416591997,4957593363.584927,10,8,Dawn Collins
9776061857918286,Indra Sirait,perempuan,"Nusa Tenggara Barat, 31-08-1968",55,"Gang Moch. Ramdan No. 9
Banjarmasin, BB 16756",16756,10,13,Cerai hidup,Pengusaha,PD Firgantoro Mulyani Tbk,+62 (13) 694-8671,D3,Samarinda,keras,3,0,0,0,0,18,3,402,4,3,3,2,667066195,7892089818.128726,13,9,Sean Harper
8453425868812302,Tgk. Hartana Rahmawati,perempuan,"Nusa Tenggara Barat, 28-11-1991",32,"Gang Ronggowarsito No. 94
Kendari, SU 03168",3168,14,17,Menikah,Pegawai Negeri,UD Uyainah Tbk,+62 (015) 800 6822,D3,Depok,sedang,5,5,5,1,1,7,4,615,1,1,1,0,213362993,4625265929.008292,6,8,Ruth Perez
