debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,total_text,total_calls,total_visit,foreclosure,write_off,debtor_location,debtor_number_of_dependents,debtor_cars_count,debtor_motorcycle_count,debtor_house_count,debtor_education_level,monthly_income,debtor_personality,loan_amount,tenor,interest_rate,delay_history,credit_score,action_code,category_campaign,collector_name
9915541107933655,"Cut Tina Budiman, S.Sos",laki-laki,"Lampung, 20-01-1999",24.0,"Gg. Yos Sudarso No. 02
Tual, KB 80890",80890,7.0,6.0,Cerai mati,Pegawai Swasta,CV Laksita,+62 (93) 530 4476,20.0,0.0,0.0,0.0,0.0,Samarinda,3.0,2.0,2.0,1.0,SMP,427160390.0,kalem,4853941876.0,6.0,8.0,6.0,410.0,OTHR,Digital,Jordan Sanders
6186378962772550,"Joko Dongoran, M.TI.",laki-laki,"Papua Barat, 10-08-1988",35.0,"Jl. W.R. Supratman No. 2
Mojokerto, Sumatera Utara 04787",4787,6.0,3.0,Menikah,Pegawai Negeri,UD Hastuti,+62-0112-407-1837,0.0,6.0,4.0,0.0,0.0,Makassar,3.0,3.0,2.0,1.0,D3,560799485.0,kalem,4943937158.0,13.0,9.0,8.0,674.0,DISC,Call,Jeffery Wiggins
8016692006909574,Talia Waskita,laki-laki,"Sulawesi Tengah, 28-04-1992",31.0,"Gg. Cihampelas No. 2
Padangpanjang, Sumatera Utara 36786",36786,11.0,10.0,Cerai hidup,Buruh,CV Nasyiah (Persero) Tbk,+62 (887) 014-9144,20.0,6.0,0.0,0.0,0.0,Malang,3.0,2.0,2.0,1.0,D3,628603552.0,sedang,5519998728.0,12.0,9.0,9.0,673.0,MUPD,Call,Danielle Torres DDS
1382358928022191,"R. Restu Waskita, S.I.Kom",perempuan,"Kalimantan Selatan, 05-08-1999",24.0,"Gang S. Parman No. 0
Prabumulih, KS 84433",84433,20.0,3.0,Menikah,Pegawai Swasta,UD Sudiati Laksmiwati,+62 (393) 217 2848,20.0,6.0,0.0,0.0,0.0,Depok,3.0,3.0,2.0,1.0,D3,626439258.0,sedang,7821123538.0,11.0,9.0,10.0,640.0,WRPH,Call,Ruth Perez
7991462690813605,Kamila Fujiati,perempuan,"Gorontalo, 20-12-1963",60.0,"Gg. Suryakencana No. 568
Bogor, SB 51657",51657,16.0,4.0,Belum menikah,Profesional,UD Farida Sihotang (Persero) Tbk,+62 (15) 056-7250,0.0,0.0,0.0,0.0,0.0,Bandung,4.0,2.0,3.0,1.0,D3,577604059.0,sedang,6118473882.0,11.0,9.0,12.0,623.0,WRPH,Digital,Eric Chan
4623633295844004,Yusuf Latupono,perempuan,"Sulawesi Barat, 22-10-1996",27.0,"Gg. Sentot Alibasa No. 820
Lhokseumawe, Papua 08502",8502,11.0,20.0,Cerai mati,Pegawai Negeri,Perum Dabukke Santoso,+62 (730) 349 4948,15.0,8.0,4.0,0.0,0.0,Balikpapan,4.0,2.0,2.0,1.0,D3,475260660.0,kalem,4721429335.0,9.0,9.0,12.0,622.0,WRPH,Call,Colleen Lawrence
3387772402463825,Dr. Tantri Wastuti,perempuan,"Banten, 09-04-1979",44.0,"Gg. Antapani Lama No. 871
Bitung, Lampung 93405",93405,11.0,5.0,Cerai hidup,Pengusaha,UD Wastuti Palastri,+62-0782-885-4044,0.0,2.0,5.0,0.0,0.0,Bandung,3.0,2.0,2.0,1.0,D3,539703795.0,kalem,4915145484.0,10.0,9.0,10.0,541.0,DISP,Digital,Corey Arnold
8665075339127366,KH. Liman Mandala,laki-laki,"Kalimantan Tengah, 23-04-1974",49.0,"Gg. Ahmad Yani No. 461
Banjarbaru, LA 81869",81869,7.0,7.0,Belum menikah,Pengusaha,CV Nurdiyanti,+62 (791) 678 9467,20.0,10.0,3.0,0.0,0.0,Bekasi,4.0,2.0,3.0,1.0,D3,552384498.0,kalem,4033892829.0,12.0,9.0,13.0,633.0,MUPD,Digital,Elizabeth Thomas
6458935983072040,Hamima Lazuardi,laki-laki,"Kalimantan Timur, 09-02-1997",26.0,"Jalan Raya Setiabudhi No. 3
Bekasi, RI 78040",78040,19.0,6.0,Cerai hidup,Pengusaha,UD Mandasari Suartini,+62-094-696-3261,5.0,4.0,3.0,1.0,1.0,Semarang,5.0,3.0,3.0,2.0,S1,660067535.0,sedang,5985304258.0,13.0,9.0,16.0,716.0,HUPD,Call,Spencer Fisher
8210966866748206,Damar Sirait,perempuan,"Banten, 17-12-1967",56.0,"Jalan Soekarno Hatta No. 21
Prabumulih, Papua 42878",42878,10.0,18.0,Cerai mati,Buruh,PD Mayasari Prakasa Tbk,+62 (0307) 809-7145,0.0,2.0,3.0,1.0,1.0,Banjarmasin,4.0,3.0,2.0,1.0,S1,787987357.0,sedang,6708555876.0,13.0,9.0,12.0,751.0,WUPD,Call,Elizabeth Perkins
9497355655057609,Ulya Rahayu,perempuan,"Jambi, 13-11-1972",51.0,"Gg. Rajiman No. 842
Sungai Penuh, Banten 20023",20023,15.0,1.0,Menikah,Profesional,UD Laksita Tbk,+62 (030) 558 3886,0.0,4.0,2.0,1.0,0.0,Banjarmasin,3.0,3.0,3.0,1.0,D3,637530458.0,sedang,5940333116.0,11.0,9.0,12.0,695.0,INCO,Digital,Elizabeth Sullivan
8027653113782455,"Drs. Betania Simbolon, S.E.",laki-laki,"Kalimantan Barat, 28-05-1994",29.0,"Gang Gegerkalong Hilir No. 10
Tanjungbalai, Riau 09988",9988,8.0,16.0,Cerai mati,Pengusaha,PD Irawan (Persero) Tbk,+62 (0629) 233-0312,15.0,4.0,0.0,0.0,0.0,Denpasar,4.0,3.0,3.0,1.0,S1,680405962.0,sedang,7509539441.0,14.0,9.0,12.0,584.0,MUPD,Call,Steven Ryan
3012110611528439,Sarah Prakasa,perempuan,"Kalimantan Tengah, 21-10-1967",56.0,"Gg. Pelajar Pejuang No. 6
Binjai, Jawa Timur 27610",27610,6.0,12.0,Menikah,Pegawai Swasta,PD Tampubolon Yuniar (Persero) Tbk,+62 (450) 410 0156,5.0,4.0,0.0,0.0,0.0,Depok,2.0,1.0,2.0,1.0,SMA,446206554.0,kalem,4834980009.0,8.0,8.0,9.0,548.0,ATPU,Call,Jason Vega
8235736196185233,Hana Permata,perempuan,"Aceh, 28-12-1995",28.0,"Jl. Rumah Sakit No. 6
Tomohon, JA 24941",24941,16.0,11.0,Cerai hidup,Profesional,UD Budiyanto,+62 (42) 979-9985,0.0,2.0,4.0,0.0,0.0,Bogor,2.0,2.0,1.0,0.0,SMA,396276400.0,kalem,3595496964.0,7.0,8.0,5.0,546.0,INCO,Digital,Paul Jimenez
2980680352146275,Cut Maida Pratiwi,laki-laki,"DKI Jakarta, 17-11-1966",57.0,"Gang Stasiun Wonokromo No. 74
Solok, KI 75920",75920,3.0,17.0,Cerai mati,Pegawai Swasta,CV Tamba Wacana,+62 (862) 274-1340,10.0,2.0,3.0,1.0,0.0,Bekasi,1.0,1.0,1.0,0.0,SD,361328658.0,kalem,4470835079.0,8.0,8.0,6.0,451.0,CBLT,Digital,Elizabeth Thomas
1282297783868025,Elma Yuliarti,perempuan,"Sumatera Selatan, 23-12-1967",56.0,"Jalan R.E Martadinata No. 8
Meulaboh, SB 79960",79960,17.0,12.0,Cerai mati,Buruh,UD Wastuti,+62-29-758-1708,15.0,8.0,3.0,1.0,1.0,Bandung,2.0,1.0,2.0,1.0,SMA,368210966.0,kalem,3315048702.0,7.0,8.0,7.0,455.0,DISP,Digital,Tara Osborne
4917368458328425,"Karja Puspasari, M.TI.",laki-laki,"Maluku, 18-04-1960",63.0,"Gg. Medokan Ayu No. 0
Bogor, Jawa Tengah 56842",56842,16.0,13.0,Belum menikah,Pegawai Negeri,CV Suartini (Persero) Tbk,+62-082-202-3004,5.0,6.0,5.0,1.0,0.0,Samarinda,4.0,2.0,3.0,1.0,D3,691491702.0,sedang,6924740337.0,8.0,9.0,9.0,682.0,MUPD,Call,Monica Bright
7035739331987704,Luwar Maryati,laki-laki,"Maluku, 25-07-1975",48.0,"Jl. R.E Martadinata No. 239
Sukabumi, Sulawesi Tenggara 27860",27860,5.0,18.0,Cerai hidup,Pengusaha,Perum Pranowo Hariyah (Persero) Tbk,+62 (70) 094 4289,5.0,8.0,3.0,1.0,1.0,Bekasi,5.0,2.0,3.0,2.0,S1,644741833.0,kalem,5460155417.0,9.0,9.0,13.0,647.0,WUPD,Call,Paul Carroll
8943426164682673,Teddy Budiman,perempuan,"Sulawesi Barat, 26-02-1995",28.0,"Gang Kiaracondong No. 8
Pagaralam, YO 39609",39609,18.0,16.0,Menikah,Pegawai Negeri,Perum Samosir (Persero) Tbk,+62 (390) 344-5737,20.0,2.0,5.0,1.0,0.0,Pekanbaru,4.0,2.0,3.0,1.0,D3,617761869.0,kalem,6210405690.0,12.0,9.0,12.0,647.0,WRPH,Call,Alex Garcia
4637237632116469,"Victoria Oktaviani, S.T.",laki-laki,"Jambi, 18-01-1999",24.0,"Gang Kutisari Selatan No. 35
Makassar, YO 19054",19054,17.0,5.0,Menikah,Pengusaha,Perum Palastri Hutagalung (Persero) Tbk,+62-0097-084-5430,10.0,0.0,0.0,0.0,0.0,Denpasar,3.0,1.0,2.0,0.0,SMA,413631013.0,kalem,4392637297.0,8.0,8.0,7.0,549.0,DISP,Call,Matthew Mullins
6541837049626708,Yosef Utama,perempuan,"Aceh, 13-07-1963",60.0,"Gang Sukajadi No. 1
Makassar, YO 63332",63332,9.0,7.0,Cerai hidup,Pegawai Negeri,PT Padmasari Astuti,+62 (0892) 148 2643,15.0,4.0,0.0,0.0,0.0,Pekanbaru,1.0,1.0,1.0,1.0,SMP,426405102.0,kalem,3101793226.0,6.0,8.0,5.0,515.0,OTHR,Digital,Molly Torres
7219656734037393,Drs. Padmi Marpaung,laki-laki,"Jawa Tengah, 24-01-1984",39.0,"Jl. Erlangga No. 3
Serang, Bali 22982",22982,4.0,8.0,Cerai mati,Profesional,CV Waluyo,+62 (18) 888 0228,5.0,8.0,2.0,0.0,0.0,Yogyakarta,3.0,1.0,1.0,1.0,SMP,458134206.0,kalem,2507673852.0,9.0,8.0,7.0,613.0,INCO,Digital,Daniel Berry
3418735073430944,"Mahmud Wijayanti, M.Ak",perempuan,"Nusa Tenggara Barat, 19-11-1980",43.0,"Jalan Joyoboyo No. 342
Lhokseumawe, SB 51857",51857,10.0,3.0,Cerai hidup,Pengusaha,PD Saragih Santoso Tbk,+62 (24) 977-5481,5.0,0.0,0.0,0.0,0.0,Depok,3.0,3.0,3.0,1.0,S1,664980085.0,kalem,4964371784.0,14.0,9.0,9.0,730.0,HUPD,Call,Maria Jackson
5027692734636278,Vanesa Halim,perempuan,"Bengkulu, 31-12-1970",53.0,"Jalan Ciumbuleuit No. 2
Bau-Bau, Sulawesi Tenggara 96633",96633,12.0,14.0,Belum menikah,Pegawai Negeri,PT Sitompul Sitompul (Persero) Tbk,+62 (135) 769 2064,5.0,2.0,3.0,1.0,0.0,Balikpapan,4.0,3.0,3.0,2.0,S1,836052557.0,sedang,7281951244.0,13.0,9.0,10.0,689.0,FDBK,Call,Carmen Stuart DDS
9674556442836738,Bella Yulianti,perempuan,"Kepulauan Bangka Belitung, 11-02-1976",47.0,"Jalan Jamika No. 6
Surakarta, MU 12677",12677,9.0,20.0,Menikah,Pegawai Swasta,PT Rahayu,+62 (0420) 667 2268,0.0,2.0,3.0,0.0,0.0,Banjarmasin,3.0,2.0,3.0,1.0,D3,719757469.0,kalem,5449616854.0,11.0,9.0,10.0,619.0,WRPH,Call,Courtney Gordon
7088346619020576,"Dr. Kamaria Aryani, S.E.I",perempuan,"Papua, 28-11-1998",25.0,"Gg. Jamika No. 3
Magelang, Sumatera Selatan 56802",56802,18.0,3.0,Belum menikah,Profesional,PD Siregar Hartati (Persero) Tbk,+62 (0853) 451-2219,15.0,10.0,0.0,0.0,0.0,Pekanbaru,3.0,3.0,2.0,1.0,D3,612857404.0,sedang,6452097552.0,12.0,9.0,11.0,565.0,DISC,Call,Michele Navarro
2768583532003288,Jatmiko Marpaung,perempuan,"Bali, 24-12-1975",48.0,"Gg. Dipatiukur No. 646
Pasuruan, Kalimantan Utara 49490",49490,13.0,18.0,Cerai hidup,Profesional,PT Handayani Kuswandari (Persero) Tbk,+62-0198-318-0275,10.0,8.0,5.0,1.0,0.0,Bogor,5.0,2.0,3.0,1.0,D3,588601788.0,kalem,6759881409.0,10.0,9.0,8.0,643.0,HUPD,Call,Paul Jimenez
1229969543964879,"drg. Gangsa Rajasa, S.I.Kom",laki-laki,"Kalimantan Selatan, 17-02-1974",49.0,"Jl. Waringin No. 885
Bandar Lampung, MU 71968",71968,15.0,17.0,Cerai hidup,Profesional,UD Kurniawan Tbk,+62 (541) 627 1222,20.0,8.0,2.0,1.0,1.0,Surabaya,3.0,1.0,1.0,1.0,SMP,342342010.0,kalem,4494926501.0,5.0,8.0,6.0,437.0,DISP,Digital,Ashley Ponce
5909124175874160,Eja Budiman,laki-laki,"Sumatera Selatan, 17-12-1994",29.0,"Jalan Indragiri No. 054
Kota Administrasi Jakarta Utara, KU 17674",17674,4.0,18.0,Cerai hidup,Pengusaha,PD Hasanah,+62 (0548) 208 8082,5.0,8.0,0.0,0.0,0.0,Depok,2.0,1.0,2.0,1.0,SMA,407826134.0,kalem,3251933585.0,9.0,9.0,4.0,542.0,ATPU,Call,Kimberly Warner
1754050323951363,Puspa Sudiati,perempuan,"Sumatera Utara, 24-05-1999",24.0,"Jl. Stasiun Wonokromo No. 982
Sabang, AC 86121",86121,19.0,10.0,Cerai hidup,Pegawai Swasta,UD Zulkarnain Situmorang (Persero) Tbk,+62 (60) 151 7323,15.0,10.0,3.0,0.0,0.0,Surabaya,3.0,2.0,2.0,1.0,SMA,412103632.0,sedang,4925352209.0,11.0,9.0,10.0,622.0,INCO,Call,Todd Lozano
8189537912121591,Jane Mangunsong,laki-laki,"Aceh, 10-04-1991",32.0,"Gg. Suniaraja No. 055
Kota Administrasi Jakarta Utara, Sumatera Utara 90584",90584,13.0,15.0,Cerai mati,Profesional,PD Yulianti Fujiati (Persero) Tbk,+62-0382-864-5192,5.0,4.0,1.0,1.0,0.0,Medan,3.0,1.0,2.0,1.0,SMA,468453693.0,sedang,5574375614.0,10.0,9.0,8.0,633.0,WRPH,Digital,Angela Mccormick
3449584074512140,Tari Suwarno,perempuan,"Kalimantan Selatan, 12-09-1972",51.0,"Gg. Cikapayang No. 1
Bogor, Kalimantan Utara 70314",70314,4.0,15.0,Cerai hidup,Pegawai Negeri,CV Laksita Prakasa,+62 (623) 997 6068,0.0,8.0,4.0,0.0,0.0,Banjarmasin,4.0,3.0,2.0,1.0,D3,621405380.0,sedang,6855743762.0,13.0,9.0,10.0,600.0,DISC,Call,Elizabeth Sullivan
9233464062989420,Bakti Oktaviani,perempuan,"Riau, 21-05-1991",32.0,"Jl. Cihampelas No. 035
Bima, Kalimantan Selatan 43634",43634,3.0,9.0,Menikah,Buruh,Perum Sitompul Tbk,+62 (170) 572-8273,20.0,10.0,5.0,0.0,0.0,Semarang,2.0,1.0,1.0,1.0,SMA,441938446.0,kalem,3492138716.0,9.0,8.0,7.0,496.0,DISP,Digital,Randall Hoffman
4152987665451499,Cut Calista Kuswoyo,laki-laki,"Sumatera Barat, 20-11-1973",50.0,"Gg. Rajawali Barat No. 001
Pariaman, Papua 60223",60223,3.0,16.0,Menikah,Pengusaha,Perum Pangestu Zulkarnain,+62 (578) 748-9121,5.0,8.0,0.0,0.0,0.0,Semarang,3.0,2.0,2.0,1.0,D3,618810260.0,kalem,5030325747.0,12.0,9.0,10.0,584.0,WRPH,Call,Sheri Clarke
9908943143579720,Zaenab Tarihoran,laki-laki,"DI Yogyakarta, 30-12-1995",28.0,"Jl. M.T Haryono No. 961
Kota Administrasi Jakarta Utara, JK 07300",7300,6.0,13.0,Belum menikah,Pegawai Swasta,UD Natsir,+62 (676) 047-3201,20.0,2.0,4.0,1.0,0.0,Samarinda,5.0,3.0,2.0,1.0,S1,608116418.0,sedang,5460000395.0,15.0,9.0,13.0,744.0,MUPD,Digital,Monica Bright
7066473598574656,drg. Ifa Purnawati,perempuan,"Jawa Tengah, 20-01-1982",41.0,"Jl. Rajawali Timur No. 3
Batam, JA 01138",1138,11.0,12.0,Cerai hidup,Pegawai Swasta,PT Dongoran,+62-42-695-2504,20.0,8.0,5.0,0.0,0.0,Medan,3.0,2.0,2.0,1.0,SMA,493419561.0,kalem,4817982944.0,9.0,8.0,8.0,636.0,DISC,Call,Vincent Daniel
2534928361066172,Almira Pertiwi,perempuan,"Bali, 31-03-1981",42.0,"Jl. H.J Maemunah No. 480
Kediri, JA 93052",93052,19.0,13.0,Belum menikah,Profesional,PD Prasetya Marpaung,+62 (0737) 803 0975,15.0,2.0,2.0,1.0,0.0,Banjarmasin,3.0,2.0,2.0,1.0,SMA,516170184.0,kalem,3561855982.0,12.0,9.0,9.0,559.0,PTPR,Digital,Justin Randolph
8124565106056955,dr. Martani Purwanti,laki-laki,"Papua, 24-07-1985",38.0,"Jalan Indragiri No. 64
Kediri, Kalimantan Barat 94578",94578,4.0,1.0,Cerai mati,Pengusaha,PT Purnawati,+62 (0280) 620-0508,15.0,0.0,0.0,0.0,0.0,Padang,3.0,3.0,3.0,1.0,D3,594647312.0,kalem,5599607753.0,14.0,9.0,12.0,549.0,INCO,Call,Tracy Park
9276549825545508,Endah Andriani,perempuan,"Bengkulu, 07-12-1982",41.0,"Gang Setiabudhi No. 998
Samarinda, Sulawesi Barat 93007",93007,9.0,6.0,Cerai mati,Pegawai Negeri,PT Firgantoro,+62 (496) 276-5426,10.0,0.0,0.0,0.0,0.0,Pekanbaru,2.0,1.0,1.0,0.0,SMP,352143706.0,kalem,3262638925.0,7.0,8.0,2.0,515.0,LMSG,Digital,Ashley Marshall
2877072378873271,Martaka Hartati,laki-laki,"Jawa Barat, 10-08-2000",23.0,"Jl. Indragiri No. 32
Palu, MA 43915",43915,5.0,12.0,Belum menikah,Profesional,UD Narpati Najmudin Tbk,+62 (484) 580-8137,20.0,10.0,0.0,0.0,0.0,Yogyakarta,4.0,2.0,2.0,1.0,S1,478036399.0,sedang,6356683507.0,10.0,9.0,12.0,642.0,WRPH,Digital,Ross Skinner
4878631977552156,"Lamar Prasetyo, M.Farm",perempuan,"Bengkulu, 22-11-1990",33.0,"Jalan Peta No. 51
Tidore Kepulauan, KR 96229",96229,3.0,7.0,Cerai mati,Profesional,CV Tampubolon,+62 (065) 007 8707,5.0,8.0,0.0,0.0,0.0,Medan,3.0,2.0,1.0,1.0,SMA,433802989.0,kalem,3426749425.0,7.0,8.0,6.0,424.0,OTHR,Digital,Vincent Daniel
3083266877174472,"Tgk. Mahfud Purnawati, S.Kom",laki-laki,"Bengkulu, 02-04-1975",48.0,"Jl. Otto Iskandardinata No. 76
Pematangsiantar, BT 72965",72965,7.0,17.0,Cerai hidup,Pegawai Negeri,PT Rajata Widodo,+62 (029) 314-7810,20.0,2.0,2.0,1.0,1.0,Tangerang,2.0,2.0,1.0,1.0,SMA,439162028.0,kalem,4815340733.0,9.0,9.0,7.0,511.0,INCO,Digital,Stacy Austin
4570633901219849,Bajragin Halim,perempuan,"Sulawesi Utara, 23-11-1975",48.0,"Jalan Joyoboyo No. 372
Tegal, Banten 42644",42644,5.0,20.0,Belum menikah,Buruh,UD Sihombing Purwanti Tbk,+62-16-157-2068,20.0,4.0,4.0,0.0,0.0,Pekanbaru,3.0,1.0,2.0,1.0,SMA,625132682.0,kalem,4736640261.0,12.0,9.0,10.0,470.0,WRPH,Digital,Ashley Marshall
5046007107435102,Tira Natsir,perempuan,"Jawa Tengah, 03-07-1996",27.0,"Gang Pacuan Kuda No. 21
Kediri, DKI Jakarta 07771",7771,8.0,2.0,Cerai mati,Profesional,PD Kurniawan (Persero) Tbk,+62 (997) 856-6407,0.0,10.0,0.0,0.0,0.0,Tangerang,2.0,2.0,1.0,1.0,SMA,488668243.0,kalem,4760954072.0,9.0,8.0,8.0,619.0,PTPR,Call,Anthony Walter
4807078479626423,Banawi Widiastuti,laki-laki,"Sumatera Selatan, 20-09-1975",48.0,"Jalan Ronggowarsito No. 79
Banjarmasin, Kalimantan Utara 73504",73504,19.0,14.0,Belum menikah,Buruh,PT Halimah Tbk,+62-63-283-2320,15.0,0.0,0.0,0.0,0.0,Malang,5.0,3.0,4.0,2.0,S2,786237621.0,sedang,7740247094.0,15.0,9.0,14.0,771.0,WUPD,Call,Joshua Little
9104833187744668,"Dr. Usyi Hassanah, S.IP",laki-laki,"Maluku, 16-07-1973",50.0,"Gg. Rajiman No. 8
Bitung, AC 19882",19882,16.0,14.0,Cerai hidup,Buruh,PT Rahimah Januar,+62 (891) 296 4645,15.0,8.0,2.0,1.0,1.0,Tangerang,2.0,2.0,2.0,1.0,SMA,437623195.0,kalem,4471784985.0,10.0,9.0,9.0,558.0,ATPU,Digital,Stacy Austin
4186125974559351,Rusman Pratama,laki-laki,"Sulawesi Utara, 10-06-1991",32.0,"Jl. Merdeka No. 170
Pangkalpinang, Aceh 59153",59153,3.0,17.0,Menikah,Pegawai Swasta,Perum Pradana Tbk,+62 (098) 497 6659,10.0,4.0,4.0,0.0,0.0,Yogyakarta,3.0,1.0,2.0,1.0,D3,525762289.0,kalem,5372715635.0,11.0,9.0,10.0,599.0,OTHR,Call,Daniel Berry
5135797519442804,Rahayu Prasasta,laki-laki,"Jawa Barat, 21-09-1985",38.0,"Jl. Jamika No. 4
Bekasi, Maluku 11669",11669,14.0,8.0,Cerai mati,Profesional,CV Novitasari Tbk,+62 (98) 852-2213,5.0,2.0,2.0,0.0,0.0,Yogyakarta,4.0,3.0,3.0,2.0,S1,698256965.0,sedang,6740322638.0,14.0,9.0,14.0,799.0,FDBK,Call,Stephen Lee
1684561123840718,Carla Hidayanto,perempuan,"Kepulauan Bangka Belitung, 19-04-1984",39.0,"Gg. Abdul Muis No. 81
Sabang, JB 73894",73894,16.0,5.0,Menikah,Pegawai Negeri,Perum Permadi Yuliarti,+62-0147-992-7143,15.0,6.0,5.0,0.0,0.0,Tangerang,3.0,2.0,2.0,1.0,D3,453967819.0,kalem,3313399302.0,10.0,8.0,10.0,608.0,INCO,Call,Anthony Walter
4088593273955307,Ratih Mustofa,laki-laki,"Kepulauan Riau, 10-03-1965",58.0,"Jl. Antapani Lama No. 9
Purwokerto, JA 37353",37353,5.0,16.0,Cerai mati,Pegawai Swasta,CV Hardiansyah Firmansyah,+62-71-150-0730,0.0,10.0,1.0,0.0,0.0,Padang,3.0,2.0,1.0,0.0,SMP,345094158.0,kalem,3592077593.0,10.0,9.0,10.0,443.0,DISP,Digital,Tracy Park
3443391627632701,Ulya Simbolon,perempuan,"Jawa Timur, 16-04-1972",51.0,"Jl. Antapani Lama No. 27
Padang Sidempuan, NB 98774",98774,9.0,20.0,Cerai mati,Buruh,PT Yuniar Pradana,+62 (072) 440 5107,20.0,2.0,4.0,1.0,0.0,Bogor,2.0,2.0,2.0,1.0,D3,507308673.0,sedang,5763450658.0,10.0,9.0,10.0,566.0,DISP,Digital,Samantha James
9982812255431549,Julia Siregar,laki-laki,"Kalimantan Tengah, 11-12-1986",37.0,"Gang Sukajadi No. 434
Tanjungpinang, KR 04225",4225,15.0,13.0,Cerai mati,Profesional,PD Mandasari Anggraini Tbk,+62-473-557-0134,0.0,2.0,1.0,0.0,0.0,Denpasar,2.0,1.0,2.0,1.0,SMA,426864439.0,kalem,3778841100.0,8.0,8.0,9.0,491.0,OTHR,Digital,Sierra Richards
2900914337534548,Ellis Handayani,perempuan,"Jawa Timur, 20-01-1970",53.0,"Jl. Gardujati No. 220
Ambon, Kalimantan Selatan 37974",37974,8.0,4.0,Cerai mati,Pengusaha,PD Suwarno Hutasoit (Persero) Tbk,+62-843-725-7357,20.0,2.0,1.0,1.0,1.0,Batam,4.0,2.0,3.0,2.0,D3,482487487.0,sedang,7286189428.0,12.0,9.0,16.0,596.0,DISC,Call,David Olsen
7730207991760283,Cut Ajeng Prastuti,perempuan,"Banten, 23-09-1998",25.0,"Gang Ir. H. Djuanda No. 60
Kota Administrasi Jakarta Barat, Kepulauan Bangka Belitung 45359",45359,17.0,8.0,Cerai mati,Profesional,PT Damanik Hutasoit,+62 (049) 547-1643,15.0,0.0,0.0,0.0,0.0,Semarang,2.0,2.0,2.0,1.0,SMP,374807992.0,kalem,3767351874.0,8.0,8.0,5.0,602.0,PTPR,Digital,Randall Hoffman
2377188960209534,Kawaca Rahimah,perempuan,"Aceh, 10-02-1999",24.0,"Gg. Jamika No. 781
Pekalongan, KT 97023",97023,4.0,4.0,Cerai mati,Buruh,PD Wasita (Persero) Tbk,+62 (0791) 132 7399,20.0,4.0,5.0,1.0,1.0,Pekanbaru,3.0,1.0,2.0,1.0,D3,630519671.0,kalem,5432641349.0,11.0,9.0,10.0,543.0,DISP,Call,Andrea Schmidt
7696083847850461,Maya Suwarno,perempuan,"Banten, 03-07-1981",42.0,"Gg. Jend. A. Yani No. 928
Sawahlunto, Lampung 64062",64062,16.0,5.0,Menikah,Pegawai Negeri,CV Astuti,+62-044-314-4356,5.0,8.0,1.0,0.0,0.0,Batam,4.0,3.0,3.0,1.0,D3,569793170.0,sedang,5567780268.0,11.0,9.0,10.0,693.0,MUPD,Call,Tina Wright
7813171416270456,"Drs. Among Jailani, S.IP",perempuan,"Maluku Utara, 02-01-1975",48.0,"Gg. Pacuan Kuda No. 9
Pagaralam, YO 24232",24232,17.0,3.0,Cerai hidup,Pengusaha,Perum Prakasa,+62 (0069) 929 9423,10.0,2.0,4.0,0.0,0.0,Bekasi,5.0,3.0,2.0,2.0,S1,599932973.0,sedang,5448055326.0,13.0,9.0,14.0,597.0,MUPD,Call,Emma Arroyo
7435418942172107,"Ir. Dalima Simanjuntak, S.Pd",perempuan,"DKI Jakarta, 02-04-1995",28.0,"Gang Tubagus Ismail No. 757
Manado, KI 72425",72425,5.0,11.0,Cerai mati,Pegawai Negeri,PT Hastuti Rajasa,+62-066-404-2749,20.0,10.0,5.0,0.0,0.0,Samarinda,2.0,2.0,2.0,1.0,SMA,381264100.0,kalem,3953973029.0,6.0,8.0,7.0,519.0,OTHR,Digital,Sean Harper
2164754080980368,Panca Suryatmi,laki-laki,"Nusa Tenggara Timur, 13-06-1978",45.0,"Gang Cikapayang No. 8
Purwokerto, BB 03040",3040,16.0,9.0,Menikah,Pengusaha,UD Hidayat Wasita,+62-074-576-8604,15.0,2.0,3.0,1.0,0.0,Pekanbaru,5.0,3.0,2.0,1.0,D3,588630221.0,sedang,7754238909.0,13.0,9.0,12.0,616.0,DISC,Call,Richard Santiago
1966502036717875,Respati Firgantoro,perempuan,"Jawa Tengah, 31-07-1966",57.0,"Jl. Stasiun Wonokromo No. 50
Medan, Papua 72676",72676,1.0,9.0,Cerai mati,Profesional,Perum Latupono (Persero) Tbk,+62 (273) 483 8567,0.0,8.0,3.0,1.0,0.0,Balikpapan,3.0,2.0,2.0,0.0,SMA,523333850.0,kalem,6092512724.0,8.0,9.0,8.0,573.0,DISP,Call,Colleen Lawrence
5889279538827901,Bagus Wasita,laki-laki,"Sulawesi Tengah, 14-02-1962",61.0,"Gang Siliwangi No. 571
Kupang, Kepulauan Riau 66150",66150,16.0,4.0,Belum menikah,Buruh,PT Sinaga Situmorang Tbk,+62 (0287) 065-3093,5.0,2.0,4.0,1.0,1.0,Banjarmasin,5.0,3.0,3.0,1.0,S1,670725692.0,sedang,6945247148.0,14.0,9.0,14.0,640.0,MUPD,Call,Lauren Robertson
