debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,num_of_dependents,debtor_education_level,debtor_occupation,debtor_company,debtor_number,monthly_income,monthly_expense,loan_type,debtor_tenor,loan_amount,payment_history_jan,payment_history_feb,payment_history_mar,payment_history_apr,payment_history_may,payment_history_jun,payment_history_jul,payment_history_aug,payment_history_sep,payment_history_oct,payment_history_nov,payment_history_dec,debtor_aging,transaction_frequency,remaining_loan,billing_frequency,billing_type,debtor_response,consumerism_level,debtor_mode,collector_type,collector_reputation,collector_fee,transportation_type,distance,travel_frequency,transportation_cost,remedial_score,remedial_label
8061887440235757,"Dr. Irfan Samosir, M.Farm",laki-laki,"Sulawesi Tenggara, 10-01-1964",39,"Jalan Sadang Serang No. 36
Kota Administrasi Jakarta Barat, Kalimantan Barat 71276",71276,8,11,Cerai Mati,0,D3,Pegawai Swasta,Perum Prasetya (Persero) Tbk,+62 (158) 617 4964,5052136,2020854,Pinjaman Pribadi,17,51790755,0,0,0,1,2,3,4,3,3,3,2,3,DPK,9,24509217,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7924088,Mobil,224,2,281587,888,Remedial
5289745380366669,"Wani Prasetyo, S.Kom",laki-laki,"Lampung, 24-07-1967",44,"Jalan Pasirkoja No. 34
Lubuklinggau, JI 50858",50858,12,3,Menikah,3,S1,Pegawai Swasta,PD Thamrin Tbk,+62 (076) 177 8689,5112571,3578800,Pinjaman Bisnis,22,33855822,0,0,1,2,2,3,4,4,3,2,3,3,DPK,9,20051883,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7135790,Mobil,228,2,326148,666,No Remedial
3102327041397031,Uda Rajata,laki-laki,"Aceh, 14-12-1971",28,"Gg. BKR No. 35
Pekanbaru, Bengkulu 20428",20428,6,15,Cerai Hidup,3,SMP,Buruh,PT Fujiati Tbk,+62 (998) 052 5100,3056853,2139797,Pinjaman Pribadi,16,14746624,1,0,1,2,2,3,3,4,5,4,5,4,Kurang Lancar,8,7410176,2,Wakil,Negatif,Rendah,Kabur,Penagihan utang,Baik,6714213,Mobil,209,2,275920,444,No Remedial
1443773286735349,Amelia Saptono,laki-laki,"Sulawesi Selatan, 11-06-1987",44,"Jalan KH Amin Jasuta No. 337
Binjai, BT 28433",28433,13,9,Menikah,3,D3,Pegawai Swasta,PD Anggriawan,+62 (04) 967 7047,4308884,3016219,Pinjaman Pribadi,18,23384898,1,1,0,0,0,1,1,0,1,2,3,4,Kurang Lancar,8,13043578,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Cukup,8093482,Motor,180,2,286889,666,No Remedial
9823149756843698,Nadine Wasita,laki-laki,"Kalimantan Utara, 06-10-1962",53,"Gg. Rajawali Timur No. 93
Yogyakarta, Sulawesi Tenggara 70183",70183,10,12,Menikah,3,S2,Professional,Perum Budiman Halimah Tbk,+62-0196-647-3774,6521319,4564923,Pinjaman Bisnis,16,31407024,0,0,0,1,0,0,0,0,0,0,0,1,DPK,11,9886668,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7561418,Mobil,230,2,324998,666,No Remedial
1651903451327547,Drs. Putri Budiman,perempuan,"Jawa Tengah, 18-07-1987",43,"Gg. Abdul Muis No. 77
Solok, NB 77538",77538,11,9,Menikah,3,S1,Pegawai Swasta,UD Mansur Handayani Tbk,+62 (78) 992-2955,4449442,3114609,Pinjaman Pribadi,19,25489279,0,0,1,0,0,0,0,0,1,0,1,2,DPK,10,12140949,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Buruk,7505635,Mobil,175,2,327241,833,Remedial
7014875758985550,Kamal Mayasari,perempuan,"Bali, 03-02-1967",47,"Gang Soekarno Hatta No. 341
Sorong, Jawa Barat 83692",83692,12,1,Menikah,3,S2,Pegawai Negeri,UD Rajata Permata,+62-024-561-1624,6080747,4256523,Pinjaman Pribadi,16,29334256,0,1,2,1,1,1,0,1,2,3,2,2,DPK,10,11092016,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,8008138,Motor,226,2,299279,777,Remedial
7514147878578018,Paulin Hidayat,laki-laki,"Sulawesi Selatan, 01-07-1978",41,"Gang Kendalsari No. 31
Banjar, Sulawesi Utara 39188",39188,10,5,Menikah,3,S1,Pegawai Negeri,UD Gunawan,+62-038-391-8480,5574086,3901860,Pinjaman Pribadi,18,30251322,0,1,2,1,0,1,1,0,0,0,1,1,DPK,11,11856836,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7037758,Mobil,190,2,309380,722,Remedial
1241370564238646,Lanjar Palastri,perempuan,"Papua Barat, 25-12-1983",38,"Jalan Monginsidi No. 00
Tebingtinggi, Maluku 17653",17653,18,2,Menikah,3,D3,Pegawai Swasta,PD Iswahyudi Safitri,+62 (0401) 325 8420,4068278,2847795,Pinjaman Pribadi,19,23305704,0,0,0,0,0,0,0,1,2,1,2,3,DPK,9,12321357,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7268416,Motor,218,2,333368,722,Remedial
3507085332639266,Kamaria Astuti,perempuan,"Jawa Timur, 22-08-1994",36,"Gang Rawamangun No. 148
Padang Sidempuan, KB 14217",14217,14,4,Belum Menikah,0,S1,Pegawai Swasta,PD Dabukke,+62 (094) 509-2997,4026301,1610520,Pinjaman Pribadi,17,41274657,0,0,0,0,0,0,0,0,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Baik,8031765,Motor,173,2,349698,666,No Remedial
1748729406250751,Eva Agustina,laki-laki,"Aceh, 18-02-1974",31,"Gang Dipenogoro No. 30
Manado, NT 52748",52748,7,12,Menikah,3,D3,Pegawai Negeri,PD Yuliarti Prayoga Tbk,+62 (024) 630-6186,4648934,3254254,Pinjaman Bisnis,19,26587536,0,0,0,0,0,0,0,1,2,3,2,2,DPK,10,12640736,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Buruk,7554492,Motor,154,2,323914,666,No Remedial
9440923613350266,Kani Mahendra,perempuan,"Kalimantan Utara, 01-03-1986",20,"Gg. Joyoboyo No. 9
Tomohon, Sulawesi Utara 03102",3102,3,15,Menikah,3,SD,Buruh,PD Habibi (Persero) Tbk,+62 (207) 112-3650,2521993,1765395,Pinjaman Bisnis,16,12146048,0,0,1,1,2,1,1,1,2,2,2,1,DPK,11,3823470,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7443952,Mobil,229,2,265803,666,No Remedial
3567696153723517,Hj. Melinda Sudiati,perempuan,"Bali, 30-06-1965",47,"Jl. M.H Thamrin No. 0
Yogyakarta, Sulawesi Barat 98775",98775,19,1,Menikah,3,S1,Pegawai Swasta,Perum Mangunsong Wacana,+62 (0397) 125 4588,5077806,3554464,Pinjaman Pribadi,21,32150937,0,0,0,0,0,1,0,0,0,0,1,2,DPK,10,16917517,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7465841,Motor,193,2,345079,833,Remedial
6001529681292394,Kenari Adriansyah,laki-laki,"Jawa Tengah, 16-12-1988",40,"Gg. Kendalsari No. 878
Banjarmasin, BE 37823",37823,19,4,Menikah,4,D3,Pegawai Negeri,Perum Winarno Tbk,+62 (365) 400-9594,5041324,4033059,Pinjaman Pribadi,18,18239976,0,0,0,0,1,2,3,3,3,4,5,5,Diragukan,7,11182121,2,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Cukup,7266085,Motor,214,2,247414,611,No Remedial
9138861038711224,Viman Megantara,perempuan,"Sulawesi Barat, 22-10-1983",36,"Jalan Jayawijaya No. 2
Pekanbaru, KU 51226",51226,2,15,Belum Menikah,0,S1,Pegawai Swasta,PD Suartini Tbk,+62 (0973) 691 3494,5522833,2209133,Pinjaman Pribadi,16,53285632,0,1,1,1,2,3,3,3,3,4,5,4,Kurang Lancar,8,26776032,1,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Sangat Buruk,7197245,Mobil,179,2,304469,888,Remedial
1579856697907730,Jaka Hassanah,perempuan,"Sulawesi Barat, 25-10-1999",34,"Jl. Tebet Barat Dalam No. 5
Bekasi, BT 89828",89828,20,7,Belum Menikah,0,D3,Pegawai Negeri,Perum Lazuardi Puspita (Persero) Tbk,+62 (133) 849-7839,4744746,1897898,Pinjaman Pribadi,18,51500772,1,0,0,0,1,2,2,3,2,2,2,1,DPK,11,20185444,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7171806,Motor,226,2,333505,944,Remedial
4555280820698950,"Galih Pudjiastuti, S.T.",laki-laki,"Papua Barat, 02-02-1989",49,"Jalan Asia Afrika No. 8
Kota Administrasi Jakarta Timur, KU 97363",97363,2,9,Menikah,3,S2,Professional,UD Utama Dabukke (Persero) Tbk,+62 (032) 968-0033,5879428,4115600,Pinjaman Pribadi,19,33681129,1,2,1,2,2,2,3,4,3,2,2,2,DPK,10,16042849,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7201748,Mobil,218,2,276429,777,Remedial
4443526766386147,Jelita Nuraini,perempuan,"Sulawesi Utara, 29-05-1996",29,"Jl. Rajiman No. 221
Madiun, Kepulauan Riau 16053",16053,14,6,Belum Menikah,0,SMP,Buruh,PD Narpati (Persero) Tbk,+62 (0053) 448 6016,3306943,1322777,Pinjaman Pribadi,15,29912055,0,0,0,1,1,0,0,0,1,0,1,1,DPK,11,8086229,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7723326,Mobil,221,2,284839,944,Remedial
3902383566574817,Tgk. Eman Mandasari,perempuan,"Nusa Tenggara Timur, 10-12-1988",37,"Jalan Cempaka No. 8
Jayapura, KB 44405",44405,2,3,Belum Menikah,0,D3,Pegawai Negeri,PD Megantara Permata,+62-0775-337-8223,6014068,2405627,Pinjaman Bisnis,19,68789671,1,0,1,0,0,0,1,1,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Cukup,6427619,Motor,215,2,328311,555,No Remedial
1524441743247517,Dr. Bala Haryanto,laki-laki,"Kalimantan Timur, 16-10-1980",39,"Jalan Erlangga No. 7
Jayapura, Aceh 63926",63926,11,17,Menikah,3,S1,Pegawai Negeri,PT Tarihoran Tbk,+62 (0680) 009 2239,5900263,4130184,Pinjaman Pribadi,19,33800506,0,1,1,0,1,0,0,0,0,1,1,2,DPK,10,16099716,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7895967,Mobil,228,2,228844,777,Remedial
1580961695463197,Raina Suartini,perempuan,"Sulawesi Tenggara, 27-07-1980",41,"Jalan Gegerkalong Hilir No. 59
Serang, MA 08550",8550,17,14,Menikah,2,S1,Pegawai Negeri,Perum Yulianti (Persero) Tbk,+62-66-138-3593,6415677,3849406,Pinjaman Bisnis,20,51497080,1,1,1,1,2,3,2,1,2,3,3,4,Kurang Lancar,8,30966912,1,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Baik,7878296,Motor,195,2,338086,666,No Remedial
5262940994968270,Gaiman Pradipta,laki-laki,"Sulawesi Utara, 18-01-1965",44,"Jl. Indragiri No. 9
Palembang, JK 14242",14242,20,10,Belum Menikah,0,S1,Pegawai Negeri,PD Lestari Saefullah Tbk,+62 (22) 616-5837,6017261,2406904,Pinjaman Bisnis,14,50714048,1,0,0,1,0,0,1,0,1,0,1,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Sangat Baik,7714906,Mobil,180,2,229704,555,No Remedial
3268473781162667,Galih Mayasari,laki-laki,"Jawa Barat, 14-06-1965",39,"Jalan Rumah Sakit No. 9
Banda Aceh, Kalimantan Barat 88561",88561,4,9,Cerai Hidup,3,S1,Pegawai Negeri,PT Lazuardi Melani,+62 (0325) 927 3321,4614311,3230018,Pinjaman Bisnis,18,25000614,0,0,1,0,0,0,0,0,0,0,0,1,DPK,11,9773391,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,8083581,Mobil,189,2,291528,666,No Remedial
9632117787658787,Adhiarja Salahudin,laki-laki,"Kalimantan Selatan, 27-08-1982",43,"Gg. Jayawijaya No. 3
Cilegon, Maluku Utara 61482",61482,7,20,Menikah,3,D3,Pegawai Swasta,PD Hidayanto (Persero) Tbk,+62-023-937-9276,4412187,3088531,Pinjaman Pribadi,15,19954620,0,0,1,2,3,4,4,3,3,4,5,6,Diragukan,6,12012684,2,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Baik,7893759,Motor,200,2,340809,555,No Remedial
3435285521533074,Kemba Kurniawan,perempuan,"Papua Barat, 15-12-1997",47,"Gg. Pasirkoja No. 4
Tangerang, SR 22197",22197,8,15,Cerai Hidup,3,S2,Professional,PD Maryati Tbk,+62-388-024-0370,6357960,4450572,Pinjaman Bisnis,18,34447806,0,0,0,0,0,0,1,1,0,0,1,1,DPK,11,13466538,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7377398,Motor,201,2,261598,666,No Remedial
1731365559262064,Tgk. Fitriani Winarno,perempuan,"Sulawesi Utara, 22-12-1961",33,"Jl. Gegerkalong Hilir No. 4
Malang, DI Yogyakarta 47841",47841,1,10,Cerai Mati,0,S1,Pegawai Negeri,PD Thamrin (Persero) Tbk,+62-0989-874-6593,5729446,2291778,Kartu Kredit,14,48736562,1,0,0,0,1,0,0,0,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Baik,7719040,Mobil,166,2,297982,444,No Remedial
8283925562942159,Tirtayasa Wastuti,perempuan,"Maluku Utara, 05-03-1981",46,"Jl. Siliwangi No. 834
Blitar, Sumatera Utara 47698",47698,4,11,Belum Menikah,0,S2,Professional,UD Hassanah Sirait,+62-164-178-7659,6393450,2557380,Pinjaman Bisnis,19,73129100,0,0,1,0,0,0,1,0,0,0,0,1,DPK,11,30932330,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7406085,Mobil,199,2,336285,833,Remedial
6140740812488234,"Tgk. Zalindra Mansur, M.Farm",perempuan,"Jambi, 12-02-1971",39,"Gg. Peta No. 855
Purwokerto, JA 41088",41088,16,6,Menikah,3,S1,Pegawai Swasta,PD Maulana,+62-0021-650-8069,3980075,2786052,Pinjaman Pribadi,18,21600414,0,0,0,0,0,0,0,0,0,0,1,2,DPK,10,9660184,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,6994723,Mobil,212,2,344998,777,Remedial
8665135436895488,Ghaliyati Mustofa,perempuan,"Maluku Utara, 25-12-1964",53,"Gg. Jayawijaya No. 044
Bukittinggi, SG 70724",70724,7,7,Cerai Hidup,3,S2,Professional,UD Aryani Riyanti Tbk,+62 (114) 645-6380,6943466,4860426,Kartu Kredit,22,46406976,0,1,1,2,3,3,4,5,4,3,3,3,DPK,9,27659616,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7716915,Mobil,199,2,291883,500,No Remedial
6475299407738726,Lili Usada,perempuan,"Bali, 24-11-1971",32,"Gang Medokan Ayu No. 5
Batu, Nusa Tenggara Timur 44676",44676,16,11,Belum Menikah,0,D3,Pegawai Negeri,PD Adriansyah Iswahyudi,+62 (0260) 883 1282,4837027,1934811,Pinjaman Pribadi,15,43752000,0,0,0,0,0,0,0,0,1,2,1,2,DPK,10,14729840,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7466301,Motor,199,2,245756,944,Remedial
8824164806852694,Drs. Bella Yuniar,laki-laki,"DKI Jakarta, 07-01-1979",33,"Jl. Peta No. 686
Ambon, SB 21746",21746,14,18,Belum Menikah,0,S1,Pegawai Swasta,CV Megantara,+62 (0981) 274-0561,5296448,2118579,Pinjaman Bisnis,15,47827455,0,0,1,0,0,0,0,0,0,1,2,2,DPK,10,16048765,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7303604,Mobil,222,2,310375,833,Remedial
1291192732206340,Zalindra Mangunsong,laki-laki,"Jambi, 18-03-1981",42,"Gang Antapani Lama No. 5
Prabumulih, BB 14334",14334,4,14,Menikah,3,D3,Pegawai Negeri,PD Nasyidah Nababan (Persero) Tbk,+62 (587) 160 9599,4360983,3052688,Pinjaman Bisnis,20,26253420,0,0,0,0,0,0,1,0,0,1,1,1,DPK,11,11862175,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,8064674,Mobil,214,2,309239,666,No Remedial
4375772978788945,Novi Gunarto,perempuan,"Riau, 19-02-1967",49,"Jalan Pasir Koja No. 43
Kupang, Sulawesi Barat 50650",50650,12,13,Menikah,3,S2,Professional,Perum Rahimah Marbun (Persero) Tbk,+62-766-750-4560,5061070,3542749,Pinjaman Bisnis,17,25897783,0,1,2,1,0,1,2,3,2,2,1,2,DPK,10,10714573,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7267553,Mobil,231,2,328215,666,No Remedial
5299667818805146,Puti Dewi Farida,laki-laki,"Bali, 05-06-1988",29,"Gang Pasirkoja No. 83
Binjai, Jawa Tengah 86408",86408,10,17,Cerai Mati,0,SD,Buruh,PT Prasasta Tbk,+62 (547) 022-8946,3051108,1220443,Pinjaman Pribadi,17,31277688,0,1,1,0,0,1,1,0,1,0,1,1,DPK,11,11140373,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7372012,Mobil,200,2,313751,944,Remedial
3695475835859118,Purwa Puspasari,perempuan,"Jawa Barat, 06-07-1990",40,"Gang Moch. Ramdan No. 750
Jambi, BA 08198",8198,11,19,Cerai Hidup,3,D3,Pegawai Negeri,CV Wulandari,+62 (181) 811 9809,6144475,4301132,Pinjaman Bisnis,17,31441636,0,0,0,0,0,0,1,0,0,0,1,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,6975574,Mobil,215,2,291500,500,No Remedial
1164944255660846,Caturangga Dabukke,perempuan,"Lampung, 09-11-1961",37,"Jalan BKR No. 829
Bitung, Kalimantan Tengah 01779",1779,14,20,Menikah,3,S1,Pegawai Negeri,CV Megantara Winarno (Persero) Tbk,+62 (011) 563 4589,5324883,3727418,Pinjaman Pribadi,18,28898856,0,0,1,1,1,1,2,1,0,0,1,0,Lancar,12,0,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,8109608,Mobil,166,2,257663,555,No Remedial
4456895701075119,Ana Laksita,perempuan,"Sulawesi Selatan, 04-06-1986",39,"Gg. Kebonjati No. 99
Pasuruan, Nusa Tenggara Barat 25355",25355,7,13,Menikah,3,D3,Pegawai Swasta,CV Lazuardi Setiawan,+62 (0126) 524 9043,4992515,3494760,Pinjaman Bisnis,18,27049752,0,0,0,1,2,1,2,2,3,2,3,3,DPK,9,13569957,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7743791,Mobil,176,2,282454,555,No Remedial
6058241447981862,drg. Martana Wijaya,laki-laki,"Sumatera Selatan, 19-02-1984",43,"Jalan Rajawali Barat No. 2
Bukittinggi, Jawa Tengah 84199",84199,5,8,Cerai Hidup,3,S1,Pegawai Swasta,PD Sihotang,+62 (093) 967-6501,4969028,3478320,Kartu Kredit,19,28681982,1,2,1,2,2,2,3,2,3,4,4,5,Diragukan,7,18247026,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Sangat Baik,8075306,Motor,220,2,313060,388,No Remedial
5983870318541573,Cut Jane Setiawan,laki-laki,"Lampung, 26-04-1987",20,"Jl. Suniaraja No. 051
Banjar, Sulawesi Barat 58294",58294,17,15,Belum Menikah,0,SMP,Buruh,Perum Haryanto Oktaviani Tbk,+62-011-225-6684,3519728,1407891,Pinjaman Bisnis,15,31783500,0,0,0,1,2,2,3,4,3,3,3,3,DPK,9,12776967,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Buruk,7228674,Mobil,252,2,281503,722,Remedial
9765535115698543,Ifa Situmorang,laki-laki,"Nusa Tenggara Timur, 14-11-1988",55,"Gg. Joyoboyo No. 0
Banjarmasin, Papua Barat 44720",44720,17,11,Menikah,3,S3,Professional,UD Siregar,+62 (69) 250 4489,7745655,5421958,Kartu Kredit,19,44709109,1,0,0,0,0,0,1,1,1,2,1,2,DPK,10,21472139,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7213042,Mobil,165,2,311086,555,No Remedial
2956601696538563,Gaman Susanti,perempuan,"Maluku, 29-04-1998",46,"Gg. Monginsidi No. 99
Padang Sidempuan, Riau 91805",91805,18,6,Menikah,3,S2,Professional,CV Putra,+62 (0094) 471 1209,6060301,4242211,Pinjaman Pribadi,18,32890068,1,0,0,0,0,1,1,0,0,0,1,0,Lancar,12,0,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7174532,Mobil,186,2,343595,555,No Remedial
9603121793784485,Jais Putra,laki-laki,"Kalimantan Barat, 24-12-1992",20,"Gg. Cempaka No. 902
Madiun, Jambi 11815",11815,15,19,Cerai Mati,0,SMA,Buruh,PT Lazuardi Firgantoro (Persero) Tbk,+62 (42) 813 5306,3091862,1236745,Pinjaman Pribadi,18,33559902,0,0,1,1,2,3,3,2,1,2,1,1,DPK,11,13153615,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7558164,Mobil,188,2,290046,944,Remedial
5034522259385056,"dr. Yahya Pertiwi, S.E.I",perempuan,"Jambi, 29-01-1966",45,"Gang Surapati No. 8
Bekasi, SU 65852",65852,10,13,Belum Menikah,0,S2,Pegawai Negeri,CV Lailasari Yulianti,+62-0295-019-9107,5797231,2318892,Pinjaman Pribadi,19,66420542,0,0,1,2,3,2,2,2,1,0,0,1,DPK,11,28158813,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Buruk,8204590,Mobil,199,2,321744,944,Remedial
2357389143438016,KH. Johan Wijaya,laki-laki,"Maluku Utara, 14-04-1994",46,"Jalan M.H Thamrin No. 7
Gorontalo, BB 72820",72820,13,18,Menikah,3,S1,Pegawai Negeri,UD Marbun Hidayat,+62 (014) 347-5274,5979830,4185881,Pinjaman Pribadi,16,28847424,0,0,0,0,1,1,0,1,0,1,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,6462088,Mobil,188,2,331111,611,No Remedial
7448630710357796,Siska Latupono,perempuan,"Maluku Utara, 24-09-1999",41,"Jl. Medokan Ayu No. 39
Kotamobagu, Riau 93777",93777,18,11,Belum Menikah,0,D3,Pegawai Negeri,UD Pradana,+62 (065) 098 9918,4772891,1909156,Pinjaman Pribadi,21,60440646,1,1,0,1,0,0,0,0,1,1,2,1,DPK,11,28939561,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7638877,Motor,186,2,270835,1000,Remedial
1388346292534323,Dipa Latupono,perempuan,"Sulawesi Utara, 07-11-1968",44,"Jl. Erlangga No. 691
Bandar Lampung, ST 57399",57399,3,3,Cerai Mati,0,S1,Pegawai Negeri,PT Wahyuni Winarno,+62 (0232) 614-3703,5706946,2282778,Pinjaman Pribadi,19,65386125,0,1,2,3,3,3,4,3,3,4,3,4,Kurang Lancar,8,37992781,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Cukup,7707493,Motor,187,2,339739,833,Remedial
8802832612228928,Cakrajiya Thamrin,perempuan,"Maluku, 11-09-1971",37,"Gang KH Amin Jasuta No. 1
Lhokseumawe, Jawa Timur 29990",29990,17,5,Cerai Hidup,3,S1,Pegawai Negeri,PT Wahyuni Prayoga Tbk,+62 (828) 900-1454,4945058,3461541,Pinjaman Pribadi,19,28328468,0,1,2,1,1,0,0,1,1,1,1,2,DPK,10,13493298,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7671955,Mobil,189,2,286478,833,Remedial
4610829723580766,Ilyas Maryadi,laki-laki,"DI Yogyakarta, 20-04-1990",28,"Jalan Ahmad Yani No. 719
Jayapura, Kalimantan Tengah 06287",6287,8,20,Menikah,4,SMP,Buruh,PD Setiawan,+62 (74) 896-5582,2927897,2342318,Pinjaman Pribadi,18,10593396,0,0,0,0,0,0,1,2,2,3,3,2,DPK,10,4737606,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,8279814,Motor,233,2,260981,666,No Remedial
2522939767300946,Drs. Maya Halimah,laki-laki,"Maluku, 04-02-1999",46,"Gg. Gardujati No. 5
Bandung, SS 99172",99172,17,7,Menikah,3,S2,Professional,Perum Yuniar,+62-008-217-6259,6838418,4786893,Pinjaman Bisnis,18,37050948,0,1,2,1,2,2,2,3,3,3,3,4,Kurang Lancar,8,20638748,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Sangat Baik,7633349,Motor,178,2,307364,555,No Remedial
9025077081431201,Hj. Zahra Mustofa,perempuan,"Kalimantan Tengah, 07-12-1960",41,"Gg. Cihampelas No. 401
Banjarbaru, JI 42043",42043,7,20,Belum Menikah,0,S1,Pegawai Negeri,UD Andriani Megantara,+62-0459-985-0887,4452876,1781150,Pinjaman Pribadi,20,53703040,0,0,0,0,0,1,1,1,0,1,2,1,DPK,11,24314054,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7783968,Motor,212,2,379193,944,Remedial
6216706735065642,Tirtayasa Iswahyudi,perempuan,"Kalimantan Tengah, 14-08-1988",46,"Gang Peta No. 1
Sukabumi, JI 81675",81675,18,7,Belum Menikah,0,S2,Professional,CV Riyanti,+62 (47) 812 8776,5676643,2270657,Pinjaman Bisnis,17,58095409,1,0,0,0,1,1,2,2,3,3,2,2,DPK,10,24035549,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,8132373,Mobil,193,2,328853,833,Remedial
2476122480496979,KH. Viman Lazuardi,perempuan,"Lampung, 03-07-1978",42,"Jl. M.H Thamrin No. 91
Pekalongan, Bengkulu 93682",93682,8,15,Cerai Hidup,3,S1,Pegawai Negeri,Perum Yulianti Saefullah,+62-876-533-8018,4920949,3444664,Kartu Kredit,19,28404468,1,2,3,2,2,3,3,3,3,2,1,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Buruk,7834966,Mobil,198,2,309558,388,No Remedial
8336407923994075,Karimah Aryani,perempuan,"Kalimantan Barat, 23-12-1996",49,"Gg. Raya Ujungberung No. 1
Salatiga, Nusa Tenggara Timur 01335",1335,16,12,Belum Menikah,0,S1,Pegawai Negeri,PT Wahyudin Tbk,+62 (42) 599-1857,6224025,2489610,Pinjaman Pribadi,14,52544534,0,0,0,0,0,0,0,1,1,0,0,0,Lancar,12,0,3,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Cukup,6618505,Mobil,202,2,240432,611,No Remedial
2964054608425668,Winda Latupono,perempuan,"Bengkulu, 04-04-1972",45,"Jl. Sadang Serang No. 3
Solok, RI 78755",78755,19,6,Menikah,3,S2,Professional,PD Pradana Sudiati (Persero) Tbk,+62-03-870-7699,6659428,4661600,Pinjaman Pribadi,17,34133739,0,1,1,0,0,0,0,1,2,1,2,2,DPK,10,14155459,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7425951,Mobil,207,2,297902,777,Remedial
8560975531710511,"Olivia Prakasa, M.Ak",perempuan,"Jambi, 23-01-1961",51,"Gg. M.T Haryono No. 0
Kota Administrasi Jakarta Utara, YO 60199",60199,14,9,Menikah,3,S2,Professional,PD Oktaviani Tbk,+62-26-037-1066,6182631,4327842,Pinjaman Pribadi,16,29825760,0,0,1,0,1,2,2,2,3,4,3,3,DPK,9,13132659,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,8134587,Motor,204,2,297967,722,Remedial
