debtor_nik,payment_history_1,payment_history_2,payment_history_3,payment_history_4,payment_history_5,payment_history_6,payment_history_7,payment_history_8,payment_history_9,payment_history_10,payment_history_11,payment_history_12,limit_ball,bill_amount,payment_amount,default_payment_next_month
7269021731543620,0,0,0,0,1,-1,0,-1,-1,-1,0,-1,12288901,6451831,4169435,0
1732903863041186,1,-1,0,0,1,0,0,0,1,0,0,-1,12354161,5509931,6650976,1
8286862955488245,-1,0,0,0,0,0,-1,0,0,0,0,0,12515571,6013843,5803004,0
1361020499862937,-1,-1,-1,-2,-2,-1,-2,-1,-1,-1,-1,-2,7445615,4808478,4630007,0
1715947655359127,1,1,2,1,2,1,1,2,1,1,1,1,16246561,6960039,7145034,1
9296314943230652,0,-1,0,0,0,-1,0,-1,-1,0,-2,-1,11120032,3616371,5202752,0
9829255755333242,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,8684868,6348079,4497361,1
3285079500278682,-1,0,-1,-1,-1,-1,0,-2,-1,0,0,0,10907645,4489042,4901869,0
4736562097250719,-1,0,0,0,1,0,0,0,0,-1,0,0,14373652,6415730,5600686,1
1584151227070603,1,1,0,0,1,1,1,1,1,1,0,1,12877292,6270663,6919297,1
1077950634990481,-1,0,0,0,-1,1,0,-1,-1,0,0,0,12065351,5853567,4928235,0
5095207716463195,-1,-2,-2,-2,-1,-2,-1,-1,-2,-3,-2,-1,8801462,3062191,1363510,0
2332913362946308,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,9221131,5291104,4361859,0
1306866178341464,-1,-3,-2,-3,-3,-2,-3,-1,-2,-1,-3,-2,6217182,1109209,2497121,0
3584883513054830,0,0,0,0,0,0,1,1,0,0,0,1,14193570,5138669,5384985,1
5319330294035108,-1,-1,-1,-2,0,-2,-2,-1,-1,0,-1,0,10727174,3892139,4446043,1
1239901965730613,0,0,1,0,1,-1,0,0,0,0,0,0,14349022,5563615,6465026,0
9857177042085444,0,1,0,-1,0,0,-1,0,0,0,0,0,11203628,6194709,6976127,1
5685164384977771,1,-1,0,0,0,0,1,1,0,0,1,0,13619348,5921511,5757394,1
7870699059826772,-1,-1,-1,0,0,0,0,1,-1,0,-1,0,13409017,3598209,4340654,0
1181826638264179,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,7890198,4427477,3817079,0
1027078214814206,-1,-1,0,-1,-1,0,-2,-1,-1,0,-1,-1,10487521,5079408,4659698,0
9625457216719748,0,0,-2,-1,-1,0,-1,-2,-1,-1,-2,-1,6229231,3648743,4971981,0
5312330785080413,1,0,1,-1,0,-2,0,-1,0,0,-1,-1,9950143,4070402,4199232,0
7477784953089063,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-1,-1,7733922,3871654,3163535,0
9058256478027156,0,0,1,-1,0,-1,-1,-1,1,-1,0,0,10068411,7406892,6142460,0
7366939119198428,-1,0,-1,-1,-1,-2,-1,-3,0,-1,-1,-2,8636844,3586111,3506101,0
7527532118223641,-2,-2,-2,-1,0,-2,-2,-2,-1,-2,-1,-2,5882116,3131302,2332843,0
3670723096734661,-1,1,0,1,0,1,1,-1,1,0,1,1,11015983,7462388,8274619,1
9929927197654296,-1,-1,-1,1,0,0,0,0,-1,0,0,-1,11497390,4832127,6005008,0
1003176326713600,-1,-1,-2,-2,-2,-1,-2,-1,-2,-1,-1,-1,5637130,2571177,3675362,0
1816360657214000,0,-1,0,-1,-1,1,-1,1,-1,1,-1,0,12538179,5507650,6161027,0
6723817148799469,-1,-1,-1,-2,0,-2,-2,-1,-1,-2,-2,-1,5911084,4320906,3469454,0
6832447886674950,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,13312323,4623461,6534697,0
9079173696633858,0,-1,1,0,0,0,1,0,0,-1,0,0,13656331,6842925,4997402,1
6416169418967179,1,1,1,1,2,1,1,2,1,1,1,1,16869481,6091591,5988178,1
4144457000697067,-3,-3,-3,-2,-3,-4,-2,-3,-3,-3,-3,-3,4306184,705359,1746722,0
1628657388638737,0,1,0,0,0,1,0,1,2,0,-1,1,12511619,6485153,6549247,0
7376441581246194,0,0,0,-1,1,0,0,1,0,0,-1,-1,11701967,6275560,4712890,1
3335850860890511,2,2,2,2,1,1,2,1,1,1,2,1,19661570,7289501,7979542,1
1033042406811439,3,3,3,3,3,3,3,4,2,2,2,3,20000000,9297231,8805344,1
8019604892992084,-1,-2,-2,0,-1,-1,-1,-1,-1,0,-1,-1,9799388,1732525,4060873,0
4604937302662811,0,1,0,1,0,1,0,0,1,1,1,1,11398678,6143887,6919908,1
9951957212046000,-1,-2,-1,0,-2,-1,-1,-2,-1,-1,-2,-2,7978928,2969285,3017972,0
8116818704327455,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,9717386,5825451,4835790,0
6591473397976276,0,1,0,1,1,0,0,0,1,2,1,0,13303589,5044607,6714237,1
1084115789395720,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,8147142,4888269,5053518,0
8843427137785701,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-2,-1,7591049,3988096,4755558,0
8988917641080306,-1,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,7172154,4677891,3851160,0
8346373009555522,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-2,-1,8467690,3117997,3848009,0
5036479108967250,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,10183076,4511422,4352447,0
8557428757820817,-1,0,0,1,0,-1,0,1,0,-1,-1,-1,14728001,5673363,6912756,1
2345441418506557,-1,0,0,1,1,0,0,0,0,-1,0,0,13034120,5737502,4218212,0
5042815081947604,0,1,0,1,1,1,1,0,0,0,1,-1,13435710,7425720,6755729,1
5594688417823925,-1,-1,-1,0,-2,-2,-1,-2,-1,-1,-2,-3,6530973,2490104,3867756,0
1412935525704674,-1,-1,-2,-1,-1,-1,-1,-1,-2,0,-1,-2,8130504,2900985,4484898,0
8384263616657410,1,0,1,-1,-1,1,0,1,0,1,-1,1,11529345,6001680,6479011,0
4646011837632011,-1,-2,-1,0,-1,-1,-1,-1,-2,0,-1,0,13896531,3790114,3619958,0
3083853244910433,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,9550970,5079741,4295721,0
5750072069573498,-1,0,0,1,0,-1,0,1,1,1,0,1,13806826,3837714,5241085,0
6997488962677961,0,-2,-2,-2,-2,-1,-2,-2,-1,-1,-2,-1,4221909,3659067,3628417,0
2865465116528004,1,0,1,0,-1,0,0,0,1,0,0,0,11996928,5622739,6035843,1
4622468190545713,0,0,0,0,0,-1,0,0,-1,-1,0,-1,10397518,5809404,4645879,0
7060040957877691,0,0,0,1,1,0,1,0,1,0,1,0,15082570,7764511,6413297,1
3667250690241460,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,0,9181713,5759662,3860273,1
3532742256195624,0,1,0,-1,0,1,0,1,-1,1,2,0,12269250,6033259,4763097,1
8865277857241607,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,6844930,3686382,2756764,0
4248584489150957,-2,-3,-2,-2,-1,-3,-3,0,-2,-2,-2,-1,8021405,2975925,3025040,0
9640535632132996,1,2,1,0,0,1,2,1,0,1,2,2,15747741,7569508,6668103,1
9633202960029888,0,0,0,0,0,-1,-1,0,-1,-1,0,0,14631722,4737241,4511810,0
4961314770501399,-1,0,-1,0,-2,-1,-1,-2,-1,-1,0,-1,8681351,4629884,3686321,0
2751159926627682,-1,-1,-1,1,0,0,0,0,0,1,0,1,15115282,5169759,5912849,0
9253810783451236,-2,-3,-2,-2,-2,-2,-3,-2,-2,-3,-2,-2,6222961,2250102,3623254,0
4834366572227634,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,6676247,5698384,5213802,0
6906419184965367,-1,-1,-2,-1,-2,-2,-1,-2,-1,-1,0,0,8155120,2692467,4201984,0
9558669175499962,0,-1,0,1,1,-1,0,0,0,0,-1,-1,14141764,5598573,6219274,0
7313843797079647,-1,-1,-1,-2,-2,-1,-2,-1,-1,-2,-1,-1,6805020,4271721,4249363,0
3059303416244772,0,0,0,1,0,1,0,0,1,-1,0,0,11188448,6391487,6698396,0
2657365191699273,1,0,0,0,-1,0,1,-1,-1,0,-1,-1,9153899,4668324,5004295,0
2799034015832827,1,0,0,-1,1,0,0,1,0,1,2,1,14522707,6565878,8283228,1
1633062763528823,-1,-1,-2,-2,0,-1,0,-1,-2,-1,-1,-1,10945982,4576445,4015006,1
9424239731364348,-1,-1,-2,-2,-1,0,-1,0,-2,0,0,-1,6802040,4596717,4164473,1
3304839382879879,1,-1,-1,0,0,0,-1,0,0,0,0,0,9790252,4741477,5265730,1
6497408173701338,0,0,0,-1,0,-1,1,0,0,0,0,0,12152696,4859369,5346627,1
9639222158286212,1,1,0,1,0,1,0,0,0,1,0,0,11024174,4877926,6129171,1
2102304483137612,0,-1,0,0,0,0,0,-1,-1,0,-1,-1,11026719,4751656,4811683,1
2472338563603781,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-2,5352417,1616797,273362,0
7983313036650868,0,0,-1,-1,0,0,1,-1,0,0,0,0,7595190,5471188,5325107,1
1722792181252444,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0,-1,8791777,5174848,4254873,0
3911881307109564,-2,-1,-1,-1,0,-2,-1,-2,-1,-1,-1,-2,8464381,3881325,4050347,0
2808424970955635,0,0,0,0,0,0,0,-1,0,0,-1,-1,10374813,5282997,5960972,0
4156655007477637,1,1,1,0,1,0,0,0,1,-1,1,1,12323723,7091718,5581668,1
1228966053713413,0,-1,-1,-2,-1,-1,-1,-1,-1,0,-2,-1,7954193,3913633,4558932,0
2758147283890531,-1,-2,0,-2,-1,-2,-2,-1,-1,-1,-1,-1,8889129,4851700,4800351,0
6252848714602987,-2,-1,-2,-1,-1,-2,-1,-2,-1,-2,-2,-1,8108099,1522832,3767936,0
8822300132179612,-1,0,-1,0,-1,0,0,-1,0,-1,-1,-1,9411559,5928010,5463796,0
9448235266155378,1,0,0,-1,0,0,1,0,-1,0,0,0,10440319,4809060,4765740,1
1154287586625052,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,9934266,5822632,4215795,0
9732860670893056,0,-1,-1,0,0,0,-1,0,-1,0,0,0,9348192,4744186,5455861,1
6953070807263077,0,-1,0,-1,-1,-2,-1,-1,0,-1,-1,-1,9125555,4381283,5644255,0
5543682803912870,-2,-2,-2,-3,-1,-1,-2,0,-3,-2,-1,-2,6775490,2387453,3575354,0
9328668053423212,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,-2,10916228,5617388,6829165,0
4591442959134062,-2,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,11641030,5838188,4418967,0
7833569510293218,0,-1,-1,-1,-1,-2,-1,-2,-1,-2,-2,-3,4083176,2944467,3398182,0
8884760676476161,-2,-3,-3,-3,-2,-3,-4,-2,-1,-3,-4,-2,2918824,1026320,2449430,0
5709679886468865,-2,-1,0,-2,-2,-1,-1,-1,-1,-2,-1,-2,8187422,4699366,3744728,0
9108284827660940,0,0,0,1,0,0,1,0,1,0,-1,0,12961599,4117225,4922171,0
2360725891518462,1,1,0,0,0,0,0,0,0,0,0,1,13211878,5386605,5684152,0
9477046512639340,-2,-2,0,0,-1,-2,-1,-1,-1,-2,-2,-2,11284358,4517600,4228582,0
1650145514041904,-1,0,0,0,1,-1,0,0,0,0,0,-1,11960993,4554333,6596001,1
9631351559835846,-1,-1,-1,-1,-1,-1,-2,-1,-2,-3,-2,-2,7850967,4064577,3062257,0
6396788266289232,2,1,1,1,1,1,1,0,1,1,0,1,15044361,6314570,7791461,0
1851939045792729,-1,-2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,9274633,4471856,4436041,0
5528555685505063,0,0,0,1,0,0,1,1,1,0,1,0,13022574,6934059,5818298,1
5646748852657600,1,1,1,0,-1,1,1,0,0,0,1,1,15648526,7663531,6829932,1
1694697629939732,2,1,1,0,0,1,1,2,1,1,0,1,13362548,5905495,6311066,1
4225999400046809,0,0,-1,0,0,0,0,0,0,-1,0,0,10271279,4978083,5236610,0
2073848343617792,0,0,0,0,-1,0,-1,-1,0,1,0,0,10348042,4916642,5434927,1
5294277489172849,-1,0,-1,0,-2,0,-1,-2,-1,0,-1,-1,9403404,4446311,3145111,0
8340907760274465,-1,-1,-1,0,-1,-1,-1,-1,-2,-1,-1,-2,9875013,3179354,3961096,0
9736342253834350,0,0,-1,-1,1,0,0,1,0,2,0,0,10008190,3972229,5335535,1
9741383411116576,0,0,1,0,0,0,0,0,0,0,-1,0,14298921,5991848,5459290,0
7440106103354567,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,7206753,5232197,3464813,0
8810374773620865,-1,-1,0,0,0,0,-1,0,-1,0,-1,-1,12191226,5410591,6761638,1
8329312220537966,-1,0,-2,0,0,0,0,-1,0,0,-1,-1,8398449,3654934,5081298,0
4267904487051176,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,0,8186125,3636052,2258030,0
1976563375808762,-1,0,0,0,0,-1,0,0,0,0,1,-1,11590126,6355299,5368066,1
6989861850145137,-1,0,0,0,0,0,0,1,0,0,1,0,13966375,7409097,5732985,1
5090551721286561,0,-1,0,0,0,0,0,0,-1,-1,0,0,11781677,5113655,5376583,0
3777122116473777,1,1,1,1,1,1,1,1,1,2,2,1,15816575,6900844,8524755,1
9075462288017548,0,1,0,0,0,-1,0,-1,0,0,0,1,12356574,5600178,5801069,0
4234116155470919,-2,-1,-1,0,0,-1,0,0,-1,-1,0,-1,11762277,4537176,4345860,1
8033866500134052,1,1,0,-1,0,0,0,1,0,0,1,1,13900503,6725575,7433569,1
8019782240242117,-1,-1,-1,-2,-1,-2,-1,-1,-2,-1,0,-2,10285816,4472476,4562359,0
2004489135875949,-1,-1,-1,-1,-1,0,-2,0,-1,0,-1,-1,8437295,4964729,5631615,0
7095177623886763,-1,-1,-2,-1,-2,0,0,-1,-1,-1,-1,0,6680876,4400225,3405616,0
2396822796238753,0,-1,1,0,1,0,-1,0,0,-1,-1,-1,10994566,5033420,6093487,0
6769060465269273,-3,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,8303292,2002520,2982416,0
4811084786417277,1,1,1,3,2,1,1,2,2,2,1,1,18506125,6676825,8172840,1
7234811904740478,0,1,1,0,0,1,1,2,0,1,0,1,16362203,6472593,6582740,1
1961859985551773,-1,-1,0,0,-1,-1,-1,-1,0,-1,-3,-1,8599740,4185052,5565165,0
1144653521084134,-3,-3,-4,-4,-2,-4,-4,-3,-3,-3,-3,-3,3489720,707888,1363228,0
8407613332230593,1,-1,0,-1,0,0,0,-1,0,0,-1,-1,7653885,4524315,5343285,1
5453412614817277,-1,-1,-2,-1,-2,-1,-1,-1,-1,0,-1,-2,7032172,3101915,4049924,0
4258270130605157,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,6999649,2744863,2790234,0
2587885894952738,-2,0,-1,0,-1,0,0,-1,0,-1,0,-2,10376673,6168491,5478865,0
6981952577179417,-1,0,-2,-1,-1,-1,-1,-1,-1,0,-1,-1,7108373,3062514,3817632,1
1045572105961401,-1,-1,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,7763889,4330017,4973031,0
2828880103872796,1,0,0,0,0,0,0,0,-1,0,0,-1,11852591,5363965,5332487,1
9720631712325030,-1,-2,-1,-1,-1,-2,-1,-2,-2,-2,-2,-3,7496054,2314734,3268442,0
3722940290795289,0,0,0,0,0,0,-1,-1,-1,0,0,-1,12208183,4016532,5297374,0
7948087546289947,1,0,1,1,1,0,0,0,1,0,0,0,15018767,5372804,5959677,1
4762558821874029,-2,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-2,7881858,3283487,3431257,0
6993161500596568,1,1,1,1,0,1,1,0,2,1,1,1,11629837,6372372,5025229,1
4558264900962690,0,0,0,0,1,0,0,0,0,0,0,0,11494299,5416701,5079928,1
7176786035668151,0,-1,-1,-1,-1,0,0,-1,-2,-1,0,-1,8200694,4511525,4088449,0
9952220502773730,1,1,0,1,1,2,0,0,1,2,1,1,10201661,7005951,7577670,1
3119774869747072,-2,-1,-2,-1,-1,-1,-1,-2,-1,-2,-1,-1,8319741,4598183,3812724,0
8061559161135984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,9464544,4446321,3271631,0
5522045433243407,0,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,11666274,3921367,4553429,0
3870427811374177,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,6629774,2885113,3094966,0
7765153579956967,0,-1,-1,-1,-1,1,-1,-1,-3,-1,0,-1,9269892,4894631,4114069,0
7070816866712304,1,0,0,-1,-1,0,1,1,0,0,1,1,10824590,6747194,4744160,1
1684878427250013,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,9922499,5271036,5857944,0
8849947660737886,-1,-2,-1,-1,-2,-1,0,-1,-1,-1,-1,-1,10030080,4813887,5689298,0
7812989221238337,0,-1,-1,-2,-2,0,-1,0,-1,0,0,0,6606905,4610419,4790683,0
9827255571653184,-1,0,-1,0,0,0,-1,0,-1,-1,1,0,11569164,6386054,5159928,1
3068365919722531,-1,-1,-1,-2,-2,-1,-2,-1,-1,-1,0,-1,8158545,4650844,3127445,0
6827156882717052,0,-1,-1,-2,-1,-1,-1,0,-2,0,-1,-1,9008883,3896024,4258814,0
5731617391850279,-1,0,-1,-2,-1,0,-1,-1,-1,-1,-1,0,6973260,5058191,3378010,0
4536934001494910,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,11722604,3337237,3945823,0
9047845724709234,2,1,2,1,1,1,1,0,1,0,1,0,14395269,7741222,6412789,1
2048299109866594,-1,0,0,0,0,-1,0,0,0,1,0,0,10391003,6026571,5194731,1
6898186140840034,0,-1,0,-2,-2,-1,-1,0,-1,-1,-1,-1,9944060,4922506,4289892,0
6814107835584231,0,1,0,0,0,1,-1,0,1,0,0,1,10337203,6786890,7575875,1
4670128800212442,0,0,-1,-1,-1,0,0,0,-1,1,0,0,10343237,4562564,5337125,1
3906823683137303,1,-1,-1,-1,0,0,0,1,0,0,0,0,12202606,3745222,4207447,0
3702659998909942,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,8176522,4530222,5982208,0
6059155558172755,0,-1,-2,-1,-1,0,-1,0,0,0,-2,-1,7099448,2586347,5823075,0
5693039518420285,-3,-2,-3,-2,-2,-3,-2,-3,-2,-3,-2,-2,6540227,2481626,2780209,0
8342824392837112,-2,-2,-2,-1,-1,-1,0,0,-1,0,-2,0,11146590,3718257,3258900,1
1666619195220027,1,-1,0,0,0,0,1,0,1,0,-1,0,11517904,5065885,5852559,1
8683758689749764,-1,0,0,-1,1,0,-1,-1,0,0,0,0,11081008,5670113,6083559,0
5555256619504280,-1,0,-1,0,0,0,1,-2,0,-1,-1,-1,8236318,5799471,6098161,0
1332580945863168,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,7518453,5430644,4266586,0
5325347092020285,-1,-2,-1,0,-1,0,-1,0,-1,-2,-1,-1,11567133,4334493,5637152,0
5183554467133018,-1,-1,0,-1,-2,-1,-2,-1,-2,-1,-2,-2,8723449,3342536,3707719,0
9229845641231792,1,0,1,0,0,1,0,1,0,0,0,0,14275563,6041534,6209032,1
3071282814702841,0,0,0,0,0,-1,1,-1,0,0,0,0,12320253,3724964,5095291,0
6901790363662583,0,0,1,0,0,0,-1,0,0,0,1,-1,11418942,6663006,7332699,1
8643457233969857,0,0,-1,0,0,0,1,-1,0,0,0,-1,9218428,5865097,6280660,0
3668530372909962,-1,0,0,0,0,0,-1,1,-1,1,0,0,13386996,5295116,5919364,0
7674191843685228,1,-1,0,0,0,0,1,0,0,1,-1,-1,11373826,5672867,6208102,1
3505827772267171,-1,-1,0,-2,-1,-2,-2,-1,-1,-2,-1,-1,8953975,5667005,4348798,0
3167187802350494,0,-1,-1,0,0,-1,0,-1,0,-1,0,0,11548960,5069665,4636659,0
5820049787165334,1,-1,1,0,-2,-1,0,-1,1,0,-1,0,10938209,4567334,3898136,0
8771511762957921,0,0,0,0,0,0,1,0,0,0,1,1,11802380,7094513,5154517,1
5188128048557489,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-2,9735293,4202056,6085050,1
1126639922744436,1,1,0,1,0,2,1,0,0,1,0,1,13423479,6722437,6307107,1
8951795293526395,-2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,9450143,4486742,4469712,0
2898547559607083,-1,0,-2,0,0,-1,0,-1,-1,0,1,-1,8745782,4723037,3611602,1
8147424179169910,0,1,-1,-1,0,0,1,-1,-1,1,0,1,8820225,4775418,5003246,1
6405763651085825,1,0,2,1,1,-1,-1,0,2,1,-1,0,12259663,5771385,7677786,0
7451081538543437,0,-1,0,0,1,-1,0,0,1,-1,-1,0,11259832,5385183,4488510,1
4832398112097146,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10017363,3246981,3882106,0
1560702233179136,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,11887837,4095602,3895556,0
6075606251563645,-1,0,-1,-1,-2,-1,-1,-1,-1,-2,0,-1,8714535,4227073,3754573,0
2457046479908163,0,0,0,1,0,1,0,1,1,-1,0,0,10982188,6874234,6379795,0
9791674434895764,-1,0,-1,0,-1,-1,0,-3,1,-1,0,-1,8053845,6333912,5361867,0
1427348133478654,-2,-2,-2,-1,-1,-1,-2,-1,-2,-2,-2,-2,7010327,2692105,3719452,0
7209025805780563,-3,-3,-3,-4,-3,-3,-2,-2,-3,-3,-2,-2,7937309,1842297,50000,0
2298870548481693,0,-1,1,0,-1,0,0,0,0,-1,0,-1,11916475,4793725,5113200,1
7062131547612935,0,-1,0,-1,-1,0,0,0,0,0,0,1,11973994,4670952,5352457,0
7617488151945693,1,-1,0,0,0,-1,0,0,1,-1,-1,0,13039848,5347045,4187102,0
3836285211877900,0,-1,0,0,0,-1,0,-1,0,-1,-1,0,14151556,4421508,3903092,0
3398550441401850,0,0,-1,1,-1,0,1,-1,-1,-1,1,-1,10059073,4688889,5742045,1
8359806429290294,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,10083468,5517693,4012919,0
8633809935212404,1,1,0,0,0,1,0,1,0,0,-1,0,8241225,5873986,5344426,1
6341505385972159,-1,0,-1,-1,-1,0,-1,0,0,1,0,0,10261778,5166365,4853962,1
9509867367687476,0,-1,-1,-2,-1,0,-1,0,-1,0,0,0,10928931,6177237,4406835,1
9230069631464560,-1,0,0,0,0,0,0,0,0,0,1,1,14686363,5865363,6841716,0
3293925325948710,0,0,-1,-1,-1,1,-1,-1,0,0,-1,-1,6058256,5375062,5163763,0
9012105194994916,-1,-2,-2,-2,0,-1,-1,-1,-2,-2,-2,-1,8076679,3208221,2927363,1
7549219514374159,0,0,-1,0,0,0,0,0,0,-1,0,0,8199407,4490130,4434046,1
5295690140481844,-1,-2,-2,-1,-1,0,-1,0,-2,-1,-2,-1,6414789,2026910,3164876,0
4487486585852136,-2,-2,-2,-1,-2,-3,-2,-3,-2,-2,-2,-3,8262322,2956749,3108403,0
8097390008846311,-1,1,0,0,0,0,1,0,1,-1,0,0,11202058,6057939,6311764,0
2461395315654884,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,8903247,5907802,5339444,0
1199241139544753,-1,1,-1,0,1,0,0,-1,0,0,0,0,13115386,5197766,5309898,0
8781359846797106,0,0,-1,0,1,0,1,0,0,0,0,1,11275892,5888462,5290783,1
9580095285837180,0,0,0,1,-1,0,0,-1,1,1,0,1,11459541,5357881,6790764,0
6883256608961304,0,-1,-1,-1,-2,-1,0,-1,-1,0,-1,-1,7825663,4175528,3642830,0
3455190316640762,0,0,0,1,1,1,0,1,1,1,0,0,12371917,5973838,5930845,1
2931025694064116,0,0,-1,-1,-1,0,0,0,0,0,0,1,10243469,4920164,5983490,0
6480920008189166,-2,-1,0,-1,-1,-1,-2,-2,-2,-2,-2,-1,12307200,4771891,3922554,0
4466001695922783,-1,-1,-1,-1,-1,0,0,0,-2,0,0,0,7954617,4386122,3698144,0
8095818933032353,-3,-2,-1,-1,-1,-1,-1,-1,0,-1,-1,0,9618930,3541293,3474661,0
4273380155324334,-1,-2,-1,-2,-3,-1,-2,0,-3,-1,-1,-1,11380057,4211091,3527936,0
4758003486395874,-1,0,0,0,-1,-1,0,0,0,-1,0,0,12473591,4875516,5453539,0
3943566228712502,0,-1,0,0,0,0,0,0,-1,-1,0,-1,12230614,5985154,5154462,1
7969837831571994,1,0,1,1,1,0,1,2,1,1,1,0,14392391,7633488,6327249,1
3816337991154725,-2,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,8758649,4009798,4326317,0
3665841570398376,-2,-1,0,0,-2,-2,-1,-3,-1,-2,-1,-2,9150923,4644964,3256186,0
9483364048909690,1,1,0,0,0,1,1,1,-1,0,1,0,13059433,7149297,5417584,1
7999414618198065,0,0,0,0,0,0,-1,-1,0,1,0,0,10664775,4741424,5124660,0
4088281085273767,0,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,11402051,5471048,4775070,0
6457887399486576,-1,0,-1,1,-1,0,0,-1,0,0,0,0,10125231,6005087,5086531,0
1448654578923466,2,1,2,1,2,1,1,1,2,1,2,1,16524473,7764160,7101083,1
2117494367663101,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,0,-1,8194183,2756740,3289656,1
7256030508982960,0,0,0,0,0,1,0,1,0,1,0,1,11603676,4603314,5093498,1
4368264083367405,0,2,0,0,0,1,0,0,0,1,2,1,11147589,7749037,6353918,1
8415807031657540,0,0,0,-1,-1,1,0,0,0,1,0,0,9355082,4988239,5587900,0
1213724148998905,-1,-1,-1,-1,0,-1,-2,-2,0,-1,-1,-2,6995210,4215718,4980338,0
5429341831141746,0,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,10983195,5040293,4349771,0
6596651007297046,-2,-1,-1,0,0,-2,-2,-2,0,-1,-2,-2,8906746,4193057,4954259,0
1298783493970777,0,-1,-1,0,0,-1,1,0,0,-1,0,0,12022224,4446833,3877463,1
5837554868529685,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,10001667,4793744,5073528,0
9173399046442088,0,0,1,1,0,0,1,0,1,0,0,0,14789093,6013458,6086733,1
9825582709681980,1,-1,0,0,-1,0,0,0,0,-1,0,-1,8998261,6984929,6013692,1
6362034088235005,0,0,1,1,1,0,0,1,1,0,-1,0,12934130,4274461,6074340,0
1571424000364695,1,0,1,0,-1,0,0,1,1,0,0,0,12196331,6570467,6774077,1
4509289649464529,0,0,0,1,0,1,-1,0,0,0,0,-1,11460178,6637754,6375022,0
2297770731230026,0,-1,-1,-2,0,-1,-1,0,-1,-1,-1,0,11081090,4836972,4023452,0
8063491641937448,-1,0,-2,-2,0,-1,0,-2,-1,-1,0,0,7574085,5029976,3725341,0
6387824465594767,-1,-1,0,-1,0,-2,-1,-1,0,-1,0,-1,11863485,4911572,4951465,0
1635495050996603,-1,1,-1,-1,-1,1,0,0,-1,0,0,0,7788909,5560599,6337748,1
2971382268148062,0,-1,-1,0,0,-2,-1,-2,0,-1,0,-1,9289924,5539166,4593702,0
9889698116723102,-2,-2,-2,-1,-1,-2,-1,-2,-1,-1,-2,-2,10153508,1463136,4613431,0
8023360555542623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,9763241,4444750,4174026,0
1016098375662946,-1,-2,-1,0,0,-2,0,0,0,0,-1,0,11720199,4098435,4702718,0
9033787849574524,-1,0,-1,-1,-1,0,0,-1,0,-1,0,0,10565450,6237020,5785703,0
4575801424266841,-1,-1,-1,-2,-2,-1,-1,-1,-2,-2,-1,-1,7490016,3456937,3365692,0
